#           k/h    P           
    0.10000E-03    0.53952E+03
    0.10202E-03    0.54997E+03
    0.10408E-03    0.56063E+03
    0.10618E-03    0.57149E+03
    0.10833E-03    0.58256E+03
    0.11052E-03    0.59384E+03
    0.11275E-03    0.60535E+03
    0.11503E-03    0.61707E+03
    0.11735E-03    0.62902E+03
    0.11972E-03    0.64120E+03
    0.12214E-03    0.65362E+03
    0.12461E-03    0.66628E+03
    0.12712E-03    0.67918E+03
    0.12969E-03    0.69233E+03
    0.13231E-03    0.70574E+03
    0.13499E-03    0.71941E+03
    0.13771E-03    0.73333E+03
    0.14049E-03    0.74753E+03
    0.14333E-03    0.76200E+03
    0.14623E-03    0.77676E+03
    0.14918E-03    0.79179E+03
    0.15220E-03    0.80712E+03
    0.15527E-03    0.82274E+03
    0.15841E-03    0.83866E+03
    0.16161E-03    0.85489E+03
    0.16487E-03    0.87144E+03
    0.16820E-03    0.88830E+03
    0.17160E-03    0.90549E+03
    0.17507E-03    0.92301E+03
    0.17860E-03    0.94086E+03
    0.18221E-03    0.95906E+03
    0.18589E-03    0.97761E+03
    0.18965E-03    0.99652E+03
    0.19348E-03    0.10158E+04
    0.19739E-03    0.10354E+04
    0.20138E-03    0.10555E+04
    0.20544E-03    0.10759E+04
    0.20959E-03    0.10967E+04
    0.21383E-03    0.11179E+04
    0.21815E-03    0.11395E+04
    0.22255E-03    0.11615E+04
    0.22705E-03    0.11839E+04
    0.23164E-03    0.12068E+04
    0.23632E-03    0.12301E+04
    0.24109E-03    0.12539E+04
    0.24596E-03    0.12781E+04
    0.25093E-03    0.13027E+04
    0.25600E-03    0.13279E+04
    0.26117E-03    0.13535E+04
    0.26645E-03    0.13796E+04
    0.27183E-03    0.14063E+04
    0.27732E-03    0.14334E+04
    0.28292E-03    0.14610E+04
    0.28864E-03    0.14892E+04
    0.29447E-03    0.15179E+04
    0.30042E-03    0.15472E+04
    0.30649E-03    0.15770E+04
    0.31268E-03    0.16074E+04
    0.31899E-03    0.16383E+04
    0.32544E-03    0.16699E+04
    0.33201E-03    0.17020E+04
    0.33872E-03    0.17348E+04
    0.34556E-03    0.17682E+04
    0.35254E-03    0.18022E+04
    0.35966E-03    0.18369E+04
    0.36693E-03    0.18722E+04
    0.37434E-03    0.19081E+04
    0.38190E-03    0.19448E+04
    0.38962E-03    0.19822E+04
    0.39749E-03    0.20202E+04
    0.40552E-03    0.20590E+04
    0.41371E-03    0.20985E+04
    0.42207E-03    0.21387E+04
    0.43060E-03    0.21797E+04
    0.43929E-03    0.22215E+04
    0.44817E-03    0.22640E+04
    0.45722E-03    0.23074E+04
    0.46646E-03    0.23515E+04
    0.47588E-03    0.23965E+04
    0.48550E-03    0.24423E+04
    0.49530E-03    0.24889E+04
    0.50531E-03    0.25365E+04
    0.51552E-03    0.25849E+04
    0.52593E-03    0.26342E+04
    0.53656E-03    0.26844E+04
    0.54739E-03    0.27355E+04
    0.55845E-03    0.27876E+04
    0.56973E-03    0.28406E+04
    0.58124E-03    0.28946E+04
    0.59299E-03    0.29496E+04
    0.60496E-03    0.30056E+04
    0.61719E-03    0.30626E+04
    0.62965E-03    0.31207E+04
    0.64237E-03    0.31798E+04
    0.65535E-03    0.32400E+04
    0.66859E-03    0.33012E+04
    0.68210E-03    0.33636E+04
    0.69588E-03    0.34271E+04
    0.70993E-03    0.34917E+04
    0.72427E-03    0.35575E+04
    0.73891E-03    0.36244E+04
    0.75383E-03    0.36926E+04
    0.76906E-03    0.37619E+04
    0.78460E-03    0.38325E+04
    0.80045E-03    0.39043E+04
    0.81662E-03    0.39774E+04
    0.83311E-03    0.40517E+04
    0.84994E-03    0.41274E+04
    0.86711E-03    0.42044E+04
    0.88463E-03    0.42827E+04
    0.90250E-03    0.43623E+04
    0.92073E-03    0.44434E+04
    0.93933E-03    0.45258E+04
    0.95831E-03    0.46096E+04
    0.97767E-03    0.46949E+04
    0.99742E-03    0.47816E+04
    0.10176E-02    0.48697E+04
    0.10381E-02    0.49594E+04
    0.10591E-02    0.50505E+04
    0.10805E-02    0.51432E+04
    0.11023E-02    0.52374E+04
    0.11246E-02    0.53331E+04
    0.11473E-02    0.54304E+04
    0.11705E-02    0.55293E+04
    0.11941E-02    0.56298E+04
    0.12182E-02    0.57319E+04
    0.12429E-02    0.58357E+04
    0.12680E-02    0.59411E+04
    0.12936E-02    0.60482E+04
    0.13197E-02    0.61570E+04
    0.13464E-02    0.62675E+04
    0.13736E-02    0.63797E+04
    0.14013E-02    0.64936E+04
    0.14296E-02    0.66093E+04
    0.14585E-02    0.67267E+04
    0.14880E-02    0.68460E+04
    0.15180E-02    0.69670E+04
    0.15487E-02    0.70899E+04
    0.15800E-02    0.72145E+04
    0.16119E-02    0.73411E+04
    0.16445E-02    0.74694E+04
    0.16777E-02    0.75996E+04
    0.17116E-02    0.77317E+04
    0.17462E-02    0.78657E+04
    0.17814E-02    0.80016E+04
    0.18174E-02    0.81394E+04
    0.18541E-02    0.82791E+04
    0.18916E-02    0.84208E+04
    0.19298E-02    0.85644E+04
    0.19688E-02    0.87099E+04
    0.20086E-02    0.88574E+04
    0.20491E-02    0.90069E+04
    0.20905E-02    0.91583E+04
    0.21328E-02    0.93117E+04
    0.21758E-02    0.94671E+04
    0.22198E-02    0.96245E+04
    0.22646E-02    0.97839E+04
    0.23104E-02    0.99454E+04
    0.23571E-02    0.10109E+05
    0.24047E-02    0.10274E+05
    0.24533E-02    0.10442E+05
    0.25028E-02    0.10611E+05
    0.25534E-02    0.10783E+05
    0.26050E-02    0.10956E+05
    0.26576E-02    0.11132E+05
    0.27113E-02    0.11309E+05
    0.27660E-02    0.11489E+05
    0.28219E-02    0.11670E+05
    0.28789E-02    0.11854E+05
    0.29371E-02    0.12040E+05
    0.29964E-02    0.12227E+05
    0.30569E-02    0.12417E+05
    0.31187E-02    0.12608E+05
    0.31817E-02    0.12802E+05
    0.32460E-02    0.12997E+05
    0.33115E-02    0.13195E+05
    0.33784E-02    0.13394E+05
    0.34467E-02    0.13595E+05
    0.35163E-02    0.13798E+05
    0.35874E-02    0.14003E+05
    0.36598E-02    0.14210E+05
    0.37338E-02    0.14419E+05
    0.38092E-02    0.14629E+05
    0.38861E-02    0.14841E+05
    0.39646E-02    0.15055E+05
    0.40447E-02    0.15271E+05
    0.41264E-02    0.15488E+05
    0.42098E-02    0.15706E+05
    0.42948E-02    0.15926E+05
    0.43816E-02    0.16148E+05
    0.44701E-02    0.16371E+05
    0.45604E-02    0.16595E+05
    0.46525E-02    0.16821E+05
    0.47465E-02    0.17047E+05
    0.48424E-02    0.17275E+05
    0.49402E-02    0.17504E+05
    0.50400E-02    0.17733E+05
    0.51419E-02    0.17964E+05
