#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.25363E+04    0.98203E+01   -0.10992E-03    0.98203E+01    0.48665E-01   -0.59980E-05   -0.10992E-03   -0.59980E-05    0.76657E-08
     3    0.22189E+04    0.11559E+02   -0.27142E-04    0.11559E+02    0.80059E-01   -0.52102E-05   -0.27142E-04   -0.52102E-05    0.46518E-08
     4    0.19526E+04    0.11420E+02   -0.10146E-04    0.11420E+02    0.90672E-01   -0.40838E-05   -0.10146E-04   -0.40838E-05    0.32097E-08
     5    0.17440E+04    0.10158E+02   -0.91056E-05    0.10158E+02    0.81158E-01   -0.29544E-05   -0.91056E-05   -0.29544E-05    0.23809E-08
     6    0.15820E+04    0.83446E+01   -0.11873E-04    0.83446E+01    0.60630E-01   -0.19487E-05   -0.11873E-04   -0.19487E-05    0.18501E-08
     7    0.14558E+04    0.63827E+01   -0.15041E-04    0.63827E+01    0.39071E-01   -0.11281E-05   -0.15041E-04   -0.11281E-05    0.14857E-08
     8    0.13571E+04    0.45457E+01   -0.18114E-04    0.45457E+01    0.22746E-01   -0.50977E-06   -0.18114E-04   -0.50977E-06    0.12227E-08
     9    0.12796E+04    0.30007E+01   -0.21059E-04    0.30007E+01    0.13271E-01   -0.82116E-07   -0.21059E-04   -0.82116E-07    0.10257E-08
    10    0.12186E+04    0.18277E+01   -0.23476E-04    0.18277E+01    0.91267E-02    0.17785E-06   -0.23476E-04    0.17785E-06    0.87352E-09
    11    0.11697E+04    0.10406E+01   -0.25042E-04    0.10406E+01    0.77752E-02    0.29673E-06   -0.25042E-04    0.29673E-06    0.75346E-09
    12    0.11304E+04    0.61037E+00   -0.25852E-04    0.61037E+00    0.72610E-02    0.30653E-06   -0.25852E-04    0.30653E-06    0.65655E-09
    13    0.10980E+04    0.46938E+00   -0.26204E-04    0.46938E+00    0.65946E-02    0.24898E-06   -0.26204E-04    0.24898E-06    0.57735E-09
    14    0.10713E+04    0.53999E+00   -0.26367E-04    0.53999E+00    0.58345E-02    0.16380E-06   -0.26367E-04    0.16380E-06    0.51152E-09
    15    0.10506E+04    0.74311E+00   -0.26397E-04    0.74311E+00    0.52358E-02    0.73573E-07   -0.26397E-04    0.73573E-07    0.45625E-09
    16    0.10361E+04    0.10050E+01   -0.26292E-04    0.10050E+01    0.50049E-02   -0.58186E-08   -0.26292E-04   -0.58186E-08    0.40931E-09
