#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.12249E+04    0.67606E+01   -0.34859E-04    0.67606E+01    0.55151E-01   -0.65790E-05   -0.34859E-04   -0.65790E-05    0.77259E-08
     3    0.10866E+04    0.74953E+01    0.79743E-04    0.74953E+01    0.89879E-01   -0.57523E-05    0.79743E-04   -0.57523E-05    0.47845E-08
     4    0.98736E+03    0.70998E+01    0.11272E-03    0.70998E+01    0.10172E+00   -0.45524E-05    0.11272E-03   -0.45524E-05    0.33416E-08
     5    0.91887E+03    0.61493E+01    0.11987E-03    0.61493E+01    0.91308E-01   -0.33377E-05    0.11987E-03   -0.33377E-05    0.24992E-08
     6    0.87186E+03    0.50071E+01    0.11776E-03    0.50071E+01    0.68517E-01   -0.22480E-05    0.11776E-03   -0.22480E-05    0.19537E-08
     7    0.84011E+03    0.38862E+01    0.11228E-03    0.38862E+01    0.44308E-01   -0.13520E-05    0.11228E-03   -0.13520E-05    0.15759E-08
     8    0.81926E+03    0.29071E+01    0.10515E-03    0.29071E+01    0.25692E-01   -0.67073E-06    0.10515E-03   -0.67073E-06    0.13015E-08
     9    0.80654E+03    0.21272E+01    0.97179E-04    0.21272E+01    0.14639E-01   -0.19386E-06    0.97179E-04   -0.19386E-06    0.10948E-08
    10    0.79988E+03    0.15597E+01    0.89288E-04    0.15597E+01    0.96392E-02    0.10286E-06    0.89288E-04    0.10286E-06    0.93454E-09
    11    0.79714E+03    0.11925E+01    0.82263E-04    0.11925E+01    0.79627E-02    0.24771E-06    0.82263E-04    0.24771E-06    0.80761E-09
    12    0.79811E+03    0.99984E+00    0.76211E-04    0.99984E+00    0.74093E-02    0.27368E-06    0.76211E-04    0.27368E-06    0.70485E-09
    13    0.80102E+03    0.94192E+00    0.70862E-04    0.94192E+00    0.68237E-02    0.22405E-06    0.70862E-04    0.22405E-06    0.62064E-09
    14    0.80506E+03    0.97539E+00    0.65940E-04    0.97539E+00    0.61461E-02    0.14054E-06    0.65940E-04    0.14054E-06    0.55049E-09
    15    0.81071E+03    0.10632E+01    0.61358E-04    0.10632E+01    0.56109E-02    0.48682E-07    0.61358E-04    0.48682E-07    0.49149E-09
    16    0.81853E+03    0.11731E+01    0.57096E-04    0.11731E+01    0.54278E-02   -0.32999E-07    0.57096E-04   -0.32999E-07    0.44129E-09
    17    0.82824E+03    0.12828E+01    0.53195E-04    0.12828E+01    0.56343E-02   -0.97781E-07    0.53195E-04   -0.97781E-07    0.39827E-09
    18    0.83866E+03    0.13771E+01    0.49684E-04    0.13771E+01    0.60276E-02   -0.14174E-06    0.49684E-04   -0.14174E-06    0.36108E-09
    19    0.85061E+03    0.14527E+01    0.46482E-04    0.14527E+01    0.64649E-02   -0.16032E-06    0.46482E-04   -0.16032E-06    0.32872E-09
    20    0.86244E+03    0.15076E+01    0.43502E-04    0.15076E+01    0.69009E-02   -0.15178E-06    0.43502E-04   -0.15178E-06    0.30033E-09
    21    0.87457E+03    0.15459E+01    0.40740E-04    0.15459E+01    0.73541E-02   -0.12610E-06    0.40740E-04   -0.12610E-06    0.27533E-09
    22    0.88735E+03    0.15725E+01    0.38202E-04    0.15725E+01    0.79451E-02   -0.95140E-07    0.38202E-04   -0.95140E-07    0.25318E-09
    23    0.90055E+03    0.15948E+01    0.35859E-04    0.15948E+01    0.87797E-02   -0.66424E-07    0.35859E-04   -0.66424E-07    0.23349E-09
    24    0.91415E+03    0.16197E+01    0.33678E-04    0.16197E+01    0.99045E-02   -0.44865E-07    0.33678E-04   -0.44865E-07    0.21589E-09
    25    0.92807E+03    0.16492E+01    0.31659E-04    0.16492E+01    0.11316E-01   -0.29265E-07    0.31659E-04   -0.29265E-07    0.20010E-09
    26    0.94208E+03    0.16854E+01    0.29806E-04    0.16854E+01    0.12963E-01   -0.17743E-07    0.29806E-04   -0.17743E-07    0.18588E-09
    27    0.95645E+03    0.17267E+01    0.28114E-04    0.17267E+01    0.14826E-01   -0.11795E-07    0.28114E-04   -0.11795E-07    0.17303E-09
    28    0.97104E+03    0.17716E+01    0.26573E-04    0.17716E+01    0.16910E-01   -0.13079E-07    0.26573E-04   -0.13079E-07    0.16139E-09
    29    0.98596E+03    0.18175E+01    0.25157E-04    0.18175E+01    0.19188E-01   -0.20517E-07    0.25157E-04   -0.20517E-07    0.15080E-09
    30    0.10011E+04    0.18595E+01    0.23842E-04    0.18595E+01    0.21641E-01   -0.31775E-07    0.23842E-04   -0.31775E-07    0.14114E-09
    31    0.10164E+04    0.18938E+01    0.22605E-04    0.18938E+01    0.24280E-01   -0.42211E-07    0.22605E-04   -0.42211E-07    0.13231E-09
    32    0.10319E+04    0.19171E+01    0.21433E-04    0.19171E+01    0.27107E-01   -0.47621E-07    0.21433E-04   -0.47621E-07    0.12422E-09
    33    0.10478E+04    0.19295E+01    0.20336E-04    0.19295E+01    0.30121E-01   -0.47863E-07    0.20336E-04   -0.47863E-07    0.11680E-09
    34    0.10639E+04    0.19317E+01    0.19325E-04    0.19317E+01    0.33332E-01   -0.44188E-07    0.19325E-04   -0.44188E-07    0.10996E-09
    35    0.10801E+04    0.19227E+01    0.18393E-04    0.19227E+01    0.36732E-01   -0.39351E-07    0.18393E-04   -0.39351E-07    0.10366E-09
    36    0.10965E+04    0.19004E+01    0.17529E-04    0.19004E+01    0.40331E-01   -0.35750E-07    0.17529E-04   -0.35750E-07    0.97841E-10
