#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.95414E+03    0.26432E+01    0.14766E-02    0.26432E+01    0.52715E-01   -0.65892E-05    0.14766E-02   -0.65892E-05    0.85814E-08
     3    0.88080E+03    0.33987E+01    0.10300E-02    0.33987E+01    0.86373E-01   -0.57132E-05    0.10300E-02   -0.57132E-05    0.52300E-08
     4    0.81872E+03    0.35411E+01    0.77236E-03    0.35411E+01    0.97565E-01   -0.44774E-05    0.77236E-03   -0.44774E-05    0.36197E-08
     5    0.77406E+03    0.33108E+01    0.60538E-03    0.33108E+01    0.87134E-01   -0.32435E-05    0.60538E-03   -0.32435E-05    0.26915E-08
     6    0.74433E+03    0.28997E+01    0.48945E-03    0.28997E+01    0.64945E-01   -0.21471E-05    0.48945E-03   -0.21471E-05    0.20955E-08
     7    0.72644E+03    0.24278E+01    0.40523E-03    0.24278E+01    0.41730E-01   -0.12537E-05    0.40523E-03   -0.12537E-05    0.16855E-08
     8    0.71710E+03    0.19725E+01    0.34132E-03    0.19725E+01    0.24187E-01   -0.58126E-06    0.34132E-03   -0.58126E-06    0.13889E-08
     9    0.71410E+03    0.15803E+01    0.29106E-03    0.15803E+01    0.14022E-01   -0.11687E-06    0.29106E-03   -0.11687E-06    0.11664E-08
    10    0.71614E+03    0.12732E+01    0.25082E-03    0.12732E+01    0.95903E-02    0.16535E-06    0.25082E-03    0.16535E-06    0.99435E-09
    11    0.72171E+03    0.10596E+01    0.21853E-03    0.10596E+01    0.81647E-02    0.29497E-06    0.21853E-03    0.29497E-06    0.85840E-09
    12    0.73082E+03    0.93921E+00    0.19234E-03    0.93921E+00    0.76419E-02    0.30655E-06    0.19234E-03    0.30655E-06    0.74855E-09
    13    0.74182E+03    0.89790E+00    0.17076E-03    0.89790E+00    0.69784E-02    0.24471E-06    0.17076E-03    0.24471E-06    0.65866E-09
    14    0.75389E+03    0.91619E+00    0.15257E-03    0.91619E+00    0.62107E-02    0.15208E-06    0.15257E-03    0.15208E-06    0.58388E-09
    15    0.76714E+03    0.97301E+00    0.13706E-03    0.97301E+00    0.56072E-02    0.53670E-07    0.13706E-03    0.53670E-07    0.52105E-09
    16    0.78177E+03    0.10486E+01    0.12370E-03    0.10486E+01    0.53898E-02   -0.32712E-07    0.12370E-03   -0.32712E-07    0.46764E-09
    17    0.79780E+03    0.11270E+01    0.11215E-03    0.11270E+01    0.55829E-02   -0.10055E-06    0.11215E-03   -0.10055E-06    0.42190E-09
    18    0.81443E+03    0.11969E+01    0.10213E-03    0.11969E+01    0.59671E-02   -0.14605E-06    0.10213E-03   -0.14605E-06    0.38239E-09
    19    0.83248E+03    0.12563E+01    0.93344E-04    0.12563E+01    0.63943E-02   -0.16503E-06    0.93344E-04   -0.16503E-06    0.34802E-09
    20    0.85027E+03    0.13025E+01    0.85535E-04    0.13025E+01    0.68171E-02   -0.15622E-06    0.85535E-04   -0.15622E-06    0.31789E-09
    21    0.86817E+03    0.13364E+01    0.78594E-04    0.13364E+01    0.72547E-02   -0.13032E-06    0.78594E-04   -0.13032E-06    0.29135E-09
    22    0.88649E+03    0.13599E+01    0.72436E-04    0.13599E+01    0.78281E-02   -0.99767E-07    0.72436E-04   -0.99767E-07    0.26787E-09
    23    0.90499E+03    0.13784E+01    0.66943E-04    0.13784E+01    0.86422E-02   -0.71843E-07    0.66943E-04   -0.71843E-07    0.24699E-09
    24    0.92366E+03    0.13977E+01    0.61999E-04    0.13977E+01    0.97430E-02   -0.51091E-07    0.61999E-04   -0.51091E-07    0.22833E-09
    25    0.94245E+03    0.14198E+01    0.57540E-04    0.14198E+01    0.11128E-01   -0.36177E-07    0.57540E-04   -0.36177E-07    0.21159E-09
    26    0.96119E+03    0.14467E+01    0.53513E-04    0.14467E+01    0.12749E-01   -0.25177E-07    0.53513E-04   -0.25177E-07    0.19652E-09
    27    0.98013E+03    0.14769E+01    0.49878E-04    0.14769E+01    0.14586E-01   -0.19698E-07    0.49878E-04   -0.19698E-07    0.18291E-09
    28    0.99915E+03    0.15093E+01    0.46595E-04    0.15093E+01    0.16645E-01   -0.21473E-07    0.46595E-04   -0.21473E-07    0.17058E-09
    29    0.10183E+04    0.15416E+01    0.43620E-04    0.15416E+01    0.18894E-01   -0.29199E-07    0.43620E-04   -0.29199E-07    0.15937E-09
    30    0.10376E+04    0.15698E+01    0.40908E-04    0.15698E+01    0.21312E-01   -0.40299E-07    0.40908E-04   -0.40299E-07    0.14914E-09
    31    0.10567E+04    0.15909E+01    0.38419E-04    0.15909E+01    0.23908E-01   -0.50115E-07    0.38419E-04   -0.50115E-07    0.13979E-09
    32    0.10759E+04    0.16025E+01    0.36121E-04    0.16025E+01    0.26684E-01   -0.54542E-07    0.36121E-04   -0.54542E-07    0.13122E-09
    33    0.10953E+04    0.16049E+01    0.34005E-04    0.16049E+01    0.29640E-01   -0.53750E-07    0.34005E-04   -0.53750E-07    0.12336E-09
    34    0.11147E+04    0.15990E+01    0.32067E-04    0.15990E+01    0.32783E-01   -0.49299E-07    0.32067E-04   -0.49299E-07    0.11613E-09
    35    0.11341E+04    0.15830E+01    0.30288E-04    0.15830E+01    0.36113E-01   -0.44019E-07    0.30288E-04   -0.44019E-07    0.10946E-09
    36    0.11534E+04    0.15542E+01    0.28645E-04    0.15542E+01    0.39638E-01   -0.40280E-07    0.28645E-04   -0.40280E-07    0.10330E-09
    37    0.11726E+04    0.15130E+01    0.27118E-04    0.15130E+01    0.43401E-01   -0.37336E-07    0.27118E-04   -0.37336E-07    0.97602E-10
    38    0.11920E+04    0.14618E+01    0.25690E-04    0.14618E+01    0.47443E-01   -0.33988E-07    0.25690E-04   -0.33988E-07    0.92319E-10
    39    0.12117E+04    0.14023E+01    0.24358E-04    0.14023E+01    0.51752E-01   -0.30320E-07    0.24358E-04   -0.30320E-07    0.87414E-10
    40    0.12313E+04    0.13353E+01    0.23119E-04    0.13353E+01    0.56309E-01   -0.26742E-07    0.23119E-04   -0.26742E-07    0.82852E-10
    41    0.12510E+04    0.12611E+01    0.21972E-04    0.12611E+01    0.61106E-01   -0.23589E-07    0.21972E-04   -0.23589E-07    0.78599E-10
    42    0.12705E+04    0.11785E+01    0.20911E-04    0.11785E+01    0.66155E-01   -0.20908E-07    0.20911E-04   -0.20908E-07    0.74633E-10
    43    0.12900E+04    0.10858E+01    0.19925E-04    0.10858E+01    0.71475E-01   -0.18673E-07    0.19925E-04   -0.18673E-07    0.70930E-10
    44    0.13093E+04    0.98220E+00    0.19007E-04    0.98220E+00    0.77069E-01   -0.16859E-07    0.19007E-04   -0.16859E-07    0.67469E-10
    45    0.13289E+04    0.86693E+00    0.18147E-04    0.86693E+00    0.82953E-01   -0.15440E-07    0.18147E-04   -0.15440E-07    0.64229E-10
    46    0.13486E+04    0.73759E+00    0.17337E-04    0.73759E+00    0.89136E-01   -0.14380E-07    0.17337E-04   -0.14380E-07    0.61190E-10
    47    0.13684E+04    0.59479E+00    0.16574E-04    0.59479E+00    0.95606E-01   -0.13598E-07    0.16574E-04   -0.13598E-07    0.58337E-10
    48    0.13881E+04    0.44254E+00    0.15854E-04    0.44254E+00    0.10235E+00   -0.13000E-07    0.15854E-04   -0.13000E-07    0.55658E-10
    49    0.14078E+04    0.28426E+00    0.15173E-04    0.28426E+00    0.10933E+00   -0.12496E-07    0.15173E-04   -0.12496E-07    0.53139E-10
    50    0.14278E+04    0.11658E+00    0.14528E-04    0.11658E+00    0.11651E+00   -0.11992E-07    0.14528E-04   -0.11992E-07    0.50768E-10
    51    0.14479E+04   -0.65116E-01    0.13916E-04   -0.65116E-01    0.12384E+00   -0.11426E-07    0.13916E-04   -0.11426E-07    0.48534E-10
    52    0.14683E+04   -0.26486E+00    0.13337E-04   -0.26486E+00    0.13142E+00   -0.10852E-07    0.13337E-04   -0.10852E-07    0.46426E-10
    53    0.14886E+04   -0.48468E+00    0.12789E-04   -0.48468E+00    0.13941E+00   -0.10352E-07    0.12789E-04   -0.10352E-07    0.44437E-10
    54    0.15087E+04   -0.71866E+00    0.12274E-04   -0.71866E+00    0.14782E+00   -0.10010E-07    0.12274E-04   -0.10010E-07    0.42558E-10
    55    0.15289E+04   -0.96073E+00    0.11790E-04   -0.96073E+00    0.15665E+00   -0.99081E-08    0.11790E-04   -0.99081E-08    0.40782E-10
    56    0.15493E+04   -0.12114E+01    0.11337E-04   -0.12114E+01    0.16577E+00   -0.10092E-07    0.11337E-04   -0.10092E-07    0.39101E-10
    57    0.15700E+04   -0.14713E+01    0.10912E-04   -0.14713E+01    0.17504E+00   -0.10453E-07    0.10912E-04   -0.10453E-07    0.37508E-10
    58    0.15909E+04   -0.17422E+01    0.10510E-04   -0.17422E+01    0.18449E+00   -0.10844E-07    0.10510E-04   -0.10844E-07    0.35999E-10
    59    0.16119E+04   -0.20258E+01    0.10128E-04   -0.20258E+01    0.19412E+00   -0.11118E-07    0.10128E-04   -0.11118E-07    0.34567E-10
    60    0.16330E+04   -0.23226E+01    0.97621E-05   -0.23226E+01    0.20398E+00   -0.11128E-07    0.97621E-05   -0.11128E-07    0.33209E-10
    61    0.16545E+04   -0.26324E+01    0.94092E-05   -0.26324E+01    0.21416E+00   -0.10792E-07    0.94092E-05   -0.10792E-07    0.31918E-10
