#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11044E+04    0.33829E+01    0.13670E-02    0.33829E+01    0.52191E-01   -0.65356E-05    0.13670E-02   -0.65356E-05    0.79962E-08
     3    0.10384E+04    0.42330E+01    0.97524E-03    0.42330E+01    0.85800E-01   -0.56674E-05    0.97524E-03   -0.56674E-05    0.48257E-08
     4    0.97434E+03    0.43615E+01    0.74531E-03    0.43615E+01    0.97264E-01   -0.44418E-05    0.74531E-03   -0.44418E-05    0.33151E-08
     5    0.92442E+03    0.40590E+01    0.59477E-03    0.40590E+01    0.87198E-01   -0.32167E-05    0.59477E-03   -0.32167E-05    0.24492E-08
     6    0.88806E+03    0.35510E+01    0.48953E-03    0.35510E+01    0.65264E-01   -0.21259E-05    0.48953E-03   -0.21259E-05    0.18958E-08
     7    0.86292E+03    0.29787E+01    0.41260E-03    0.29787E+01    0.42126E-01   -0.12346E-05    0.41260E-03   -0.12346E-05    0.15167E-08
     8    0.84604E+03    0.24305E+01    0.35379E-03    0.24305E+01    0.24538E-01   -0.56170E-06    0.35379E-03   -0.56170E-06    0.12436E-08
     9    0.83546E+03    0.19578E+01    0.30723E-03    0.19578E+01    0.14300E-01   -0.95104E-07    0.30723E-03   -0.95104E-07    0.10395E-08
    10    0.82986E+03    0.15840E+01    0.26975E-03    0.15840E+01    0.98315E-02    0.19055E-06    0.26975E-03    0.19055E-06    0.88225E-09
    11    0.82790E+03    0.13167E+01    0.23957E-03    0.13167E+01    0.84088E-02    0.32448E-06    0.23957E-03    0.32448E-06    0.75841E-09
    12    0.82973E+03    0.11531E+01    0.21498E-03    0.11531E+01    0.78901E-02    0.34024E-06    0.21498E-03    0.34024E-06    0.65866E-09
    13    0.83348E+03    0.10773E+01    0.19460E-03    0.10773E+01    0.71988E-02    0.28145E-06    0.19460E-03    0.28145E-06    0.57732E-09
    14    0.83816E+03    0.10682E+01    0.17729E-03    0.10682E+01    0.63519E-02    0.19004E-06    0.17729E-03    0.19004E-06    0.50984E-09
    15    0.84418E+03    0.11048E+01    0.16241E-03    0.11048E+01    0.56394E-02    0.91526E-07    0.16241E-03    0.91526E-07    0.45331E-09
    16    0.85204E+03    0.11672E+01    0.14949E-03    0.11672E+01    0.53140E-02    0.43855E-08    0.14949E-03    0.43855E-08    0.40540E-09
    17    0.86164E+03    0.12390E+01    0.13825E-03    0.12390E+01    0.54270E-02   -0.64776E-07    0.13825E-03   -0.64776E-07    0.36448E-09
    18    0.87193E+03    0.13083E+01    0.12841E-03    0.13083E+01    0.57788E-02   -0.11217E-06    0.12841E-03   -0.11217E-06    0.32922E-09
    19    0.88375E+03    0.13727E+01    0.11972E-03    0.13727E+01    0.62176E-02   -0.13346E-06    0.11972E-03   -0.13346E-06    0.29864E-09
    20    0.89541E+03    0.14293E+01    0.11193E-03    0.14293E+01    0.66855E-02   -0.12708E-06    0.11193E-03   -0.12708E-06    0.27189E-09
    21    0.90732E+03    0.14780E+01    0.10494E-03    0.14780E+01    0.71871E-02   -0.10319E-06    0.10494E-03   -0.10319E-06    0.24840E-09
    22    0.91980E+03    0.15190E+01    0.98679E-04    0.15190E+01    0.78295E-02   -0.73755E-07    0.98679E-04   -0.73755E-07    0.22766E-09
    23    0.93262E+03    0.15563E+01    0.93040E-04    0.15563E+01    0.87097E-02   -0.46375E-07    0.93040E-04   -0.46375E-07    0.20927E-09
    24    0.94581E+03    0.15940E+01    0.87916E-04    0.15940E+01    0.98678E-02   -0.26008E-07    0.87916E-04   -0.26008E-07    0.19287E-09
    25    0.95932E+03    0.16338E+01    0.83247E-04    0.16338E+01    0.11299E-01   -0.11491E-07    0.83247E-04   -0.11491E-07    0.17820E-09
    26    0.97298E+03    0.16777E+01    0.78985E-04    0.16777E+01    0.12955E-01   -0.97013E-09    0.78985E-04   -0.97013E-09    0.16501E-09
    27    0.98704E+03    0.17238E+01    0.75095E-04    0.17238E+01    0.14815E-01    0.40494E-08    0.75095E-04    0.40494E-08    0.15314E-09
    28    0.10013E+04    0.17701E+01    0.71541E-04    0.17701E+01    0.16890E-01    0.19070E-08    0.71541E-04    0.19070E-08    0.14240E-09
    29    0.10160E+04    0.18144E+01    0.68282E-04    0.18144E+01    0.19155E-01   -0.63190E-08    0.68282E-04   -0.63190E-08    0.13266E-09
    30    0.10308E+04    0.18530E+01    0.65274E-04    0.18530E+01    0.21597E-01   -0.18292E-07    0.65274E-04   -0.18292E-07    0.12380E-09
    31    0.10458E+04    0.18836E+01    0.62482E-04    0.18836E+01    0.24227E-01   -0.29377E-07    0.62482E-04   -0.29377E-07    0.11571E-09
    32    0.10610E+04    0.19048E+01    0.59874E-04    0.19048E+01    0.27051E-01   -0.35380E-07    0.59874E-04   -0.35380E-07    0.10832E-09
    33    0.10766E+04    0.19168E+01    0.57444E-04    0.19168E+01    0.30068E-01   -0.36167E-07    0.57444E-04   -0.36167E-07    0.10155E-09
    34    0.10924E+04    0.19201E+01    0.55186E-04    0.19201E+01    0.33284E-01   -0.32992E-07    0.55186E-04   -0.32992E-07    0.95335E-10
    35    0.11084E+04    0.19129E+01    0.53084E-04    0.19129E+01    0.36693E-01   -0.28609E-07    0.53084E-04   -0.28609E-07    0.89618E-10
