#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.99689E+04    0.24402E+02   -0.19670E-02    0.24402E+02    0.63597E-01   -0.67074E-05   -0.19670E-02   -0.67074E-05    0.77775E-08
     3    0.83231E+04    0.28420E+02   -0.12342E-02    0.28420E+02    0.10499E+00   -0.58471E-05   -0.12342E-02   -0.58471E-05    0.47800E-08
     4    0.70674E+04    0.27920E+02   -0.88535E-03    0.27920E+02    0.11975E+00   -0.46091E-05   -0.88535E-03   -0.46091E-05    0.33260E-08
     5    0.60992E+04    0.24682E+02   -0.68414E-03    0.24682E+02    0.10820E+00   -0.33628E-05   -0.68414E-03   -0.33628E-05    0.24828E-08
     6    0.53390E+04    0.20056E+02   -0.55383E-03    0.20056E+02    0.81733E-01   -0.22462E-05   -0.55383E-03   -0.22462E-05    0.19390E-08
     7    0.47292E+04    0.15029E+02   -0.46257E-03    0.15029E+02    0.53274E-01   -0.13268E-05   -0.46257E-03   -0.13268E-05    0.15636E-08
     8    0.42318E+04    0.10287E+02   -0.39506E-03    0.10287E+02    0.31269E-01   -0.62569E-06   -0.39506E-03   -0.62569E-06    0.12913E-08
     9    0.38198E+04    0.62578E+01   -0.34321E-03    0.62578E+01    0.18242E-01   -0.13199E-06   -0.34321E-03   -0.13199E-06    0.10865E-08
    10    0.34729E+04    0.31565E+01   -0.30205E-03    0.31565E+01    0.12492E-01    0.17916E-06   -0.30205E-03    0.17916E-06    0.92785E-09
    11    0.31770E+04    0.10250E+01   -0.26854E-03    0.10250E+01    0.10719E-01    0.33590E-06   -0.26854E-03    0.33590E-06    0.80224E-09
    12    0.29229E+04   -0.21120E+00   -0.24067E-03   -0.21120E+00    0.10133E-01    0.36952E-06   -0.24067E-03    0.36952E-06    0.70057E-09
    13    0.27035E+04   -0.71591E+00   -0.21723E-03   -0.71591E+00    0.93107E-02    0.32237E-06   -0.21723E-03    0.32237E-06    0.61727E-09
    14    0.25139E+04   -0.67406E+00   -0.19724E-03   -0.67406E+00    0.80711E-02    0.23595E-06   -0.19724E-03    0.23595E-06    0.54786E-09
    15    0.23511E+04   -0.27685E+00   -0.18004E-03   -0.27685E+00    0.68070E-02    0.13738E-06   -0.18004E-03    0.13738E-06    0.48948E-09
    16    0.22122E+04    0.29551E+00   -0.16503E-03    0.29551E+00    0.59358E-02    0.46844E-07   -0.16503E-03    0.46844E-07    0.43980E-09
    17    0.20927E+04    0.91000E+00   -0.15188E-03    0.91000E+00    0.56229E-02   -0.28803E-07   -0.15188E-03   -0.28803E-07    0.39721E-09
    18    0.19878E+04    0.14613E+01   -0.14027E-03    0.14613E+01    0.57431E-02   -0.85687E-07   -0.14027E-03   -0.85687E-07    0.36037E-09
    19    0.18969E+04    0.19008E+01   -0.12999E-03    0.19008E+01    0.61071E-02   -0.11846E-06   -0.12999E-03   -0.11846E-06    0.32830E-09
    20    0.18176E+04    0.22004E+01   -0.12084E-03    0.22004E+01    0.65925E-02   -0.12425E-06   -0.12084E-03   -0.12425E-06    0.30015E-09
    21    0.17491E+04    0.23710E+01   -0.11265E-03    0.23710E+01    0.71414E-02   -0.11146E-06   -0.11265E-03   -0.11146E-06    0.27535E-09
    22    0.16900E+04    0.24349E+01   -0.10524E-03    0.24349E+01    0.78103E-02   -0.90599E-07   -0.10524E-03   -0.90599E-07    0.25337E-09
    23    0.16392E+04    0.24258E+01   -0.98545E-04    0.24258E+01    0.86873E-02   -0.69243E-07   -0.98545E-04   -0.69243E-07    0.23382E-09
    24    0.15957E+04    0.23775E+01   -0.92511E-04    0.23775E+01    0.98182E-02   -0.52679E-07   -0.92511E-04   -0.52679E-07    0.21633E-09
    25    0.15587E+04    0.23138E+01   -0.87050E-04    0.23138E+01    0.11217E-01   -0.39999E-07   -0.87050E-04   -0.39999E-07    0.20063E-09
    26    0.15271E+04    0.22552E+01   -0.82069E-04    0.22552E+01    0.12852E-01   -0.29586E-07   -0.82069E-04   -0.29586E-07    0.18648E-09
