#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.86772E+03    0.42717E+01   -0.15132E-02    0.42717E+01    0.55441E-01   -0.74299E-05   -0.15132E-02   -0.74299E-05    0.15819E-07
     3    0.85613E+03    0.48493E+01   -0.10457E-02    0.48493E+01    0.90025E-01   -0.62632E-05   -0.10457E-02   -0.62632E-05    0.95455E-08
     4    0.83814E+03    0.47445E+01   -0.80205E-03    0.47445E+01    0.99552E-01   -0.48293E-05   -0.80205E-03   -0.48293E-05    0.65483E-08
     5    0.82220E+03    0.42659E+01   -0.65127E-03    0.42659E+01    0.86367E-01   -0.34529E-05   -0.65127E-03   -0.34529E-05    0.48330E-08
     6    0.81017E+03    0.36268E+01   -0.54755E-03    0.36268E+01    0.62185E-01   -0.22636E-05   -0.54755E-03   -0.22636E-05    0.37390E-08
     7    0.80292E+03    0.29603E+01   -0.47138E-03    0.29603E+01    0.38577E-01   -0.13163E-05   -0.47138E-03   -0.13163E-05    0.29905E-08
     8    0.80000E+03    0.23517E+01   -0.41334E-03    0.23517E+01    0.21912E-01   -0.61686E-06   -0.41334E-03   -0.61686E-06    0.24520E-08
     9    0.80073E+03    0.18464E+01   -0.36782E-03    0.18464E+01    0.13015E-01   -0.15000E-06   -0.36782E-03   -0.15000E-06    0.20497E-08
    10    0.80420E+03    0.14666E+01   -0.33075E-03    0.14666E+01    0.95065E-02    0.11025E-06   -0.33075E-03    0.11025E-06    0.17399E-08
    11    0.80936E+03    0.12190E+01   -0.29962E-03    0.12190E+01    0.84147E-02    0.20512E-06   -0.29962E-03    0.20512E-06    0.14962E-08
    12    0.81692E+03    0.10934E+01   -0.27296E-03    0.10934E+01    0.78255E-02    0.19101E-06   -0.27296E-03    0.19101E-06    0.12999E-08
    13    0.82542E+03    0.10613E+01   -0.24996E-03    0.10613E+01    0.69910E-02    0.11668E-06   -0.24996E-03    0.11668E-06    0.11399E-08
    14    0.83416E+03    0.10911E+01   -0.23000E-03    0.10911E+01    0.61868E-02    0.22341E-07   -0.23000E-03    0.22341E-07    0.10073E-08
    15    0.84359E+03    0.11595E+01   -0.21257E-03    0.11595E+01    0.56742E-02   -0.74337E-07   -0.21257E-03   -0.74337E-07    0.89623E-09
    16    0.85425E+03    0.12469E+01   -0.19722E-03    0.12469E+01    0.56034E-02   -0.16073E-06   -0.19722E-03   -0.16073E-06    0.80211E-09
    17    0.86622E+03    0.13339E+01   -0.18365E-03    0.13339E+01    0.59140E-02   -0.22176E-06   -0.18365E-03   -0.22176E-06    0.72177E-09
    18    0.87867E+03    0.14062E+01   -0.17157E-03    0.14062E+01    0.63267E-02   -0.24593E-06   -0.17157E-03   -0.24593E-06    0.65254E-09
    19    0.89245E+03    0.14629E+01   -0.16075E-03    0.14629E+01    0.67457E-02   -0.23867E-06   -0.16075E-03   -0.23867E-06    0.59249E-09
    20    0.90590E+03    0.15042E+01   -0.15097E-03    0.15042E+01    0.71978E-02   -0.21052E-06   -0.15097E-03   -0.21052E-06    0.53999E-09
    21    0.91940E+03    0.15370E+01   -0.14209E-03    0.15370E+01    0.77516E-02   -0.17544E-06   -0.14209E-03   -0.17544E-06    0.49388E-09
    22    0.93327E+03    0.15675E+01   -0.13399E-03    0.15675E+01    0.85530E-02   -0.14526E-06   -0.13399E-03   -0.14526E-06    0.45316E-09
    23    0.94736E+03    0.16000E+01   -0.12659E-03    0.16000E+01    0.96570E-02   -0.11985E-06   -0.12659E-03   -0.11985E-06    0.41704E-09
    24    0.96174E+03    0.16371E+01   -0.11984E-03    0.16371E+01    0.11053E-01   -0.97122E-07   -0.11984E-03   -0.97122E-07    0.38484E-09
    25    0.97636E+03    0.16781E+01   -0.11363E-03    0.16781E+01    0.12733E-01   -0.79300E-07   -0.11363E-03   -0.79300E-07    0.35601E-09
    26    0.99100E+03    0.17234E+01   -0.10787E-03    0.17234E+01    0.14651E-01   -0.69317E-07   -0.10787E-03   -0.69317E-07    0.33012E-09
    27    0.10059E+04    0.17737E+01   -0.10252E-03    0.17737E+01    0.16789E-01   -0.68669E-07   -0.10252E-03   -0.68669E-07    0.30678E-09
    28    0.10211E+04    0.18291E+01   -0.97547E-04    0.18291E+01    0.19152E-01   -0.77039E-07   -0.97547E-04   -0.77039E-07    0.28568E-09
    29    0.10366E+04    0.18809E+01   -0.92927E-04    0.18809E+01    0.21708E-01   -0.88273E-07   -0.92927E-04   -0.88273E-07    0.26652E-09
    30    0.10523E+04    0.19186E+01   -0.88621E-04    0.19186E+01    0.24437E-01   -0.95881E-07   -0.88621E-04   -0.95881E-07    0.24908E-09
    31    0.10682E+04    0.19410E+01   -0.84607E-04    0.19410E+01    0.27359E-01   -0.97856E-07   -0.84607E-04   -0.97856E-07    0.23316E-09
    32    0.10842E+04    0.19494E+01   -0.80859E-04    0.19494E+01    0.30485E-01   -0.94116E-07   -0.80859E-04   -0.94116E-07    0.21861E-09
    33    0.11005E+04    0.19450E+01   -0.77344E-04    0.19450E+01    0.33805E-01   -0.87792E-07   -0.77344E-04   -0.87792E-07    0.20527E-09
    34    0.11170E+04    0.19294E+01   -0.74034E-04    0.19294E+01    0.37320E-01   -0.82051E-07   -0.74034E-04   -0.82051E-07    0.19302E-09
    35    0.11336E+04    0.19020E+01   -0.70919E-04    0.19020E+01    0.41067E-01   -0.77000E-07   -0.70919E-04   -0.77000E-07    0.18175E-09
    36    0.11503E+04    0.18611E+01   -0.67993E-04    0.18611E+01    0.45090E-01   -0.71826E-07   -0.67993E-04   -0.71826E-07    0.17135E-09
    37    0.11672E+04    0.18075E+01   -0.65244E-04    0.18075E+01    0.49408E-01   -0.65112E-07   -0.65244E-04   -0.65112E-07    0.16174E-09
    38    0.11845E+04    0.17442E+01   -0.62657E-04    0.17442E+01    0.54031E-01   -0.56024E-07   -0.62657E-04   -0.56024E-07    0.15284E-09
    39    0.12021E+04    0.16726E+01   -0.60216E-04    0.16726E+01    0.58945E-01   -0.46652E-07   -0.60216E-04   -0.46652E-07    0.14460E-09
    40    0.12198E+04    0.15936E+01   -0.57903E-04    0.15936E+01    0.64132E-01   -0.39822E-07   -0.57903E-04   -0.39822E-07    0.13694E-09
    41    0.12378E+04    0.15073E+01   -0.55706E-04    0.15073E+01    0.69587E-01   -0.37625E-07   -0.55706E-04   -0.37625E-07    0.12981E-09
    42    0.12558E+04    0.14118E+01   -0.53618E-04    0.14118E+01    0.75318E-01   -0.39209E-07   -0.53618E-04   -0.39209E-07    0.12316E-09
    43    0.12739E+04    0.13050E+01   -0.51635E-04    0.13050E+01    0.81341E-01   -0.42992E-07   -0.51635E-04   -0.42992E-07    0.11697E-09
    44    0.12921E+04    0.11856E+01   -0.49756E-04    0.11856E+01    0.87655E-01   -0.47389E-07   -0.49756E-04   -0.47389E-07    0.11119E-09
    45    0.13106E+04    0.10522E+01   -0.47975E-04    0.10522E+01    0.94270E-01   -0.50816E-07   -0.47975E-04   -0.50816E-07    0.10578E-09
    46    0.13295E+04    0.90201E+00   -0.46289E-04    0.90201E+00    0.10120E+00   -0.52057E-07   -0.46289E-04   -0.52057E-07    0.10071E-09
    47    0.13486E+04    0.73598E+00   -0.44689E-04    0.73598E+00    0.10843E+00   -0.51373E-07   -0.44689E-04   -0.51373E-07    0.95962E-10
    48    0.13678E+04    0.55857E+00   -0.43167E-04    0.55857E+00    0.11596E+00   -0.49392E-07   -0.43167E-04   -0.49392E-07    0.91504E-10
    49    0.13872E+04    0.37367E+00   -0.41711E-04    0.37367E+00    0.12377E+00   -0.46742E-07   -0.41711E-04   -0.46742E-07    0.87319E-10
    50    0.14069E+04    0.17837E+00   -0.40315E-04    0.17837E+00    0.13182E+00   -0.44052E-07   -0.40315E-04   -0.44052E-07    0.83383E-10
    51    0.14269E+04   -0.31650E-01   -0.38968E-04   -0.31650E-01    0.14008E+00   -0.41814E-07   -0.38968E-04   -0.41814E-07    0.79677E-10
    52    0.14472E+04   -0.26091E+00   -0.37673E-04   -0.26091E+00    0.14863E+00   -0.39971E-07   -0.37673E-04   -0.39971E-07    0.76184E-10
    53    0.14676E+04   -0.51209E+00   -0.36429E-04   -0.51209E+00    0.15763E+00   -0.38329E-07   -0.36429E-04   -0.38329E-07    0.72892E-10
    54    0.14879E+04   -0.77993E+00   -0.35238E-04   -0.77993E+00    0.16708E+00   -0.36695E-07   -0.35238E-04   -0.36695E-07    0.69785E-10
    55    0.15084E+04   -0.10590E+01   -0.34102E-04   -0.10590E+01    0.17694E+00   -0.34875E-07   -0.34102E-04   -0.34875E-07    0.66850E-10
    56    0.15293E+04   -0.13503E+01   -0.33022E-04   -0.13503E+01    0.18710E+00   -0.32757E-07   -0.33022E-04   -0.32757E-07    0.64073E-10
    57    0.15505E+04   -0.16536E+01   -0.31993E-04   -0.16536E+01    0.19742E+00   -0.30544E-07   -0.31993E-04   -0.30544E-07    0.61446E-10
