#    L    TT             EE             TE             PP             TP          
     2    0.77137E+03    0.53577E-01    0.40305E+01    0.16831E+07   -0.15412E+05
     3    0.77706E+03    0.87399E-01    0.46713E+01    0.25724E+07   -0.17674E+05
     4    0.76766E+03    0.98147E-01    0.46282E+01    0.33494E+07   -0.19380E+05
     5    0.75732E+03    0.87007E-01    0.42032E+01    0.40270E+07   -0.20787E+05
     6    0.74963E+03    0.64291E-01    0.36093E+01    0.46183E+07   -0.21942E+05
     7    0.74587E+03    0.40952E-01    0.29790E+01    0.51367E+07   -0.22875E+05
     8    0.74567E+03    0.23625E-01    0.23951E+01    0.55926E+07   -0.23686E+05
     9    0.74852E+03    0.13805E-01    0.19017E+01    0.59952E+07   -0.24448E+05
    10    0.75382E+03    0.96507E-02    0.15185E+01    0.63511E+07   -0.25118E+05
    11    0.76063E+03    0.83467E-02    0.12537E+01    0.66680E+07   -0.25631E+05
    12    0.76964E+03    0.78137E-02    0.11038E+01    0.69487E+07   -0.25974E+05
    13    0.77940E+03    0.70799E-02    0.10461E+01    0.71974E+07   -0.26200E+05
    14    0.78927E+03    0.62475E-02    0.10525E+01    0.74187E+07   -0.26365E+05
    15    0.79975E+03    0.56028E-02    0.11011E+01    0.76154E+07   -0.26484E+05
    16    0.81140E+03    0.53698E-02    0.11729E+01    0.77899E+07   -0.26558E+05
    17    0.82424E+03    0.55601E-02    0.12525E+01    0.79447E+07   -0.26588E+05
    18    0.83738E+03    0.59434E-02    0.13284E+01    0.80820E+07   -0.26578E+05
    19    0.85174E+03    0.63809E-02    0.13950E+01    0.82030E+07   -0.26543E+05
    20    0.86571E+03    0.68392E-02    0.14468E+01    0.83088E+07   -0.26494E+05
    21    0.87969E+03    0.73455E-02    0.14877E+01    0.84011E+07   -0.26424E+05
    22    0.89397E+03    0.80240E-02    0.15227E+01    0.84816E+07   -0.26321E+05
    23    0.90841E+03    0.89640E-02    0.15576E+01    0.85512E+07   -0.26198E+05
    24    0.92308E+03    0.10194E-01    0.15966E+01    0.86106E+07   -0.26066E+05
    25    0.93795E+03    0.11700E-01    0.16380E+01    0.86606E+07   -0.25921E+05
    26    0.95285E+03    0.13428E-01    0.16806E+01    0.87024E+07   -0.25760E+05
    27    0.96803E+03    0.15365E-01    0.17252E+01    0.87366E+07   -0.25581E+05
    28    0.98335E+03    0.17527E-01    0.17733E+01    0.87639E+07   -0.25383E+05
    29    0.99892E+03    0.19882E-01    0.18214E+01    0.87843E+07   -0.25169E+05
    30    0.10147E+04    0.22412E-01    0.18638E+01    0.87981E+07   -0.24943E+05
    31    0.10305E+04    0.25130E-01    0.18960E+01    0.88062E+07   -0.24715E+05
    32    0.10465E+04    0.28045E-01    0.19148E+01    0.88094E+07   -0.24492E+05
    33    0.10629E+04    0.31150E-01    0.19210E+01    0.88080E+07   -0.24267E+05
    34    0.10793E+04    0.34448E-01    0.19167E+01    0.88022E+07   -0.24030E+05
    35    0.10959E+04    0.37946E-01    0.19017E+01    0.87925E+07   -0.23783E+05
    36    0.11125E+04    0.41664E-01    0.18745E+01    0.87791E+07   -0.23530E+05
    37    0.11292E+04    0.45644E-01    0.18348E+01    0.87624E+07   -0.23276E+05
    38    0.11463E+04    0.49926E-01    0.17846E+01    0.87426E+07   -0.23026E+05
    39    0.11638E+04    0.54493E-01    0.17252E+01    0.87200E+07   -0.22776E+05
    40    0.11813E+04    0.59315E-01    0.16573E+01    0.86946E+07   -0.22525E+05
    41    0.11990E+04    0.64379E-01    0.15813E+01    0.86666E+07   -0.22271E+05
    42    0.12168E+04    0.69696E-01    0.14959E+01    0.86363E+07   -0.22013E+05
    43    0.12347E+04    0.75288E-01    0.13998E+01    0.86039E+07   -0.21755E+05
    44    0.12525E+04    0.81159E-01    0.12922E+01    0.85695E+07   -0.21499E+05
    45    0.12707E+04    0.87324E-01    0.11726E+01    0.85333E+07   -0.21248E+05
    46    0.12893E+04    0.93798E-01    0.10388E+01    0.84955E+07   -0.21002E+05
    47    0.13079E+04    0.10057E+00    0.89126E+00    0.84562E+07   -0.20760E+05
    48    0.13267E+04    0.10763E+00    0.73394E+00    0.84155E+07   -0.20520E+05
    49    0.13456E+04    0.11495E+00    0.57012E+00    0.83737E+07   -0.20281E+05
    50    0.13650E+04    0.12248E+00    0.39636E+00    0.83307E+07   -0.20039E+05
    51    0.13845E+04    0.13020E+00    0.20788E+00    0.82868E+07   -0.19794E+05
    52    0.14044E+04    0.13820E+00    0.35795E-03    0.82419E+07   -0.19545E+05
    53    0.14243E+04    0.14662E+00   -0.22859E+00    0.81962E+07   -0.19295E+05
    54    0.14441E+04    0.15547E+00   -0.47336E+00    0.81498E+07   -0.19044E+05
    55    0.14641E+04    0.16474E+00   -0.72825E+00    0.81027E+07   -0.18794E+05
    56    0.14845E+04    0.17430E+00   -0.99399E+00    0.80550E+07   -0.18546E+05
    57    0.15052E+04    0.18402E+00   -0.12707E+01    0.80067E+07   -0.18300E+05
    58    0.15262E+04    0.19392E+00   -0.15598E+01    0.79579E+07   -0.18059E+05
    59    0.15473E+04    0.20400E+00   -0.18625E+01    0.79087E+07   -0.17823E+05
    60    0.15687E+04    0.21434E+00   -0.21786E+01    0.78590E+07   -0.17594E+05
    61    0.15906E+04    0.22499E+00   -0.25078E+01    0.78089E+07   -0.17372E+05
    62    0.16124E+04    0.23597E+00   -0.28506E+01    0.77585E+07   -0.17155E+05
    63    0.16343E+04    0.24723E+00   -0.32077E+01    0.77079E+07   -0.16942E+05
    64    0.16567E+04    0.25878E+00   -0.35797E+01    0.76571E+07   -0.16730E+05
    65    0.16791E+04    0.27061E+00   -0.39670E+01    0.76061E+07   -0.16517E+05
    66    0.17019E+04    0.28266E+00   -0.43674E+01    0.75551E+07   -0.16302E+05
    67    0.17248E+04    0.29491E+00   -0.47784E+01    0.75041E+07   -0.16085E+05
    68    0.17482E+04    0.30741E+00   -0.51988E+01    0.74531E+07   -0.15867E+05
    69    0.17719E+04    0.32012E+00   -0.56274E+01    0.74021E+07   -0.15650E+05
    70    0.17958E+04    0.33307E+00   -0.60662E+01    0.73512E+07   -0.15435E+05
    71    0.18200E+04    0.34624E+00   -0.65179E+01    0.73004E+07   -0.15224E+05
    72    0.18443E+04    0.35961E+00   -0.69838E+01    0.72496E+07   -0.15017E+05
    73    0.18688E+04    0.37314E+00   -0.74639E+01    0.71990E+07   -0.14814E+05
    74    0.18936E+04    0.38681E+00   -0.79570E+01    0.71485E+07   -0.14614E+05
    75    0.19186E+04    0.40065E+00   -0.84611E+01    0.70981E+07   -0.14419E+05
    76    0.19440E+04    0.41464E+00   -0.89753E+01    0.70477E+07   -0.14228E+05
    77    0.19698E+04    0.42878E+00   -0.94993E+01    0.69975E+07   -0.14041E+05
    78    0.19959E+04    0.44309E+00   -0.10034E+02    0.69475E+07   -0.13857E+05
