#    L    TT             EE             TE             PP             TP          
     2    0.11271E+04    0.52879E-01    0.33092E+01    0.10071E+07    0.31870E+05
     3    0.10577E+04    0.86700E-01    0.41632E+01    0.15483E+07    0.38371E+05
     4    0.98803E+03    0.97677E-01    0.43099E+01    0.20276E+07    0.41483E+05
     5    0.93259E+03    0.86878E-01    0.40240E+01    0.24500E+07    0.42759E+05
     6    0.89155E+03    0.64435E-01    0.35269E+01    0.28220E+07    0.43019E+05
     7    0.86257E+03    0.41206E-01    0.29601E+01    0.31508E+07    0.42712E+05
     8    0.84252E+03    0.23852E-01    0.24147E+01    0.34426E+07    0.42015E+05
     9    0.82932E+03    0.13949E-01    0.19436E+01    0.37025E+07    0.41029E+05
    10    0.82161E+03    0.97247E-02    0.15711E+01    0.39341E+07    0.39888E+05
    11    0.81791E+03    0.83932E-02    0.13056E+01    0.41420E+07    0.38744E+05
    12    0.81827E+03    0.78597E-02    0.11451E+01    0.43278E+07    0.37649E+05
    13    0.82078E+03    0.71276E-02    0.10737E+01    0.44940E+07    0.36584E+05
    14    0.82443E+03    0.62800E-02    0.10697E+01    0.46430E+07    0.35530E+05
    15    0.82959E+03    0.56062E-02    0.11107E+01    0.47766E+07    0.34487E+05
    16    0.83674E+03    0.53392E-02    0.11757E+01    0.48962E+07    0.33460E+05
    17    0.84573E+03    0.55020E-02    0.12487E+01    0.50034E+07    0.32465E+05
    18    0.85551E+03    0.58733E-02    0.13185E+01    0.50993E+07    0.31510E+05
    19    0.86689E+03    0.63115E-02    0.13829E+01    0.51849E+07    0.30582E+05
    20    0.87820E+03    0.67768E-02    0.14391E+01    0.52606E+07    0.29667E+05
    21    0.88983E+03    0.72874E-02    0.14865E+01    0.53276E+07    0.28779E+05
    22    0.90209E+03    0.79596E-02    0.15252E+01    0.53869E+07    0.27934E+05
    23    0.91474E+03    0.88850E-02    0.15606E+01    0.54390E+07    0.27122E+05
    24    0.92781E+03    0.10096E-01    0.15980E+01    0.54844E+07    0.26336E+05
    25    0.94122E+03    0.11581E-01    0.16384E+01    0.55237E+07    0.25575E+05
    26    0.95482E+03    0.13288E-01    0.16829E+01    0.55574E+07    0.24845E+05
    27    0.96884E+03    0.15201E-01    0.17295E+01    0.55860E+07    0.24150E+05
    28    0.98315E+03    0.17334E-01    0.17766E+01    0.56099E+07    0.23491E+05
    29    0.99780E+03    0.19658E-01    0.18213E+01    0.56292E+07    0.22864E+05
    30    0.10127E+04    0.22157E-01    0.18597E+01    0.56441E+07    0.22263E+05
    31    0.10278E+04    0.24844E-01    0.18895E+01    0.56550E+07    0.21679E+05
    32    0.10431E+04    0.27730E-01    0.19094E+01    0.56625E+07    0.21108E+05
    33    0.10588E+04    0.30810E-01    0.19191E+01    0.56668E+07    0.20555E+05
    34    0.10747E+04    0.34086E-01    0.19191E+01    0.56682E+07    0.20029E+05
    35    0.10907E+04    0.37557E-01    0.19073E+01    0.56667E+07    0.19527E+05
    36    0.11069E+04    0.41240E-01    0.18815E+01    0.56627E+07    0.19048E+05
    37    0.11232E+04    0.45180E-01    0.18425E+01    0.56562E+07    0.18586E+05
    38    0.11399E+04    0.49420E-01    0.17940E+01    0.56476E+07    0.18138E+05
    39    0.11570E+04    0.53942E-01    0.17369E+01    0.56369E+07    0.17703E+05
    40    0.11742E+04    0.58719E-01    0.16717E+01    0.56243E+07    0.17284E+05
    41    0.11917E+04    0.63735E-01    0.15983E+01    0.56098E+07    0.16881E+05
    42    0.12091E+04    0.69002E-01    0.15152E+01    0.55936E+07    0.16493E+05
    43    0.12268E+04    0.74541E-01    0.14210E+01    0.55758E+07    0.16118E+05
    44    0.12444E+04    0.80357E-01    0.13149E+01    0.55566E+07    0.15755E+05
    45    0.12624E+04    0.86465E-01    0.11963E+01    0.55360E+07    0.15400E+05
    46    0.12807E+04    0.92878E-01    0.10630E+01    0.55142E+07    0.15054E+05
    47    0.12992E+04    0.99586E-01    0.91581E+00    0.54913E+07    0.14716E+05
    48    0.13177E+04    0.10658E+00    0.75891E+00    0.54674E+07    0.14388E+05
    49    0.13365E+04    0.11383E+00    0.59599E+00    0.54425E+07    0.14071E+05
    50    0.13556E+04    0.12130E+00    0.42395E+00    0.54167E+07    0.13767E+05
    51    0.13750E+04    0.12895E+00    0.23826E+00    0.53902E+07    0.13476E+05
    52    0.13947E+04    0.13687E+00    0.34383E-01    0.53629E+07    0.13198E+05
    53    0.14145E+04    0.14523E+00   -0.19036E+00    0.53349E+07    0.12933E+05
    54    0.14343E+04    0.15401E+00   -0.43068E+00    0.53063E+07    0.12678E+05
    55    0.14542E+04    0.16320E+00   -0.68119E+00    0.52772E+07    0.12434E+05
    56    0.14745E+04    0.17268E+00   -0.94284E+00    0.52475E+07    0.12199E+05
    57    0.14951E+04    0.18233E+00   -0.12158E+01    0.52174E+07    0.11971E+05
    58    0.15160E+04    0.19214E+00   -0.15013E+01    0.51868E+07    0.11749E+05
    59    0.15370E+04    0.20215E+00   -0.18006E+01    0.51557E+07    0.11531E+05
    60    0.15583E+04    0.21241E+00   -0.21134E+01    0.51243E+07    0.11315E+05
    61    0.15801E+04    0.22298E+00   -0.24392E+01    0.50926E+07    0.11099E+05
    62    0.16018E+04    0.23388E+00   -0.27787E+01    0.50605E+07    0.10886E+05
    63    0.16236E+04    0.24505E+00   -0.31325E+01    0.50282E+07    0.10677E+05
    64    0.16458E+04    0.25652E+00   -0.35014E+01    0.49956E+07    0.10475E+05
    65    0.16681E+04    0.26827E+00   -0.38858E+01    0.49629E+07    0.10281E+05
    66    0.16908E+04    0.28023E+00   -0.42834E+01    0.49301E+07    0.10097E+05
    67    0.17137E+04    0.29239E+00   -0.46916E+01    0.48972E+07    0.99229E+04
    68    0.17370E+04    0.30480E+00   -0.51090E+01    0.48642E+07    0.97564E+04
    69    0.17606E+04    0.31742E+00   -0.55342E+01    0.48312E+07    0.95966E+04
    70    0.17845E+04    0.33028E+00   -0.59690E+01    0.47981E+07    0.94420E+04
    71    0.18085E+04    0.34337E+00   -0.64161E+01    0.47650E+07    0.92914E+04
    72    0.18328E+04    0.35666E+00   -0.68767E+01    0.47319E+07    0.91442E+04
    73    0.18572E+04    0.37011E+00   -0.73514E+01    0.46988E+07    0.89999E+04
    74    0.18819E+04    0.38371E+00   -0.78391E+01    0.46657E+07    0.88581E+04
    75    0.19069E+04    0.39747E+00   -0.83382E+01    0.46326E+07    0.87181E+04
    76    0.19322E+04    0.41138E+00   -0.88480E+01    0.45995E+07    0.85799E+04
    77    0.19578E+04    0.42545E+00   -0.93682E+01    0.45665E+07    0.84437E+04
    78    0.19838E+04    0.43969E+00   -0.99001E+01    0.45335E+07    0.83102E+04
    79    0.20101E+04    0.45404E+00   -0.10440E+02    0.45006E+07    0.81798E+04
    80    0.20366E+04    0.46852E+00   -0.10988E+02    0.44678E+07    0.80533E+04
    81    0.20634E+04    0.48308E+00   -0.11546E+02    0.44350E+07    0.79309E+04
    82    0.20905E+04    0.49772E+00   -0.12112E+02    0.44024E+07    0.78128E+04
    83    0.21179E+04    0.51243E+00   -0.12686E+02    0.43699E+07    0.76986E+04
    84    0.21455E+04    0.52720E+00   -0.13266E+02    0.43376E+07    0.75883E+04
    85    0.21733E+04    0.54201E+00   -0.13854E+02    0.43054E+07    0.74815E+04
    86    0.22013E+04    0.55685E+00   -0.14448E+02    0.42733E+07    0.73781E+04
    87    0.22297E+04    0.57171E+00   -0.15048E+02    0.42415E+07    0.72777E+04
    88    0.22582E+04    0.58659E+00   -0.15654E+02    0.42098E+07    0.71799E+04
    89    0.22870E+04    0.60148E+00   -0.16266E+02    0.41783E+07    0.70845E+04
    90    0.23161E+04    0.61635E+00   -0.16883E+02    0.41469E+07    0.69909E+04
    91    0.23453E+04    0.63117E+00   -0.17505E+02    0.41158E+07    0.68990E+04
    92    0.23749E+04    0.64595E+00   -0.18131E+02    0.40848E+07    0.68086E+04
    93    0.24047E+04    0.66066E+00   -0.18761E+02    0.40541E+07    0.67198E+04
    94    0.24347E+04    0.67528E+00   -0.19393E+02    0.40235E+07    0.66325E+04
    95    0.24649E+04    0.68980E+00   -0.20029E+02    0.39932E+07    0.65467E+04
    96    0.24952E+04    0.70421E+00   -0.20668E+02    0.39630E+07    0.64625E+04
    97    0.25260E+04    0.71850E+00   -0.21308E+02    0.39331E+07    0.63798E+04
    98    0.25569E+04    0.73264E+00   -0.21948E+02    0.39034E+07    0.62986E+04
    99    0.25880E+04    0.74662E+00   -0.22591E+02    0.38738E+07    0.62190E+04
   100    0.26194E+04    0.76043E+00   -0.23232E+02    0.38445E+07    0.61408E+04
