#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.98821E+04    0.81834E-01    0.24400E-01    0.24324E+02    0.54836E-07   -0.34717E-02   -0.18352E-04
     3    0.83426E+04    0.13155E+00    0.28256E-01    0.28015E+02    0.66826E-07   -0.28298E-02   -0.23106E-04
     4    0.71699E+04    0.15165E+00    0.27861E-01    0.27726E+02    0.76926E-07   -0.24560E-02   -0.24201E-04
     5    0.62531E+04    0.14103E+00    0.24589E-01    0.24855E+02    0.85567E-07   -0.22121E-02   -0.22526E-04
     6    0.55238E+04    0.11132E+00    0.19978E-01    0.20624E+02    0.92998E-07   -0.20399E-02   -0.18961E-04
     7    0.49336E+04    0.76701E-01    0.15269E-01    0.15955E+02    0.99443E-07   -0.19105E-02   -0.14441E-04
     8    0.44491E+04    0.47372E-01    0.11231E-01    0.11495E+02    0.10506E-06   -0.18096E-02   -0.97856E-05
     9    0.40469E+04    0.27504E-01    0.81921E-02    0.76506E+01    0.10999E-06   -0.17299E-02   -0.55977E-05
    10    0.37081E+04    0.16575E-01    0.61788E-02    0.46306E+01    0.11432E-06   -0.16639E-02   -0.22838E-05
    11    0.34190E+04    0.11807E-01    0.50580E-02    0.24769E+01    0.11814E-06   -0.16060E-02   -0.10336E-06
    12    0.31700E+04    0.10358E-01    0.46365E-02    0.11262E+01    0.12150E-06   -0.15537E-02    0.83736E-06
    13    0.29547E+04    0.10275E-01    0.47177E-02    0.43829E+00    0.12444E-06   -0.15071E-02    0.78313E-06
    14    0.27690E+04    0.10765E-01    0.51221E-02    0.25381E+00    0.12704E-06   -0.14665E-02    0.53634E-07
    15    0.26106E+04    0.11624E-01    0.57346E-02    0.40708E+00    0.12932E-06   -0.14305E-02   -0.10200E-05
    16    0.24767E+04    0.12760E-01    0.64666E-02    0.74138E+00    0.13132E-06   -0.13974E-02   -0.21470E-05
    17    0.23620E+04    0.14139E-01    0.72715E-02    0.11391E+01    0.13306E-06   -0.13660E-02   -0.31868E-05
    18    0.22606E+04    0.15556E-01    0.81183E-02    0.15065E+01    0.13459E-06   -0.13357E-02   -0.40224E-05
    19    0.21723E+04    0.16901E-01    0.89959E-02    0.17992E+01    0.13591E-06   -0.13073E-02   -0.44814E-05
    20    0.20950E+04    0.18171E-01    0.98987E-02    0.19896E+01    0.13703E-06   -0.12818E-02   -0.44411E-05
    21    0.20277E+04    0.19422E-01    0.10824E-01    0.20802E+01    0.13797E-06   -0.12582E-02   -0.40282E-05
    22    0.19695E+04    0.20810E-01    0.11771E-01    0.20833E+01    0.13877E-06   -0.12357E-02   -0.34268E-05
    23    0.19193E+04    0.22471E-01    0.12737E-01    0.20237E+01    0.13943E-06   -0.12145E-02   -0.28106E-05
    24    0.18761E+04    0.24473E-01    0.13721E-01    0.19276E+01    0.13996E-06   -0.11946E-02   -0.23118E-05
    25    0.18392E+04    0.26831E-01    0.14720E-01    0.18143E+01    0.14037E-06   -0.11760E-02   -0.19124E-05
    26    0.18076E+04    0.29502E-01    0.15730E-01    0.17014E+01    0.14067E-06   -0.11584E-02   -0.15792E-05
    27    0.17808E+04    0.32452E-01    0.16754E-01    0.15978E+01    0.14088E-06   -0.11412E-02   -0.13686E-05
    28    0.17580E+04    0.35669E-01    0.17792E-01    0.15100E+01    0.14100E-06   -0.11243E-02   -0.13425E-05
    29    0.17388E+04    0.39122E-01    0.18843E-01    0.14373E+01    0.14103E-06   -0.11074E-02   -0.14992E-05
    30    0.17228E+04    0.42786E-01    0.19907E-01    0.13753E+01    0.14098E-06   -0.10908E-02   -0.17957E-05
    31    0.17096E+04    0.46662E-01    0.20981E-01    0.13165E+01    0.14085E-06   -0.10750E-02   -0.20881E-05
    32    0.16992E+04    0.50739E-01    0.22065E-01    0.12541E+01    0.14066E-06   -0.10604E-02   -0.22381E-05
    33    0.16912E+04    0.55007E-01    0.23156E-01    0.11854E+01    0.14041E-06   -0.10464E-02   -0.22266E-05
    34    0.16853E+04    0.59468E-01    0.24254E-01    0.11094E+01    0.14011E-06   -0.10325E-02   -0.20826E-05
    35    0.16813E+04    0.64129E-01    0.25357E-01    0.10241E+01    0.13975E-06   -0.10186E-02   -0.19073E-05
    36    0.16790E+04    0.69008E-01    0.26461E-01    0.92710E+00    0.13935E-06   -0.10048E-02   -0.17909E-05
    37    0.16781E+04    0.74151E-01    0.27569E-01    0.81740E+00    0.13891E-06   -0.99152E-03   -0.17092E-05
    38    0.16786E+04    0.79598E-01    0.28681E-01    0.69682E+00    0.13842E-06   -0.97899E-03   -0.16198E-05
    39    0.16804E+04    0.85336E-01    0.29796E-01    0.56753E+00    0.13790E-06   -0.96703E-03   -0.15201E-05
    40    0.16832E+04    0.91341E-01    0.30910E-01    0.43157E+00    0.13735E-06   -0.95532E-03   -0.14175E-05
    41    0.16871E+04    0.97600E-01    0.32019E-01    0.29011E+00    0.13676E-06   -0.94358E-03   -0.13187E-05
    42    0.16919E+04    0.10412E+00    0.33123E-01    0.14182E+00    0.13615E-06   -0.93180E-03   -0.12272E-05
    43    0.16975E+04    0.11093E+00    0.34219E-01   -0.15276E-01    0.13550E-06   -0.92003E-03   -0.11462E-05
    44    0.17037E+04    0.11802E+00    0.35308E-01   -0.18224E+00    0.13483E-06   -0.90832E-03   -0.10786E-05
    45    0.17108E+04    0.12541E+00    0.36387E-01   -0.36009E+00    0.13414E-06   -0.89670E-03   -0.10274E-05
    46    0.17186E+04    0.13310E+00    0.37457E-01   -0.55147E+00    0.13343E-06   -0.88522E-03   -0.99386E-06
    47    0.17269E+04    0.14109E+00    0.38515E-01   -0.75588E+00    0.13270E-06   -0.87396E-03   -0.97290E-06
    48    0.17357E+04    0.14936E+00    0.39560E-01   -0.96934E+00    0.13195E-06   -0.86296E-03   -0.95768E-06
    49    0.17451E+04    0.15787E+00    0.40590E-01   -0.11885E+01    0.13119E-06   -0.85229E-03   -0.94140E-06
    50    0.17551E+04    0.16657E+00    0.41604E-01   -0.14167E+01    0.13042E-06   -0.84202E-03   -0.91728E-06
    51    0.17657E+04    0.17544E+00    0.42600E-01   -0.16585E+01    0.12963E-06   -0.83216E-03   -0.88109E-06
    52    0.17769E+04    0.18456E+00    0.43578E-01   -0.19176E+01    0.12883E-06   -0.82261E-03   -0.83859E-06
    53    0.17884E+04    0.19410E+00    0.44536E-01   -0.21954E+01    0.12803E-06   -0.81321E-03   -0.79804E-06
    54    0.18001E+04    0.20406E+00    0.45474E-01   -0.24854E+01    0.12721E-06   -0.80382E-03   -0.76769E-06
    55    0.18121E+04    0.21443E+00    0.46391E-01   -0.27812E+01    0.12639E-06   -0.79428E-03   -0.75577E-06
    56    0.18246E+04    0.22507E+00    0.47286E-01   -0.30827E+01    0.12556E-06   -0.78449E-03   -0.76719E-06
    57    0.18377E+04    0.23588E+00    0.48159E-01   -0.33907E+01    0.12472E-06   -0.77457E-03   -0.79363E-06
    58    0.18511E+04    0.24685E+00    0.49008E-01   -0.37075E+01    0.12388E-06   -0.76466E-03   -0.82347E-06
    59    0.18649E+04    0.25800E+00    0.49832E-01   -0.40350E+01    0.12303E-06   -0.75493E-03   -0.84513E-06
    60    0.18790E+04    0.26938E+00    0.50631E-01   -0.43740E+01    0.12218E-06   -0.74554E-03   -0.84704E-06
    61    0.18937E+04    0.28106E+00    0.51403E-01   -0.47248E+01    0.12133E-06   -0.73658E-03   -0.82265E-06
    62    0.19085E+04    0.29304E+00    0.52148E-01   -0.50877E+01    0.12047E-06   -0.72800E-03   -0.78544E-06
    63    0.19234E+04    0.30528E+00    0.52865E-01   -0.54631E+01    0.11961E-06   -0.71965E-03   -0.75384E-06
    64    0.19389E+04    0.31779E+00    0.53554E-01   -0.58515E+01    0.11874E-06   -0.71142E-03   -0.74627E-06
    65    0.19545E+04    0.33055E+00    0.54216E-01   -0.62526E+01    0.11788E-06   -0.70319E-03   -0.78113E-06
    66    0.19706E+04    0.34351E+00    0.54848E-01   -0.66641E+01    0.11702E-06   -0.69485E-03   -0.86909E-06
    67    0.19869E+04    0.35665E+00    0.55451E-01   -0.70835E+01    0.11616E-06   -0.68641E-03   -0.99010E-06
    68    0.20038E+04    0.37002E+00    0.56024E-01   -0.75098E+01    0.11530E-06   -0.67791E-03   -0.11164E-05
    69    0.20210E+04    0.38356E+00    0.56567E-01   -0.79418E+01    0.11445E-06   -0.66938E-03   -0.12205E-05
    70    0.20386E+04    0.39732E+00    0.57079E-01   -0.83816E+01    0.11359E-06   -0.66084E-03   -0.12745E-05
    71    0.20564E+04    0.41129E+00    0.57560E-01   -0.88322E+01    0.11274E-06   -0.65234E-03   -0.12591E-05
    72    0.20745E+04    0.42542E+00    0.58009E-01   -0.92948E+01    0.11189E-06   -0.64390E-03   -0.11873E-05
    73    0.20929E+04    0.43970E+00    0.58427E-01   -0.97697E+01    0.11104E-06   -0.63557E-03   -0.10802E-05
    74    0.21115E+04    0.45411E+00    0.58814E-01   -0.10256E+02    0.11020E-06   -0.62738E-03   -0.95896E-06
    75    0.21306E+04    0.46865E+00    0.59170E-01   -0.10752E+02    0.10936E-06   -0.61937E-03   -0.84464E-06
    76    0.21500E+04    0.48333E+00    0.59494E-01   -0.11256E+02    0.10852E-06   -0.61157E-03   -0.75516E-06
    77    0.21698E+04    0.49815E+00    0.59787E-01   -0.11769E+02    0.10769E-06   -0.60395E-03   -0.69577E-06
    78    0.21901E+04    0.51311E+00    0.60050E-01   -0.12291E+02    0.10685E-06   -0.59648E-03   -0.66855E-06
    79    0.22107E+04    0.52817E+00    0.60281E-01   -0.12818E+02    0.10603E-06   -0.58912E-03   -0.67558E-06
    80    0.22317E+04    0.54331E+00    0.60481E-01   -0.13351E+02    0.10520E-06   -0.58186E-03   -0.71896E-06
    81    0.22529E+04    0.55850E+00    0.60651E-01   -0.13891E+02    0.10438E-06   -0.57465E-03   -0.79785E-06
    82    0.22746E+04    0.57374E+00    0.60790E-01   -0.14437E+02    0.10357E-06   -0.56748E-03   -0.89988E-06
    83    0.22965E+04    0.58902E+00    0.60898E-01   -0.14988E+02    0.10276E-06   -0.56035E-03   -0.10097E-05
    84    0.23188E+04    0.60433E+00    0.60975E-01   -0.15544E+02    0.10195E-06   -0.55325E-03   -0.11122E-05
    85    0.23413E+04    0.61964E+00    0.61021E-01   -0.16107E+02    0.10115E-06   -0.54618E-03   -0.11920E-05
    86    0.23641E+04    0.63497E+00    0.61037E-01   -0.16674E+02    0.10036E-06   -0.53912E-03   -0.12377E-05
    87    0.23874E+04    0.65028E+00    0.61022E-01   -0.17247E+02    0.99569E-07   -0.53210E-03   -0.12536E-05
    88    0.24109E+04    0.66559E+00    0.60976E-01   -0.17824E+02    0.98786E-07   -0.52513E-03   -0.12477E-05
    89    0.24347E+04    0.68088E+00    0.60902E-01   -0.18407E+02    0.98008E-07   -0.51824E-03   -0.12280E-05
    90    0.24589E+04    0.69612E+00    0.60797E-01   -0.18993E+02    0.97236E-07   -0.51143E-03   -0.12027E-05
    91    0.24834E+04    0.71129E+00    0.60664E-01   -0.19583E+02    0.96470E-07   -0.50472E-03   -0.11784E-05
    92    0.25082E+04    0.72638E+00    0.60503E-01   -0.20176E+02    0.95710E-07   -0.49813E-03   -0.11562E-05
    93    0.25334E+04    0.74139E+00    0.60314E-01   -0.20771E+02    0.94956E-07   -0.49163E-03   -0.11362E-05
    94    0.25588E+04    0.75627E+00    0.60099E-01   -0.21369E+02    0.94207E-07   -0.48523E-03   -0.11181E-05
    95    0.25846E+04    0.77103E+00    0.59857E-01   -0.21968E+02    0.93465E-07   -0.47893E-03   -0.11018E-05
    96    0.26104E+04    0.78564E+00    0.59589E-01   -0.22570E+02    0.92728E-07   -0.47273E-03   -0.10871E-05
    97    0.26368E+04    0.80011E+00    0.59297E-01   -0.23172E+02    0.91997E-07   -0.46661E-03   -0.10740E-05
    98    0.26635E+04    0.81442E+00    0.58980E-01   -0.23774E+02    0.91273E-07   -0.46058E-03   -0.10622E-05
    99    0.26904E+04    0.82853E+00    0.58640E-01   -0.24377E+02    0.90554E-07   -0.45464E-03   -0.10517E-05
   100    0.27177E+04    0.84244E+00    0.58277E-01   -0.24978E+02    0.89841E-07   -0.44878E-03   -0.10423E-05
   101    0.27452E+04    0.85622E+00    0.57892E-01   -0.25579E+02    0.89134E-07   -0.44300E-03   -0.10338E-05
   102    0.27733E+04    0.86972E+00    0.57485E-01   -0.26179E+02    0.88433E-07   -0.43729E-03   -0.10261E-05
   103    0.28015E+04    0.88300E+00    0.57058E-01   -0.26778E+02    0.87737E-07   -0.43166E-03   -0.10191E-05
   104    0.28299E+04    0.89608E+00    0.56610E-01   -0.27373E+02    0.87048E-07   -0.42610E-03   -0.10127E-05
   105    0.28586E+04    0.90887E+00    0.56142E-01   -0.27966E+02    0.86365E-07   -0.42061E-03   -0.10066E-05
   106    0.28876E+04    0.92145E+00    0.55656E-01   -0.28557E+02    0.85688E-07   -0.41518E-03   -0.10008E-05
   107    0.29167E+04    0.93368E+00    0.55152E-01   -0.29142E+02    0.85017E-07   -0.40982E-03   -0.99515E-06
   108    0.29461E+04    0.94562E+00    0.54630E-01   -0.29725E+02    0.84352E-07   -0.40452E-03   -0.98945E-06
   109    0.29759E+04    0.95721E+00    0.54091E-01   -0.30302E+02    0.83693E-07   -0.39927E-03   -0.98359E-06
   110    0.30058E+04    0.96845E+00    0.53536E-01   -0.30873E+02    0.83040E-07   -0.39408E-03   -0.97743E-06
   111    0.30359E+04    0.97940E+00    0.52965E-01   -0.31439E+02    0.82393E-07   -0.38894E-03   -0.97086E-06
   112    0.30663E+04    0.99000E+00    0.52380E-01   -0.32000E+02    0.81752E-07   -0.38385E-03   -0.96389E-06
   113    0.30970E+04    0.10002E+01    0.51781E-01   -0.32554E+02    0.81117E-07   -0.37882E-03   -0.95656E-06
   114    0.31278E+04    0.10101E+01    0.51168E-01   -0.33100E+02    0.80488E-07   -0.37383E-03   -0.94890E-06
   115    0.31589E+04    0.10196E+01    0.50544E-01   -0.33638E+02    0.79866E-07   -0.36890E-03   -0.94096E-06
   116    0.31902E+04    0.10287E+01    0.49908E-01   -0.34167E+02    0.79249E-07   -0.36403E-03   -0.93276E-06
   117    0.32217E+04    0.10373E+01    0.49261E-01   -0.34688E+02    0.78637E-07   -0.35920E-03   -0.92436E-06
   118    0.32536E+04    0.10456E+01    0.48604E-01   -0.35200E+02    0.78032E-07   -0.35443E-03   -0.91577E-06
   119    0.32854E+04    0.10536E+01    0.47939E-01   -0.35701E+02    0.77433E-07   -0.34972E-03   -0.90705E-06
   120    0.33175E+04    0.10610E+01    0.47265E-01   -0.36191E+02    0.76839E-07   -0.34506E-03   -0.89823E-06
   121    0.33497E+04    0.10681E+01    0.46584E-01   -0.36671E+02    0.76251E-07   -0.34045E-03   -0.88935E-06
   122    0.33820E+04    0.10746E+01    0.45896E-01   -0.37139E+02    0.75668E-07   -0.33589E-03   -0.88045E-06
   123    0.34144E+04    0.10807E+01    0.45202E-01   -0.37596E+02    0.75092E-07   -0.33140E-03   -0.87155E-06
   124    0.34470E+04    0.10863E+01    0.44503E-01   -0.38038E+02    0.74521E-07   -0.32695E-03   -0.86271E-06
   125    0.34796E+04    0.10915E+01    0.43800E-01   -0.38468E+02    0.73955E-07   -0.32256E-03   -0.85395E-06
   126    0.35123E+04    0.10962E+01    0.43094E-01   -0.38885E+02    0.73395E-07   -0.31823E-03   -0.84532E-06
   127    0.35451E+04    0.11004E+01    0.42385E-01   -0.39289E+02    0.72840E-07   -0.31395E-03   -0.83685E-06
   128    0.35780E+04    0.11042E+01    0.41674E-01   -0.39678E+02    0.72291E-07   -0.30973E-03   -0.82857E-06
   129    0.36109E+04    0.11074E+01    0.40962E-01   -0.40051E+02    0.71748E-07   -0.30557E-03   -0.82054E-06
   130    0.36439E+04    0.11101E+01    0.40251E-01   -0.40409E+02    0.71209E-07   -0.30146E-03   -0.81278E-06
