#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.15646E+04    0.67674E-01    0.24412E-01    0.36235E+01    0.50085E-07    0.33072E-02   -0.16034E-04
     3    0.13980E+04    0.10579E+00    0.28264E-01    0.37646E+01    0.60863E-07    0.32999E-02   -0.19668E-04
     4    0.13072E+04    0.11861E+00    0.27864E-01    0.36683E+01    0.70049E-07    0.32181E-02   -0.19908E-04
     5    0.12461E+04    0.10691E+00    0.24586E-01    0.33292E+01    0.77992E-07    0.31071E-02   -0.17669E-04
     6    0.12046E+04    0.81577E-01    0.19971E-01    0.28718E+01    0.84889E-07    0.29870E-02   -0.13835E-04
     7    0.11775E+04    0.54531E-01    0.15261E-01    0.23823E+01    0.90929E-07    0.28680E-02   -0.93043E-05
     8    0.11604E+04    0.33471E-01    0.11224E-01    0.19186E+01    0.96243E-07    0.27495E-02   -0.48410E-05
     9    0.11506E+04    0.20666E-01    0.81860E-02    0.15173E+01    0.10094E-06    0.26302E-02   -0.98823E-06
    10    0.11465E+04    0.14638E-01    0.61743E-02    0.12003E+01    0.10510E-06    0.25137E-02    0.19008E-05
    11    0.11461E+04    0.12531E-01    0.50550E-02    0.97284E+00    0.10881E-06    0.24069E-02    0.36177E-05
    12    0.11491E+04    0.11968E-01    0.46348E-02    0.83438E+00    0.11209E-06    0.23110E-02    0.41107E-05
    13    0.11538E+04    0.11659E-01    0.47169E-02    0.77091E+00    0.11500E-06    0.22230E-02    0.36580E-05
    14    0.11597E+04    0.11434E-01    0.51219E-02    0.76320E+00    0.11758E-06    0.21400E-02    0.25990E-05
    15    0.11673E+04    0.11477E-01    0.57347E-02    0.79171E+00    0.11987E-06    0.20611E-02    0.12542E-05
    16    0.11769E+04    0.11967E-01    0.64668E-02    0.83829E+00    0.12189E-06    0.19858E-02   -0.98125E-07
    17    0.11882E+04    0.12930E-01    0.72717E-02    0.88744E+00    0.12367E-06    0.19147E-02   -0.13119E-05
    18    0.11998E+04    0.14158E-01    0.81185E-02    0.92833E+00    0.12525E-06    0.18484E-02   -0.22643E-05
    19    0.12124E+04    0.15499E-01    0.89960E-02    0.95927E+00    0.12663E-06    0.17854E-02   -0.27948E-05
    20    0.12246E+04    0.16898E-01    0.98987E-02    0.97793E+00    0.12782E-06    0.17245E-02   -0.27979E-05
    21    0.12367E+04    0.18362E-01    0.10824E-01    0.98446E+00    0.12884E-06    0.16661E-02   -0.24210E-05
    22    0.12492E+04    0.19999E-01    0.11771E-01    0.97949E+00    0.12972E-06    0.16111E-02   -0.18648E-05
    23    0.12618E+04    0.21902E-01    0.12737E-01    0.96788E+00    0.13046E-06    0.15588E-02   -0.13009E-05
    24    0.12746E+04    0.24108E-01    0.13721E-01    0.95476E+00    0.13108E-06    0.15088E-02   -0.85670E-06
    25    0.12875E+04    0.26612E-01    0.14719E-01    0.94206E+00    0.13158E-06    0.14609E-02   -0.51760E-06
    26    0.13004E+04    0.29366E-01    0.15730E-01    0.93186E+00    0.13198E-06    0.14153E-02   -0.25508E-06
    27    0.13135E+04    0.32344E-01    0.16753E-01    0.92301E+00    0.13228E-06    0.13720E-02   -0.12505E-06
    28    0.13266E+04    0.35553E-01    0.17791E-01    0.91442E+00    0.13249E-06    0.13312E-02   -0.18690E-06
    29    0.13399E+04    0.38979E-01    0.18842E-01    0.90333E+00    0.13262E-06    0.12928E-02   -0.43125E-06
    30    0.13533E+04    0.42615E-01    0.19906E-01    0.88545E+00    0.13266E-06    0.12562E-02   -0.80871E-06
    31    0.13666E+04    0.46470E-01    0.20980E-01    0.85839E+00    0.13263E-06    0.12211E-02   -0.11781E-05
    32    0.13801E+04    0.50540E-01    0.22064E-01    0.82065E+00    0.13254E-06    0.11870E-02   -0.14044E-05
    33    0.13938E+04    0.54813E-01    0.23155E-01    0.77260E+00    0.13239E-06    0.11542E-02   -0.14676E-05
    34    0.14075E+04    0.59285E-01    0.24253E-01    0.71522E+00    0.13218E-06    0.11231E-02   -0.13925E-05
    35    0.14212E+04    0.63957E-01    0.25356E-01    0.64701E+00    0.13192E-06    0.10936E-02   -0.12705E-05
    36    0.14349E+04    0.68845E-01    0.26460E-01    0.56552E+00    0.13161E-06    0.10653E-02   -0.11840E-05
    37    0.14487E+04    0.73993E-01    0.27567E-01    0.47078E+00    0.13126E-06    0.10381E-02   -0.11141E-05
    38    0.14626E+04    0.79441E-01    0.28680E-01    0.36546E+00    0.13087E-06    0.10114E-02   -0.10260E-05
    39    0.14768E+04    0.85176E-01    0.29795E-01    0.25125E+00    0.13045E-06    0.98558E-03   -0.92202E-06
    40    0.14910E+04    0.91173E-01    0.30908E-01    0.12940E+00    0.12998E-06    0.96078E-03   -0.81346E-06
    41    0.15054E+04    0.97420E-01    0.32017E-01    0.52676E-03    0.12949E-06    0.93723E-03   -0.71039E-06
    42    0.15196E+04    0.10393E+00    0.33121E-01   -0.13656E+00    0.12896E-06    0.91485E-03   -0.61740E-06
    43    0.15339E+04    0.11072E+00    0.34217E-01   -0.28347E+00    0.12841E-06    0.89352E-03   -0.53774E-06
    44    0.15481E+04    0.11780E+00    0.35305E-01   -0.44090E+00    0.12782E-06    0.87311E-03   -0.47465E-06
    45    0.15626E+04    0.12518E+00    0.36384E-01   -0.60952E+00    0.12722E-06    0.85351E-03   -0.43134E-06
    46    0.15772E+04    0.13286E+00    0.37454E-01   -0.79165E+00    0.12659E-06    0.83459E-03   -0.40934E-06
    47    0.15920E+04    0.14085E+00    0.38511E-01   -0.98657E+00    0.12595E-06    0.81627E-03   -0.40328E-06
    48    0.16067E+04    0.14911E+00    0.39556E-01   -0.11901E+01    0.12529E-06    0.79848E-03   -0.40609E-06
    49    0.16215E+04    0.15761E+00    0.40586E-01   -0.13988E+01    0.12461E-06    0.78116E-03   -0.41075E-06
    50    0.16367E+04    0.16632E+00    0.41600E-01   -0.16157E+01    0.12391E-06    0.76424E-03   -0.41022E-06
    51    0.16519E+04    0.17518E+00    0.42596E-01   -0.18455E+01    0.12321E-06    0.74766E-03   -0.39986E-06
    52    0.16676E+04    0.18429E+00    0.43573E-01   -0.20922E+01    0.12249E-06    0.73151E-03   -0.38436E-06
    53    0.16832E+04    0.19381E+00    0.44531E-01   -0.23578E+01    0.12176E-06    0.71589E-03   -0.37079E-06
    54    0.16986E+04    0.20375E+00    0.45469E-01   -0.26365E+01    0.12102E-06    0.70088E-03   -0.36618E-06
    55    0.17142E+04    0.21411E+00    0.46386E-01   -0.29223E+01    0.12027E-06    0.68659E-03   -0.37753E-06
    56    0.17302E+04    0.22473E+00    0.47281E-01   -0.32156E+01    0.11952E-06    0.67306E-03   -0.40891E-06
    57    0.17464E+04    0.23552E+00    0.48153E-01   -0.35170E+01    0.11876E-06    0.66019E-03   -0.45249E-06
    58    0.17629E+04    0.24647E+00    0.49002E-01   -0.38280E+01    0.11799E-06    0.64780E-03   -0.49753E-06
    59    0.17795E+04    0.25759E+00    0.49826E-01   -0.41503E+01    0.11721E-06    0.63572E-03   -0.53331E-06
    60    0.17963E+04    0.26895E+00    0.50624E-01   -0.44842E+01    0.11643E-06    0.62378E-03   -0.54911E-06
    61    0.18135E+04    0.28061E+00    0.51396E-01   -0.48294E+01    0.11565E-06    0.61187E-03   -0.53886E-06
    62    0.18306E+04    0.29257E+00    0.52140E-01   -0.51866E+01    0.11486E-06    0.60005E-03   -0.51506E-06
    63    0.18478E+04    0.30479E+00    0.52857E-01   -0.55566E+01    0.11406E-06    0.58846E-03   -0.49481E-06
    64    0.18654E+04    0.31728E+00    0.53547E-01   -0.59402E+01    0.11327E-06    0.57720E-03   -0.49516E-06
    65    0.18831E+04    0.33002E+00    0.54207E-01   -0.63374E+01    0.11247E-06    0.56640E-03   -0.53317E-06
    66    0.19011E+04    0.34295E+00    0.54839E-01   -0.67463E+01    0.11167E-06    0.55615E-03   -0.61885E-06
    67    0.19193E+04    0.35606E+00    0.55442E-01   -0.71638E+01    0.11088E-06    0.54641E-03   -0.73417E-06
    68    0.19380E+04    0.36940E+00    0.56015E-01   -0.75885E+01    0.11008E-06    0.53713E-03   -0.85411E-06
    69    0.19569E+04    0.38291E+00    0.56558E-01   -0.80185E+01    0.10929E-06    0.52826E-03   -0.95370E-06
    70    0.19761E+04    0.39664E+00    0.57070E-01   -0.84554E+01    0.10849E-06    0.51972E-03   -0.10080E-05
    71    0.19955E+04    0.41057E+00    0.57550E-01   -0.89018E+01    0.10770E-06    0.51147E-03   -0.99940E-06
    72    0.20151E+04    0.42468E+00    0.57999E-01   -0.93590E+01    0.10691E-06    0.50346E-03   -0.93965E-06
