  0.102076E-04  0.213551E+08  0.213551E+08  0.284600E+08  0.284596E+08  0.213552E+08  0.213551E+08  0.213551E+08  0.213622E+08 -0.443543E+00  0.935440E+07  0.935440E+07  0.584538E+01
  0.112819E-04  0.213550E+08  0.213550E+08  0.284569E+08  0.284564E+08  0.213551E+08  0.213550E+08  0.213550E+08  0.213621E+08 -0.443542E+00  0.935443E+07  0.935443E+07  0.646038E+01
  0.124693E-04  0.213549E+08  0.213549E+08  0.284531E+08  0.284525E+08  0.213550E+08  0.213549E+08  0.213549E+08  0.213620E+08 -0.443541E+00  0.935446E+07  0.935446E+07  0.714004E+01
  0.137816E-04  0.213548E+08  0.213548E+08  0.284485E+08  0.284478E+08  0.213549E+08  0.213548E+08  0.213548E+08  0.213619E+08 -0.443540E+00  0.935450E+07  0.935450E+07  0.789114E+01
  0.152321E-04  0.213547E+08  0.213547E+08  0.284429E+08  0.284420E+08  0.213548E+08  0.213547E+08  0.213547E+08  0.213618E+08 -0.443538E+00  0.935455E+07  0.935455E+07  0.872117E+01
  0.168352E-04  0.213545E+08  0.213545E+08  0.284361E+08  0.284350E+08  0.213546E+08  0.213545E+08  0.213545E+08  0.213616E+08 -0.443536E+00  0.935461E+07  0.935461E+07  0.963838E+01
  0.186070E-04  0.213543E+08  0.213543E+08  0.284277E+08  0.284264E+08  0.213544E+08  0.213543E+08  0.213543E+08  0.213614E+08 -0.443534E+00  0.935469E+07  0.935468E+07  0.106519E+02
  0.205653E-04  0.213541E+08  0.213541E+08  0.284175E+08  0.284159E+08  0.213542E+08  0.213541E+08  0.213541E+08  0.213612E+08 -0.443531E+00  0.935478E+07  0.935478E+07  0.117718E+02
  0.227297E-04  0.213538E+08  0.213538E+08  0.284050E+08  0.284031E+08  0.213539E+08  0.213538E+08  0.213538E+08  0.213609E+08 -0.443527E+00  0.935488E+07  0.935488E+07  0.130091E+02
  0.251219E-04  0.213534E+08  0.213534E+08  0.283898E+08  0.283874E+08  0.213535E+08  0.213534E+08  0.213534E+08  0.213605E+08 -0.443523E+00  0.935502E+07  0.935502E+07  0.143761E+02
  0.277659E-04  0.213530E+08  0.213530E+08  0.283712E+08  0.283683E+08  0.213531E+08  0.213530E+08  0.213530E+08  0.213601E+08 -0.443518E+00  0.935518E+07  0.935518E+07  0.158862E+02
  0.306881E-04  0.213524E+08  0.213524E+08  0.283485E+08  0.283449E+08  0.213525E+08  0.213524E+08  0.213524E+08  0.213595E+08 -0.443511E+00  0.935538E+07  0.935538E+07  0.175541E+02
  0.339179E-04  0.213518E+08  0.213518E+08  0.283208E+08  0.283164E+08  0.213519E+08  0.213518E+08  0.213518E+08  0.213589E+08 -0.443503E+00  0.935562E+07  0.935562E+07  0.193963E+02
