#           k/h    P           
    0.10000E-03    0.51393E+03
    0.10202E-03    0.52389E+03
    0.10408E-03    0.53404E+03
    0.10618E-03    0.54439E+03
    0.10833E-03    0.55494E+03
    0.11052E-03    0.56570E+03
    0.11275E-03    0.57666E+03
    0.11503E-03    0.58783E+03
    0.11735E-03    0.59922E+03
    0.11972E-03    0.61083E+03
    0.12214E-03    0.62267E+03
    0.12461E-03    0.63473E+03
    0.12712E-03    0.64703E+03
    0.12969E-03    0.65956E+03
    0.13231E-03    0.67234E+03
    0.13499E-03    0.68537E+03
    0.13771E-03    0.69864E+03
    0.14049E-03    0.71218E+03
    0.14333E-03    0.72597E+03
    0.14623E-03    0.74004E+03
    0.14918E-03    0.75437E+03
    0.15220E-03    0.76898E+03
    0.15527E-03    0.78388E+03
    0.15841E-03    0.79906E+03
    0.16161E-03    0.81454E+03
    0.16487E-03    0.83031E+03
    0.16820E-03    0.84639E+03
    0.17160E-03    0.86279E+03
    0.17507E-03    0.87949E+03
    0.17860E-03    0.89653E+03
    0.18221E-03    0.91389E+03
    0.18589E-03    0.93158E+03
    0.18965E-03    0.94962E+03
    0.19348E-03    0.96800E+03
    0.19739E-03    0.98675E+03
    0.20138E-03    0.10058E+04
    0.20544E-03    0.10253E+04
    0.20959E-03    0.10452E+04
    0.21383E-03    0.10654E+04
    0.21815E-03    0.10860E+04
    0.22255E-03    0.11070E+04
    0.22705E-03    0.11285E+04
    0.23164E-03    0.11503E+04
    0.23632E-03    0.11726E+04
    0.24109E-03    0.11953E+04
    0.24596E-03    0.12184E+04
    0.25093E-03    0.12420E+04
    0.25600E-03    0.12660E+04
    0.26117E-03    0.12905E+04
    0.26645E-03    0.13154E+04
    0.27183E-03    0.13409E+04
    0.27732E-03    0.13668E+04
    0.28292E-03    0.13932E+04
    0.28864E-03    0.14202E+04
    0.29447E-03    0.14476E+04
    0.30042E-03    0.14756E+04
    0.30649E-03    0.15042E+04
    0.31268E-03    0.15332E+04
    0.31899E-03    0.15629E+04
    0.32544E-03    0.15931E+04
    0.33201E-03    0.16239E+04
    0.33872E-03    0.16553E+04
    0.34556E-03    0.16872E+04
    0.35254E-03    0.17198E+04
    0.35966E-03    0.17531E+04
    0.36693E-03    0.17869E+04
    0.37434E-03    0.18215E+04
    0.38190E-03    0.18566E+04
    0.38962E-03    0.18925E+04
    0.39749E-03    0.19290E+04
    0.40552E-03    0.19663E+04
    0.41371E-03    0.20043E+04
    0.42207E-03    0.20430E+04
    0.43060E-03    0.20824E+04
    0.43929E-03    0.21226E+04
    0.44817E-03    0.21636E+04
    0.45722E-03    0.22054E+04
    0.46646E-03    0.22479E+04
    0.47588E-03    0.22913E+04
    0.48550E-03    0.23355E+04
    0.49530E-03    0.23806E+04
    0.50531E-03    0.24266E+04
