#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.24806E+10    0.31249E+03    0.24357E-01    0.76118E+06    0.11057E-01   -0.37017E+04   -0.67396E+00
     3    0.18738E+10    0.30390E+03    0.28213E-01    0.68734E+06    0.16929E-01   -0.47135E+04   -0.14244E+01
     4    0.11726E+10    0.35050E+03    0.27825E-01    0.60775E+06    0.23163E-01   -0.45433E+04   -0.22187E+01
     5    0.53121E+09    0.41942E+03    0.24563E-01    0.44843E+06    0.29035E-01   -0.32754E+04   -0.30157E+01
     6    0.14658E+09    0.49418E+03    0.19962E-01    0.19034E+06    0.33945E-01   -0.10789E+04   -0.37377E+01
     7    0.18221E+09    0.56040E+03    0.15261E-01   -0.15461E+06    0.37457E-01    0.17829E+04   -0.43078E+01
     8    0.73524E+09    0.60381E+03    0.11229E-01   -0.55276E+06    0.39308E-01    0.49902E+04   -0.46588E+01
     9    0.18254E+10    0.61290E+03    0.81927E-02   -0.95443E+06    0.39421E-01    0.82021E+04   -0.47453E+01
    10    0.33932E+10    0.58105E+03    0.61807E-02   -0.13010E+07    0.37877E-01    0.11091E+05   -0.45507E+01
    11    0.53167E+10    0.50820E+03    0.50600E-02   -0.15349E+07    0.34910E-01    0.13389E+05   -0.40897E+01
    12    0.74233E+10    0.40140E+03    0.46382E-02   -0.16047E+07    0.30834E-01    0.14890E+05   -0.34042E+01
    13    0.95160E+10    0.27755E+03    0.47187E-02   -0.14800E+07    0.26049E-01    0.15507E+05   -0.25688E+01
    14    0.11400E+11    0.15741E+03    0.51225E-02   -0.11441E+07    0.20957E-01    0.15209E+05   -0.16671E+01
    15    0.12909E+11    0.68128E+02    0.57346E-02   -0.61302E+06    0.15936E-01    0.14085E+05   -0.79502E+00
    16    0.13898E+11    0.37620E+02    0.64662E-02    0.81923E+05    0.11331E-01    0.12270E+05   -0.46182E-01
    17    0.14297E+11    0.90461E+02    0.72710E-02    0.88190E+06    0.73830E-02    0.99661E+04    0.50367E+00
    18    0.14073E+11    0.24699E+03    0.81177E-02    0.17183E+07    0.42786E-02    0.73940E+04    0.79260E+00
    19    0.13272E+11    0.51392E+03    0.89952E-02    0.25115E+07    0.20811E-02    0.47795E+04    0.79513E+00
    20    0.11970E+11    0.89019E+03    0.98981E-02    0.31825E+07    0.80003E-03    0.23369E+04    0.50472E+00
    21    0.10299E+11    0.13573E+04    0.10824E-01    0.36668E+07    0.34583E-03    0.23328E+03   -0.44715E-01
    22    0.84086E+10    0.18885E+04    0.11770E-01    0.39113E+07    0.59391E-03   -0.13947E+04   -0.80288E+00
    23    0.64591E+10    0.24410E+04    0.12736E-01    0.38925E+07    0.13700E-02   -0.24834E+04   -0.16923E+01
    24    0.46086E+10    0.29673E+04    0.13721E-01    0.36038E+07    0.24899E-02   -0.30042E+04   -0.26280E+01
    25    0.29877E+10    0.34165E+04    0.14720E-01    0.30747E+07    0.37717E-02   -0.29959E+04   -0.35211E+01
    26    0.17070E+10    0.37407E+04    0.15730E-01    0.23504E+07    0.50452E-02   -0.25238E+04   -0.42870E+01
    27    0.82641E+09    0.39071E+04    0.16754E-01    0.15027E+07    0.61789E-02   -0.16942E+04   -0.48616E+01
    28    0.37966E+09    0.38919E+04    0.17792E-01    0.61159E+06    0.70650E-02   -0.62481E+03   -0.51933E+01
    29    0.34778E+09    0.36900E+04    0.18843E-01   -0.23619E+06    0.76475E-02    0.55964E+03   -0.52582E+01
