#    L    TT             EE             TE             PP             TP          
     2    0.93952E+04    0.66435E-01    0.24017E+02    0.11375E+07   -0.32362E+05
     3    0.79531E+04    0.11167E+00    0.28411E+02    0.17544E+07   -0.31476E+05
     4    0.68055E+04    0.13041E+00    0.28349E+02    0.22979E+07   -0.30095E+05
     5    0.58989E+04    0.12139E+00    0.25521E+02    0.27734E+07   -0.28818E+05
     6    0.51743E+04    0.95043E-01    0.21247E+02    0.31890E+07   -0.27721E+05
     7    0.45858E+04    0.64305E-01    0.16502E+02    0.35536E+07   -0.26779E+05
     8    0.41016E+04    0.38427E-01    0.11963E+02    0.38746E+07   -0.25971E+05
     9    0.36987E+04    0.21110E-01    0.80515E+01    0.41584E+07   -0.25294E+05
    10    0.33588E+04    0.11726E-01    0.49780E+01    0.44096E+07   -0.24698E+05
    11    0.30684E+04    0.76343E-02    0.27873E+01    0.46334E+07   -0.24138E+05
    12    0.28186E+04    0.62282E-02    0.14149E+01    0.48319E+07   -0.23597E+05
    13    0.26028E+04    0.57729E-02    0.71840E+00    0.50082E+07   -0.23093E+05
    14    0.24164E+04    0.56591E-02    0.53645E+00    0.51652E+07   -0.22645E+05
    15    0.22571E+04    0.57865E-02    0.70141E+00    0.53050E+07   -0.22237E+05
    16    0.21219E+04    0.61300E-02    0.10548E+01    0.54293E+07   -0.21850E+05
    17    0.20060E+04    0.66767E-02    0.14778E+01    0.55397E+07   -0.21471E+05
    18    0.19039E+04    0.72270E-02    0.18755E+01    0.56380E+07   -0.21092E+05
    19    0.18154E+04    0.76706E-02    0.22025E+01    0.57248E+07   -0.20730E+05
    20    0.17381E+04    0.80021E-02    0.24297E+01    0.58009E+07   -0.20401E+05
    21    0.16711E+04    0.82786E-02    0.25601E+01    0.58676E+07   -0.20094E+05
    22    0.16135E+04    0.86585E-02    0.26063E+01    0.59261E+07   -0.19797E+05
    23    0.15641E+04    0.92816E-02    0.25924E+01    0.59768E+07   -0.19512E+05
    24    0.15219E+04    0.10225E-01    0.25443E+01    0.60203E+07   -0.19243E+05
    25    0.14862E+04    0.11501E-01    0.24809E+01    0.60573E+07   -0.18989E+05
    26    0.14559E+04    0.13070E-01    0.24196E+01    0.60885E+07   -0.18745E+05
    27    0.14306E+04    0.14901E-01    0.23688E+01    0.61142E+07   -0.18506E+05
    28    0.14095E+04    0.16986E-01    0.23344E+01    0.61351E+07   -0.18266E+05
    29    0.13922E+04    0.19281E-01    0.23165E+01    0.61511E+07   -0.18024E+05
    30    0.13782E+04    0.21753E-01    0.23110E+01    0.61624E+07   -0.17784E+05
    31    0.13671E+04    0.24404E-01    0.23102E+01    0.61696E+07   -0.17554E+05
    32    0.13589E+04    0.27231E-01    0.23064E+01    0.61733E+07   -0.17340E+05
    33    0.13534E+04    0.30237E-01    0.22967E+01    0.61737E+07   -0.17135E+05
    34    0.13500E+04    0.33434E-01    0.22800E+01    0.61710E+07   -0.16930E+05
    35    0.13487E+04    0.36820E-01    0.22543E+01    0.61654E+07   -0.16722E+05
    36    0.13491E+04    0.40408E-01    0.22169E+01    0.61572E+07   -0.16515E+05
    37    0.13510E+04    0.44239E-01    0.21667E+01    0.61466E+07   -0.16314E+05
    38    0.13545E+04    0.48356E-01    0.21054E+01    0.61337E+07   -0.16124E+05
    39    0.13593E+04    0.52746E-01    0.20350E+01    0.61187E+07   -0.15943E+05
    40    0.13653E+04    0.57392E-01    0.19575E+01    0.61018E+07   -0.15765E+05
    41    0.13725E+04    0.62284E-01    0.18739E+01    0.60829E+07   -0.15585E+05
    42    0.13806E+04    0.67435E-01    0.17830E+01    0.60624E+07   -0.15404E+05
    43    0.13896E+04    0.72863E-01    0.16825E+01    0.60402E+07   -0.15221E+05
    44    0.13994E+04    0.78570E-01    0.15714E+01    0.60166E+07   -0.15039E+05
    45    0.14101E+04    0.84570E-01    0.14485E+01    0.59916E+07   -0.14858E+05
    46    0.14216E+04    0.90873E-01    0.13111E+01    0.59655E+07   -0.14678E+05
    47    0.14337E+04    0.97465E-01    0.11596E+01    0.59382E+07   -0.14501E+05
    48    0.14463E+04    0.10434E+00    0.99786E+00    0.59100E+07   -0.14328E+05
    49    0.14595E+04    0.11145E+00    0.82912E+00    0.58808E+07   -0.14160E+05
    50    0.14735E+04    0.11877E+00    0.64989E+00    0.58507E+07   -0.13997E+05
    51    0.14880E+04    0.12624E+00    0.45549E+00    0.58199E+07   -0.13842E+05
    52    0.15033E+04    0.13398E+00    0.24229E+00    0.57884E+07   -0.13690E+05
    53    0.15189E+04    0.14213E+00    0.87745E-02    0.57562E+07   -0.13541E+05
    54    0.15347E+04    0.15072E+00   -0.23863E+00    0.57235E+07   -0.13392E+05
    55    0.15509E+04    0.15973E+00   -0.49335E+00    0.56902E+07   -0.13239E+05
    56    0.15676E+04    0.16903E+00   -0.75558E+00    0.56564E+07   -0.13082E+05
    57    0.15848E+04    0.17850E+00   -0.10261E+01    0.56222E+07   -0.12923E+05
    58    0.16026E+04    0.18814E+00   -0.13071E+01    0.55876E+07   -0.12763E+05
    59    0.16207E+04    0.19798E+00   -0.16009E+01    0.55526E+07   -0.12606E+05
    60    0.16391E+04    0.20806E+00   -0.19082E+01    0.55172E+07   -0.12455E+05
    61    0.16581E+04    0.21846E+00   -0.22292E+01    0.54815E+07   -0.12310E+05
    62    0.16772E+04    0.22917E+00   -0.25645E+01    0.54456E+07   -0.12171E+05
    63    0.16965E+04    0.24016E+00   -0.29142E+01    0.54094E+07   -0.12036E+05
    64    0.17163E+04    0.25144E+00   -0.32789E+01    0.53730E+07   -0.11903E+05
    65    0.17363E+04    0.26299E+00   -0.36582E+01    0.53366E+07   -0.11769E+05
    66    0.17568E+04    0.27475E+00   -0.40498E+01    0.53000E+07   -0.11634E+05
    67    0.17775E+04    0.28672E+00   -0.44514E+01    0.52634E+07   -0.11496E+05
    68    0.17987E+04    0.29893E+00   -0.48618E+01    0.52267E+07   -0.11358E+05
    69    0.18202E+04    0.31136E+00   -0.52801E+01    0.51901E+07   -0.11218E+05
    70    0.18421E+04    0.32402E+00   -0.57085E+01    0.51534E+07   -0.11079E+05
    71    0.18643E+04    0.33692E+00   -0.61499E+01    0.51168E+07   -0.10939E+05
    72    0.18867E+04    0.35002E+00   -0.66055E+01    0.50803E+07   -0.10801E+05
    73    0.19094E+04    0.36328E+00   -0.70755E+01    0.50437E+07   -0.10664E+05
