  0.277659E-04 -0.709017E+14 -0.709017E+14 -0.943974E+14 -0.943966E+14 -0.709017E+14 -0.709017E+14 -0.709017E+14 -0.709253E+14  0.400508E+05  0.900845E+12  0.900846E+12 -0.123510E+08
  0.306881E-04 -0.726482E+14 -0.726482E+14 -0.966922E+14 -0.966911E+14 -0.726482E+14 -0.726482E+14 -0.726482E+14 -0.726723E+14  0.396892E+05  0.936087E+12  0.936089E+12 -0.138868E+08
  0.339179E-04 -0.748364E+14 -0.748364E+14 -0.995668E+14 -0.995655E+14 -0.748364E+14 -0.748364E+14 -0.748364E+14 -0.748613E+14  0.391852E+05  0.980658E+12  0.980660E+12 -0.156729E+08
  0.374876E-04 -0.775935E+14 -0.775935E+14 -0.103188E+15 -0.103186E+15 -0.775935E+14 -0.775935E+14 -0.775935E+14 -0.776193E+14  0.384715E+05  0.103745E+13  0.103745E+13 -0.177708E+08
  0.414330E-04 -0.810911E+14 -0.810911E+14 -0.107780E+15 -0.107778E+15 -0.810911E+14 -0.810911E+14 -0.810911E+14 -0.811180E+14  0.374441E+05  0.111048E+13  0.111048E+13 -0.202635E+08
  0.457936E-04 -0.855647E+14 -0.855647E+14 -0.113651E+15 -0.113648E+15 -0.855647E+14 -0.855647E+14 -0.855647E+14 -0.855931E+14  0.359389E+05  0.120542E+13  0.120542E+13 -0.232656E+08
  0.506132E-04 -0.913446E+14 -0.913446E+14 -0.121233E+15 -0.121230E+15 -0.913446E+14 -0.913446E+14 -0.913446E+14 -0.913749E+14  0.336920E+05  0.133047E+13  0.133047E+13 -0.269377E+08
  0.559400E-04 -0.989039E+14 -0.989038E+14 -0.131144E+15 -0.131140E+15 -0.989039E+14 -0.989039E+14 -0.989039E+14 -0.989366E+14  0.302692E+05  0.149783E+13  0.149784E+13 -0.315105E+08
  0.618274E-04 -0.108938E+15 -0.108938E+15 -0.144291E+15 -0.144285E+15 -0.108938E+15 -0.108938E+15 -0.108938E+15 -0.108974E+15  0.249383E+05  0.172612E+13  0.172612E+13 -0.373226E+08
  0.683345E-04 -0.122497E+15 -0.122497E+15 -0.162044E+15 -0.162037E+15 -0.122497E+15 -0.122497E+15 -0.122497E+15 -0.122538E+15  0.164285E+05  0.204465E+13  0.204466E+13 -0.448840E+08
  0.755264E-04 -0.141223E+15 -0.141223E+15 -0.186539E+15 -0.186529E+15 -0.141223E+15 -0.141223E+15 -0.141223E+15 -0.141269E+15  0.246361E+04  0.250130E+13  0.250132E+13 -0.549858E+08
  0.834752E-04 -0.167769E+15 -0.167769E+15 -0.221228E+15 -0.221215E+15 -0.167769E+15 -0.167769E+15 -0.167769E+15 -0.167824E+15 -0.211874E+05  0.317735E+13  0.317736E+13 -0.688950E+08
  0.922605E-04 -0.206608E+15 -0.206608E+15 -0.271921E+15 -0.271903E+15 -0.206608E+15 -0.206608E+15 -0.206608E+15 -0.206676E+15 -0.627228E+05  0.421695E+13  0.421698E+13 -0.887166E+08
  0.101971E-03 -0.265627E+15 -0.265627E+15 -0.348849E+15 -0.348822E+15 -0.265627E+15 -0.265627E+15 -0.265627E+15 -0.265714E+15 -0.138805E+06  0.588887E+13  0.588891E+13 -0.118097E+09
  0.112702E-03 -0.359477E+15 -0.359477E+15 -0.470993E+15 -0.470953E+15 -0.359477E+15 -0.359477E+15 -0.359477E+15 -0.359595E+15 -0.285194E+06  0.872299E+13  0.872305E+13 -0.163661E+09
  0.124564E-03 -0.517031E+15 -0.517031E+15 -0.675704E+15 -0.675641E+15 -0.517031E+15 -0.517031E+15 -0.517031E+15 -0.517200E+15 -0.583565E+06  0.138324E+14  0.138325E+14 -0.238108E+09
  0.137674E-03 -0.799163E+15 -0.799163E+15 -0.104162E+16 -0.104151E+16 -0.799163E+15 -0.799163E+15 -0.799163E+15 -0.799423E+15 -0.123424E+07  0.237307E+14  0.237308E+14 -0.367357E+09
  0.152163E-03 -0.134455E+16 -0.134455E+16 -0.174760E+16 -0.174741E+16 -0.134455E+16 -0.134455E+16 -0.134455E+16 -0.134499E+16 -0.277027E+07  0.445795E+14  0.445798E+14 -0.608215E+09
  0.168178E-03 -0.249852E+16 -0.249852E+16 -0.323837E+16 -0.323802E+16 -0.249852E+16 -0.249852E+16 -0.249852E+16 -0.249933E+16 -0.674923E+07  0.929734E+14  0.929740E+14 -0.109589E+10
  0.185878E-03 -0.521380E+16 -0.521380E+16 -0.673899E+16 -0.673824E+16 -0.521380E+16 -0.521380E+16 -0.521380E+16 -0.521548E+16 -0.182379E+08  0.218676E+15  0.218677E+15 -0.218437E+10
  0.205440E-03 -0.124486E+17 -0.124486E+17 -0.160475E+17 -0.160457E+17 -0.124486E+17 -0.124486E+17 -0.124486E+17 -0.124526E+17 -0.558792E+08  0.590483E+15  0.590486E+15 -0.490013E+10
  0.227062E-03 -0.347307E+17 -0.347307E+17 -0.446599E+17 -0.446550E+17 -0.347307E+17 -0.347307E+17 -0.347307E+17 -0.347419E+17 -0.198700E+09  0.186783E+16  0.186784E+16 -0.126844E+11
  0.250959E-03 -0.115911E+18 -0.115911E+18 -0.148711E+18 -0.148695E+18 -0.115911E+18 -0.115911E+18 -0.115911E+18 -0.115948E+18 -0.840810E+09  0.708017E+16  0.708020E+16 -0.387701E+11
  0.277372E-03 -0.474978E+18 -0.474978E+18 -0.608165E+18 -0.608103E+18 -0.474978E+18 -0.474978E+18 -0.474978E+18 -0.475130E+18 -0.435073E+10  0.329870E+17  0.329871E+17 -0.143826E+12
  0.306564E-03 -0.245968E+19 -0.245968E+19 -0.314394E+19 -0.314363E+19 -0.245968E+19 -0.245968E+19 -0.245968E+19 -0.246047E+19 -0.283565E+11  0.194306E+18  0.194306E+18 -0.667643E+12
  0.338828E-03 -0.166150E+20 -0.166150E+20 -0.212063E+20 -0.212043E+20 -0.166150E+20 -0.166150E+20 -0.166150E+20 -0.166203E+20 -0.240428E+12  0.149284E+19  0.149284E+19 -0.401009E+13
  0.374488E-03 -0.151565E+21 -0.151565E+21 -0.193218E+21 -0.193201E+21 -0.151565E+21 -0.151565E+21 -0.151565E+21 -0.151613E+21 -0.274662E+13  0.154812E+20  0.154813E+20 -0.323219E+14
  0.413901E-03 -0.193903E+22 -0.193903E+22 -0.246959E+22 -0.246938E+22 -0.193903E+22 -0.193903E+22 -0.193903E+22 -0.193965E+22 -0.439176E+14  0.224976E+21  0.224976E+21 -0.362941E+15
  0.457462E-03 -0.362470E+23 -0.362470E+23 -0.461321E+23 -0.461281E+23 -0.362470E+23 -0.362470E+23 -0.362470E+23 -0.362586E+23 -0.102428E+16  0.477213E+22  0.477214E+22 -0.594587E+16
  0.505608E-03 -0.103502E+25 -0.103502E+25 -0.131660E+25 -0.131649E+25 -0.103502E+25 -0.103502E+25 -0.103502E+25 -0.103535E+25 -0.364336E+17  0.154435E+24  0.154435E+24 -0.148492E+18
  0.558821E-03 -0.473662E+26 -0.473662E+26 -0.602310E+26 -0.602259E+26 -0.473662E+26 -0.473662E+26 -0.473662E+26 -0.473813E+26 -0.207394E+19  0.799907E+25  0.799908E+25 -0.593730E+19
  0.617635E-03 -0.365903E+28 -0.365903E+28 -0.465186E+28 -0.465145E+28 -0.365904E+28 -0.365903E+28 -0.365903E+28 -0.366020E+28 -0.199017E+21  0.698396E+27  0.698396E+27 -0.400650E+21
  0.682638E-03 -0.504704E+30 -0.504704E+30 -0.641585E+30 -0.641528E+30 -0.504704E+30 -0.504704E+30 -0.504704E+30 -0.504864E+30 -0.340576E+23  0.108721E+30  0.108721E+30 -0.482946E+23
  0.754482E-03 -0.132110E+33 -0.132110E+33 -0.167939E+33 -0.167923E+33 -0.132110E+33 -0.132110E+33 -0.132110E+33 -0.132152E+33 -0.110474E+26  0.320724E+32  0.320725E+32 -0.110335E+26
  0.833888E-03 -0.701191E+35 -0.701191E+35 -0.891418E+35 -0.891332E+35 -0.701191E+35 -0.701191E+35 -0.701191E+35 -0.701414E+35 -0.725830E+28  0.191578E+35  0.191578E+35 -0.512739E+28
  0.921651E-03 -0.811217E+38 -0.811217E+38 -0.103142E+39 -0.103132E+39 -0.811217E+38 -0.811217E+38 -0.811217E+38 -0.811474E+38 -0.103840E+32  0.249096E+38  0.249096E+38 -0.520148E+31
  0.101865E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity -0.350131E+35      Infinity      Infinity -0.124691E+35
  0.112586E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity -0.303508E+39      Infinity      Infinity -0.770501E+38
  0.124435E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.137531E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.152006E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.168004E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.185685E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.205228E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.226827E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.250700E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.277085E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.306246E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.338478E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.374101E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.413473E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.456989E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.505085E-02     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.558243E-02     -Infinity     -Infinity     -Infinity      Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.616996E-02     -Infinity     -Infinity     -Infinity      Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.681932E-02     -Infinity     -Infinity     -Infinity      Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.753702E-02     -Infinity     -Infinity     -Infinity      Infinity     -Infinity     -Infinity     -Infinity     -Infinity     -Infinity      Infinity      Infinity     -Infinity
  0.833025E-02           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.920698E-02           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.101760E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.112469E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.124306E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.137389E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.151849E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.167830E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.185493E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.205016E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.226592E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.250440E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.276798E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.305930E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.338127E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.373714E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.413045E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.454350E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.495654E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.536959E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.578264E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.619568E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.660873E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.702177E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.743482E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.784786E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.826091E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.867395E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.918936E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.970477E-01           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.102202E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.107356E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.112510E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.117664E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.122818E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.127972E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.133126E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.138280E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.143435E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.148589E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.153743E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.158897E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.164051E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.169205E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.174359E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.179513E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.184667E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.189821E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.194975E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.200130E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.205284E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.210438E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.215592E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.220746E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.225900E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.231054E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.236208E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.241362E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.246516E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.251670E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.256825E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.261979E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.267133E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.272287E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.277441E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.282595E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.287749E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.292903E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.298057E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.303211E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.308365E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.313520E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.318674E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.323828E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.328982E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.334136E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.339290E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.344444E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.349598E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.354752E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.359906E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.365060E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.370215E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.375369E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.380523E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.385677E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.390831E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.395985E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.401139E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.406293E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.411447E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.416601E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.421755E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.426910E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.432064E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.437218E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.442372E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.447526E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.452680E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.457834E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.462988E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.468142E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.473296E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.478450E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.483605E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.488759E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.493913E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.499067E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.504221E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.509375E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.514529E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.519683E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.524837E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.529991E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.535145E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.540300E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.545454E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.550608E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.555762E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.560916E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.566070E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.571224E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.576378E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
  0.581532E+00           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN
