#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.16858E+04    0.70409E-01    0.25653E-01    0.34556E+01    0.45459E-07    0.37063E-02   -0.16029E-04
     3    0.15279E+04    0.10887E+00    0.29387E-01    0.36138E+01    0.55182E-07    0.38175E-02   -0.19604E-04
     4    0.14275E+04    0.11958E+00    0.28574E-01    0.35760E+01    0.63549E-07    0.37900E-02   -0.19588E-04
     5    0.13534E+04    0.10505E+00    0.24821E-01    0.32923E+01    0.70825E-07    0.37034E-02   -0.17009E-04
     6    0.12998E+04    0.77853E-01    0.19832E-01    0.28723E+01    0.77174E-07    0.35924E-02   -0.12867E-04
     7    0.12622E+04    0.50568E-01    0.14908E-01    0.24025E+01    0.82756E-07    0.34733E-02   -0.81238E-05
     8    0.12361E+04    0.30506E-01    0.10807E-01    0.19497E+01    0.87685E-07    0.33488E-02   -0.35614E-05
     9    0.12187E+04    0.19073E-01    0.78165E-02    0.15534E+01    0.92061E-07    0.32209E-02    0.24518E-06
    10    0.12081E+04    0.14106E-01    0.59127E-02    0.12383E+01    0.95944E-07    0.30951E-02    0.29030E-05
    11    0.12024E+04    0.12498E-01    0.49249E-02    0.10116E+01    0.99418E-07    0.29782E-02    0.42442E-05
    12    0.12006E+04    0.12028E-01    0.46300E-02    0.87545E+00    0.10250E-06    0.28705E-02    0.43737E-05
    13    0.12012E+04    0.11673E-01    0.48196E-02    0.81555E+00    0.10525E-06    0.27698E-02    0.36530E-05
    14    0.12035E+04    0.11486E-01    0.53093E-02    0.81101E+00    0.10769E-06    0.26743E-02    0.24528E-05
    15    0.12079E+04    0.11659E-01    0.59863E-02    0.83959E+00    0.10986E-06    0.25831E-02    0.10214E-05
    16    0.12147E+04    0.12321E-01    0.67667E-02    0.88122E+00    0.11179E-06    0.24958E-02   -0.42008E-06
    17    0.12235E+04    0.13429E-01    0.76102E-02    0.92289E+00    0.11350E-06    0.24125E-02   -0.16267E-05
    18    0.12327E+04    0.14722E-01    0.84918E-02    0.95687E+00    0.11501E-06    0.23331E-02   -0.23860E-05
    19    0.12434E+04    0.16093E-01    0.94024E-02    0.98279E+00    0.11634E-06    0.22568E-02   -0.26295E-05
    20    0.12537E+04    0.17546E-01    0.10338E-01    0.99860E+00    0.11750E-06    0.21834E-02   -0.23787E-05
    21    0.12641E+04    0.19125E-01    0.11296E-01    0.10026E+01    0.11850E-06    0.21132E-02   -0.18732E-05
    22    0.12751E+04    0.20951E-01    0.12275E-01    0.99404E+00    0.11936E-06    0.20468E-02   -0.13576E-05
    23    0.12863E+04    0.23084E-01    0.13273E-01    0.98059E+00    0.12010E-06    0.19834E-02   -0.89169E-06
    24    0.12978E+04    0.25521E-01    0.14289E-01    0.96998E+00    0.12072E-06    0.19222E-02   -0.49072E-06
    25    0.13095E+04    0.28249E-01    0.15319E-01    0.96173E+00    0.12123E-06    0.18634E-02   -0.17545E-06
    26    0.13213E+04    0.31221E-01    0.16361E-01    0.95492E+00    0.12165E-06    0.18077E-02    0.20801E-07
    27    0.13334E+04    0.34419E-01    0.17416E-01    0.94783E+00    0.12197E-06    0.17549E-02    0.20100E-07
    28    0.13457E+04    0.37855E-01    0.18486E-01    0.93916E+00    0.12221E-06    0.17048E-02   -0.22624E-06
    29    0.13582E+04    0.41508E-01    0.19570E-01    0.92496E+00    0.12237E-06    0.16569E-02   -0.60720E-06
    30    0.13710E+04    0.45370E-01    0.20667E-01    0.90027E+00    0.12245E-06    0.16108E-02   -0.98003E-06
    31    0.13837E+04    0.49460E-01    0.21773E-01    0.86519E+00    0.12245E-06    0.15663E-02   -0.12317E-05
    32    0.13966E+04    0.53788E-01    0.22887E-01    0.82050E+00    0.12240E-06    0.15232E-02   -0.12912E-05
    33    0.14097E+04    0.58326E-01    0.24008E-01    0.76479E+00    0.12229E-06    0.14819E-02   -0.12231E-05
    34    0.14230E+04    0.63060E-01    0.25135E-01    0.69689E+00    0.12213E-06    0.14426E-02   -0.11155E-05
    35    0.14363E+04    0.68017E-01    0.26267E-01    0.61553E+00    0.12192E-06    0.14051E-02   -0.10152E-05
    36    0.14497E+04    0.73242E-01    0.27400E-01    0.51953E+00    0.12167E-06    0.13691E-02   -0.93774E-06
    37    0.14631E+04    0.78771E-01    0.28535E-01    0.41203E+00    0.12137E-06    0.13342E-02   -0.81583E-06
    38    0.14768E+04    0.84631E-01    0.29674E-01    0.29810E+00    0.12103E-06    0.13004E-02   -0.59261E-06
    39    0.14908E+04    0.90797E-01    0.30813E-01    0.17742E+00    0.12066E-06    0.12677E-02   -0.33537E-06
    40    0.15048E+04    0.97235E-01    0.31950E-01    0.48117E-01    0.12026E-06    0.12362E-02   -0.14205E-06
    41    0.15191E+04    0.10392E+00    0.33080E-01   -0.91654E-01    0.11982E-06    0.12062E-02   -0.86878E-07
    42    0.15332E+04    0.11088E+00    0.34203E-01   -0.24275E+00    0.11935E-06    0.11773E-02   -0.15047E-06
    43    0.15475E+04    0.11811E+00    0.35317E-01   -0.40578E+00    0.11886E-06    0.11495E-02   -0.29019E-06
    44    0.15617E+04    0.12564E+00    0.36422E-01   -0.58045E+00    0.11833E-06    0.11226E-02   -0.46361E-06
