     2    0.50766E+03    0.17181E-01    0.27423E-01    0.39307E+00
     3    0.38845E+03    0.21160E-01    0.31083E-01   -0.31383E+00
     4    0.36170E+03    0.21502E-01    0.29727E-01   -0.52468E+00
     5    0.35162E+03    0.18818E-01    0.25305E-01   -0.55616E+00
     6    0.34735E+03    0.14704E-01    0.19769E-01   -0.51261E+00
     7    0.34592E+03    0.10571E-01    0.14522E-01   -0.44531E+00
     8    0.34596E+03    0.73131E-02    0.10322E-01   -0.38077E+00
     9    0.34683E+03    0.52248E-02    0.73945E-02   -0.33180E+00
    10    0.34818E+03    0.42327E-02    0.56465E-02   -0.29598E+00
    11    0.34957E+03    0.40498E-02    0.48506E-02   -0.27750E+00
    12    0.35036E+03    0.43786E-02    0.47379E-02   -0.27169E+00
    13    0.35083E+03    0.50106E-02    0.50843E-02   -0.27678E+00
    14    0.35144E+03    0.57835E-02    0.56996E-02   -0.29213E+00
    15    0.35229E+03    0.66339E-02    0.64744E-02   -0.31510E+00
    16    0.35336E+03    0.75290E-02    0.73317E-02   -0.34318E+00
    17    0.35431E+03    0.84614E-02    0.82411E-02   -0.37618E+00
    18    0.35479E+03    0.94307E-02    0.91861E-02   -0.41418E+00
    19    0.35482E+03    0.10441E-01    0.10159E-01   -0.45582E+00
    20    0.35448E+03    0.11494E-01    0.11155E-01   -0.49983E+00
    21    0.35384E+03    0.12585E-01    0.12173E-01   -0.54648E+00
    22    0.35295E+03    0.13707E-01    0.13213E-01   -0.59627E+00
    23    0.35184E+03    0.14852E-01    0.14272E-01   -0.64874E+00
    24    0.35052E+03    0.16013E-01    0.15346E-01   -0.70329E+00
    25    0.34900E+03    0.17195E-01    0.16434E-01   -0.75942E+00
    26    0.34730E+03    0.18404E-01    0.17535E-01   -0.81675E+00
    27    0.34542E+03    0.19640E-01    0.18650E-01   -0.87511E+00
    28    0.34338E+03    0.20905E-01    0.19779E-01   -0.93446E+00
    29    0.34118E+03    0.22196E-01    0.20922E-01   -0.99512E+00
    30    0.33882E+03    0.23513E-01    0.22077E-01   -0.10573E+01
    31    0.33630E+03    0.24853E-01    0.23241E-01   -0.11202E+01
    32    0.33364E+03    0.26213E-01    0.24410E-01   -0.11833E+01
    33    0.33083E+03    0.27585E-01    0.25584E-01   -0.12466E+01
    34    0.32792E+03    0.28964E-01    0.26763E-01   -0.13103E+01
    35    0.32488E+03    0.30358E-01    0.27944E-01   -0.13739E+01
    36    0.32170E+03    0.31772E-01    0.29128E-01   -0.14371E+01
    37    0.31841E+03    0.33206E-01    0.30312E-01   -0.14997E+01
    38    0.31501E+03    0.34654E-01    0.31496E-01   -0.15619E+01
    39    0.31152E+03    0.36114E-01    0.32676E-01   -0.16234E+01
    40    0.30792E+03    0.37585E-01    0.33850E-01   -0.16841E+01
    41    0.30422E+03    0.39065E-01    0.35015E-01   -0.17436E+01
    42    0.30043E+03    0.40550E-01    0.36169E-01   -0.18020E+01
    43    0.29655E+03    0.42040E-01    0.37311E-01   -0.18592E+01
    44    0.29259E+03    0.43531E-01    0.38440E-01   -0.19152E+01
    45    0.28856E+03    0.45022E-01    0.39553E-01   -0.19699E+01
    46    0.28445E+03    0.46511E-01    0.40650E-01   -0.20234E+01
    47    0.28028E+03    0.47996E-01    0.41730E-01   -0.20754E+01
    48    0.27605E+03    0.49476E-01    0.42790E-01   -0.21258E+01
    49    0.27177E+03    0.50949E-01    0.43830E-01   -0.21745E+01
    50    0.26743E+03    0.52413E-01    0.44847E-01   -0.22211E+01
    51    0.26304E+03    0.53867E-01    0.45841E-01   -0.22657E+01
    52    0.25862E+03    0.55311E-01    0.46809E-01   -0.23082E+01
    53    0.25415E+03    0.56743E-01    0.47752E-01   -0.23486E+01
    54    0.24964E+03    0.58163E-01    0.48669E-01   -0.23870E+01
    55    0.24510E+03    0.59570E-01    0.49557E-01   -0.24233E+01
    56    0.24054E+03    0.60963E-01    0.50415E-01   -0.24576E+01
    57    0.23595E+03    0.62340E-01    0.51245E-01   -0.24898E+01
    58    0.23134E+03    0.63697E-01    0.52044E-01   -0.25198E+01
    59    0.22672E+03    0.65033E-01    0.52812E-01   -0.25475E+01
    60    0.22209E+03    0.66345E-01    0.53549E-01   -0.25728E+01
    61    0.21746E+03    0.67630E-01    0.54254E-01   -0.25957E+01
    62    0.21283E+03    0.68889E-01    0.54927E-01   -0.26162E+01
    63    0.20820E+03    0.70123E-01    0.55566E-01   -0.26343E+01
    64    0.20357E+03    0.71333E-01    0.56171E-01   -0.26501E+01
    65    0.19896E+03    0.72519E-01    0.56742E-01   -0.26637E+01
    66    0.19435E+03    0.73682E-01    0.57277E-01   -0.26751E+01
    67    0.18976E+03    0.74819E-01    0.57777E-01   -0.26843E+01
    68    0.18519E+03    0.75927E-01    0.58240E-01   -0.26912E+01
    69    0.18064E+03    0.77001E-01    0.58668E-01   -0.26958E+01
    70    0.17612E+03    0.78039E-01    0.59061E-01   -0.26980E+01
    71    0.17163E+03    0.79039E-01    0.59417E-01   -0.26977E+01
    72    0.16717E+03    0.80000E-01    0.59738E-01   -0.26951E+01
    73    0.16275E+03    0.80926E-01    0.60023E-01   -0.26903E+01
    74    0.15837E+03    0.81819E-01    0.60272E-01   -0.26835E+01
    75    0.15402E+03    0.82682E-01    0.60485E-01   -0.26747E+01
    76    0.14972E+03    0.83514E-01    0.60663E-01   -0.26641E+01
    77    0.14546E+03    0.84315E-01    0.60806E-01   -0.26517E+01
    78    0.14125E+03    0.85081E-01    0.60914E-01   -0.26374E+01
    79    0.13708E+03    0.85810E-01    0.60987E-01   -0.26212E+01
    80    0.13297E+03    0.86498E-01    0.61026E-01   -0.26032E+01
    81    0.12892E+03    0.87143E-01    0.61031E-01   -0.25833E+01
    82    0.12492E+03    0.87744E-01    0.61003E-01   -0.25615E+01
    83    0.12098E+03    0.88303E-01    0.60942E-01   -0.25380E+01
    84    0.11711E+03    0.88818E-01    0.60848E-01   -0.25127E+01
    85    0.11329E+03    0.89291E-01    0.60721E-01   -0.24857E+01
    86    0.10953E+03    0.89720E-01    0.60563E-01   -0.24572E+01
    87    0.10583E+03    0.90107E-01    0.60373E-01   -0.24271E+01
    88    0.10220E+03    0.90451E-01    0.60152E-01   -0.23956E+01
    89    0.98637E+02    0.90751E-01    0.59901E-01   -0.23628E+01
    90    0.95143E+02    0.91007E-01    0.59620E-01   -0.23286E+01
    91    0.91720E+02    0.91220E-01    0.59310E-01   -0.22933E+01
    92    0.88369E+02    0.91389E-01    0.58972E-01   -0.22568E+01
    93    0.85090E+02    0.91515E-01    0.58607E-01   -0.22192E+01
    94    0.81882E+02    0.91599E-01    0.58216E-01   -0.21806E+01
    95    0.78747E+02    0.91640E-01    0.57799E-01   -0.21411E+01
    96    0.75683E+02    0.91640E-01    0.57358E-01   -0.21006E+01
    97    0.72690E+02    0.91599E-01    0.56893E-01   -0.20593E+01
    98    0.69770E+02    0.91517E-01    0.56405E-01   -0.20173E+01
    99    0.66921E+02    0.91394E-01    0.55895E-01   -0.19746E+01
   100    0.64145E+02    0.91232E-01    0.55365E-01   -0.19312E+01
   101    0.61440E+02    0.91031E-01    0.54815E-01   -0.18872E+01
   102    0.58807E+02    0.90791E-01    0.54245E-01   -0.18427E+01
   103    0.56247E+02    0.90512E-01    0.53658E-01   -0.17978E+01
   104    0.53758E+02    0.90196E-01    0.53053E-01   -0.17524E+01
   105    0.51342E+02    0.89842E-01    0.52431E-01   -0.17067E+01
   106    0.48997E+02    0.89451E-01    0.51795E-01   -0.16608E+01
   107    0.46725E+02    0.89024E-01    0.51143E-01   -0.16146E+01
   108    0.44525E+02    0.88560E-01    0.50478E-01   -0.15683E+01
   109    0.42397E+02    0.88061E-01    0.49800E-01   -0.15219E+01
   110    0.40341E+02    0.87527E-01    0.49111E-01   -0.14755E+01
   111    0.38357E+02    0.86958E-01    0.48410E-01   -0.14291E+01
   112    0.36445E+02    0.86356E-01    0.47699E-01   -0.13828E+01
