#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.16677E+04    0.69701E-01    0.25416E-01    0.34575E+01    0.45436E-07    0.36060E-02   -0.15921E-04
     3    0.15114E+04    0.10820E+00    0.29214E-01    0.35804E+01    0.55087E-07    0.37237E-02   -0.19489E-04
     4    0.14152E+04    0.11936E+00    0.28493E-01    0.35250E+01    0.63384E-07    0.37085E-02   -0.19502E-04
     5    0.13446E+04    0.10530E+00    0.24825E-01    0.32437E+01    0.70595E-07    0.36341E-02   -0.16965E-04
     6    0.12935E+04    0.78381E-01    0.19891E-01    0.28382E+01    0.76885E-07    0.35340E-02   -0.12859E-04
     7    0.12577E+04    0.51127E-01    0.14991E-01    0.23869E+01    0.82413E-07    0.34241E-02   -0.81381E-05
     8    0.12328E+04    0.30940E-01    0.10891E-01    0.19503E+01    0.87294E-07    0.33076E-02   -0.35785E-05
     9    0.12162E+04    0.19351E-01    0.78864E-02    0.15651E+01    0.91626E-07    0.31866E-02    0.24622E-06
    10    0.12063E+04    0.14275E-01    0.59621E-02    0.12556E+01    0.95469E-07    0.30667E-02    0.29414E-05
    11    0.12009E+04    0.12618E-01    0.49532E-02    0.10296E+01    0.98908E-07    0.29552E-02    0.43305E-05
    12    0.11996E+04    0.12131E-01    0.46403E-02    0.89045E+00    0.10196E-06    0.28523E-02    0.45035E-05
    13    0.12005E+04    0.11759E-01    0.48160E-02    0.82552E+00    0.10467E-06    0.27559E-02    0.38151E-05
    14    0.12030E+04    0.11537E-01    0.52959E-02    0.81559E+00    0.10709E-06    0.26642E-02    0.26326E-05
    15    0.12075E+04    0.11666E-01    0.59663E-02    0.83957E+00    0.10924E-06    0.25764E-02    0.12065E-05
    16    0.12144E+04    0.12290E-01    0.67423E-02    0.87823E+00    0.11115E-06    0.24922E-02   -0.23972E-06
    17    0.12233E+04    0.13373E-01    0.75829E-02    0.91850E+00    0.11284E-06    0.24117E-02   -0.14647E-05
    18    0.12326E+04    0.14661E-01    0.84620E-02    0.95235E+00    0.11434E-06    0.23349E-02   -0.22576E-05
    19    0.12433E+04    0.16035E-01    0.93703E-02    0.97911E+00    0.11565E-06    0.22611E-02   -0.25388E-05
    20    0.12536E+04    0.17490E-01    0.10303E-01    0.99641E+00    0.11680E-06    0.21898E-02   -0.23175E-05
    21    0.12641E+04    0.19065E-01    0.11259E-01    0.10021E+01    0.11779E-06    0.21216E-02   -0.18285E-05
    22    0.12751E+04    0.20879E-01    0.12236E-01    0.99508E+00    0.11864E-06    0.20570E-02   -0.13156E-05
    23    0.12863E+04    0.22996E-01    0.13232E-01    0.98262E+00    0.11937E-06    0.19952E-02   -0.84513E-06
    24    0.12978E+04    0.25415E-01    0.14246E-01    0.97231E+00    0.11999E-06    0.19354E-02   -0.43891E-06
    25    0.13095E+04    0.28126E-01    0.15274E-01    0.96391E+00    0.12049E-06    0.18780E-02   -0.11578E-06
    26    0.13213E+04    0.31080E-01    0.16313E-01    0.95679E+00    0.12090E-06    0.18235E-02    0.93606E-07
    27    0.13334E+04    0.34259E-01    0.17366E-01    0.94931E+00    0.12122E-06    0.17718E-02    0.10865E-06
    28    0.13456E+04    0.37676E-01    0.18434E-01    0.94021E+00    0.12146E-06    0.17227E-02   -0.12383E-06
    29    0.13581E+04    0.41310E-01    0.19515E-01    0.92576E+00    0.12162E-06    0.16757E-02   -0.49931E-06
    30    0.13708E+04    0.45153E-01    0.20609E-01    0.90120E+00    0.12169E-06    0.16305E-02   -0.87980E-06
    31    0.13835E+04    0.49226E-01    0.21713E-01    0.86662E+00    0.12170E-06    0.15867E-02   -0.11478E-05
    32    0.13964E+04    0.53537E-01    0.22825E-01    0.82272E+00    0.12165E-06    0.15443E-02   -0.12256E-05
    33    0.14095E+04    0.58058E-01    0.23944E-01    0.76809E+00    0.12154E-06    0.15036E-02   -0.11726E-05
    34    0.14227E+04    0.62773E-01    0.25069E-01    0.70146E+00    0.12139E-06    0.14648E-02   -0.10732E-05
    35    0.14360E+04    0.67709E-01    0.26198E-01    0.62139E+00    0.12118E-06    0.14278E-02   -0.97708E-06
    36    0.14493E+04    0.72908E-01    0.27328E-01    0.52654E+00    0.12093E-06    0.13922E-02   -0.90365E-06
    37    0.14627E+04    0.78408E-01    0.28462E-01    0.42002E+00    0.12063E-06    0.13578E-02   -0.78583E-06
    38    0.14764E+04    0.84239E-01    0.29598E-01    0.30694E+00    0.12030E-06    0.13243E-02   -0.56613E-06
    39    0.14904E+04    0.90374E-01    0.30736E-01    0.18705E+00    0.11994E-06    0.12918E-02   -0.31027E-06
    40    0.15044E+04    0.96781E-01    0.31871E-01    0.58534E-01    0.11953E-06    0.12606E-02   -0.11444E-06
    41    0.15185E+04    0.10344E+00    0.33000E-01   -0.80371E-01    0.11910E-06    0.12308E-02   -0.51854E-07
    42    0.15327E+04    0.11036E+00    0.34121E-01   -0.23053E+00    0.11864E-06    0.12021E-02   -0.10508E-06
    43    0.15469E+04    0.11756E+00    0.35234E-01   -0.39254E+00    0.11815E-06    0.11745E-02   -0.23418E-06
    44    0.15610E+04    0.12505E+00    0.36337E-01   -0.56612E+00    0.11764E-06    0.11476E-02   -0.39938E-06
    45    0.15755E+04    0.13284E+00    0.37430E-01   -0.75093E+00    0.11710E-06    0.11214E-02   -0.56103E-06
    46    0.15903E+04    0.14095E+00    0.38510E-01   -0.94851E+00    0.11654E-06    0.10956E-02   -0.68702E-06
    47    0.16051E+04    0.14937E+00    0.39577E-01   -0.11582E+01    0.11596E-06    0.10705E-02   -0.77498E-06
    48    0.16200E+04    0.15808E+00    0.40629E-01   -0.13761E+01    0.11537E-06    0.10460E-02   -0.82995E-06
    49    0.16350E+04    0.16707E+00    0.41665E-01   -0.15990E+01    0.11476E-06    0.10225E-02   -0.85693E-06
    50    0.16504E+04    0.17627E+00    0.42682E-01   -0.18303E+01    0.11414E-06    0.10001E-02   -0.86093E-06
    51    0.16659E+04    0.18567E+00    0.43679E-01   -0.20748E+01    0.11350E-06    0.97886E-03   -0.84641E-06
    52    0.16818E+04    0.19534E+00    0.44656E-01   -0.23369E+01    0.11285E-06    0.95866E-03   -0.81576E-06
    53    0.16978E+04    0.20544E+00    0.45612E-01   -0.26189E+01    0.11219E-06    0.93934E-03   -0.77087E-06
    54    0.17136E+04    0.21597E+00    0.46545E-01   -0.29152E+01    0.11152E-06    0.92070E-03   -0.71360E-06
    55    0.17296E+04    0.22691E+00    0.47455E-01   -0.32202E+01    0.11085E-06    0.90256E-03   -0.64581E-06
    56    0.17459E+04    0.23812E+00    0.48341E-01   -0.35344E+01    0.11016E-06    0.88478E-03   -0.57068E-06
    57    0.17625E+04    0.24950E+00    0.49202E-01   -0.38582E+01    0.10947E-06    0.86732E-03   -0.49665E-06
    58    0.17794E+04    0.26103E+00    0.50038E-01   -0.41928E+01    0.10877E-06    0.85018E-03   -0.43346E-06
    59    0.17965E+04    0.27274E+00    0.50846E-01   -0.45395E+01    0.10806E-06    0.83336E-03   -0.39083E-06
    60    0.18138E+04    0.28468E+00    0.51628E-01   -0.48981E+01    0.10735E-06    0.81686E-03   -0.37848E-06
    61    0.18316E+04    0.29692E+00    0.52380E-01   -0.52683E+01    0.10663E-06    0.80068E-03   -0.40290E-06
    62    0.18493E+04    0.30947E+00    0.53104E-01   -0.56505E+01    0.10591E-06    0.78490E-03   -0.45775E-06
    63    0.18671E+04    0.32228E+00    0.53799E-01   -0.60452E+01    0.10519E-06    0.76960E-03   -0.53353E-06
    64    0.18854E+04    0.33538E+00    0.54463E-01   -0.64530E+01    0.10446E-06    0.75484E-03   -0.62072E-06
    65    0.19037E+04    0.34873E+00    0.55097E-01   -0.68740E+01    0.10373E-06    0.74073E-03   -0.70985E-06
    66    0.19225E+04    0.36228E+00    0.55701E-01   -0.73058E+01    0.10300E-06    0.72730E-03   -0.79164E-06
    67    0.19414E+04    0.37601E+00    0.56273E-01   -0.77460E+01    0.10227E-06    0.71448E-03   -0.85760E-06
    68    0.19608E+04    0.38998E+00    0.56813E-01   -0.81934E+01    0.10154E-06    0.70215E-03   -0.89945E-06
    69    0.19805E+04    0.40411E+00    0.57321E-01   -0.86465E+01    0.10081E-06    0.69021E-03   -0.90893E-06
    70    0.20005E+04    0.41845E+00    0.57796E-01   -0.91076E+01    0.10009E-06    0.67855E-03   -0.87776E-06
    71    0.20208E+04    0.43299E+00    0.58239E-01   -0.95794E+01    0.99360E-07    0.66707E-03   -0.80265E-06
    72    0.20412E+04    0.44768E+00    0.58649E-01   -0.10063E+02    0.98634E-07    0.65578E-03   -0.70005E-06
