#    L    TT             EE             TE             PP             TP          
     2    0.11044E+04    0.52191E-01    0.33829E+01    0.99523E+06    0.31212E+05
     3    0.10384E+04    0.85800E-01    0.42330E+01    0.15203E+07    0.37577E+05
     4    0.97434E+03    0.97264E-01    0.43615E+01    0.19805E+07    0.40842E+05
     5    0.92442E+03    0.87198E-01    0.40590E+01    0.23815E+07    0.42439E+05
     6    0.88806E+03    0.65264E-01    0.35510E+01    0.27304E+07    0.43114E+05
     7    0.86292E+03    0.42126E-01    0.29787E+01    0.30351E+07    0.43277E+05
     8    0.84604E+03    0.24538E-01    0.24305E+01    0.33021E+07    0.43083E+05
     9    0.83546E+03    0.14300E-01    0.19578E+01    0.35369E+07    0.42616E+05
    10    0.82986E+03    0.98315E-02    0.15840E+01    0.37434E+07    0.41995E+05
    11    0.82790E+03    0.84088E-02    0.13167E+01    0.39262E+07    0.41367E+05
    12    0.82973E+03    0.78901E-02    0.11531E+01    0.40871E+07    0.40785E+05
    13    0.83348E+03    0.71988E-02    0.10773E+01    0.42285E+07    0.40228E+05
    14    0.83816E+03    0.63519E-02    0.10682E+01    0.43533E+07    0.39672E+05
    15    0.84418E+03    0.56394E-02    0.11048E+01    0.44630E+07    0.39112E+05
    16    0.85204E+03    0.53140E-02    0.11672E+01    0.45591E+07    0.38552E+05
    17    0.86164E+03    0.54270E-02    0.12390E+01    0.46432E+07    0.38011E+05
    18    0.87193E+03    0.57788E-02    0.13083E+01    0.47167E+07    0.37501E+05
    19    0.88375E+03    0.62176E-02    0.13727E+01    0.47802E+07    0.37007E+05
    20    0.89541E+03    0.66855E-02    0.14293E+01    0.48345E+07    0.36510E+05
    21    0.90732E+03    0.71871E-02    0.14780E+01    0.48805E+07    0.36023E+05
    22    0.91980E+03    0.78295E-02    0.15190E+01    0.49194E+07    0.35561E+05
    23    0.93262E+03    0.87097E-02    0.15563E+01    0.49517E+07    0.35119E+05
    24    0.94581E+03    0.98678E-02    0.15940E+01    0.49778E+07    0.34688E+05
    25    0.95932E+03    0.11299E-01    0.16338E+01    0.49982E+07    0.34269E+05
    26    0.97298E+03    0.12955E-01    0.16777E+01    0.50137E+07    0.33865E+05
    27    0.98704E+03    0.14815E-01    0.17238E+01    0.50245E+07    0.33482E+05
    28    0.10013E+04    0.16890E-01    0.17701E+01    0.50312E+07    0.33121E+05
    29    0.10160E+04    0.19155E-01    0.18144E+01    0.50338E+07    0.32780E+05
    30    0.10308E+04    0.21597E-01    0.18530E+01    0.50325E+07    0.32453E+05
    31    0.10458E+04    0.24227E-01    0.18836E+01    0.50278E+07    0.32133E+05
    32    0.10610E+04    0.27051E-01    0.19048E+01    0.50201E+07    0.31816E+05
    33    0.10766E+04    0.30068E-01    0.19168E+01    0.50097E+07    0.31508E+05
    34    0.10924E+04    0.33284E-01    0.19201E+01    0.49968E+07    0.31214E+05
    35    0.11084E+04    0.36693E-01    0.19129E+01    0.49816E+07    0.30933E+05
    36    0.11244E+04    0.40302E-01    0.18920E+01    0.49642E+07    0.30662E+05
    37    0.11406E+04    0.44150E-01    0.18576E+01    0.49449E+07    0.30394E+05
    38    0.11572E+04    0.48279E-01    0.18124E+01    0.49238E+07    0.30127E+05
    39    0.11741E+04    0.52677E-01    0.17580E+01    0.49011E+07    0.29863E+05
    40    0.11911E+04    0.57326E-01    0.16955E+01    0.48768E+07    0.29606E+05
    41    0.12084E+04    0.62217E-01    0.16255E+01    0.48510E+07    0.29359E+05
    42    0.12256E+04    0.67366E-01    0.15466E+01    0.48240E+07    0.29123E+05
    43    0.12431E+04    0.72790E-01    0.14571E+01    0.47957E+07    0.28896E+05
    44    0.12605E+04    0.78495E-01    0.13562E+01    0.47664E+07    0.28675E+05
    45    0.12783E+04    0.84497E-01    0.12431E+01    0.47361E+07    0.28460E+05
