#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.10456E+05    0.78996E-01    0.24400E-01    0.24708E+02    0.46665E-07   -0.48183E-02   -0.16430E-04
     3    0.87126E+04    0.12486E+00    0.28256E-01    0.28023E+02    0.57360E-07   -0.42753E-02   -0.20255E-04
     4    0.74317E+04    0.14099E+00    0.27861E-01    0.27296E+02    0.66520E-07   -0.39594E-02   -0.20612E-04
     5    0.64533E+04    0.12784E+00    0.24589E-01    0.24015E+02    0.74484E-07   -0.37472E-02   -0.18419E-04
     6    0.56885E+04    0.98008E-01    0.19978E-01    0.19433E+02    0.81439E-07   -0.35892E-02   -0.14557E-04
     7    0.50770E+04    0.65670E-01    0.15269E-01    0.14482E+02    0.87561E-07   -0.34616E-02   -0.99291E-05
     8    0.45793E+04    0.40214E-01    0.11231E-01    0.98190E+01    0.92975E-07   -0.33522E-02   -0.53091E-05
     9    0.41680E+04    0.24636E-01    0.81921E-02    0.58569E+01    0.97787E-07   -0.32560E-02   -0.12522E-05
    10    0.38222E+04    0.17341E-01    0.61788E-02    0.28091E+01    0.10206E-06   -0.31679E-02    0.18790E-05
    11    0.35276E+04    0.14892E-01    0.50580E-02    0.71467E+00    0.10590E-06   -0.30853E-02    0.38592E-05
    12    0.32742E+04    0.14263E-01    0.46365E-02   -0.49986E+00    0.10931E-06   -0.30063E-02    0.46015E-05
    13    0.30554E+04    0.13813E-01    0.47177E-02   -0.99601E+00    0.11234E-06   -0.29306E-02    0.43491E-05
    14    0.28664E+04    0.13177E-01    0.51221E-02   -0.95670E+00    0.11506E-06   -0.28584E-02    0.34158E-05
    15    0.27046E+04    0.12645E-01    0.57346E-02   -0.57119E+00    0.11748E-06   -0.27891E-02    0.21283E-05
    16    0.25670E+04    0.12566E-01    0.64666E-02   -0.17887E-01    0.11963E-06   -0.27219E-02    0.77452E-06
    17    0.24487E+04    0.13086E-01    0.72715E-02    0.57133E+00    0.12155E-06   -0.26568E-02   -0.50385E-06
    18    0.23445E+04    0.14072E-01    0.81183E-02    0.10922E+01    0.12325E-06   -0.25940E-02   -0.15887E-05
    19    0.22539E+04    0.15338E-01    0.89959E-02    0.14975E+01    0.12475E-06   -0.25340E-02   -0.23093E-05
    20    0.21746E+04    0.16761E-01    0.98987E-02    0.17603E+01    0.12607E-06   -0.24766E-02   -0.25417E-05
    21    0.21056E+04    0.18285E-01    0.10824E-01    0.18911E+01    0.12721E-06   -0.24213E-02   -0.23957E-05
    22    0.20460E+04    0.19962E-01    0.11771E-01    0.19120E+01    0.12821E-06   -0.23673E-02   -0.20366E-05
    23    0.19944E+04    0.21876E-01    0.12737E-01    0.18571E+01    0.12907E-06   -0.23153E-02   -0.16269E-05
    24    0.19499E+04    0.24066E-01    0.13721E-01    0.17608E+01    0.12980E-06   -0.22661E-02   -0.12924E-05
    25    0.19117E+04    0.26546E-01    0.14720E-01    0.16471E+01    0.13041E-06   -0.22193E-02   -0.10198E-05
    26    0.18788E+04    0.29283E-01    0.15730E-01    0.15369E+01    0.13091E-06   -0.21744E-02   -0.78227E-06
    27    0.18505E+04    0.32258E-01    0.16754E-01    0.14416E+01    0.13131E-06   -0.21305E-02   -0.63735E-06
    28    0.18262E+04    0.35474E-01    0.17792E-01    0.13689E+01    0.13163E-06   -0.20869E-02   -0.64842E-06
    29    0.18053E+04    0.38913E-01    0.18843E-01    0.13167E+01    0.13185E-06   -0.20437E-02   -0.82024E-06
    30    0.17876E+04    0.42562E-01    0.19907E-01    0.12779E+01    0.13199E-06   -0.20015E-02   -0.11186E-05
    31    0.17728E+04    0.46429E-01    0.20981E-01    0.12416E+01    0.13205E-06   -0.19612E-02   -0.14122E-05
    32    0.17610E+04    0.50510E-01    0.22065E-01    0.11975E+01    0.13204E-06   -0.19233E-02   -0.15733E-05
    33    0.17518E+04    0.54794E-01    0.23156E-01    0.11413E+01    0.13197E-06   -0.18872E-02   -0.15845E-05
    34    0.17447E+04    0.59281E-01    0.24254E-01    0.10717E+01    0.13185E-06   -0.18520E-02   -0.14731E-05
    35    0.17394E+04    0.63973E-01    0.25357E-01    0.98886E+00    0.13166E-06   -0.18172E-02   -0.13341E-05
    36    0.17356E+04    0.68886E-01    0.26461E-01    0.89253E+00    0.13143E-06   -0.17828E-02   -0.12523E-05
    37    0.17332E+04    0.74061E-01    0.27569E-01    0.78212E+00    0.13116E-06   -0.17492E-02   -0.12041E-05
    38    0.17323E+04    0.79535E-01    0.28681E-01    0.65943E+00    0.13084E-06   -0.17168E-02   -0.11482E-05
    39    0.17328E+04    0.85293E-01    0.29796E-01    0.52708E+00    0.13048E-06   -0.16855E-02   -0.10808E-05
    40    0.17344E+04    0.91313E-01    0.30910E-01    0.38766E+00    0.13008E-06   -0.16551E-02   -0.10073E-05
    41    0.17371E+04    0.97582E-01    0.32019E-01    0.24289E+00    0.12965E-06   -0.16255E-02   -0.93289E-06
    42    0.17406E+04    0.10411E+00    0.33123E-01    0.91658E-01    0.12918E-06   -0.15965E-02   -0.86217E-06
    43    0.17450E+04    0.11092E+00    0.34219E-01   -0.67825E-01    0.12868E-06   -0.15683E-02   -0.79965E-06
    44    0.17500E+04    0.11801E+00    0.35308E-01   -0.23645E+00    0.12816E-06   -0.15407E-02   -0.74979E-06
    45    0.17558E+04    0.12540E+00    0.36387E-01   -0.41505E+00    0.12761E-06   -0.15136E-02   -0.71703E-06
    46    0.17624E+04    0.13310E+00    0.37457E-01   -0.60620E+00    0.12703E-06   -0.14870E-02   -0.70387E-06
    47    0.17696E+04    0.14108E+00    0.38515E-01   -0.80959E+00    0.12644E-06   -0.14610E-02   -0.70488E-06
    48    0.17773E+04    0.14935E+00    0.39560E-01   -0.10216E+01    0.12582E-06   -0.14357E-02   -0.71272E-06
    49    0.17856E+04    0.15786E+00    0.40590E-01   -0.12390E+01    0.12519E-06   -0.14112E-02   -0.72005E-06
    50    0.17946E+04    0.16657E+00    0.41604E-01   -0.14657E+01    0.12454E-06   -0.13874E-02   -0.71955E-06
    51    0.18041E+04    0.17544E+00    0.42600E-01   -0.17064E+01    0.12387E-06   -0.13645E-02   -0.70645E-06
    52    0.18144E+04    0.18456E+00    0.43578E-01   -0.19645E+01    0.12319E-06   -0.13423E-02   -0.68603E-06
    53    0.18249E+04    0.19410E+00    0.44536E-01   -0.22412E+01    0.12250E-06   -0.13207E-02   -0.66606E-06
    54    0.18357E+04    0.20406E+00    0.45474E-01   -0.25298E+01    0.12180E-06   -0.12994E-02   -0.65433E-06
    55    0.18468E+04    0.21443E+00    0.46391E-01   -0.28233E+01    0.12109E-06   -0.12783E-02   -0.65858E-06
    56    0.18584E+04    0.22508E+00    0.47286E-01   -0.31219E+01    0.12037E-06   -0.12573E-02   -0.68342E-06
    57    0.18705E+04    0.23589E+00    0.48159E-01   -0.34265E+01    0.11964E-06   -0.12364E-02   -0.72095E-06
    58    0.18831E+04    0.24686E+00    0.49008E-01   -0.37396E+01    0.11890E-06   -0.12158E-02   -0.76015E-06
    59    0.18960E+04    0.25801E+00    0.49832E-01   -0.40639E+01    0.11815E-06   -0.11957E-02   -0.79002E-06
    60    0.19093E+04    0.26938E+00    0.50631E-01   -0.44003E+01    0.11740E-06   -0.11762E-02   -0.79960E-06
    61    0.19232E+04    0.28106E+00    0.51403E-01   -0.47494E+01    0.11664E-06   -0.11574E-02   -0.78274E-06
    62    0.19372E+04    0.29304E+00    0.52148E-01   -0.51115E+01    0.11588E-06   -0.11393E-02   -0.75263E-06
    63    0.19515E+04    0.30527E+00    0.52865E-01   -0.54863E+01    0.11511E-06   -0.11217E-02   -0.72728E-06
    64    0.19663E+04    0.31778E+00    0.53554E-01   -0.58738E+01    0.11434E-06   -0.11045E-02   -0.72462E-06
    65    0.19813E+04    0.33055E+00    0.54216E-01   -0.62737E+01    0.11357E-06   -0.10875E-02   -0.76262E-06
    66    0.19967E+04    0.34350E+00    0.54848E-01   -0.66831E+01    0.11279E-06   -0.10706E-02   -0.85174E-06
    67    0.20123E+04    0.35665E+00    0.55451E-01   -0.71000E+01    0.11201E-06   -0.10539E-02   -0.97276E-06
    68    0.20285E+04    0.37001E+00    0.56024E-01   -0.75237E+01    0.11124E-06   -0.10373E-02   -0.10990E-05
    69    0.20450E+04    0.38356E+00    0.56567E-01   -0.79533E+01    0.11046E-06   -0.10210E-02   -0.12040E-05
    70    0.20620E+04    0.39732E+00    0.57079E-01   -0.83917E+01    0.10969E-06   -0.10048E-02   -0.12611E-05
    71    0.20792E+04    0.41129E+00    0.57560E-01   -0.88418E+01    0.10891E-06   -0.98885E-03   -0.12514E-05
    72    0.20967E+04    0.42542E+00    0.58009E-01   -0.93048E+01    0.10814E-06   -0.97318E-03   -0.11874E-05
    73    0.21144E+04    0.43970E+00    0.58427E-01   -0.97807E+01    0.10736E-06   -0.95780E-03   -0.10890E-05
    74    0.21325E+04    0.45410E+00    0.58814E-01   -0.10268E+02    0.10659E-06   -0.94275E-03   -0.97620E-06
