#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.16208E+04    0.68924E-01    0.24265E-01    0.55548E+01    0.44144E-07    0.17094E-02   -0.15812E-04
     3    0.14486E+04    0.10749E+00    0.28131E-01    0.56241E+01    0.53935E-07    0.20078E-02   -0.19476E-04
     4    0.13530E+04    0.12042E+00    0.27759E-01    0.52109E+01    0.62286E-07    0.21750E-02   -0.19761E-04
     5    0.12886E+04    0.10851E+00    0.24514E-01    0.44937E+01    0.69517E-07    0.22692E-02   -0.17561E-04
     6    0.12445E+04    0.82795E-01    0.19928E-01    0.36806E+01    0.75811E-07    0.23198E-02   -0.13752E-04
     7    0.12149E+04    0.55330E-01    0.15239E-01    0.28966E+01    0.81336E-07    0.23429E-02   -0.92291E-05
     8    0.11956E+04    0.33921E-01    0.11215E-01    0.22116E+01    0.86212E-07    0.23435E-02   -0.47539E-05
     9    0.11838E+04    0.20885E-01    0.81851E-02    0.16595E+01    0.90539E-07    0.23245E-02   -0.87397E-06
    10    0.11777E+04    0.14739E-01    0.61767E-02    0.12507E+01    0.94379E-07    0.22927E-02    0.20530E-05
    11    0.11754E+04    0.12593E-01    0.50583E-02    0.97595E+00    0.97817E-07    0.22576E-02    0.38182E-05
    12    0.11763E+04    0.12022E-01    0.46377E-02    0.81960E+00    0.10087E-06    0.22223E-02    0.43697E-05
    13    0.11789E+04    0.11705E-01    0.47189E-02    0.75613E+00    0.10359E-06    0.21858E-02    0.39773E-05
    14    0.11828E+04    0.11453E-01    0.51230E-02    0.75665E+00    0.10602E-06    0.21467E-02    0.29717E-05
    15    0.11885E+04    0.11453E-01    0.57351E-02    0.79612E+00    0.10818E-06    0.21052E-02    0.16702E-05
    16    0.11965E+04    0.11893E-01    0.64668E-02    0.85253E+00    0.11010E-06    0.20619E-02    0.34990E-06
    17    0.12062E+04    0.12813E-01    0.72715E-02    0.90904E+00    0.11181E-06    0.20182E-02   -0.83967E-06
    18    0.12163E+04    0.14016E-01    0.81182E-02    0.95441E+00    0.11333E-06    0.19752E-02   -0.17731E-05
    19    0.12275E+04    0.15353E-01    0.89957E-02    0.98798E+00    0.11467E-06    0.19321E-02   -0.22935E-05
    20    0.12383E+04    0.16769E-01    0.98984E-02    0.10085E+01    0.11583E-06    0.18882E-02   -0.22987E-05
    21    0.12492E+04    0.18263E-01    0.10824E-01    0.10167E+01    0.11685E-06    0.18443E-02   -0.19316E-05
    22    0.12605E+04    0.19936E-01    0.11770E-01    0.10130E+01    0.11773E-06    0.18015E-02   -0.13869E-05
    23    0.12720E+04    0.21874E-01    0.12737E-01    0.10025E+01    0.11849E-06    0.17597E-02   -0.83241E-06
    24    0.12836E+04    0.24106E-01    0.13721E-01    0.99016E+00    0.11913E-06    0.17184E-02   -0.39345E-06
