#           k/h    P           
    0.10000E-03    0.81152E+03
    0.10202E-03    0.82690E+03
    0.10408E-03    0.84256E+03
    0.10618E-03    0.85850E+03
    0.10833E-03    0.87472E+03
    0.11052E-03    0.89124E+03
    0.11275E-03    0.90805E+03
    0.11503E-03    0.92516E+03
    0.11735E-03    0.94256E+03
    0.11972E-03    0.96028E+03
    0.12214E-03    0.97830E+03
    0.12461E-03    0.99664E+03
    0.12712E-03    0.10153E+04
    0.12969E-03    0.10343E+04
    0.13231E-03    0.10536E+04
    0.13499E-03    0.10732E+04
    0.13771E-03    0.10932E+04
    0.14049E-03    0.11135E+04
    0.14333E-03    0.11342E+04
    0.14623E-03    0.11551E+04
    0.14918E-03    0.11765E+04
    0.15220E-03    0.11982E+04
    0.15527E-03    0.12202E+04
    0.15841E-03    0.12426E+04
    0.16161E-03    0.12654E+04
    0.16487E-03    0.12886E+04
    0.16820E-03    0.13121E+04
    0.17160E-03    0.13359E+04
    0.17507E-03    0.13602E+04
    0.17860E-03    0.13848E+04
    0.18221E-03    0.14098E+04
    0.18589E-03    0.14352E+04
    0.18965E-03    0.14609E+04
    0.19348E-03    0.14871E+04
    0.19739E-03    0.15136E+04
    0.20138E-03    0.15405E+04
    0.20544E-03    0.15678E+04
    0.20959E-03    0.15954E+04
    0.21383E-03    0.16235E+04
    0.21815E-03    0.16519E+04
    0.22255E-03    0.16807E+04
    0.22705E-03    0.17099E+04
    0.23164E-03    0.17395E+04
    0.23632E-03    0.17694E+04
    0.24109E-03    0.17997E+04
    0.24596E-03    0.18304E+04
    0.25093E-03    0.18614E+04
    0.25600E-03    0.18928E+04
    0.26117E-03    0.19246E+04
    0.26645E-03    0.19567E+04
    0.27183E-03    0.19891E+04
    0.27732E-03    0.20219E+04
    0.28292E-03    0.20550E+04
    0.28864E-03    0.20884E+04
    0.29447E-03    0.21221E+04
    0.30042E-03    0.21561E+04
    0.30649E-03    0.21905E+04
    0.31268E-03    0.22251E+04
    0.31899E-03    0.22599E+04
    0.32544E-03    0.22950E+04
    0.33201E-03    0.23304E+04
    0.33872E-03    0.23660E+04
    0.34556E-03    0.24018E+04
    0.35254E-03    0.24378E+04
    0.35966E-03    0.24740E+04
    0.36693E-03    0.25103E+04
    0.37434E-03    0.25468E+04
    0.38190E-03    0.25834E+04
    0.38962E-03    0.26201E+04
    0.39749E-03    0.26569E+04
    0.40552E-03    0.26938E+04
    0.41371E-03    0.27308E+04
    0.42207E-03    0.27678E+04
    0.43060E-03    0.28047E+04
    0.43929E-03    0.28417E+04
    0.44817E-03    0.28787E+04
    0.45722E-03    0.29156E+04
    0.46646E-03    0.29524E+04
    0.47588E-03    0.29892E+04
    0.48550E-03    0.30258E+04
    0.49530E-03    0.30623E+04
    0.50531E-03    0.30987E+04
    0.51552E-03    0.31349E+04
    0.52593E-03    0.31709E+04
    0.53656E-03    0.32067E+04
