  0.102076E-04  0.184946E+08  0.184946E+08  0.246465E+08  0.246461E+08  0.184946E+08  0.184946E+08  0.184946E+08  0.185007E+08 -0.449288E+00  0.922380E+07  0.922380E+07  0.565822E+01
  0.112819E-04  0.184945E+08  0.184945E+08  0.246436E+08  0.246431E+08  0.184946E+08  0.184946E+08  0.184945E+08  0.185007E+08 -0.449288E+00  0.922380E+07  0.922380E+07  0.625353E+01
  0.124693E-04  0.184945E+08  0.184945E+08  0.246401E+08  0.246395E+08  0.184946E+08  0.184945E+08  0.184945E+08  0.185007E+08 -0.449288E+00  0.922379E+07  0.922379E+07  0.691142E+01
  0.137816E-04  0.184945E+08  0.184945E+08  0.246358E+08  0.246351E+08  0.184946E+08  0.184945E+08  0.184945E+08  0.185007E+08 -0.449287E+00  0.922379E+07  0.922379E+07  0.763847E+01
  0.152321E-04  0.184945E+08  0.184945E+08  0.246305E+08  0.246297E+08  0.184946E+08  0.184945E+08  0.184945E+08  0.185007E+08 -0.449287E+00  0.922378E+07  0.922378E+07  0.844192E+01
  0.168352E-04  0.184945E+08  0.184945E+08  0.246241E+08  0.246231E+08  0.184946E+08  0.184945E+08  0.184945E+08  0.185007E+08 -0.449287E+00  0.922378E+07  0.922378E+07  0.932976E+01
  0.186070E-04  0.184945E+08  0.184945E+08  0.246163E+08  0.246150E+08  0.184946E+08  0.184945E+08  0.184945E+08  0.185007E+08 -0.449286E+00  0.922377E+07  0.922377E+07  0.103108E+02
  0.205653E-04  0.184945E+08  0.184945E+08  0.246068E+08  0.246052E+08  0.184946E+08  0.184945E+08  0.184945E+08  0.185006E+08 -0.449286E+00  0.922377E+07  0.922377E+07  0.113948E+02
  0.227297E-04  0.184945E+08  0.184945E+08  0.245951E+08  0.245932E+08  0.184946E+08  0.184945E+08  0.184945E+08  0.185006E+08 -0.449285E+00  0.922376E+07  0.922376E+07  0.125925E+02
  0.251219E-04  0.184944E+08  0.184944E+08  0.245809E+08  0.245786E+08  0.184945E+08  0.184945E+08  0.184944E+08  0.185006E+08 -0.449285E+00  0.922374E+07  0.922374E+07  0.139157E+02
  0.277659E-04  0.184944E+08  0.184944E+08  0.245635E+08  0.245607E+08  0.184945E+08  0.184944E+08  0.184944E+08  0.185006E+08 -0.449284E+00  0.922373E+07  0.922373E+07  0.153775E+02
  0.306881E-04  0.184944E+08  0.184944E+08  0.245423E+08  0.245389E+08  0.184945E+08  0.184944E+08  0.184944E+08  0.185005E+08 -0.449283E+00  0.922371E+07  0.922371E+07  0.169920E+02
  0.339179E-04  0.184943E+08  0.184943E+08  0.245165E+08  0.245122E+08  0.184944E+08  0.184943E+08  0.184943E+08  0.185005E+08 -0.449281E+00  0.922369E+07  0.922369E+07  0.187752E+02
  0.374876E-04  0.184943E+08  0.184943E+08  0.244849E+08  0.244797E+08  0.184944E+08  0.184943E+08  0.184943E+08  0.185004E+08 -0.449280E+00  0.922367E+07  0.922366E+07  0.207442E+02
  0.414330E-04  0.184942E+08  0.184942E+08  0.244464E+08  0.244401E+08  0.184943E+08  0.184942E+08  0.184942E+08  0.185003E+08 -0.449278E+00  0.922364E+07  0.922363E+07  0.229181E+02
  0.457936E-04  0.184942E+08  0.184941E+08  0.243994E+08  0.243917E+08  0.184942E+08  0.184942E+08  0.184942E+08  0.185003E+08 -0.449275E+00  0.922360E+07  0.922359E+07  0.253174E+02
  0.506132E-04  0.184941E+08  0.184940E+08  0.243421E+08  0.243328E+08  0.184941E+08  0.184941E+08  0.184941E+08  0.185001E+08 -0.449273E+00  0.922355E+07  0.922355E+07  0.279648E+02
  0.559400E-04  0.184939E+08  0.184939E+08  0.242723E+08  0.242609E+08  0.184940E+08  0.184940E+08  0.184939E+08  0.185000E+08 -0.449269E+00  0.922349E+07  0.922349E+07  0.308848E+02
  0.618274E-04  0.184938E+08  0.184938E+08  0.241873E+08  0.241734E+08  0.184939E+08  0.184938E+08  0.184938E+08  0.184999E+08 -0.449265E+00  0.922342E+07  0.922342E+07  0.341042E+02
  0.683345E-04  0.184936E+08  0.184936E+08  0.240839E+08  0.240669E+08  0.184937E+08  0.184936E+08  0.184936E+08  0.184997E+08 -0.449259E+00  0.922334E+07  0.922333E+07  0.376515E+02
  0.755264E-04  0.184934E+08  0.184934E+08  0.239580E+08  0.239374E+08  0.184935E+08  0.184934E+08  0.184934E+08  0.184994E+08 -0.449253E+00  0.922323E+07  0.922322E+07  0.415575E+02
  0.834752E-04  0.184932E+08  0.184931E+08  0.238051E+08  0.237800E+08  0.184933E+08  0.184932E+08  0.184932E+08  0.184991E+08 -0.449245E+00  0.922310E+07  0.922309E+07  0.458550E+02
  0.922605E-04  0.184929E+08  0.184928E+08  0.236195E+08  0.235890E+08  0.184929E+08  0.184929E+08  0.184929E+08  0.184988E+08 -0.449236E+00  0.922295E+07  0.922294E+07  0.505783E+02
  0.101971E-03  0.184925E+08  0.184924E+08  0.233946E+08  0.233576E+08  0.184926E+08  0.184925E+08  0.184925E+08  0.184983E+08 -0.449224E+00  0.922276E+07  0.922274E+07  0.557632E+02
  0.112702E-03  0.184920E+08  0.184920E+08  0.231225E+08  0.230778E+08  0.184921E+08  0.184920E+08  0.184920E+08  0.184978E+08 -0.449210E+00  0.922253E+07  0.922251E+07  0.614462E+02
  0.124564E-03  0.184915E+08  0.184914E+08  0.227940E+08  0.227400E+08  0.184915E+08  0.184915E+08  0.184915E+08  0.184972E+08 -0.449193E+00  0.922224E+07  0.922222E+07  0.676634E+02
  0.137674E-03  0.184908E+08  0.184907E+08  0.223986E+08  0.223335E+08  0.184908E+08  0.184908E+08  0.184908E+08  0.184964E+08 -0.449171E+00  0.922190E+07  0.922187E+07  0.744495E+02
  0.152163E-03  0.184900E+08  0.184898E+08  0.219241E+08  0.218459E+08  0.184900E+08  0.184900E+08  0.184899E+08  0.184954E+08 -0.449146E+00  0.922148E+07  0.922144E+07  0.818358E+02
  0.168178E-03  0.184890E+08  0.184888E+08  0.213570E+08  0.212634E+08  0.184890E+08  0.184889E+08  0.184889E+08  0.184943E+08 -0.449115E+00  0.922097E+07  0.922092E+07  0.898474E+02
  0.185878E-03  0.184877E+08  0.184875E+08  0.206825E+08  0.205710E+08  0.184877E+08  0.184877E+08  0.184877E+08  0.184928E+08 -0.449077E+00  0.922034E+07  0.922029E+07  0.985005E+02
  0.205440E-03  0.184862E+08  0.184860E+08  0.198852E+08  0.197530E+08  0.184862E+08  0.184862E+08  0.184862E+08  0.184911E+08 -0.449032E+00  0.921958E+07  0.921951E+07  0.107797E+03
  0.227062E-03  0.184844E+08  0.184841E+08  0.189497E+08  0.187941E+08  0.184844E+08  0.184843E+08  0.184843E+08  0.184891E+08 -0.448976E+00  0.921866E+07  0.921858E+07  0.117721E+03
  0.250959E-03  0.184822E+08  0.184818E+08  0.178620E+08  0.176805E+08  0.184821E+08  0.184821E+08  0.184821E+08  0.184866E+08 -0.448910E+00  0.921753E+07  0.921743E+07  0.128229E+03
  0.277372E-03  0.184795E+08  0.184791E+08  0.166117E+08  0.164022E+08  0.184794E+08  0.184794E+08  0.184794E+08  0.184835E+08 -0.448829E+00  0.921616E+07  0.921605E+07  0.139243E+03
  0.306564E-03  0.184762E+08  0.184757E+08  0.151948E+08  0.149560E+08  0.184761E+08  0.184761E+08  0.184761E+08  0.184799E+08 -0.448733E+00  0.921451E+07  0.921437E+07  0.150643E+03
  0.338828E-03  0.184723E+08  0.184717E+08  0.136169E+08  0.133491E+08  0.184721E+08  0.184722E+08  0.184722E+08  0.184755E+08 -0.448617E+00  0.921250E+07  0.921234E+07  0.162255E+03
  0.374488E-03  0.184675E+08  0.184668E+08  0.118981E+08  0.116038E+08  0.184672E+08  0.184674E+08  0.184674E+08  0.184703E+08 -0.448479E+00  0.921008E+07  0.920988E+07  0.173844E+03
  0.413901E-03  0.184618E+08  0.184609E+08  0.100771E+08  0.976175E+07  0.184614E+08  0.184616E+08  0.184616E+08  0.184641E+08 -0.448315E+00  0.920715E+07  0.920692E+07  0.185106E+03
  0.457462E-03  0.184549E+08  0.184538E+08  0.821469E+07  0.788739E+07  0.184544E+08  0.184547E+08  0.184547E+08  0.184567E+08 -0.448121E+00  0.920364E+07  0.920337E+07  0.195665E+03
  0.505608E-03  0.184466E+08  0.184453E+08  0.639433E+07  0.606812E+07  0.184460E+08  0.184463E+08  0.184464E+08  0.184479E+08 -0.447893E+00  0.919942E+07  0.919911E+07  0.205088E+03
  0.558821E-03  0.184367E+08  0.184352E+08  0.471694E+07  0.440839E+07  0.184360E+08  0.184364E+08  0.184364E+08  0.184376E+08 -0.447626E+00  0.919438E+07  0.919402E+07  0.212901E+03
