#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.24806E+10    0.76118E+06   -0.15112E+04    0.76118E+06    0.31248E+03   -0.27514E+00   -0.15112E+04   -0.27514E+00    0.18428E-02
     3    0.18738E+10    0.68734E+06   -0.13607E+04    0.68734E+06    0.30388E+03   -0.41119E+00   -0.13607E+04   -0.41119E+00    0.14107E-02
     4    0.11726E+10    0.60775E+06   -0.10159E+04    0.60775E+06    0.35048E+03   -0.49612E+00   -0.10159E+04   -0.49612E+00    0.11582E-02
     5    0.53121E+09    0.44843E+06   -0.59800E+03    0.44843E+06    0.41940E+03   -0.55058E+00   -0.59800E+03   -0.55058E+00    0.96783E-03
     6    0.14657E+09    0.19034E+06   -0.16648E+03    0.19034E+06    0.49416E+03   -0.57674E+00   -0.16648E+03   -0.57674E+00    0.80821E-03
     7    0.18221E+09   -0.15461E+06    0.23825E+03   -0.15461E+06    0.56039E+03   -0.57566E+00    0.23825E+03   -0.57566E+00    0.66887E-03
     8    0.73524E+09   -0.55276E+06    0.58810E+03   -0.55276E+06    0.60380E+03   -0.54904E+00    0.58810E+03   -0.54904E+00    0.54595E-03
     9    0.18254E+10   -0.95443E+06    0.86458E+03   -0.95443E+06    0.61289E+03   -0.50020E+00    0.86458E+03   -0.50020E+00    0.43801E-03
    10    0.33932E+10   -0.13010E+07    0.10575E+04   -0.13010E+07    0.58104E+03   -0.43389E+00    0.10575E+04   -0.43389E+00    0.34434E-03
    11    0.53167E+10   -0.15349E+07    0.11653E+04   -0.15349E+07    0.50820E+03   -0.35596E+00    0.11653E+04   -0.35596E+00    0.26447E-03
    12    0.74233E+10   -0.16047E+07    0.11924E+04   -0.16047E+07    0.40139E+03   -0.27269E+00    0.11924E+04   -0.27269E+00    0.19769E-03
    13    0.95160E+10   -0.14800E+07    0.11494E+04   -0.14800E+07    0.27754E+03   -0.19041E+00    0.11494E+04   -0.19041E+00    0.14312E-03
    14    0.11400E+11   -0.11441E+07    0.10497E+04   -0.11441E+07    0.15740E+03   -0.11509E+00    0.10497E+04   -0.11509E+00    0.99782E-04
    15    0.12909E+11   -0.61302E+06    0.90920E+03   -0.61302E+06    0.68122E+02   -0.51318E-01    0.90920E+03   -0.51318E-01    0.66401E-04
    16    0.13898E+11    0.81923E+05    0.74415E+03    0.81923E+05    0.37613E+02   -0.28135E-02    0.74415E+03   -0.28135E-02    0.41643E-04
    17    0.14297E+11    0.88190E+06    0.56973E+03    0.88190E+06    0.90454E+02    0.28793E-01    0.56973E+03    0.28793E-01    0.24127E-04
    18    0.14073E+11    0.17183E+07    0.39992E+03    0.17183E+07    0.24698E+03    0.42881E-01    0.39992E+03    0.42881E-01    0.12493E-04
    19    0.13272E+11    0.25115E+07    0.24518E+03    0.25115E+07    0.51391E+03    0.40789E-01    0.24518E+03    0.40789E-01    0.54765E-05
    20    0.11970E+11    0.31825E+07    0.11405E+03    0.31825E+07    0.89018E+03    0.24665E-01    0.11405E+03    0.24665E-01    0.18913E-05
