#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.12789E+04    0.69809E-01    0.25187E-01    0.44315E+01    0.92412E-07   -0.21538E-02   -0.17669E-04
     3    0.11731E+04    0.10857E+00    0.29065E-01    0.43788E+01    0.11277E-06   -0.21714E-02   -0.21275E-04
     4    0.11390E+04    0.12038E+00    0.28464E-01    0.41128E+01    0.13002E-06   -0.22322E-02   -0.21392E-04
     5    0.11206E+04    0.10681E+00    0.24898E-01    0.36364E+01    0.14495E-06   -0.23037E-02   -0.18957E-04
     6    0.11105E+04    0.79951E-01    0.20026E-01    0.30657E+01    0.15796E-06   -0.23714E-02   -0.14935E-04
     7    0.11070E+04    0.52377E-01    0.15146E-01    0.24842E+01    0.16937E-06   -0.24311E-02   -0.10277E-04
     8    0.11084E+04    0.31699E-01    0.11036E-01    0.19516E+01    0.17942E-06   -0.24866E-02   -0.57433E-05
     9    0.11137E+04    0.19660E-01    0.80056E-02    0.15017E+01    0.18832E-06   -0.25403E-02   -0.19046E-05
    10    0.11218E+04    0.14299E-01    0.60507E-02    0.11581E+01    0.19620E-06   -0.25875E-02    0.81592E-06
    11    0.11312E+04    0.12537E-01    0.50140E-02    0.92740E+00    0.20324E-06   -0.26241E-02    0.22106E-05
    12    0.11421E+04    0.12072E-01    0.46797E-02    0.80618E+00    0.20947E-06   -0.26498E-02    0.23742E-05
    13    0.11534E+04    0.11787E-01    0.48409E-02    0.77026E+00    0.21500E-06   -0.26677E-02    0.16793E-05
    14    0.11648E+04    0.11664E-01    0.53127E-02    0.79031E+00    0.21992E-06   -0.26809E-02    0.50223E-06
    15    0.11771E+04    0.11890E-01    0.59798E-02    0.84412E+00    0.22429E-06   -0.26901E-02   -0.93720E-06
    16    0.11906E+04    0.12601E-01    0.67557E-02    0.91230E+00    0.22817E-06   -0.26957E-02   -0.24422E-05
    17    0.12051E+04    0.13754E-01    0.75978E-02    0.97669E+00    0.23160E-06   -0.26983E-02   -0.37452E-05
    18    0.12196E+04    0.15081E-01    0.84793E-02    0.10238E+01    0.23464E-06   -0.26984E-02   -0.46016E-05
    19    0.12347E+04    0.16458E-01    0.93904E-02    0.10510E+01    0.23731E-06   -0.26966E-02   -0.49173E-05
