#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.37680E+04    0.65604E+01    0.62591E-03    0.65604E+01    0.39596E-01   -0.35489E-05    0.62591E-03   -0.35489E-05    0.14893E-08
     3    0.36900E+04    0.73771E+01    0.55084E-03    0.73771E+01    0.58219E-01   -0.23171E-05    0.55084E-03   -0.23171E-05    0.72558E-09
     4    0.35486E+04    0.82422E+01    0.46434E-03    0.82422E+01    0.60778E-01   -0.10421E-05    0.46434E-03   -0.10421E-05    0.42819E-09
     5    0.33926E+04    0.95993E+01    0.39048E-03    0.95993E+01    0.58390E-01    0.41030E-07    0.39048E-03    0.41030E-07    0.28197E-09
     6    0.32350E+04    0.11403E+02    0.33031E-03    0.11403E+02    0.65369E-01    0.87756E-06    0.33031E-03    0.87756E-06    0.19947E-09
     7    0.30822E+04    0.13354E+02    0.28179E-03    0.13354E+02    0.88827E-01    0.14622E-05    0.28179E-03    0.14622E-05    0.14851E-09
     8    0.29348E+04    0.15075E+02    0.24262E-03    0.15075E+02    0.12531E+00    0.18135E-05    0.24262E-03    0.18135E-05    0.11488E-09
     9    0.27935E+04    0.16256E+02    0.21071E-03    0.16256E+02    0.16414E+00    0.19665E-05    0.21071E-03    0.19665E-05    0.91563E-10
    10    0.26606E+04    0.16755E+02    0.18432E-03    0.16755E+02    0.19343E+00    0.19643E-05    0.18432E-03    0.19643E-05    0.74736E-10
    11    0.25429E+04    0.16588E+02    0.16254E-03    0.16588E+02    0.20500E+00    0.18495E-05    0.16254E-03    0.18495E-05    0.62215E-10
    12    0.24428E+04    0.15809E+02    0.14478E-03    0.15809E+02    0.19632E+00    0.16578E-05    0.14478E-03    0.16578E-05    0.52611E-10
    13    0.23532E+04    0.14519E+02    0.13021E-03    0.14519E+02    0.17153E+00    0.14209E-05    0.13021E-03    0.14209E-05    0.45128E-10
    14    0.22676E+04    0.12843E+02    0.11796E-03    0.12843E+02    0.13719E+00    0.11681E-05    0.11796E-03    0.11681E-05    0.39147E-10
    15    0.21873E+04    0.10966E+02    0.10733E-03    0.10966E+02    0.10073E+00    0.92338E-06    0.10733E-03    0.92338E-06    0.34301E-10
    16    0.21144E+04    0.90778E+01    0.97801E-04    0.90778E+01    0.68758E-01    0.70566E-06    0.97801E-04    0.70566E-06    0.30311E-10
    17    0.20488E+04    0.73122E+01    0.89401E-04    0.73122E+01    0.43958E-01    0.52114E-06    0.89401E-04    0.52114E-06    0.26989E-10
