#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.12071E+04    0.30631E+01    0.14782E-02    0.30631E+01    0.53583E-01   -0.64460E-05    0.14782E-02   -0.64460E-05    0.73469E-08
     3    0.11452E+04    0.38265E+01    0.10885E-02    0.38265E+01    0.87832E-01   -0.55767E-05    0.10885E-02   -0.55767E-05    0.44463E-08
     4    0.10732E+04    0.39856E+01    0.84490E-03    0.39856E+01    0.97835E-01   -0.43108E-05    0.84490E-03   -0.43108E-05    0.30670E-08
     5    0.10119E+04    0.37645E+01    0.67935E-03    0.37645E+01    0.85524E-01   -0.30458E-05    0.67935E-03   -0.30458E-05    0.22762E-08
     6    0.96416E+03    0.33492E+01    0.56061E-03    0.33492E+01    0.62108E-01   -0.19325E-05    0.56061E-03   -0.19325E-05    0.17703E-08
     7    0.92886E+03    0.28601E+01    0.47203E-03    0.28601E+01    0.38907E-01   -0.10369E-05    0.47203E-03   -0.10369E-05    0.14229E-08
     8    0.90296E+03    0.23798E+01    0.40336E-03    0.23798E+01    0.22335E-01   -0.37401E-06    0.40336E-03   -0.37401E-06    0.11722E-08
     9    0.88451E+03    0.19557E+01    0.34857E-03    0.19557E+01    0.13393E-01    0.68455E-07    0.34857E-03    0.68455E-07    0.98429E-09
    10    0.87223E+03    0.16114E+01    0.30427E-03    0.16114E+01    0.98369E-02    0.31540E-06    0.30427E-03    0.31540E-06    0.83912E-09
    11    0.86465E+03    0.13594E+01    0.26831E-03    0.13594E+01    0.87314E-02    0.40398E-06    0.26831E-03    0.40398E-06    0.72448E-09
    12    0.86167E+03    0.12036E+01    0.23870E-03    0.12036E+01    0.81176E-02    0.38317E-06    0.23870E-03    0.38317E-06    0.63189E-09
    13    0.86131E+03    0.11308E+01    0.21397E-03    0.11308E+01    0.72093E-02    0.30013E-06    0.21397E-03    0.30013E-06    0.55615E-09
    14    0.86249E+03    0.11216E+01    0.19293E-03    0.11216E+01    0.62638E-02    0.19558E-06    0.19293E-03    0.19558E-06    0.49315E-09
    15    0.86550E+03    0.11543E+01    0.17484E-03    0.11543E+01    0.55818E-02    0.89101E-07    0.17484E-03    0.89101E-07    0.44022E-09
    16    0.87074E+03    0.12090E+01    0.15914E-03    0.12090E+01    0.53628E-02   -0.53675E-08    0.15914E-03   -0.53675E-08    0.39523E-09
    17    0.87801E+03    0.12729E+01    0.14543E-03    0.12729E+01    0.55787E-02   -0.75477E-07    0.14543E-03   -0.75477E-07    0.35671E-09
    18    0.88627E+03    0.13380E+01    0.13338E-03    0.13380E+01    0.59684E-02   -0.11221E-06    0.13338E-03   -0.11221E-06    0.32342E-09
    19    0.89632E+03    0.14017E+01    0.12271E-03    0.14017E+01    0.64150E-02   -0.11826E-06    0.12271E-03   -0.11826E-06    0.29446E-09
    20    0.90648E+03    0.14593E+01    0.11320E-03    0.14593E+01    0.69155E-02   -0.10083E-06    0.11320E-03   -0.10083E-06    0.26907E-09
    21    0.91711E+03    0.15086E+01    0.10472E-03    0.15086E+01    0.75099E-02   -0.73291E-07    0.10472E-03   -0.73291E-07    0.24670E-09
    22    0.92848E+03    0.15483E+01    0.97145E-04    0.15483E+01    0.83232E-02   -0.47942E-07    0.97145E-04   -0.47942E-07    0.22691E-09
    23    0.94035E+03    0.15854E+01    0.90331E-04    0.15854E+01    0.94159E-02   -0.26584E-07    0.90331E-04   -0.26584E-07    0.20930E-09
    24    0.95270E+03    0.16271E+01    0.84148E-04    0.16271E+01    0.10787E-01   -0.87870E-08    0.84148E-04   -0.87870E-08    0.19356E-09
    25    0.96550E+03    0.16720E+01    0.78542E-04    0.16720E+01    0.12423E-01    0.42925E-08    0.78542E-04    0.42925E-08    0.17944E-09
    26    0.97856E+03    0.17186E+01    0.73470E-04    0.17186E+01    0.14279E-01    0.11053E-07    0.73470E-04    0.11053E-07    0.16673E-09
    27    0.99214E+03    0.17649E+01    0.68871E-04    0.17649E+01    0.16339E-01    0.97011E-08    0.68871E-04    0.97011E-08    0.15524E-09
