  0.102076E-04  0.195572E+08  0.195572E+08  0.260629E+08  0.260625E+08  0.195573E+08  0.195572E+08  0.195572E+08  0.195637E+08 -0.453104E+00  0.879559E+07  0.879559E+07  0.581481E+01
  0.112819E-04  0.195571E+08  0.195571E+08  0.260599E+08  0.260594E+08  0.195572E+08  0.195571E+08  0.195571E+08  0.195636E+08 -0.453102E+00  0.879554E+07  0.879554E+07  0.642659E+01
  0.124693E-04  0.195571E+08  0.195571E+08  0.260562E+08  0.260556E+08  0.195572E+08  0.195571E+08  0.195571E+08  0.195636E+08 -0.453101E+00  0.879546E+07  0.879546E+07  0.710270E+01
  0.137816E-04  0.195570E+08  0.195570E+08  0.260517E+08  0.260510E+08  0.195571E+08  0.195570E+08  0.195570E+08  0.195635E+08 -0.453099E+00  0.879537E+07  0.879537E+07  0.784987E+01
  0.152321E-04  0.195569E+08  0.195569E+08  0.260462E+08  0.260453E+08  0.195570E+08  0.195569E+08  0.195569E+08  0.195634E+08 -0.453097E+00  0.879526E+07  0.879526E+07  0.867554E+01
  0.168352E-04  0.195568E+08  0.195568E+08  0.260395E+08  0.260384E+08  0.195569E+08  0.195568E+08  0.195568E+08  0.195633E+08 -0.453094E+00  0.879513E+07  0.879513E+07  0.958795E+01
  0.186070E-04  0.195567E+08  0.195567E+08  0.260313E+08  0.260300E+08  0.195567E+08  0.195567E+08  0.195567E+08  0.195632E+08 -0.453091E+00  0.879497E+07  0.879497E+07  0.105962E+02
  0.205653E-04  0.195565E+08  0.195565E+08  0.260213E+08  0.260197E+08  0.195566E+08  0.195565E+08  0.195565E+08  0.195630E+08 -0.453087E+00  0.879477E+07  0.879477E+07  0.117102E+02
  0.227297E-04  0.195563E+08  0.195563E+08  0.260091E+08  0.260071E+08  0.195564E+08  0.195563E+08  0.195563E+08  0.195628E+08 -0.453082E+00  0.879453E+07  0.879453E+07  0.129410E+02
  0.251219E-04  0.195560E+08  0.195560E+08  0.259942E+08  0.259918E+08  0.195561E+08  0.195561E+08  0.195560E+08  0.195626E+08 -0.453077E+00  0.879424E+07  0.879424E+07  0.143008E+02
  0.277659E-04  0.195558E+08  0.195557E+08  0.259760E+08  0.259731E+08  0.195558E+08  0.195558E+08  0.195558E+08  0.195622E+08 -0.453069E+00  0.879388E+07  0.879388E+07  0.158030E+02
