#           k/h    P           
    0.10000E-03    0.48388E+03
    0.10202E-03    0.49326E+03
    0.10408E-03    0.50283E+03
    0.10618E-03    0.51258E+03
    0.10833E-03    0.52251E+03
    0.11052E-03    0.53264E+03
    0.11275E-03    0.54297E+03
    0.11503E-03    0.55350E+03
    0.11735E-03    0.56423E+03
    0.11972E-03    0.57517E+03
    0.12214E-03    0.58632E+03
    0.12461E-03    0.59769E+03
    0.12712E-03    0.60928E+03
    0.12969E-03    0.62109E+03
    0.13231E-03    0.63313E+03
    0.13499E-03    0.64541E+03
    0.13771E-03    0.65792E+03
    0.14049E-03    0.67068E+03
    0.14333E-03    0.68368E+03
    0.14623E-03    0.69694E+03
    0.14918E-03    0.71045E+03
    0.15220E-03    0.72423E+03
    0.15527E-03    0.73827E+03
    0.15841E-03    0.75258E+03
    0.16161E-03    0.76718E+03
    0.16487E-03    0.78205E+03
    0.16820E-03    0.79722E+03
    0.17160E-03    0.81268E+03
    0.17507E-03    0.82844E+03
    0.17860E-03    0.84450E+03
    0.18221E-03    0.86088E+03
    0.18589E-03    0.87757E+03
    0.18965E-03    0.89459E+03
    0.19348E-03    0.91194E+03
    0.19739E-03    0.92963E+03
    0.20138E-03    0.94766E+03
    0.20544E-03    0.96604E+03
    0.20959E-03    0.98478E+03
    0.21383E-03    0.10039E+04
    0.21815E-03    0.10233E+04
    0.22255E-03    0.10432E+04
    0.22705E-03    0.10634E+04
    0.23164E-03    0.10841E+04
    0.23632E-03    0.11051E+04
    0.24109E-03    0.11265E+04
    0.24596E-03    0.11484E+04
    0.25093E-03    0.11707E+04
    0.25600E-03    0.11934E+04
    0.26117E-03    0.12165E+04
    0.26645E-03    0.12401E+04
    0.27183E-03    0.12642E+04
    0.27732E-03    0.12887E+04
    0.28292E-03    0.13137E+04
    0.28864E-03    0.13392E+04
    0.29447E-03    0.13652E+04
    0.30042E-03    0.13917E+04
    0.30649E-03    0.14188E+04
    0.31268E-03    0.14463E+04
    0.31899E-03    0.14744E+04
    0.32544E-03    0.15030E+04
    0.33201E-03    0.15322E+04
    0.33872E-03    0.15620E+04
    0.34556E-03    0.15923E+04
    0.35254E-03    0.16232E+04
    0.35966E-03    0.16548E+04
    0.36693E-03    0.16869E+04
    0.37434E-03    0.17197E+04
    0.38190E-03    0.17531E+04
    0.38962E-03    0.17872E+04
    0.39749E-03    0.18220E+04
    0.40552E-03    0.18574E+04
    0.41371E-03    0.18935E+04
    0.42207E-03    0.19304E+04
    0.43060E-03    0.19679E+04
    0.43929E-03    0.20062E+04
    0.44817E-03    0.20453E+04
    0.45722E-03    0.20851E+04
    0.46646E-03    0.21257E+04
    0.47588E-03    0.21672E+04
    0.48550E-03    0.22094E+04
    0.49530E-03    0.22525E+04
    0.50531E-03    0.22964E+04
    0.51552E-03    0.23412E+04
    0.52593E-03    0.23869E+04
    0.53656E-03    0.24336E+04
    0.54739E-03    0.24811E+04
    0.55845E-03    0.25296E+04
    0.56973E-03    0.25791E+04
    0.58124E-03    0.26296E+04
    0.59299E-03    0.26811E+04
    0.60496E-03    0.27336E+04
    0.61719E-03    0.27872E+04
    0.62965E-03    0.28419E+04
    0.64237E-03    0.28977E+04
    0.65535E-03    0.29546E+04
    0.66859E-03    0.30127E+04
    0.68210E-03    0.30720E+04
    0.69588E-03    0.31326E+04
    0.70993E-03    0.31943E+04
    0.72427E-03    0.32574E+04
    0.73891E-03    0.33218E+04
    0.75383E-03    0.33875E+04
    0.76906E-03    0.34546E+04
    0.78460E-03    0.35231E+04
    0.80045E-03    0.35931E+04
    0.81662E-03    0.36646E+04
    0.83311E-03    0.37376E+04
    0.84994E-03    0.38121E+04
    0.86711E-03    0.38883E+04
    0.88463E-03    0.39661E+04
    0.90250E-03    0.40456E+04
    0.92073E-03    0.41269E+04
    0.93933E-03    0.42099E+04
    0.95831E-03    0.42948E+04
    0.97767E-03    0.43815E+04
    0.99742E-03    0.44702E+04
    0.10176E-02    0.45609E+04
    0.10381E-02    0.46536E+04
    0.10591E-02    0.47484E+04
    0.10805E-02    0.48454E+04
    0.11023E-02    0.49445E+04
    0.11246E-02    0.50460E+04
    0.11473E-02    0.51498E+04
    0.11705E-02    0.52560E+04
    0.11941E-02    0.53646E+04
    0.12182E-02    0.54758E+04
    0.12429E-02    0.55895E+04
    0.12680E-02    0.57060E+04
    0.12936E-02    0.58251E+04
    0.13197E-02    0.59471E+04
    0.13464E-02    0.60720E+04
    0.13736E-02    0.61997E+04
    0.14013E-02    0.63306E+04
    0.14296E-02    0.64645E+04
    0.14585E-02    0.66015E+04
    0.14880E-02    0.67418E+04
    0.15180E-02    0.68855E+04
    0.15487E-02    0.70325E+04
    0.15800E-02    0.71829E+04
    0.16119E-02    0.73369E+04
    0.16445E-02    0.74945E+04
    0.16777E-02    0.76558E+04
    0.17116E-02    0.78209E+04
    0.17462E-02    0.79897E+04
    0.17814E-02    0.81625E+04
    0.18174E-02    0.83392E+04
    0.18541E-02    0.85200E+04
    0.18916E-02    0.87049E+04
    0.19298E-02    0.88939E+04
    0.19688E-02    0.90872E+04
    0.20086E-02    0.92849E+04
    0.20491E-02    0.94869E+04
    0.20905E-02    0.96933E+04
    0.21328E-02    0.99043E+04
    0.21758E-02    0.10120E+05
    0.22198E-02    0.10340E+05
    0.22646E-02    0.10565E+05
    0.23104E-02    0.10795E+05
    0.23571E-02    0.11029E+05
    0.24047E-02    0.11269E+05
    0.24533E-02    0.11513E+05
    0.25028E-02    0.11763E+05
    0.25534E-02    0.12018E+05
    0.26050E-02    0.12278E+05
    0.26576E-02    0.12543E+05
    0.27113E-02    0.12814E+05
    0.27660E-02    0.13089E+05
    0.28219E-02    0.13371E+05
    0.28789E-02    0.13658E+05
    0.29371E-02    0.13950E+05
    0.29964E-02    0.14249E+05
    0.30569E-02    0.14552E+05
    0.31187E-02    0.14862E+05
    0.31817E-02    0.15178E+05
    0.32460E-02    0.15499E+05
    0.33115E-02    0.15826E+05
    0.33784E-02    0.16159E+05
    0.34467E-02    0.16498E+05
    0.35163E-02    0.16844E+05
    0.35874E-02    0.17195E+05
    0.36598E-02    0.17552E+05
    0.37338E-02    0.17916E+05
    0.38092E-02    0.18285E+05
    0.38861E-02    0.18661E+05
    0.39646E-02    0.19043E+05
    0.40447E-02    0.19431E+05
    0.41264E-02    0.19826E+05
    0.42098E-02    0.20226E+05
    0.42948E-02    0.20633E+05
    0.43816E-02    0.21046E+05
    0.44701E-02    0.21465E+05
    0.45604E-02    0.21890E+05
    0.46525E-02    0.22321E+05
    0.47465E-02    0.22758E+05
    0.48424E-02    0.23201E+05
    0.49402E-02    0.23650E+05
    0.50400E-02    0.24105E+05
    0.51419E-02    0.24565E+05
    0.52457E-02    0.25032E+05
    0.53517E-02    0.25503E+05
    0.54598E-02    0.25980E+05
    0.55701E-02    0.26463E+05
    0.56826E-02    0.26951E+05
    0.57974E-02    0.27443E+05
    0.59145E-02    0.27941E+05
    0.60340E-02    0.28443E+05
    0.61559E-02    0.28949E+05
    0.62803E-02    0.29460E+05
    0.64072E-02    0.29975E+05
    0.65366E-02    0.30494E+05
    0.66686E-02    0.31016E+05
    0.68033E-02    0.31542E+05
    0.69408E-02    0.32071E+05
    0.70810E-02    0.32602E+05
    0.72240E-02    0.33136E+05
    0.73700E-02    0.33672E+05
    0.75189E-02    0.34210E+05
    0.76708E-02    0.34749E+05
    0.78257E-02    0.35289E+05
    0.79838E-02    0.35830E+05
    0.81451E-02    0.36370E+05
    0.83096E-02    0.36911E+05
    0.84775E-02    0.37450E+05
    0.86488E-02    0.37989E+05
    0.88235E-02    0.38526E+05
    0.90017E-02    0.39060E+05
    0.91836E-02    0.39592E+05
    0.93691E-02    0.40120E+05
    0.95583E-02    0.40644E+05
    0.97514E-02    0.41164E+05
    0.99484E-02    0.41678E+05
    0.10149E-01    0.42187E+05
    0.10354E-01    0.42689E+05
    0.10564E-01    0.43185E+05
    0.10777E-01    0.43672E+05
    0.10995E-01    0.44151E+05
    0.11217E-01    0.44620E+05
    0.11443E-01    0.45079E+05
    0.11675E-01    0.45528E+05
    0.11910E-01    0.45964E+05
    0.12151E-01    0.46389E+05
    0.12397E-01    0.46801E+05
    0.12647E-01    0.47200E+05
    0.12902E-01    0.47584E+05
    0.13163E-01    0.47953E+05
    0.13429E-01    0.48304E+05
    0.13700E-01    0.48636E+05
    0.13977E-01    0.48948E+05
    0.14259E-01    0.49241E+05
    0.14547E-01    0.49516E+05
    0.14841E-01    0.49773E+05
    0.15141E-01    0.50015E+05
    0.15447E-01    0.50243E+05
    0.15759E-01    0.50455E+05
    0.16077E-01    0.50646E+05
    0.16402E-01    0.50812E+05
    0.16734E-01    0.50950E+05
    0.17072E-01    0.51055E+05
    0.17416E-01    0.51128E+05
    0.17768E-01    0.51170E+05
    0.18127E-01    0.51184E+05
    0.18493E-01    0.51170E+05
    0.18867E-01    0.51131E+05
    0.19248E-01    0.51066E+05
    0.19637E-01    0.50972E+05
    0.20034E-01    0.50845E+05
    0.20438E-01    0.50685E+05
    0.20851E-01    0.50488E+05
    0.21272E-01    0.50257E+05
    0.21702E-01    0.49993E+05
    0.22141E-01    0.49699E+05
    0.22588E-01    0.49379E+05
    0.23044E-01    0.49034E+05
    0.23510E-01    0.48666E+05
    0.23985E-01    0.48275E+05
