#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.13256E+04    0.27575E+01    0.15878E-02    0.27575E+01    0.55042E-01   -0.63929E-05    0.15878E-02   -0.63929E-05    0.65859E-08
     3    0.12810E+04    0.34530E+01    0.12010E-02    0.34530E+01    0.89855E-01   -0.55096E-05    0.12010E-02   -0.55096E-05    0.39719E-08
     4    0.12070E+04    0.36653E+01    0.94720E-03    0.36653E+01    0.98329E-01   -0.41974E-05    0.94720E-03   -0.41974E-05    0.27376E-08
     5    0.11367E+04    0.35409E+01    0.77003E-03    0.35409E+01    0.83840E-01   -0.28909E-05    0.77003E-03   -0.28909E-05    0.20322E-08
     6    0.10784E+04    0.32223E+01    0.64067E-03    0.32223E+01    0.59145E-01   -0.17528E-05    0.64067E-03   -0.17528E-05    0.15814E-08
     7    0.10329E+04    0.28120E+01    0.54292E-03    0.28120E+01    0.36085E-01   -0.85042E-06    0.54292E-03   -0.85042E-06    0.12721E-08
     8    0.99759E+03    0.23880E+01    0.46654E-03    0.23880E+01    0.20591E-01   -0.19936E-06    0.46654E-03   -0.19936E-06    0.10488E-08
     9    0.97078E+03    0.19965E+01    0.40534E-03    0.19965E+01    0.12830E-01    0.21209E-06    0.40534E-03    0.21209E-06    0.88140E-09
    10    0.95119E+03    0.16671E+01    0.35557E-03    0.16671E+01    0.99798E-02    0.41643E-06    0.35557E-03    0.41643E-06    0.75205E-09
    11    0.93722E+03    0.14208E+01    0.31484E-03    0.14208E+01    0.90152E-02    0.46498E-06    0.31484E-03    0.46498E-06    0.64985E-09
    12    0.92869E+03    0.12683E+01    0.28104E-03    0.12683E+01    0.82400E-02    0.41667E-06    0.28104E-03    0.41667E-06    0.56726E-09
    13    0.92357E+03    0.11954E+01    0.25268E-03    0.11954E+01    0.71354E-02    0.31456E-06    0.25268E-03    0.31456E-06    0.49966E-09
    14    0.92070E+03    0.11805E+01    0.22853E-03    0.11805E+01    0.61517E-02    0.19398E-06    0.22853E-03    0.19398E-06    0.44339E-09
    15    0.92016E+03    0.12048E+01    0.20771E-03    0.12048E+01    0.55490E-02    0.77360E-07    0.20771E-03    0.77360E-07    0.39609E-09
    16    0.92217E+03    0.12523E+01    0.18951E-03    0.12523E+01    0.54369E-02   -0.17465E-07    0.18951E-03   -0.17465E-07    0.35586E-09
    17    0.92654E+03    0.13129E+01    0.17353E-03    0.13129E+01    0.57340E-02   -0.78163E-07    0.17353E-03   -0.78163E-07    0.32138E-09
    18    0.93224E+03    0.13795E+01    0.15942E-03    0.13795E+01    0.61523E-02   -0.98409E-07    0.15942E-03   -0.98409E-07    0.29158E-09
    19    0.94006E+03    0.14448E+01    0.14693E-03    0.14448E+01    0.66175E-02   -0.90401E-07    0.14693E-03   -0.90401E-07    0.26563E-09
    20    0.94832E+03    0.15002E+01    0.13582E-03    0.15002E+01    0.71789E-02   -0.69412E-07    0.13582E-03   -0.69412E-07    0.24287E-09
    21    0.95726E+03    0.15466E+01    0.12588E-03    0.15466E+01    0.78980E-02   -0.44490E-07    0.12588E-03   -0.44490E-07    0.22281E-09
    22    0.96709E+03    0.15867E+01    0.11695E-03    0.15867E+01    0.89018E-02   -0.21750E-07    0.11695E-03   -0.21750E-07    0.20503E-09
    23    0.97756E+03    0.16272E+01    0.10889E-03    0.16272E+01    0.10206E-01   -0.17987E-08    0.10889E-03   -0.17987E-08    0.18922E-09
    24    0.98868E+03    0.16735E+01    0.10157E-03    0.16735E+01    0.11767E-01    0.15105E-07    0.10157E-03    0.15105E-07    0.17508E-09
    25    0.10004E+04    0.17216E+01    0.94945E-04    0.17216E+01    0.13585E-01    0.24589E-07    0.94945E-04    0.24589E-07    0.16238E-09
    26    0.10126E+04    0.17675E+01    0.88945E-04    0.17675E+01    0.15632E-01    0.22814E-07    0.88945E-04    0.22814E-07    0.15094E-09
    27    0.10253E+04    0.18102E+01    0.83489E-04    0.18102E+01    0.17883E-01    0.12197E-07    0.83489E-04    0.12197E-07    0.14061E-09
    28    0.10386E+04    0.18499E+01    0.78490E-04    0.18499E+01    0.20340E-01   -0.28706E-08    0.78490E-04   -0.28706E-08    0.13123E-09
    29    0.10524E+04    0.18845E+01    0.73892E-04    0.18845E+01    0.23000E-01   -0.16368E-07    0.73892E-04   -0.16368E-07    0.12270E-09
    30    0.10666E+04    0.19106E+01    0.69651E-04    0.19106E+01    0.25871E-01   -0.23357E-07    0.69651E-04   -0.23357E-07    0.11491E-09
    31    0.10810E+04    0.19280E+01    0.65742E-04    0.19280E+01    0.28964E-01   -0.24871E-07    0.65742E-04   -0.24871E-07    0.10778E-09
    32    0.10959E+04    0.19360E+01    0.62138E-04    0.19360E+01    0.32277E-01   -0.23365E-07    0.62138E-04   -0.23365E-07    0.10125E-09
    33    0.11111E+04    0.19303E+01    0.58809E-04    0.19303E+01    0.35799E-01   -0.21003E-07    0.58809E-04   -0.21003E-07    0.95248E-10
    34    0.11267E+04    0.19077E+01    0.55724E-04    0.19077E+01    0.39536E-01   -0.19192E-07    0.55724E-04   -0.19192E-07    0.89723E-10
    35    0.11426E+04    0.18716E+01    0.52853E-04    0.18716E+01    0.43539E-01   -0.16618E-07    0.52853E-04   -0.16618E-07    0.84626E-10
    36    0.11587E+04    0.18256E+01    0.50172E-04    0.18256E+01    0.47863E-01   -0.11803E-07    0.50172E-04   -0.11803E-07    0.79914E-10
    37    0.11750E+04    0.17708E+01    0.47670E-04    0.17708E+01    0.52496E-01   -0.53558E-08    0.47670E-04   -0.53558E-08    0.75550E-10
    38    0.11918E+04    0.17093E+01    0.45339E-04    0.17093E+01    0.57421E-01    0.14796E-08    0.45339E-04    0.14796E-08    0.71503E-10
    39    0.12090E+04    0.16391E+01    0.43165E-04    0.16391E+01    0.62624E-01    0.70085E-08    0.43165E-04    0.70085E-08    0.67742E-10
    40    0.12264E+04    0.15566E+01    0.41131E-04    0.15566E+01    0.68102E-01    0.94233E-08    0.41131E-04    0.94233E-08    0.64243E-10
    41    0.12441E+04    0.14591E+01    0.39224E-04    0.14591E+01    0.73858E-01    0.74971E-08    0.39224E-04    0.74971E-08    0.60978E-10
    42    0.12619E+04    0.13462E+01    0.37434E-04    0.13462E+01    0.79904E-01    0.23251E-08    0.37434E-04    0.23251E-08    0.57931E-10
    43    0.12800E+04    0.12183E+01    0.35751E-04    0.12183E+01    0.86253E-01   -0.44164E-08    0.35751E-04   -0.44164E-08    0.55084E-10
    44    0.12981E+04    0.10767E+01    0.34168E-04    0.10767E+01    0.92906E-01   -0.11052E-07    0.34168E-04   -0.11052E-07    0.52422E-10
    45    0.13166E+04    0.92264E+00    0.32674E-04    0.92264E+00    0.99872E-01   -0.15904E-07    0.32674E-04   -0.15904E-07    0.49928E-10
    46    0.13356E+04    0.75537E+00    0.31263E-04    0.75537E+00    0.10716E+00   -0.17736E-07    0.31263E-04   -0.17736E-07    0.47587E-10
    47    0.13548E+04    0.57517E+00    0.29931E-04    0.57517E+00    0.11477E+00   -0.17053E-07    0.29931E-04   -0.17053E-07    0.45389E-10
    48    0.13741E+04    0.38534E+00    0.28675E-04    0.38534E+00    0.12269E+00   -0.14803E-07    0.28675E-04   -0.14803E-07    0.43322E-10
