#    L    TT             EE             TE             PP             TP          
     2    0.13148E+04    0.51848E-01    0.31122E+01    0.93327E+06    0.38553E+05
     3    0.12009E+04    0.85435E-01    0.39910E+01    0.14429E+07    0.46090E+05
     4    0.11005E+04    0.96924E-01    0.41798E+01    0.18977E+07    0.49703E+05
     5    0.10235E+04    0.86921E-01    0.39399E+01    0.23012E+07    0.51187E+05
     6    0.96667E+03    0.65072E-01    0.34863E+01    0.26584E+07    0.51481E+05
     7    0.92576E+03    0.42019E-01    0.29557E+01    0.29760E+07    0.51104E+05
     8    0.89638E+03    0.24504E-01    0.24359E+01    0.32590E+07    0.50280E+05
     9    0.87566E+03    0.14319E-01    0.19796E+01    0.35124E+07    0.49131E+05
    10    0.86178E+03    0.98804E-02    0.16127E+01    0.37393E+07    0.47800E+05
    11    0.85303E+03    0.84670E-02    0.13452E+01    0.39437E+07    0.46451E+05
    12    0.84920E+03    0.79417E-02    0.11769E+01    0.41272E+07    0.45146E+05
    13    0.84819E+03    0.72349E-02    0.10944E+01    0.42920E+07    0.43873E+05
    14    0.84881E+03    0.63699E-02    0.10788E+01    0.44405E+07    0.42612E+05
    15    0.85134E+03    0.56409E-02    0.11101E+01    0.45742E+07    0.41364E+05
    16    0.85619E+03    0.53041E-02    0.11691E+01    0.46945E+07    0.40133E+05
    17    0.86317E+03    0.54110E-02    0.12389E+01    0.48027E+07    0.38939E+05
    18    0.87118E+03    0.57618E-02    0.13074E+01    0.49002E+07    0.37797E+05
    19    0.88098E+03    0.62030E-02    0.13720E+01    0.49875E+07    0.36691E+05
    20    0.89087E+03    0.66753E-02    0.14295E+01    0.50653E+07    0.35603E+05
    21    0.90121E+03    0.71815E-02    0.14792E+01    0.51345E+07    0.34546E+05
    22    0.91229E+03    0.78276E-02    0.15208E+01    0.51963E+07    0.33534E+05
    23    0.92388E+03    0.87103E-02    0.15582E+01    0.52510E+07    0.32562E+05
    24    0.93597E+03    0.98696E-02    0.15956E+01    0.52991E+07    0.31621E+05
    25    0.94849E+03    0.11301E-01    0.16349E+01    0.53412E+07    0.30712E+05
    26    0.96127E+03    0.12957E-01    0.16782E+01    0.53778E+07    0.29837E+05
    27    0.97453E+03    0.14818E-01    0.17236E+01    0.54093E+07    0.29000E+05
    28    0.98812E+03    0.16893E-01    0.17694E+01    0.54363E+07    0.28204E+05
    29    0.10021E+04    0.19160E-01    0.18135E+01    0.54586E+07    0.27445E+05
    30    0.10164E+04    0.21603E-01    0.18521E+01    0.54765E+07    0.26717E+05
    31    0.10308E+04    0.24235E-01    0.18829E+01    0.54905E+07    0.26014E+05
    32    0.10456E+04    0.27059E-01    0.19044E+01    0.55010E+07    0.25329E+05
    33    0.10608E+04    0.30077E-01    0.19164E+01    0.55084E+07    0.24668E+05
    34    0.10762E+04    0.33293E-01    0.19196E+01    0.55128E+07    0.24036E+05
    35    0.10918E+04    0.36701E-01    0.19121E+01    0.55143E+07    0.23432E+05
    36    0.11076E+04    0.40308E-01    0.18910E+01    0.55133E+07    0.22851E+05
