#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.13724E+04    0.71778E-01    0.25963E-01    0.46280E+01    0.94915E-07   -0.37065E-02   -0.18199E-04
     3    0.12463E+04    0.11061E+00    0.29739E-01    0.44948E+01    0.11455E-06   -0.36224E-02   -0.21696E-04
     4    0.12014E+04    0.12099E+00    0.28868E-01    0.41708E+01    0.13097E-06   -0.35869E-02   -0.21597E-04
     5    0.11751E+04    0.10564E+00    0.25008E-01    0.36557E+01    0.14499E-06   -0.35671E-02   -0.18912E-04
     6    0.11586E+04    0.77685E-01    0.19912E-01    0.30609E+01    0.15704E-06   -0.35485E-02   -0.14670E-04
     7    0.11497E+04    0.50031E-01    0.14910E-01    0.24665E+01    0.16747E-06   -0.35275E-02   -0.98500E-05
     8    0.11466E+04    0.29987E-01    0.10770E-01    0.19302E+01    0.17654E-06   -0.35073E-02   -0.52342E-05
     9    0.11481E+04    0.18759E-01    0.77739E-02    0.14829E+01    0.18447E-06   -0.34894E-02   -0.14230E-05
    10    0.11529E+04    0.13988E-01    0.58866E-02    0.11476E+01    0.19139E-06   -0.34689E-02    0.11563E-05
    11    0.11593E+04    0.12482E-01    0.49282E-02    0.92749E+00    0.19749E-06   -0.34424E-02    0.23567E-05
    12    0.11677E+04    0.12052E-01    0.46656E-02    0.81522E+00    0.20282E-06   -0.34094E-02    0.23701E-05
    13    0.11767E+04    0.11735E-01    0.48860E-02    0.78445E+00    0.20747E-06   -0.33722E-02    0.15741E-05
    14    0.11861E+04    0.11630E-01    0.54024E-02    0.80490E+00    0.21154E-06   -0.33331E-02    0.32798E-06
    15    0.11964E+04    0.11914E-01    0.61019E-02    0.85578E+00    0.21510E-06   -0.32931E-02   -0.11516E-05
    16    0.12083E+04    0.12689E-01    0.69009E-02    0.91927E+00    0.21818E-06   -0.32527E-02   -0.26586E-05
    17    0.12213E+04    0.13883E-01    0.77608E-02    0.97677E+00    0.22086E-06   -0.32126E-02   -0.38792E-05
    18    0.12343E+04    0.15214E-01    0.86583E-02    0.10146E+01    0.22317E-06   -0.31729E-02   -0.45438E-05
    19    0.12483E+04    0.16589E-01    0.95844E-02    0.10332E+01    0.22515E-06   -0.31335E-02   -0.46526E-05
    20    0.12615E+04    0.18038E-01    0.10535E-01    0.10341E+01    0.22680E-06   -0.30940E-02   -0.43095E-05
    21    0.12745E+04    0.19627E-01    0.11508E-01    0.10235E+01    0.22817E-06   -0.30542E-02   -0.37709E-05
    22    0.12876E+04    0.21496E-01    0.12502E-01    0.10075E+01    0.22930E-06   -0.30140E-02   -0.32712E-05
    23    0.13008E+04    0.23692E-01    0.13516E-01    0.99069E+00    0.23021E-06   -0.29743E-02   -0.28158E-05
    24    0.13140E+04    0.26200E-01    0.14547E-01    0.97642E+00    0.23090E-06   -0.29355E-02   -0.23771E-05
    25    0.13273E+04    0.29011E-01    0.15591E-01    0.96427E+00    0.23141E-06   -0.28971E-02   -0.20218E-05
    26    0.13404E+04    0.32086E-01    0.16647E-01    0.95492E+00    0.23174E-06   -0.28581E-02   -0.18357E-05
    27    0.13536E+04    0.35402E-01    0.17717E-01    0.94961E+00    0.23193E-06   -0.28188E-02   -0.18881E-05
    28    0.13669E+04    0.38964E-01    0.18802E-01    0.94862E+00    0.23197E-06   -0.27797E-02   -0.21982E-05
    29    0.13804E+04    0.42745E-01    0.19901E-01    0.94261E+00    0.23188E-06   -0.27409E-02   -0.26037E-05
    30    0.13940E+04    0.46731E-01    0.21012E-01    0.92080E+00    0.23164E-06   -0.27026E-02   -0.29238E-05
    31    0.14075E+04    0.50939E-01    0.22132E-01    0.88263E+00    0.23130E-06   -0.26648E-02   -0.30821E-05
    32    0.14211E+04    0.55375E-01    0.23260E-01    0.82995E+00    0.23085E-06   -0.26276E-02   -0.30570E-05
