    0.10000E-03    0.52535E+03
    0.10202E-03    0.53552E+03
    0.10408E-03    0.54590E+03
    0.10618E-03    0.55648E+03
    0.10833E-03    0.56726E+03
    0.11052E-03    0.57825E+03
    0.11275E-03    0.58945E+03
    0.11503E-03    0.60087E+03
    0.11735E-03    0.61251E+03
    0.11972E-03    0.62437E+03
    0.12214E-03    0.63647E+03
    0.12461E-03    0.64880E+03
    0.12712E-03    0.66136E+03
    0.12969E-03    0.67417E+03
    0.13231E-03    0.68723E+03
    0.13499E-03    0.70054E+03
    0.13771E-03    0.71411E+03
    0.14049E-03    0.72794E+03
    0.14333E-03    0.74203E+03
    0.14623E-03    0.75640E+03
    0.14918E-03    0.77105E+03
    0.15220E-03    0.78598E+03
    0.15527E-03    0.80120E+03
    0.15841E-03    0.81671E+03
    0.16161E-03    0.83252E+03
    0.16487E-03    0.84864E+03
    0.16820E-03    0.86506E+03
    0.17160E-03    0.88181E+03
    0.17507E-03    0.89888E+03
    0.17860E-03    0.91627E+03
    0.18221E-03    0.93401E+03
    0.18589E-03    0.95208E+03
    0.18965E-03    0.97051E+03
    0.19348E-03    0.98929E+03
    0.19739E-03    0.10084E+04
    0.20138E-03    0.10279E+04
    0.20544E-03    0.10478E+04
    0.20959E-03    0.10681E+04
    0.21383E-03    0.10888E+04
    0.21815E-03    0.11098E+04
    0.22255E-03    0.11313E+04
    0.22705E-03    0.11532E+04
    0.23164E-03    0.11754E+04
    0.23632E-03    0.11982E+04
    0.24109E-03    0.12213E+04
    0.24596E-03    0.12449E+04
    0.25093E-03    0.12690E+04
    0.25600E-03    0.12935E+04
    0.26117E-03    0.13185E+04
    0.26645E-03    0.13440E+04
    0.27183E-03    0.13700E+04
    0.27732E-03    0.13964E+04
    0.28292E-03    0.14234E+04
    0.28864E-03    0.14509E+04
    0.29447E-03    0.14789E+04
    0.30042E-03    0.15075E+04
    0.30649E-03    0.15366E+04
    0.31268E-03    0.15663E+04
    0.31899E-03    0.15965E+04
    0.32544E-03    0.16273E+04
    0.33201E-03    0.16587E+04
    0.33872E-03    0.16907E+04
    0.34556E-03    0.17233E+04
    0.35254E-03    0.17566E+04
    0.35966E-03    0.17905E+04
    0.36693E-03    0.18250E+04
    0.37434E-03    0.18602E+04
    0.38190E-03    0.18960E+04
    0.38962E-03    0.19326E+04
    0.39749E-03    0.19698E+04
    0.40552E-03    0.20078E+04
    0.41371E-03    0.20465E+04
    0.42207E-03    0.20859E+04
    0.43060E-03    0.21261E+04
    0.43929E-03    0.21671E+04
    0.44817E-03    0.22088E+04
    0.45722E-03    0.22513E+04
    0.46646E-03    0.22947E+04
    0.47588E-03    0.23389E+04
    0.48550E-03    0.23839E+04
    0.49530E-03    0.24298E+04
    0.50531E-03    0.24766E+04
    0.51552E-03    0.25242E+04
    0.52593E-03    0.25728E+04
    0.53656E-03    0.26223E+04
    0.54739E-03    0.26728E+04
    0.55845E-03    0.27243E+04
    0.56973E-03    0.27767E+04
    0.58124E-03    0.28301E+04
    0.59299E-03    0.28846E+04
    0.60496E-03    0.29402E+04
    0.61719E-03    0.29968E+04
    0.62965E-03    0.30545E+04
    0.64237E-03    0.31134E+04
    0.65535E-03    0.31733E+04
    0.66859E-03    0.32345E+04
    0.68210E-03    0.32969E+04
    0.69588E-03    0.33605E+04
    0.70993E-03    0.34253E+04
    0.72427E-03    0.34914E+04
    0.73891E-03    0.35589E+04
    0.75383E-03    0.36277E+04
    0.76906E-03    0.36978E+04
    0.78460E-03    0.37694E+04
    0.80045E-03    0.38424E+04
    0.81662E-03    0.39169E+04
    0.83311E-03    0.39929E+04
    0.84994E-03    0.40704E+04
    0.86711E-03    0.41496E+04
    0.88463E-03    0.42303E+04
    0.90250E-03    0.43128E+04
    0.92073E-03    0.43969E+04
    0.93933E-03    0.44828E+04
    0.95831E-03    0.45705E+04
    0.97767E-03    0.46601E+04
    0.99742E-03    0.47516E+04
    0.10176E-02    0.48450E+04
    0.10381E-02    0.49405E+04
    0.10591E-02    0.50380E+04
    0.10805E-02    0.51376E+04
    0.11023E-02    0.52394E+04
    0.11246E-02    0.53434E+04
    0.11473E-02    0.54497E+04
    0.11705E-02    0.55584E+04
