#    L    TT             EE             TE             PP             TP          
     2    0.24806E+10    0.31248E+03    0.76118E+06    0.22936E+12   -0.34505E+11
     3    0.18738E+10    0.30388E+03    0.68734E+06    0.44445E+12   -0.52428E+11
     4    0.11726E+10    0.35048E+03    0.60775E+06    0.69192E+12   -0.55671E+11
     5    0.53121E+09    0.41940E+03    0.44843E+06    0.94109E+12   -0.42669E+11
     6    0.14657E+09    0.49416E+03    0.19034E+06    0.11640E+13   -0.14662E+11
     7    0.18221E+09    0.56039E+03   -0.15461E+06    0.13385E+13    0.24990E+11
     8    0.73524E+09    0.60380E+03   -0.55276E+06    0.14496E+13    0.71616E+11
     9    0.18254E+10    0.61289E+03   -0.95443E+06    0.14903E+13    0.11993E+12
    10    0.33932E+10    0.58104E+03   -0.13010E+07    0.14611E+13    0.16462E+12
    11    0.53167E+10    0.50820E+03   -0.15349E+07    0.13691E+13    0.20123E+12
    12    0.74233E+10    0.40139E+03   -0.16047E+07    0.12262E+13    0.22614E+12
    13    0.95160E+10    0.27754E+03   -0.14800E+07    0.10483E+13    0.23761E+12
    14    0.11400E+11    0.15740E+03   -0.11441E+07    0.85206E+12    0.23484E+12
    15    0.12909E+11    0.68122E+02   -0.61302E+06    0.65374E+12    0.21895E+12
    16    0.13898E+11    0.37613E+02    0.81923E+05    0.46847E+12    0.19185E+12
    17    0.14297E+11    0.90454E+02    0.88190E+06    0.30737E+12    0.15665E+12
    18    0.14073E+11    0.24698E+03    0.17183E+07    0.17923E+12    0.11676E+12
    19    0.13272E+11    0.51391E+03    0.25115E+07    0.87660E+11    0.75787E+11
    20    0.11970E+11    0.89018E+03    0.31825E+07    0.33869E+11    0.37195E+11
    21    0.10299E+11    0.13573E+04    0.36668E+07    0.14707E+11    0.37257E+10
    22    0.84086E+10    0.18885E+04    0.39113E+07    0.25362E+11   -0.22343E+11
    23    0.64591E+10    0.24409E+04    0.38925E+07    0.58725E+11   -0.39898E+11
    24    0.46086E+10    0.29673E+04    0.36038E+07    0.10710E+12   -0.48391E+11
    25    0.29877E+10    0.34165E+04    0.30747E+07    0.16276E+12   -0.48373E+11
    26    0.17070E+10    0.37407E+04    0.23504E+07    0.21836E+12   -0.40841E+11
    27    0.82641E+09    0.39071E+04    0.15027E+07    0.26816E+12   -0.27473E+11
    28    0.37966E+09    0.38919E+04    0.61159E+06    0.30740E+12   -0.10151E+11
    29    0.34778E+09    0.36900E+04   -0.23619E+06    0.33354E+12    0.91086E+10
    30    0.68956E+09    0.33090E+04   -0.95665E+06    0.34510E+12    0.28347E+11
    31    0.13276E+10    0.27882E+04   -0.14832E+07    0.34262E+12    0.45959E+11
    32    0.21724E+10    0.21800E+04   -0.17621E+07    0.32741E+12    0.60572E+11
    33    0.31228E+10    0.15582E+04   -0.17732E+07    0.30193E+12    0.71380E+11
    34    0.40784E+10    0.10005E+04   -0.15112E+07    0.26896E+12    0.77865E+11
    35    0.49526E+10    0.58079E+03   -0.99605E+06    0.23148E+12    0.80077E+11
    36    0.56691E+10    0.36693E+03   -0.26141E+06    0.19241E+12    0.78299E+11
    37    0.61795E+10    0.40728E+03    0.63131E+06    0.15422E+12    0.73166E+11
    38    0.64507E+10    0.73514E+03    0.16093E+07    0.11904E+12    0.65444E+11
    39    0.64854E+10    0.13429E+04    0.25824E+07    0.88018E+11    0.56060E+11
    40    0.62947E+10    0.22129E+04    0.34560E+07    0.62048E+11    0.45982E+11
    41    0.58968E+10    0.33104E+04    0.41502E+07    0.41758E+11    0.36068E+11
    42    0.53379E+10    0.45331E+04    0.46433E+07    0.26654E+11    0.26738E+11
