#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.94404E+03    0.28125E+01    0.14777E-02    0.28125E+01    0.54027E-01   -0.67426E-05    0.14777E-02   -0.67426E-05    0.87574E-08
     3    0.86969E+03    0.36349E+01    0.10290E-02    0.36349E+01    0.88803E-01   -0.58726E-05    0.10290E-02   -0.58726E-05    0.53386E-08
     4    0.80694E+03    0.37927E+01    0.77037E-03    0.37927E+01    0.10075E+00   -0.46303E-05    0.77037E-03   -0.46303E-05    0.36944E-08
     5    0.76209E+03    0.35358E+01    0.60297E-03    0.35358E+01    0.90480E-01   -0.33842E-05    0.60297E-03   -0.33842E-05    0.27462E-08
     6    0.73269E+03    0.30711E+01    0.48700E-03    0.30711E+01    0.67889E-01   -0.22729E-05    0.48700E-03   -0.22729E-05    0.21372E-08
     7    0.71550E+03    0.25339E+01    0.40298E-03    0.25339E+01    0.43884E-01   -0.13641E-05    0.40298E-03   -0.13641E-05    0.17183E-08
     8    0.70705E+03    0.20149E+01    0.33928E-03    0.20149E+01    0.25406E-01   -0.67694E-06    0.33928E-03   -0.67694E-06    0.14153E-08
     9    0.70500E+03    0.15699E+01    0.28914E-03    0.15699E+01    0.14387E-01   -0.19918E-06    0.28914E-03   -0.19918E-06    0.11881E-08
    10    0.70806E+03    0.12260E+01    0.24901E-03    0.12260E+01    0.93315E-02    0.94756E-07    0.24901E-03    0.94756E-07    0.10124E-08
    11    0.71472E+03    0.99182E+00    0.21688E-03    0.99182E+00    0.75690E-02    0.23432E-06    0.21688E-03    0.23432E-06    0.87362E-09
    12    0.72480E+03    0.86495E+00    0.19088E-03    0.86495E+00    0.69754E-02    0.25421E-06    0.19088E-03    0.25421E-06    0.76151E-09
    13    0.73667E+03    0.82810E+00    0.16946E-03    0.82810E+00    0.64272E-02    0.19949E-06    0.16946E-03    0.19949E-06    0.66980E-09
    14    0.74959E+03    0.85824E+00    0.15136E-03    0.85824E+00    0.58708E-02    0.11319E-06    0.15136E-03    0.11319E-06    0.59353E-09
    15    0.76367E+03    0.93041E+00    0.13591E-03    0.93041E+00    0.54950E-02    0.20460E-07    0.13591E-03    0.20460E-07    0.52947E-09
    16    0.77913E+03    0.10213E+01    0.12264E-03    0.10213E+01    0.54563E-02   -0.60848E-07    0.12264E-03   -0.60848E-07    0.47503E-09
    17    0.79597E+03    0.11126E+01    0.11121E-03    0.11126E+01    0.57605E-02   -0.12421E-06    0.11121E-03   -0.12421E-06    0.42843E-09
    18    0.81337E+03    0.11917E+01    0.10129E-03    0.11917E+01    0.61866E-02   -0.16583E-06    0.10129E-03   -0.16583E-06    0.38818E-09
    19    0.83216E+03    0.12562E+01    0.92585E-04    0.12562E+01    0.66049E-02   -0.18139E-06    0.92585E-04   -0.18139E-06    0.35318E-09
    20    0.85066E+03    0.13037E+01    0.84824E-04    0.13037E+01    0.69905E-02   -0.16952E-06    0.84824E-04   -0.16952E-06    0.32251E-09
    21    0.86925E+03    0.13358E+01    0.77919E-04    0.13358E+01    0.73799E-02   -0.14102E-06    0.77919E-04   -0.14102E-06    0.29551E-09
    22    0.88826E+03    0.13551E+01    0.71812E-04    0.13551E+01    0.79082E-02   -0.10841E-06    0.71812E-04   -0.10841E-06    0.27162E-09
    23    0.90743E+03    0.13679E+01    0.66377E-04    0.13679E+01    0.86856E-02   -0.78980E-07    0.66377E-04   -0.78980E-07    0.25038E-09
    24    0.92675E+03    0.13809E+01    0.61488E-04    0.13809E+01    0.97601E-02   -0.57206E-07    0.61488E-04   -0.57206E-07    0.23140E-09
    25    0.94615E+03    0.13966E+01    0.57072E-04    0.13966E+01    0.11128E-01   -0.41601E-07    0.57072E-04   -0.41601E-07    0.21439E-09
    26    0.96547E+03    0.14175E+01    0.53077E-04    0.14175E+01    0.12740E-01   -0.30097E-07    0.53077E-04   -0.30097E-07    0.19907E-09
    27    0.98497E+03    0.14424E+01    0.49468E-04    0.14424E+01    0.14571E-01   -0.24244E-07    0.49468E-04   -0.24244E-07    0.18525E-09
    28    0.10045E+04    0.14702E+01    0.46212E-04    0.14702E+01    0.16627E-01   -0.25735E-07    0.46212E-04   -0.25735E-07    0.17272E-09
    29    0.10242E+04    0.14987E+01    0.43265E-04    0.14987E+01    0.18874E-01   -0.33227E-07    0.43265E-04   -0.33227E-07    0.16134E-09
    30    0.10439E+04    0.15240E+01    0.40581E-04    0.15240E+01    0.21289E-01   -0.44100E-07    0.40581E-04   -0.44100E-07    0.15095E-09
    31    0.10635E+04    0.15427E+01    0.38117E-04    0.15427E+01    0.23879E-01   -0.53653E-07    0.38117E-04   -0.53653E-07    0.14146E-09
    32    0.10832E+04    0.15526E+01    0.35839E-04    0.15526E+01    0.26645E-01   -0.57749E-07    0.35839E-04   -0.57749E-07    0.13277E-09
    33    0.11030E+04    0.15535E+01    0.33740E-04    0.15535E+01    0.29589E-01   -0.56577E-07    0.33740E-04   -0.56577E-07    0.12479E-09
    34    0.11227E+04    0.15465E+01    0.31817E-04    0.15465E+01    0.32718E-01   -0.51726E-07    0.31817E-04   -0.51726E-07    0.11746E-09
    35    0.11425E+04    0.15297E+01    0.30050E-04    0.15297E+01    0.36032E-01   -0.46063E-07    0.30050E-04   -0.46063E-07    0.11069E-09
    36    0.11621E+04    0.15003E+01    0.28419E-04    0.15003E+01    0.39543E-01   -0.41991E-07    0.28419E-04   -0.41991E-07    0.10445E-09
    37    0.11816E+04    0.14584E+01    0.26904E-04    0.14584E+01    0.43291E-01   -0.38776E-07    0.26904E-04   -0.38776E-07    0.98669E-10
    38    0.12014E+04    0.14068E+01    0.25486E-04    0.14068E+01    0.47318E-01   -0.35219E-07    0.25486E-04   -0.35219E-07    0.93314E-10
    39    0.12213E+04    0.13468E+01    0.24161E-04    0.13468E+01    0.51614E-01   -0.31404E-07    0.24161E-04   -0.31404E-07    0.88343E-10
    40    0.12412E+04    0.12795E+01    0.22930E-04    0.12795E+01    0.56157E-01   -0.27733E-07    0.22930E-04   -0.27733E-07    0.83720E-10
    41    0.12611E+04    0.12050E+01    0.21791E-04    0.12050E+01    0.60939E-01   -0.24536E-07    0.21791E-04   -0.24536E-07    0.79412E-10
    42    0.12809E+04    0.11222E+01    0.20736E-04    0.11222E+01    0.65974E-01   -0.21847E-07    0.20736E-04   -0.21847E-07    0.75394E-10
    43    0.13006E+04    0.10293E+01    0.19756E-04    0.10293E+01    0.71278E-01   -0.19629E-07    0.19756E-04   -0.19629E-07    0.71643E-10
    44    0.13201E+04    0.92556E+00    0.18844E-04    0.92556E+00    0.76857E-01   -0.17845E-07    0.18844E-04   -0.17845E-07    0.68139E-10
    45    0.13399E+04    0.81025E+00    0.17990E-04    0.81025E+00    0.82724E-01   -0.16456E-07    0.17990E-04   -0.16456E-07    0.64859E-10
    46    0.13597E+04    0.68093E+00    0.17187E-04    0.68093E+00    0.88889E-01   -0.15417E-07    0.17187E-04   -0.15417E-07    0.61782E-10
    47    0.13796E+04    0.53822E+00    0.16431E-04    0.53822E+00    0.95341E-01   -0.14643E-07    0.16431E-04   -0.14643E-07    0.58894E-10
    48    0.13995E+04    0.38613E+00    0.15717E-04    0.38613E+00    0.10206E+00   -0.14041E-07    0.15717E-04   -0.14041E-07    0.56183E-10
    49    0.14194E+04    0.22811E+00    0.15043E-04    0.22811E+00    0.10902E+00   -0.13520E-07    0.15043E-04   -0.13520E-07    0.53634E-10
    50    0.14395E+04    0.60804E-01    0.14405E-04    0.60804E-01    0.11618E+00   -0.12985E-07    0.14405E-04   -0.12985E-07    0.51235E-10
    51    0.14597E+04   -0.12040E+00    0.13800E-04   -0.12040E+00    0.12349E+00   -0.12375E-07    0.13800E-04   -0.12375E-07    0.48974E-10
    52    0.14802E+04   -0.31956E+00    0.13228E-04   -0.31956E+00    0.13105E+00   -0.11746E-07    0.13228E-04   -0.11746E-07    0.46843E-10
    53    0.15006E+04   -0.53873E+00    0.12687E-04   -0.53873E+00    0.13902E+00   -0.11187E-07    0.12687E-04   -0.11187E-07    0.44831E-10
    54    0.15208E+04   -0.77199E+00    0.12179E-04   -0.77199E+00    0.14741E+00   -0.10785E-07    0.12179E-04   -0.10785E-07    0.42932E-10
    55    0.15410E+04   -0.10133E+01    0.11702E-04   -0.10133E+01    0.15621E+00   -0.10627E-07    0.11702E-04   -0.10627E-07    0.41136E-10
    56    0.15616E+04   -0.12633E+01    0.11255E-04   -0.12633E+01    0.16530E+00   -0.10761E-07    0.11255E-04   -0.10761E-07    0.39436E-10
    57    0.15823E+04   -0.15223E+01    0.10836E-04   -0.15223E+01    0.17455E+00   -0.11079E-07    0.10836E-04   -0.11079E-07    0.37826E-10
    58    0.16032E+04   -0.17924E+01    0.10439E-04   -0.17924E+01    0.18396E+00   -0.11434E-07    0.10439E-04   -0.11434E-07    0.36301E-10
    59    0.16243E+04   -0.20751E+01    0.10062E-04   -0.20751E+01    0.19357E+00   -0.11679E-07    0.10062E-04   -0.11679E-07    0.34854E-10
    60    0.16454E+04   -0.23709E+01    0.97003E-05   -0.23709E+01    0.20340E+00   -0.11666E-07    0.97003E-05   -0.11666E-07    0.33481E-10
    61    0.16668E+04   -0.26797E+01    0.93506E-05   -0.26797E+01    0.21355E+00   -0.11311E-07    0.93506E-05   -0.11311E-07    0.32177E-10
    62    0.16881E+04   -0.30023E+01    0.90135E-05   -0.30023E+01    0.22400E+00   -0.10783E-07    0.90135E-05   -0.10783E-07    0.30937E-10
    63    0.17095E+04   -0.33390E+01    0.86903E-05   -0.33390E+01    0.23472E+00   -0.10316E-07    0.86903E-05   -0.10316E-07    0.29758E-10
    64    0.17312E+04   -0.36906E+01    0.83825E-05   -0.36906E+01    0.24572E+00   -0.10143E-07    0.83825E-05   -0.10143E-07    0.28637E-10
    65    0.17528E+04   -0.40572E+01    0.80914E-05   -0.40572E+01    0.25699E+00   -0.10495E-07    0.80914E-05   -0.10495E-07    0.27569E-10
    66    0.17748E+04   -0.44365E+01    0.78178E-05   -0.44365E+01    0.26846E+00   -0.11508E-07    0.78178E-05   -0.11508E-07    0.26552E-10
    67    0.17968E+04   -0.48259E+01    0.75607E-05   -0.48259E+01    0.28012E+00   -0.12925E-07    0.75607E-05   -0.12925E-07    0.25583E-10
    68    0.18193E+04   -0.52239E+01    0.73182E-05   -0.52239E+01    0.29203E+00   -0.14390E-07    0.73182E-05   -0.14390E-07    0.24659E-10
    69    0.18419E+04   -0.56290E+01    0.70889E-05   -0.56290E+01    0.30413E+00   -0.15548E-07    0.70889E-05   -0.15548E-07    0.23778E-10
    70    0.18647E+04   -0.60430E+01    0.68709E-05   -0.60430E+01    0.31647E+00   -0.16043E-07    0.68709E-05   -0.16043E-07    0.22937E-10
    71    0.18877E+04   -0.64685E+01    0.66629E-05   -0.64685E+01    0.32903E+00   -0.15629E-07    0.66629E-05   -0.15629E-07    0.22133E-10
    72    0.19108E+04   -0.69069E+01    0.64637E-05   -0.69069E+01    0.34179E+00   -0.14491E-07    0.64637E-05   -0.14491E-07    0.21365E-10
    73    0.19340E+04   -0.73587E+01    0.62726E-05   -0.73587E+01    0.35470E+00   -0.12921E-07    0.62726E-05   -0.12921E-07    0.20631E-10
    74    0.19573E+04   -0.78231E+01    0.60886E-05   -0.78231E+01    0.36776E+00   -0.11213E-07    0.60886E-05   -0.11213E-07    0.19929E-10
    75    0.19810E+04   -0.82985E+01    0.59109E-05   -0.82985E+01    0.38098E+00   -0.96596E-08    0.59109E-05   -0.96596E-08    0.19257E-10
    76    0.20049E+04   -0.87843E+01    0.57389E-05   -0.87843E+01    0.39435E+00   -0.85045E-08    0.57389E-05   -0.85045E-08    0.18613E-10
    77    0.20290E+04   -0.92802E+01    0.55725E-05   -0.92802E+01    0.40786E+00   -0.77900E-08    0.55725E-05   -0.77900E-08    0.17997E-10
    78    0.20536E+04   -0.97874E+01    0.54119E-05   -0.97874E+01    0.42155E+00   -0.75084E-08    0.54119E-05   -0.75084E-08    0.17406E-10
    79    0.20783E+04   -0.10302E+02    0.52574E-05   -0.10302E+02    0.43535E+00   -0.76520E-08    0.52574E-05   -0.76520E-08    0.16839E-10
    80    0.21032E+04   -0.10825E+02    0.51093E-05   -0.10825E+02    0.44927E+00   -0.82133E-08    0.51093E-05   -0.82133E-08    0.16296E-10
    81    0.21284E+04   -0.11357E+02    0.49676E-05   -0.11357E+02    0.46326E+00   -0.91559E-08    0.49676E-05   -0.91559E-08    0.15775E-10
    82    0.21538E+04   -0.11897E+02    0.48321E-05   -0.11897E+02    0.47735E+00   -0.10329E-07    0.48321E-05   -0.10329E-07    0.15274E-10
    83    0.21794E+04   -0.12445E+02    0.47025E-05   -0.12445E+02    0.49149E+00   -0.11553E-07    0.47025E-05   -0.11553E-07    0.14794E-10
    84    0.22052E+04   -0.12999E+02    0.45787E-05   -0.12999E+02    0.50570E+00   -0.12648E-07    0.45787E-05   -0.12648E-07    0.14333E-10
    85    0.22312E+04   -0.13560E+02    0.44603E-05   -0.13560E+02    0.51994E+00   -0.13434E-07    0.44603E-05   -0.13434E-07    0.13890E-10
    86    0.22573E+04   -0.14127E+02    0.43469E-05   -0.14127E+02    0.53422E+00   -0.13781E-07    0.43469E-05   -0.13781E-07    0.13464E-10
    87    0.22838E+04   -0.14699E+02    0.42383E-05   -0.14699E+02    0.54852E+00   -0.13748E-07    0.42383E-05   -0.13748E-07    0.13055E-10
    88    0.23103E+04   -0.15278E+02    0.41339E-05   -0.15278E+02    0.56285E+00   -0.13444E-07    0.41339E-05   -0.13444E-07    0.12661E-10
    89    0.23372E+04   -0.15863E+02    0.40333E-05   -0.15863E+02    0.57719E+00   -0.12978E-07    0.40333E-05   -0.12978E-07    0.12282E-10
    90    0.23643E+04   -0.16452E+02    0.39361E-05   -0.16452E+02    0.59150E+00   -0.12458E-07    0.39361E-05   -0.12458E-07    0.11917E-10
    91    0.23915E+04   -0.17046E+02    0.38420E-05   -0.17046E+02    0.60578E+00   -0.11973E-07    0.38420E-05   -0.11973E-07    0.11565E-10
    92    0.24190E+04   -0.17644E+02    0.37508E-05   -0.17644E+02    0.62002E+00   -0.11540E-07    0.37508E-05   -0.11540E-07    0.11225E-10
    93    0.24467E+04   -0.18247E+02    0.36624E-05   -0.18247E+02    0.63420E+00   -0.11155E-07    0.36624E-05   -0.11155E-07    0.10898E-10
    94    0.24746E+04   -0.18852E+02    0.35767E-05   -0.18852E+02    0.64830E+00   -0.10814E-07    0.35767E-05   -0.10814E-07    0.10582E-10
    95    0.25027E+04   -0.19460E+02    0.34938E-05   -0.19460E+02    0.66230E+00   -0.10515E-07    0.34938E-05   -0.10515E-07    0.10278E-10
    96    0.25308E+04   -0.20071E+02    0.34134E-05   -0.20071E+02    0.67620E+00   -0.10253E-07    0.34134E-05   -0.10253E-07    0.99842E-11
    97    0.25594E+04   -0.20685E+02    0.33356E-05   -0.20685E+02    0.68998E+00   -0.10027E-07    0.33356E-05   -0.10027E-07    0.97015E-11
    98    0.25882E+04   -0.21298E+02    0.32602E-05   -0.21298E+02    0.70364E+00   -0.98313E-08    0.32602E-05   -0.98313E-08    0.94291E-11
    99    0.26170E+04   -0.21913E+02    0.31872E-05   -0.21913E+02    0.71714E+00   -0.96639E-08    0.31872E-05   -0.96639E-08    0.91666E-11
   100    0.26461E+04   -0.22527E+02    0.31165E-05   -0.22527E+02    0.73047E+00   -0.95213E-08    0.31165E-05   -0.95213E-08    0.89136E-11
   101    0.26754E+04   -0.23142E+02    0.30481E-05   -0.23142E+02    0.74370E+00   -0.94001E-08    0.30481E-05   -0.94001E-08    0.86697E-11
   102    0.27052E+04   -0.23757E+02    0.29818E-05   -0.23757E+02    0.75669E+00   -0.92970E-08    0.29818E-05   -0.92970E-08    0.84346E-11
   103    0.27350E+04   -0.24371E+02    0.29177E-05   -0.24371E+02    0.76950E+00   -0.92086E-08    0.29177E-05   -0.92086E-08    0.82078E-11
   104    0.27649E+04   -0.24982E+02    0.28555E-05   -0.24982E+02    0.78213E+00   -0.91318E-08    0.28555E-05   -0.91318E-08    0.79890E-11
   105    0.27950E+04   -0.25591E+02    0.27953E-05   -0.25591E+02    0.79452E+00   -0.90631E-08    0.27953E-05   -0.90631E-08    0.77779E-11
   106    0.28253E+04   -0.26198E+02    0.27370E-05   -0.26198E+02    0.80674E+00   -0.89993E-08    0.27370E-05   -0.89993E-08    0.75739E-11
   107    0.28556E+04   -0.26801E+02    0.26805E-05   -0.26801E+02    0.81863E+00   -0.89370E-08    0.26805E-05   -0.89370E-08    0.73769E-11
   108    0.28862E+04   -0.27400E+02    0.26257E-05   -0.27400E+02    0.83028E+00   -0.88729E-08    0.26257E-05   -0.88729E-08    0.71863E-11
   109    0.29170E+04   -0.27996E+02    0.25726E-05   -0.27996E+02    0.84161E+00   -0.88038E-08    0.25726E-05   -0.88038E-08    0.70017E-11
   110    0.29478E+04   -0.28585E+02    0.25210E-05   -0.28585E+02    0.85262E+00   -0.87262E-08    0.25210E-05   -0.87262E-08    0.68229E-11
   111    0.29788E+04   -0.29170E+02    0.24710E-05   -0.29170E+02    0.86339E+00   -0.86377E-08    0.24710E-05   -0.86377E-08    0.66495E-11
   112    0.30100E+04   -0.29749E+02    0.24224E-05   -0.29749E+02    0.87383E+00   -0.85384E-08    0.24224E-05   -0.85384E-08    0.64813E-11
   113    0.30414E+04   -0.30322E+02    0.23753E-05   -0.30322E+02    0.88396E+00   -0.84293E-08    0.23753E-05   -0.84293E-08    0.63182E-11
   114    0.30728E+04   -0.30887E+02    0.23295E-05   -0.30887E+02    0.89371E+00   -0.83113E-08    0.23295E-05   -0.83113E-08    0.61600E-11
   115    0.31045E+04   -0.31444E+02    0.22851E-05   -0.31444E+02    0.90321E+00   -0.81854E-08    0.22851E-05   -0.81854E-08    0.60066E-11
   116    0.31362E+04   -0.31993E+02    0.22420E-05   -0.31993E+02    0.91225E+00   -0.80525E-08    0.22420E-05   -0.80525E-08    0.58578E-11
   117    0.31682E+04   -0.32533E+02    0.22002E-05   -0.32533E+02    0.92090E+00   -0.79136E-08    0.22002E-05   -0.79136E-08    0.57136E-11
