#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.12477E+04    0.41380E+01    0.12612E-02    0.41380E+01    0.52323E-01   -0.63298E-05    0.12612E-02   -0.63298E-05    0.74389E-08
     3    0.11531E+04    0.48981E+01    0.93868E-03    0.48981E+01    0.85921E-01   -0.54999E-05    0.93868E-03   -0.54999E-05    0.45210E-08
     4    0.10648E+04    0.48803E+01    0.73426E-03    0.48803E+01    0.97277E-01   -0.43031E-05    0.73426E-03   -0.43031E-05    0.31245E-08
     5    0.99601E+03    0.44394E+01    0.59382E-03    0.44394E+01    0.87091E-01   -0.31004E-05    0.59382E-03   -0.31004E-05    0.23215E-08
     6    0.94489E+03    0.38215E+01    0.49226E-03    0.38215E+01    0.65103E-01   -0.20274E-05    0.49226E-03   -0.20274E-05    0.18067E-08
     7    0.90806E+03    0.31701E+01    0.41609E-03    0.31701E+01    0.42008E-01   -0.11499E-05    0.41609E-03   -0.11499E-05    0.14530E-08
     8    0.88169E+03    0.25685E+01    0.35674E-03    0.25685E+01    0.24543E-01   -0.48751E-06    0.35674E-03   -0.48751E-06    0.11975E-08
     9    0.86320E+03    0.20601E+01    0.30904E-03    0.20601E+01    0.14463E-01   -0.29202E-07    0.30904E-03   -0.29202E-07    0.10058E-08
    10    0.85100E+03    0.16617E+01    0.27019E-03    0.16617E+01    0.10132E-01    0.24984E-06    0.27019E-03    0.24984E-06    0.85773E-09
    11    0.84353E+03    0.13758E+01    0.23856E-03    0.13758E+01    0.87842E-02    0.37860E-06    0.23856E-03    0.37860E-06    0.74075E-09
    12    0.84071E+03    0.11966E+01    0.21255E-03    0.11966E+01    0.82576E-02    0.39043E-06    0.21255E-03    0.39043E-06    0.64624E-09
    13    0.84050E+03    0.11068E+01    0.19083E-03    0.11068E+01    0.74880E-02    0.32834E-06    0.19083E-03    0.32834E-06    0.56892E-09
    14    0.84178E+03    0.10851E+01    0.17229E-03    0.10851E+01    0.65146E-02    0.23368E-06    0.17229E-03    0.23368E-06    0.50459E-09
    15    0.84488E+03    0.11109E+01    0.15629E-03    0.11109E+01    0.56612E-02    0.13192E-06    0.15629E-03    0.13192E-06    0.45053E-09
    16    0.85025E+03    0.11654E+01    0.14235E-03    0.11654E+01    0.52132E-02    0.41573E-07    0.14235E-03    0.41573E-07    0.40458E-09
    17    0.85770E+03    0.12322E+01    0.13020E-03    0.12322E+01    0.52392E-02   -0.30658E-07    0.13020E-03   -0.30658E-07    0.36522E-09
    18    0.86611E+03    0.12996E+01    0.11955E-03    0.12996E+01    0.55497E-02   -0.80941E-07    0.11955E-03   -0.80941E-07    0.33121E-09
    19    0.87627E+03    0.13648E+01    0.11015E-03    0.13648E+01    0.59878E-02   -0.10509E-06    0.11015E-03   -0.10509E-06    0.30162E-09
