#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.17876E+04    0.71795E-01    0.26617E-01    0.30651E+01    0.39515E-07    0.38894E-02   -0.15659E-04
     3    0.16589E+04    0.11074E+00    0.30398E-01    0.31053E+01    0.47663E-07    0.41602E-02   -0.19086E-04
     4    0.15650E+04    0.11979E+00    0.29299E-01    0.31136E+01    0.54753E-07    0.42360E-02   -0.18771E-04
     5    0.14869E+04    0.10284E+00    0.25147E-01    0.29595E+01    0.60965E-07    0.42176E-02   -0.15834E-04
     6    0.14252E+04    0.74177E-01    0.19813E-01    0.26865E+01    0.66417E-07    0.41520E-02   -0.11360E-04
     7    0.13786E+04    0.47017E-01    0.14676E-01    0.23463E+01    0.71236E-07    0.40629E-02   -0.63640E-05
     8    0.13436E+04    0.28211E-01    0.10503E-01    0.19906E+01    0.75512E-07    0.39587E-02   -0.16916E-05
     9    0.13177E+04    0.18258E-01    0.75468E-02    0.16520E+01    0.79326E-07    0.38454E-02    0.20120E-05
    10    0.12995E+04    0.14304E-01    0.57399E-02    0.13621E+01    0.82725E-07    0.37293E-02    0.43675E-05
    11    0.12869E+04    0.13062E-01    0.48759E-02    0.11381E+01    0.85780E-07    0.36173E-02    0.53422E-05
    12    0.12792E+04    0.12548E-01    0.47010E-02    0.99443E+00    0.88506E-07    0.35106E-02    0.51926E-05
    13    0.12746E+04    0.12030E-01    0.49955E-02    0.91895E+00    0.90938E-07    0.34088E-02    0.42436E-05
    14    0.12723E+04    0.11789E-01    0.55701E-02    0.89117E+00    0.93116E-07    0.33118E-02    0.28105E-05
    15    0.12727E+04    0.12015E-01    0.63139E-02    0.89470E+00    0.95062E-07    0.32179E-02    0.11985E-05
    16    0.12758E+04    0.12777E-01    0.71471E-02    0.91591E+00    0.96797E-07    0.31256E-02   -0.29368E-06
    17    0.12811E+04    0.13985E-01    0.80359E-02    0.94500E+00    0.98344E-07    0.30355E-02   -0.13673E-05
    18    0.12874E+04    0.15351E-01    0.89608E-02    0.97504E+00    0.99721E-07    0.29483E-02   -0.18124E-05
    19    0.12953E+04    0.16803E-01    0.99137E-02    0.10001E+01    0.10094E-06    0.28643E-02   -0.17622E-05
    20    0.13033E+04    0.18394E-01    0.10890E-01    0.10130E+01    0.10200E-06    0.27834E-02   -0.14220E-05
    21    0.13116E+04    0.20181E-01    0.11889E-01    0.10141E+01    0.10294E-06    0.27057E-02   -0.95627E-06
    22    0.13206E+04    0.22284E-01    0.12910E-01    0.10058E+01    0.10375E-06    0.26308E-02   -0.49097E-06
    23    0.13301E+04    0.24711E-01    0.13950E-01    0.99523E+00    0.10445E-06    0.25583E-02   -0.42260E-07
    24    0.13399E+04    0.27411E-01    0.15005E-01    0.98832E+00    0.10505E-06    0.24880E-02    0.37294E-06
    25    0.13502E+04    0.30390E-01    0.16075E-01    0.98148E+00    0.10555E-06    0.24206E-02    0.62690E-06
    26    0.13607E+04    0.33623E-01    0.17157E-01    0.97123E+00    0.10596E-06    0.23566E-02    0.60291E-06
    27    0.13717E+04    0.37086E-01    0.18252E-01    0.95669E+00    0.10630E-06    0.22956E-02    0.33537E-06
    28    0.13830E+04    0.40779E-01    0.19363E-01    0.93824E+00    0.10656E-06    0.22366E-02   -0.83982E-07
    29    0.13946E+04    0.44703E-01    0.20487E-01    0.91342E+00    0.10675E-06    0.21795E-02   -0.48278E-06
    30    0.14066E+04    0.48865E-01    0.21623E-01    0.87852E+00    0.10686E-06    0.21241E-02   -0.71080E-06
    31    0.14186E+04    0.53275E-01    0.22769E-01    0.83388E+00    0.10692E-06    0.20706E-02   -0.78334E-06
    32    0.14309E+04    0.57928E-01    0.23921E-01    0.77970E+00    0.10692E-06    0.20192E-02   -0.75875E-06
    33    0.14434E+04    0.62800E-01    0.25078E-01    0.71149E+00    0.10687E-06    0.19699E-02   -0.70351E-06
