#    L    TT             EE             TE             PP             TP          
     2    0.12108E+04    0.54329E-01    0.31327E+01    0.94300E+06    0.34549E+05
     3    0.11427E+04    0.88533E-01    0.39773E+01    0.14487E+07    0.42461E+05
     4    0.10653E+04    0.98303E-01    0.41582E+01    0.18983E+07    0.46441E+05
     5    0.10007E+04    0.85808E-01    0.39123E+01    0.22956E+07    0.48245E+05
     6    0.95127E+03    0.62281E-01    0.34485E+01    0.26464E+07    0.48820E+05
     7    0.91524E+03    0.38985E-01    0.29061E+01    0.29572E+07    0.48683E+05
     8    0.88923E+03    0.22297E-01    0.23798E+01    0.32337E+07    0.48060E+05
     9    0.87108E+03    0.13229E-01    0.19236E+01    0.34804E+07    0.47094E+05
    10    0.85930E+03    0.95777E-02    0.15622E+01    0.37009E+07    0.45942E+05
    11    0.85223E+03    0.84360E-02    0.13058E+01    0.38991E+07    0.44761E+05
    12    0.84973E+03    0.78496E-02    0.11545E+01    0.40765E+07    0.43596E+05
    13    0.84982E+03    0.70102E-02    0.10916E+01    0.42355E+07    0.42442E+05
    14    0.85143E+03    0.61485E-02    0.10947E+01    0.43784E+07    0.41294E+05
    15    0.85485E+03    0.55427E-02    0.11394E+01    0.45067E+07    0.40153E+05
    16    0.86050E+03    0.53747E-02    0.12038E+01    0.46219E+07    0.39026E+05
    17    0.86818E+03    0.56152E-02    0.12738E+01    0.47252E+07    0.37920E+05
    18    0.87681E+03    0.60064E-02    0.13411E+01    0.48179E+07    0.36841E+05
    19    0.88721E+03    0.64380E-02    0.14040E+01    0.49007E+07    0.35786E+05
    20    0.89769E+03    0.69131E-02    0.14594E+01    0.49742E+07    0.34751E+05
    21    0.90861E+03    0.74752E-02    0.15057E+01    0.50394E+07    0.33749E+05
    22    0.92026E+03    0.82522E-02    0.15426E+01    0.50973E+07    0.32791E+05
    23    0.93239E+03    0.93100E-02    0.15774E+01    0.51483E+07    0.31865E+05
    24    0.94498E+03    0.10652E-01    0.16172E+01    0.51928E+07    0.30961E+05
    25    0.95800E+03    0.12264E-01    0.16611E+01    0.52315E+07    0.30087E+05
    26    0.97126E+03    0.14097E-01    0.17080E+01    0.52649E+07    0.29252E+05
    27    0.98501E+03    0.16135E-01    0.17556E+01    0.52934E+07    0.28457E+05
    28    0.99910E+03    0.18393E-01    0.18025E+01    0.53174E+07    0.27698E+05
    29    0.10136E+04    0.20843E-01    0.18452E+01    0.53369E+07    0.26968E+05
    30    0.10284E+04    0.23467E-01    0.18791E+01    0.53522E+07    0.26261E+05
    31    0.10434E+04    0.26290E-01    0.19038E+01    0.53637E+07    0.25574E+05
    32    0.10587E+04    0.29326E-01    0.19194E+01    0.53719E+07    0.24907E+05
    33    0.10744E+04    0.32561E-01    0.19243E+01    0.53770E+07    0.24265E+05
    34    0.10903E+04    0.35992E-01    0.19173E+01    0.53792E+07    0.23653E+05
    35    0.11064E+04    0.39637E-01    0.18970E+01    0.53788E+07    0.23067E+05
    36    0.11227E+04    0.43529E-01    0.18619E+01    0.53758E+07    0.22502E+05
