#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.14388E+04   -0.64112E+01    0.35277E-02   -0.64112E+01    0.70218E-01   -0.87153E-05    0.35277E-02   -0.87153E-05    0.13790E-07
     3    0.10998E+04   -0.60652E+01    0.22894E-02   -0.60652E+01    0.11539E+00   -0.78643E-05    0.22894E-02   -0.78643E-05    0.86410E-08
     4    0.97099E+03   -0.51929E+01    0.16244E-02   -0.51929E+01    0.13213E+00   -0.64923E-05    0.16244E-02   -0.64923E-05    0.60875E-08
     5    0.93707E+03   -0.42558E+01    0.12159E-02   -0.42558E+01    0.12119E+00   -0.50709E-05    0.12159E-02   -0.50709E-05    0.45824E-08
     6    0.95191E+03   -0.34330E+01    0.94258E-03   -0.34330E+01    0.94216E-01   -0.37853E-05    0.94258E-03   -0.37853E-05    0.35994E-08
     7    0.99354E+03   -0.27812E+01    0.74842E-03   -0.27812E+01    0.64034E-01   -0.27223E-05    0.74842E-03   -0.27223E-05    0.29140E-08
     8    0.10489E+04   -0.22716E+01    0.60468E-03   -0.22716E+01    0.39093E-01   -0.19045E-05    0.60468E-03   -0.19045E-05    0.24129E-08
     9    0.11126E+04   -0.18458E+01    0.49635E-03   -0.18458E+01    0.22403E-01   -0.13206E-05    0.49635E-03   -0.13206E-05    0.20335E-08
    10    0.11837E+04   -0.14507E+01    0.41348E-03   -0.14507E+01    0.13220E-01   -0.94704E-06    0.41348E-03   -0.94704E-06    0.17380E-08
    11    0.12593E+04   -0.10579E+01    0.34823E-03   -0.10579E+01    0.92764E-02   -0.74912E-06    0.34823E-03   -0.74912E-06    0.15031E-08
    12    0.13325E+04   -0.65802E+00    0.29457E-03   -0.65802E+00    0.84675E-02   -0.67623E-06    0.29457E-03   -0.67623E-06    0.13124E-08
    13    0.14036E+04   -0.26056E+00    0.25039E-03   -0.26056E+00    0.91355E-02   -0.67309E-06    0.25039E-03   -0.67309E-06    0.11556E-08
    14    0.14754E+04    0.11583E+00    0.21448E-03    0.11583E+00    0.10543E-01   -0.69168E-06    0.21448E-03   -0.69168E-06    0.10248E-08
    15    0.15470E+04    0.43901E+00    0.18543E-03    0.43901E+00    0.12101E-01   -0.71386E-06    0.18543E-03   -0.71386E-06    0.91450E-09
    16    0.16169E+04    0.67874E+00    0.16176E-03    0.67874E+00    0.13294E-01   -0.72922E-06    0.16176E-03   -0.72922E-06    0.82055E-09
    17    0.16849E+04    0.82267E+00    0.14168E-03    0.82267E+00    0.13960E-01   -0.72846E-06    0.14168E-03   -0.72846E-06    0.73996E-09
    18    0.17507E+04    0.86873E+00    0.12373E-03    0.86873E+00    0.13901E-01   -0.70421E-06    0.12373E-03   -0.70421E-06    0.67023E-09
    19    0.18156E+04    0.83128E+00    0.10794E-03    0.83128E+00    0.13279E-01   -0.65585E-06    0.10794E-03   -0.65585E-06    0.60950E-09
    20    0.18785E+04    0.72582E+00    0.94605E-04    0.72582E+00    0.12400E-01   -0.58741E-06    0.94605E-04   -0.58741E-06    0.55620E-09
    21    0.19397E+04    0.57050E+00    0.83437E-04    0.57050E+00    0.11533E-01   -0.51477E-06    0.83437E-04   -0.51477E-06    0.50923E-09
    22    0.19996E+04    0.38407E+00    0.73993E-04    0.38407E+00    0.10987E-01   -0.45331E-06    0.73993E-04   -0.45331E-06    0.46764E-09
    23    0.20575E+04    0.19007E+00    0.65710E-04    0.19007E+00    0.10903E-01   -0.40447E-06    0.65710E-04   -0.40447E-06    0.43065E-09
    24    0.21133E+04    0.93311E-02    0.58124E-04    0.93311E-02    0.11320E-01   -0.36605E-06    0.58124E-04   -0.36605E-06    0.39760E-09
    25    0.21668E+04   -0.15310E+00    0.51292E-04   -0.15310E+00    0.12192E-01   -0.33519E-06    0.51292E-04   -0.33519E-06    0.36795E-09
    26    0.22182E+04   -0.29474E+00    0.45348E-04   -0.29474E+00    0.13418E-01   -0.30984E-06    0.45348E-04   -0.30984E-06    0.34126E-09
    27    0.22680E+04   -0.41475E+00    0.40241E-04   -0.41475E+00    0.14916E-01   -0.29183E-06    0.40241E-04   -0.29183E-06    0.31716E-09
    28    0.23163E+04   -0.51320E+00    0.35853E-04   -0.51320E+00    0.16627E-01   -0.28251E-06    0.35853E-04   -0.28251E-06    0.29533E-09
    29    0.23630E+04   -0.59731E+00    0.31998E-04   -0.59731E+00    0.18461E-01   -0.27752E-06    0.31998E-04   -0.27752E-06    0.27549E-09
    30    0.24082E+04   -0.67651E+00    0.28503E-04   -0.67651E+00    0.20350E-01   -0.27150E-06    0.28503E-04   -0.27150E-06    0.25740E-09
    31    0.24515E+04   -0.75571E+00    0.25310E-04   -0.75571E+00    0.22306E-01   -0.26086E-06    0.25310E-04   -0.26086E-06    0.24088E-09
    32    0.24929E+04   -0.83771E+00    0.22401E-04   -0.83771E+00    0.24352E-01   -0.24380E-06    0.22401E-04   -0.24380E-06    0.22575E-09
    33    0.25327E+04   -0.92138E+00    0.19806E-04   -0.92138E+00    0.26515E-01   -0.22380E-06    0.19806E-04   -0.22380E-06    0.21189E-09
    34    0.25708E+04   -0.10050E+01    0.17547E-04   -0.10050E+01    0.28833E-01   -0.20514E-06    0.17547E-04   -0.20514E-06    0.19913E-09
    35    0.26073E+04   -0.10911E+01    0.15565E-04   -0.10911E+01    0.31339E-01   -0.19000E-06    0.15565E-04   -0.19000E-06    0.18739E-09
    36    0.26419E+04   -0.11831E+01    0.13787E-04   -0.11831E+01    0.34068E-01   -0.17921E-06    0.13787E-04   -0.17921E-06    0.17655E-09
    37    0.26750E+04   -0.12789E+01    0.12169E-04   -0.12789E+01    0.37049E-01   -0.17015E-06    0.12169E-04   -0.17015E-06    0.16653E-09
    38    0.27072E+04   -0.13739E+01    0.10679E-04   -0.13739E+01    0.40305E-01   -0.16019E-06    0.10679E-04   -0.16019E-06    0.15725E-09
    39    0.27384E+04   -0.14686E+01    0.93185E-05   -0.14686E+01    0.43810E-01   -0.14996E-06    0.93185E-05   -0.14996E-06    0.14864E-09
    40    0.27683E+04   -0.15650E+01    0.80955E-05   -0.15650E+01    0.47534E-01   -0.14092E-06    0.80955E-05   -0.14092E-06    0.14064E-09
    41    0.27966E+04   -0.16650E+01    0.70140E-05   -0.16650E+01    0.51456E-01   -0.13412E-06    0.70140E-05   -0.13412E-06    0.13320E-09
    42    0.28234E+04   -0.17703E+01    0.60598E-05   -0.17703E+01    0.55581E-01   -0.12905E-06    0.60598E-05   -0.12905E-06    0.12626E-09
