#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10702E+04    0.32950E+01    0.13545E-02    0.32950E+01    0.52385E-01   -0.65609E-05    0.13545E-02   -0.65609E-05    0.83651E-08
     3    0.10014E+04    0.41404E+01    0.95486E-03    0.41404E+01    0.86134E-01   -0.56934E-05    0.95486E-03   -0.56934E-05    0.50827E-08
     4    0.93639E+03    0.42744E+01    0.72092E-03    0.42744E+01    0.97671E-01   -0.44669E-05    0.72092E-03   -0.44669E-05    0.35099E-08
     5    0.88622E+03    0.39810E+01    0.56809E-03    0.39810E+01    0.87602E-01   -0.32402E-05    0.56809E-03   -0.32402E-05    0.26051E-08
     6    0.85002E+03    0.34819E+01    0.46144E-03    0.34819E+01    0.65601E-01   -0.21476E-05    0.46144E-03   -0.21476E-05    0.20253E-08
     7    0.82528E+03    0.29170E+01    0.38362E-03    0.29170E+01    0.42359E-01   -0.12546E-05    0.38362E-03   -0.12546E-05    0.16270E-08
     8    0.80896E+03    0.23744E+01    0.32430E-03    0.23744E+01    0.24654E-01   -0.58038E-06    0.32430E-03   -0.58038E-06    0.13393E-08
     9    0.79903E+03    0.19060E+01    0.27743E-03    0.19060E+01    0.14309E-01   -0.11269E-06    0.27743E-03   -0.11269E-06    0.11237E-08
    10    0.79418E+03    0.15360E+01    0.23980E-03    0.15360E+01    0.97573E-02    0.17391E-06    0.23980E-03    0.17391E-06    0.95725E-09
    11    0.79299E+03    0.12726E+01    0.20959E-03    0.12726E+01    0.82869E-02    0.30860E-06    0.20959E-03    0.30860E-06    0.82582E-09
    12    0.79556E+03    0.11137E+01    0.18506E-03    0.11137E+01    0.77579E-02    0.32489E-06    0.18506E-03    0.32489E-06    0.71970E-09
    13    0.80007E+03    0.10433E+01    0.16483E-03    0.10433E+01    0.70871E-02    0.26652E-06    0.16483E-03    0.26652E-06    0.63296E-09
    14    0.80557E+03    0.10398E+01    0.14771E-03    0.10398E+01    0.62814E-02    0.17557E-06    0.14771E-03    0.17557E-06    0.56084E-09
    15    0.81240E+03    0.10817E+01    0.13307E-03    0.10817E+01    0.56174E-02    0.77632E-07    0.13307E-03    0.77632E-07    0.50028E-09
