#    L    TT             EE             TE             PP             TP          
     2    0.11424E+04    0.53210E-01    0.32890E+01    0.99865E+06    0.32467E+05
     3    0.10723E+04    0.87067E-01    0.41509E+01    0.15355E+07    0.39186E+05
     4    0.10003E+04    0.97792E-01    0.43037E+01    0.20115E+07    0.42400E+05
     5    0.94281E+03    0.86671E-01    0.40199E+01    0.24313E+07    0.43719E+05
     6    0.90010E+03    0.64028E-01    0.35222E+01    0.28010E+07    0.43989E+05
     7    0.86982E+03    0.40785E-01    0.29538E+01    0.31280E+07    0.43674E+05
     8    0.84875E+03    0.23549E-01    0.24074E+01    0.34183E+07    0.42957E+05
     9    0.83476E+03    0.13794E-01    0.19364E+01    0.36770E+07    0.41947E+05
    10    0.82643E+03    0.96736E-02    0.15648E+01    0.39076E+07    0.40780E+05
    11    0.82223E+03    0.83797E-02    0.13009E+01    0.41146E+07    0.39611E+05
    12    0.82218E+03    0.78406E-02    0.11426E+01    0.42997E+07    0.38487E+05
    13    0.82436E+03    0.70928E-02    0.10735E+01    0.44652E+07    0.37393E+05
    14    0.82773E+03    0.62455E-02    0.10718E+01    0.46138E+07    0.36311E+05
    15    0.83266E+03    0.55865E-02    0.11144E+01    0.47470E+07    0.35240E+05
    16    0.83961E+03    0.53399E-02    0.11801E+01    0.48662E+07    0.34187E+05
    17    0.84843E+03    0.55188E-02    0.12529E+01    0.49731E+07    0.33166E+05
    18    0.85807E+03    0.58944E-02    0.13224E+01    0.50688E+07    0.32184E+05
    19    0.86934E+03    0.63309E-02    0.13864E+01    0.51542E+07    0.31229E+05
    20    0.88055E+03    0.67961E-02    0.14422E+01    0.52298E+07    0.30288E+05
    21    0.89211E+03    0.73130E-02    0.14892E+01    0.52967E+07    0.29377E+05
    22    0.90430E+03    0.80007E-02    0.15275E+01    0.53559E+07    0.28510E+05
    23    0.91690E+03    0.89470E-02    0.15626E+01    0.54080E+07    0.27677E+05
    24    0.92992E+03    0.10179E-01    0.16003E+01    0.54533E+07    0.26868E+05
    25    0.94330E+03    0.11686E-01    0.16413E+01    0.54926E+07    0.26087E+05
    26    0.95687E+03    0.13413E-01    0.16863E+01    0.55263E+07    0.25338E+05
    27    0.97087E+03    0.15346E-01    0.17332E+01    0.55549E+07    0.24626E+05
    28    0.98517E+03    0.17499E-01    0.17804E+01    0.55788E+07    0.23950E+05
    29    0.99982E+03    0.19844E-01    0.18250E+01    0.55982E+07    0.23306E+05
    30    0.10148E+04    0.22362E-01    0.18628E+01    0.56131E+07    0.22687E+05
    31    0.10298E+04    0.25071E-01    0.18919E+01    0.56241E+07    0.22087E+05
    32    0.10451E+04    0.27980E-01    0.19110E+01    0.56317E+07    0.21500E+05
    33    0.10608E+04    0.31084E-01    0.19200E+01    0.56361E+07    0.20934E+05
    34    0.10767E+04    0.34383E-01    0.19188E+01    0.56375E+07    0.20394E+05
    35    0.10928E+04    0.37881E-01    0.19058E+01    0.56362E+07    0.19880E+05
    36    0.11091E+04    0.41596E-01    0.18784E+01    0.56322E+07    0.19388E+05
    37    0.11254E+04    0.45571E-01    0.18381E+01    0.56259E+07    0.18914E+05
    38    0.11421E+04    0.49850E-01    0.17887E+01    0.56174E+07    0.18453E+05
    39    0.11593E+04    0.54413E-01    0.17310E+01    0.56068E+07    0.18006E+05
    40    0.11765E+04    0.59232E-01    0.16651E+01    0.55943E+07    0.17575E+05
    41    0.11940E+04    0.64289E-01    0.15904E+01    0.55799E+07    0.17162E+05
    42    0.12115E+04    0.69599E-01    0.15058E+01    0.55639E+07    0.16765E+05
    43    0.12292E+04    0.75180E-01    0.14098E+01    0.55462E+07    0.16381E+05
    44    0.12469E+04    0.81040E-01    0.13019E+01    0.55271E+07    0.16009E+05
    45    0.12649E+04    0.87194E-01    0.11815E+01    0.55066E+07    0.15646E+05
    46    0.12833E+04    0.93655E-01    0.10464E+01    0.54850E+07    0.15290E+05
    47    0.13018E+04    0.10041E+00    0.89749E+00    0.54622E+07    0.14943E+05
    48    0.13204E+04    0.10746E+00    0.73889E+00    0.54384E+07    0.14606E+05
    49    0.13392E+04    0.11477E+00    0.57418E+00    0.54136E+07    0.14281E+05
    50    0.13584E+04    0.12230E+00    0.40019E+00    0.53879E+07    0.13970E+05
    51    0.13779E+04    0.13000E+00    0.21233E+00    0.53615E+07    0.13673E+05
    52    0.13977E+04    0.13799E+00    0.60924E-02    0.53344E+07    0.13390E+05
    53    0.14176E+04    0.14640E+00   -0.22115E+00    0.53065E+07    0.13119E+05
    54    0.14374E+04    0.15524E+00   -0.46405E+00    0.52781E+07    0.12860E+05
    55    0.14573E+04    0.16450E+00   -0.71715E+00    0.52491E+07    0.12610E+05
    56    0.14777E+04    0.17405E+00   -0.98141E+00    0.52195E+07    0.12369E+05
    57    0.14984E+04    0.18376E+00   -0.12570E+01    0.51895E+07    0.12136E+05
    58    0.15193E+04    0.19364E+00   -0.15451E+01    0.51590E+07    0.11907E+05
    59    0.15405E+04    0.20372E+00   -0.18471E+01    0.51282E+07    0.11683E+05
    60    0.15619E+04    0.21404E+00   -0.21627E+01    0.50969E+07    0.11460E+05
    61    0.15837E+04    0.22469E+00   -0.24915E+01    0.50653E+07    0.11239E+05
    62    0.16055E+04    0.23565E+00   -0.28341E+01    0.50333E+07    0.11021E+05
    63    0.16274E+04    0.24689E+00   -0.31910E+01    0.50011E+07    0.10808E+05
    64    0.16497E+04    0.25843E+00   -0.35631E+01    0.49687E+07    0.10602E+05
    65    0.16721E+04    0.27025E+00   -0.39505E+01    0.49362E+07    0.10405E+05
    66    0.16949E+04    0.28228E+00   -0.43511E+01    0.49035E+07    0.10218E+05
    67    0.17179E+04    0.29452E+00   -0.47623E+01    0.48707E+07    0.10041E+05
    68    0.17413E+04    0.30700E+00   -0.51827E+01    0.48378E+07    0.98713E+04
    69    0.17650E+04    0.31969E+00   -0.56109E+01    0.48049E+07    0.97086E+04
    70    0.17890E+04    0.33262E+00   -0.60489E+01    0.47720E+07    0.95510E+04
    71    0.18131E+04    0.34578E+00   -0.64992E+01    0.47390E+07    0.93972E+04
    72    0.18375E+04    0.35914E+00   -0.69632E+01    0.47060E+07    0.92466E+04
    73    0.18620E+04    0.37266E+00   -0.74413E+01    0.46731E+07    0.90988E+04
    74    0.18868E+04    0.38633E+00   -0.79325E+01    0.46401E+07    0.89534E+04
    75    0.19119E+04    0.40015E+00   -0.84351E+01    0.46072E+07    0.88102E+04
    76    0.19373E+04    0.41413E+00   -0.89483E+01    0.45742E+07    0.86688E+04
    77    0.19630E+04    0.42826E+00   -0.94718E+01    0.45413E+07    0.85297E+04
    78    0.19892E+04    0.44255E+00   -0.10007E+02    0.45085E+07    0.83934E+04
    79    0.20155E+04    0.45697E+00   -0.10550E+02    0.44757E+07    0.82606E+04
    80    0.20422E+04    0.47151E+00   -0.11101E+02    0.44430E+07    0.81318E+04
    81    0.20692E+04    0.48612E+00   -0.11662E+02    0.44104E+07    0.80075E+04
    82    0.20964E+04    0.50082E+00   -0.12231E+02    0.43779E+07    0.78875E+04
    83    0.21239E+04    0.51558E+00   -0.12808E+02    0.43455E+07    0.77717E+04
    84    0.21516E+04    0.53040E+00   -0.13391E+02    0.43133E+07    0.76597E+04
    85    0.21795E+04    0.54525E+00   -0.13982E+02    0.42812E+07    0.75513E+04
    86    0.22076E+04    0.56014E+00   -0.14579E+02    0.42493E+07    0.74463E+04
    87    0.22362E+04    0.57504E+00   -0.15182E+02    0.42176E+07    0.73442E+04
    88    0.22648E+04    0.58996E+00   -0.15790E+02    0.41860E+07    0.72448E+04
    89    0.22938E+04    0.60489E+00   -0.16406E+02    0.41546E+07    0.71477E+04
    90    0.23229E+04    0.61978E+00   -0.17026E+02    0.41234E+07    0.70525E+04
    91    0.23523E+04    0.63464E+00   -0.17650E+02    0.40924E+07    0.69590E+04
    92    0.23820E+04    0.64943E+00   -0.18278E+02    0.40616E+07    0.68670E+04
    93    0.24120E+04    0.66417E+00   -0.18911E+02    0.40310E+07    0.67766E+04
    94    0.24421E+04    0.67880E+00   -0.19546E+02    0.40006E+07    0.66878E+04
    95    0.24725E+04    0.69334E+00   -0.20184E+02    0.39703E+07    0.66006E+04
    96    0.25029E+04    0.70776E+00   -0.20825E+02    0.39403E+07    0.65149E+04
    97    0.25338E+04    0.72204E+00   -0.21467E+02    0.39105E+07    0.64307E+04
    98    0.25649E+04    0.73619E+00   -0.22109E+02    0.38809E+07    0.63481E+04
    99    0.25961E+04    0.75016E+00   -0.22753E+02    0.38515E+07    0.62671E+04
   100    0.26276E+04    0.76396E+00   -0.23396E+02    0.38223E+07    0.61876E+04
   101    0.26592E+04    0.77764E+00   -0.24039E+02    0.37933E+07    0.61097E+04
   102    0.26914E+04    0.79106E+00   -0.24681E+02    0.37645E+07    0.60333E+04
   103    0.27236E+04    0.80428E+00   -0.25322E+02    0.37360E+07    0.59584E+04
   104    0.27560E+04    0.81731E+00   -0.25960E+02    0.37076E+07    0.58851E+04
   105    0.27885E+04    0.83008E+00   -0.26595E+02    0.36795E+07    0.58134E+04
   106    0.28213E+04    0.84265E+00   -0.27228E+02    0.36516E+07    0.57431E+04
   107    0.28540E+04    0.85489E+00   -0.27857E+02    0.36239E+07    0.56744E+04
   108    0.28871E+04    0.86685E+00   -0.28481E+02    0.35965E+07    0.56072E+04
   109    0.29203E+04    0.87848E+00   -0.29101E+02    0.35692E+07    0.55415E+04
   110    0.29536E+04    0.88976E+00   -0.29714E+02    0.35423E+07    0.54774E+04
   111    0.29871E+04    0.90078E+00   -0.30321E+02    0.35155E+07    0.54147E+04
   112    0.30207E+04    0.91146E+00   -0.30923E+02    0.34890E+07    0.53536E+04
   113    0.30546E+04    0.92180E+00   -0.31517E+02    0.34627E+07    0.52938E+04
   114    0.30886E+04    0.93172E+00   -0.32103E+02    0.34366E+07    0.52354E+04
   115    0.31227E+04    0.94139E+00   -0.32680E+02    0.34107E+07    0.51784E+04
   116    0.31569E+04    0.95057E+00   -0.33249E+02    0.33851E+07    0.51226E+04
   117    0.31913E+04    0.95934E+00   -0.33807E+02    0.33597E+07    0.50681E+04
   118    0.32259E+04    0.96785E+00   -0.34356E+02    0.33346E+07    0.50148E+04
   119    0.32605E+04    0.97595E+00   -0.34893E+02    0.33096E+07    0.49626E+04
   120    0.32952E+04    0.98351E+00   -0.35419E+02    0.32849E+07    0.49114E+04
   121    0.33299E+04    0.99080E+00   -0.35934E+02    0.32604E+07    0.48614E+04
   122    0.33647E+04    0.99754E+00   -0.36435E+02    0.32362E+07    0.48123E+04
   123    0.33995E+04    0.10038E+01   -0.36925E+02    0.32121E+07    0.47642E+04
   124    0.34344E+04    0.10097E+01   -0.37398E+02    0.31883E+07    0.47170E+04
   125    0.34693E+04    0.10151E+01   -0.37859E+02    0.31647E+07    0.46706E+04
   126    0.35042E+04    0.10201E+01   -0.38305E+02    0.31413E+07    0.46251E+04
   127    0.35391E+04    0.10245E+01   -0.38736E+02    0.31181E+07    0.45803E+04
   128    0.35739E+04    0.10286E+01   -0.39152E+02    0.30951E+07    0.45362E+04
   129    0.36089E+04    0.10321E+01   -0.39551E+02    0.30724E+07    0.44928E+04
   130    0.36437E+04    0.10350E+01   -0.39932E+02    0.30499E+07    0.44501E+04
   131    0.36786E+04    0.10376E+01   -0.40298E+02    0.30275E+07    0.44079E+04
   132    0.37134E+04    0.10396E+01   -0.40645E+02    0.30054E+07    0.43662E+04
   133    0.37482E+04    0.10412E+01   -0.40975E+02    0.29835E+07    0.43252E+04
   134    0.37830E+04    0.10423E+01   -0.41285E+02    0.29619E+07    0.42846E+04
   135    0.38177E+04    0.10429E+01   -0.41576E+02    0.29404E+07    0.42446E+04
   136    0.38522E+04    0.10430E+01   -0.41846E+02    0.29191E+07    0.42052E+04
   137    0.38867E+04    0.10426E+01   -0.42096E+02    0.28981E+07    0.41662E+04
