#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.15267E+05    0.29045E+02   -0.30125E-02    0.29045E+02    0.57930E-01   -0.61092E-05   -0.30125E-02   -0.61092E-05    0.62092E-08
     3    0.12744E+05    0.33759E+02   -0.19594E-02    0.33759E+02    0.95451E-01   -0.53387E-05   -0.19594E-02   -0.53387E-05    0.37898E-08
     4    0.10893E+05    0.33206E+02   -0.14420E-02    0.33206E+02    0.10856E+00   -0.42118E-05   -0.14420E-02   -0.42118E-05    0.26258E-08
     5    0.94888E+04    0.29446E+02   -0.11363E-02    0.29446E+02    0.97720E-01   -0.30723E-05   -0.11363E-02   -0.30723E-05    0.19541E-08
     6    0.83911E+04    0.24035E+02   -0.93471E-03    0.24035E+02    0.73478E-01   -0.20496E-05   -0.93471E-03   -0.20496E-05    0.15225E-08
     7    0.75113E+04    0.18118E+02   -0.79191E-03    0.18118E+02    0.47629E-01   -0.12075E-05   -0.79191E-03   -0.12075E-05    0.12254E-08
     8    0.67927E+04    0.12498E+02   -0.68549E-03    0.12498E+02    0.27782E-01   -0.56710E-06   -0.68549E-03   -0.56710E-06    0.10105E-08
     9    0.61965E+04    0.76826E+01   -0.60308E-03    0.76826E+01    0.16106E-01   -0.11954E-06   -0.60308E-03   -0.11954E-06    0.84914E-09
    10    0.56923E+04    0.39402E+01   -0.53709E-03    0.39402E+01    0.10962E-01    0.15851E-06   -0.53709E-03    0.15851E-06    0.72434E-09
    11    0.52591E+04    0.13355E+01   -0.48300E-03    0.13355E+01    0.93477E-02    0.29431E-06   -0.48300E-03    0.29431E-06    0.62569E-09
    12    0.48828E+04   -0.20457E+00   -0.43776E-03   -0.20457E+00    0.88110E-02    0.31771E-06   -0.43776E-03    0.31771E-06    0.54594E-09
    13    0.45552E+04   -0.86184E+00   -0.39955E-03   -0.86184E+00    0.81140E-02    0.26781E-06   -0.39955E-03    0.26781E-06    0.48067E-09
    14    0.42704E+04   -0.84586E+00   -0.36689E-03   -0.84586E+00    0.71827E-02    0.18281E-06   -0.36689E-03    0.18281E-06    0.42635E-09
    15    0.40236E+04   -0.38053E+00   -0.33865E-03   -0.38053E+00    0.63463E-02    0.88422E-07   -0.33865E-03    0.88422E-07    0.38068E-09
    16    0.38099E+04    0.32000E+00   -0.31389E-03    0.32000E+00    0.59196E-02    0.39298E-08   -0.31389E-03    0.39298E-08    0.34185E-09
    17    0.36220E+04    0.10921E+01   -0.29199E-03    0.10921E+01    0.59768E-02   -0.64344E-07   -0.29199E-03   -0.64344E-07    0.30859E-09
    18    0.34524E+04    0.18026E+01   -0.27246E-03    0.18026E+01    0.63221E-02   -0.11313E-06   -0.27246E-03   -0.11313E-06    0.27984E-09
    19    0.33005E+04    0.23819E+01   -0.25497E-03    0.23819E+01    0.67666E-02   -0.13840E-06   -0.25497E-03   -0.13840E-06    0.25482E-09
    20    0.31643E+04    0.27862E+01   -0.23926E-03    0.27862E+01    0.72124E-02   -0.13837E-06   -0.23926E-03   -0.13837E-06    0.23289E-09
    21    0.30424E+04    0.30231E+01   -0.22508E-03    0.30231E+01    0.76492E-02   -0.12099E-06   -0.22508E-03   -0.12099E-06    0.21356E-09
    22    0.29334E+04    0.31162E+01   -0.21220E-03    0.31162E+01    0.81820E-02   -0.96083E-07   -0.21220E-03   -0.96083E-07    0.19645E-09
    23    0.28356E+04    0.31061E+01   -0.20045E-03    0.31061E+01    0.89302E-02   -0.70965E-07   -0.20045E-03   -0.70965E-07    0.18123E-09
    24    0.27481E+04    0.30347E+01   -0.18971E-03    0.30347E+01    0.99606E-02   -0.50904E-07   -0.18971E-03   -0.50904E-07    0.16762E-09
    25    0.26698E+04    0.29327E+01   -0.17985E-03    0.29327E+01    0.11288E-01   -0.35348E-07   -0.17985E-03   -0.35348E-07    0.15541E-09
