#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.16344E+04    0.68847E-01    0.25027E-01    0.35305E+01    0.46764E-07    0.34816E-02   -0.15918E-04
     3    0.14744E+04    0.10724E+00    0.28861E-01    0.36524E+01    0.56715E-07    0.35638E-02   -0.19504E-04
     4    0.13804E+04    0.11906E+00    0.28272E-01    0.35777E+01    0.65241E-07    0.35323E-02   -0.19597E-04
     5    0.13136E+04    0.10589E+00    0.24754E-01    0.32756E+01    0.72638E-07    0.34507E-02   -0.17164E-04
     6    0.12660E+04    0.79547E-01    0.19938E-01    0.28545E+01    0.79079E-07    0.33480E-02   -0.13153E-04
     7    0.12333E+04    0.52354E-01    0.15105E-01    0.23936E+01    0.84733E-07    0.32385E-02   -0.84988E-05
     8    0.12111E+04    0.31847E-01    0.11024E-01    0.19510E+01    0.89719E-07    0.31242E-02   -0.39692E-05
     9    0.11968E+04    0.19831E-01    0.80034E-02    0.15628E+01    0.94138E-07    0.30060E-02   -0.12318E-06
    10    0.11887E+04    0.14435E-01    0.60443E-02    0.12517E+01    0.98055E-07    0.28892E-02    0.26544E-05
    11    0.11849E+04    0.12636E-01    0.49935E-02    0.10248E+01    0.10156E-06    0.27809E-02    0.41656E-05
    12    0.11849E+04    0.12126E-01    0.46412E-02    0.88410E+00    0.10466E-06    0.26819E-02    0.44466E-05
    13    0.11869E+04    0.11768E-01    0.47832E-02    0.81720E+00    0.10742E-06    0.25896E-02    0.38362E-05
    14    0.11904E+04    0.11527E-01    0.52368E-02    0.80570E+00    0.10987E-06    0.25019E-02    0.27018E-05
    15    0.11957E+04    0.11607E-01    0.58875E-02    0.82929E+00    0.11205E-06    0.24179E-02    0.13096E-05
    16    0.12034E+04    0.12172E-01    0.66488E-02    0.86916E+00    0.11398E-06    0.23375E-02   -0.10814E-06
    17    0.12129E+04    0.13209E-01    0.74776E-02    0.91132E+00    0.11569E-06    0.22610E-02   -0.13441E-05
    18    0.12228E+04    0.14475E-01    0.83460E-02    0.94676E+00    0.11720E-06    0.21883E-02   -0.22140E-05
