#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11452E+04    0.34065E+01    0.13520E-02    0.34065E+01    0.53276E-01   -0.65747E-05    0.13520E-02   -0.65747E-05    0.75664E-08
     3    0.10739E+04    0.42424E+01    0.96263E-03    0.42424E+01    0.86785E-01   -0.56664E-05    0.96263E-03   -0.56664E-05    0.45557E-08
     4    0.10044E+04    0.43532E+01    0.73437E-03    0.43532E+01    0.97427E-01   -0.44053E-05    0.73437E-03   -0.44053E-05    0.31248E-08
     5    0.94944E+03    0.40359E+01    0.58488E-03    0.40359E+01    0.86412E-01   -0.31589E-05    0.58488E-03   -0.31589E-05    0.23068E-08
     6    0.90877E+03    0.35191E+01    0.48008E-03    0.35191E+01    0.63921E-01   -0.20562E-05    0.48008E-03   -0.20562E-05    0.17854E-08
     7    0.87995E+03    0.29465E+01    0.40322E-03    0.29465E+01    0.40779E-01   -0.11558E-05    0.40322E-03   -0.11558E-05    0.14288E-08
     8    0.85996E+03    0.24049E+01    0.34444E-03    0.24049E+01    0.23580E-01   -0.48046E-06    0.34444E-03   -0.48046E-06    0.11724E-08
     9    0.84677E+03    0.19386E+01    0.29793E-03    0.19386E+01    0.13838E-01   -0.24405E-07    0.29793E-03   -0.24405E-07    0.98090E-09
    10    0.83892E+03    0.15717E+01    0.26039E-03    0.15717E+01    0.97407E-02    0.24271E-06    0.26039E-03    0.24271E-06    0.83351E-09
    11    0.83499E+03    0.13118E+01    0.22996E-03    0.13118E+01    0.84827E-02    0.36348E-06    0.22996E-03    0.36348E-06    0.71751E-09
    12    0.83507E+03    0.11578E+01    0.20507E-03    0.11578E+01    0.79653E-02    0.37702E-06    0.20507E-03    0.37702E-06    0.62411E-09
    13    0.83738E+03    0.10881E+01    0.18444E-03    0.10881E+01    0.71983E-02    0.31692E-06    0.18444E-03    0.31692E-06    0.54796E-09
    14    0.84094E+03    0.10768E+01    0.16700E-03    0.10768E+01    0.62753E-02    0.21565E-06    0.16700E-03    0.21565E-06    0.48478E-09
    15    0.84602E+03    0.11064E+01    0.15200E-03    0.11064E+01    0.55052E-02    0.10581E-06    0.15200E-03    0.10581E-06    0.43186E-09
    16    0.85302E+03    0.11623E+01    0.13888E-03    0.11623E+01    0.51424E-02    0.14901E-07    0.13888E-03    0.14901E-07    0.38698E-09
    17    0.86182E+03    0.12297E+01    0.12740E-03    0.12297E+01    0.52260E-02   -0.49826E-07    0.12740E-03   -0.49826E-07    0.34865E-09
    18    0.87146E+03    0.12969E+01    0.11737E-03    0.12969E+01    0.55437E-02   -0.87598E-07    0.11737E-03   -0.87598E-07    0.31559E-09
    19    0.88276E+03    0.13578E+01    0.10854E-03    0.13578E+01    0.59393E-02   -0.10318E-06    0.10854E-03   -0.10318E-06    0.28691E-09
    20    0.89402E+03    0.14068E+01    0.10066E-03    0.14068E+01    0.63577E-02   -0.10191E-06    0.10066E-03   -0.10191E-06    0.26181E-09
    21    0.90558E+03    0.14490E+01    0.93581E-04    0.14490E+01    0.68237E-02   -0.85895E-07    0.93581E-04   -0.85895E-07    0.23974E-09
    22    0.91774E+03    0.14898E+01    0.87203E-04    0.14898E+01    0.74585E-02   -0.58018E-07    0.87203E-04   -0.58018E-07    0.22024E-09
    23    0.93030E+03    0.15295E+01    0.81453E-04    0.15295E+01    0.83301E-02   -0.27434E-07    0.81453E-04   -0.27434E-07    0.20293E-09
    24    0.94332E+03    0.15675E+01    0.76264E-04    0.15675E+01    0.94502E-02   -0.33723E-08    0.76264E-04   -0.33723E-08    0.18748E-09
    25    0.95673E+03    0.16062E+01    0.71569E-04    0.16062E+01    0.10831E-01    0.10960E-07    0.71569E-04    0.10960E-07    0.17365E-09
    26    0.97033E+03    0.16487E+01    0.67300E-04    0.16487E+01    0.12439E-01    0.15041E-07    0.67300E-04    0.15041E-07    0.16120E-09
    27    0.98436E+03    0.16934E+01    0.63402E-04    0.16934E+01    0.14232E-01    0.13078E-07    0.63402E-04    0.13078E-07    0.14998E-09
    28    0.99866E+03    0.17384E+01    0.59830E-04    0.17384E+01    0.16199E-01    0.94558E-08    0.59830E-04    0.94558E-08    0.13982E-09
    29    0.10133E+04    0.17819E+01    0.56558E-04    0.17819E+01    0.18348E-01    0.45292E-08    0.56558E-04    0.45292E-08    0.13059E-09
    30    0.10282E+04    0.18205E+01    0.53562E-04    0.18205E+01    0.20695E-01   -0.21439E-08    0.53562E-04   -0.21439E-08    0.12218E-09
    31    0.10433E+04    0.18514E+01    0.50803E-04    0.18514E+01    0.23227E-01   -0.10171E-07    0.50803E-04   -0.10171E-07    0.11449E-09
    32    0.10586E+04    0.18718E+01    0.48243E-04    0.18718E+01    0.25917E-01   -0.18517E-07    0.48243E-04   -0.18517E-07    0.10746E-09
    33    0.10744E+04    0.18807E+01    0.45857E-04    0.18807E+01    0.28779E-01   -0.24402E-07    0.45857E-04   -0.24402E-07    0.10101E-09
    34    0.10903E+04    0.18789E+01    0.43627E-04    0.18789E+01    0.31843E-01   -0.25318E-07    0.43627E-04   -0.25318E-07    0.95081E-10
    35    0.11064E+04    0.18695E+01    0.41543E-04    0.18695E+01    0.35120E-01   -0.21576E-07    0.41543E-04   -0.21576E-07    0.89616E-10
    36    0.11225E+04    0.18541E+01    0.39598E-04    0.18541E+01    0.38622E-01   -0.14612E-07    0.39598E-04   -0.14612E-07    0.84572E-10
    37    0.11388E+04    0.18269E+01    0.37791E-04    0.18269E+01    0.42346E-01   -0.75236E-08    0.37791E-04   -0.75236E-08    0.79906E-10
    38    0.11555E+04    0.17846E+01    0.36119E-04    0.17846E+01    0.46300E-01   -0.30119E-08    0.36119E-04   -0.30119E-08    0.75583E-10
    39    0.11727E+04    0.17304E+01    0.34565E-04    0.17304E+01    0.50493E-01   -0.51501E-09    0.34565E-04   -0.51501E-09    0.71571E-10
    40    0.11899E+04    0.16689E+01    0.33109E-04    0.16689E+01    0.54943E-01    0.13446E-08    0.33109E-04    0.13446E-08    0.67841E-10
    41    0.12073E+04    0.16032E+01    0.31733E-04    0.16032E+01    0.59670E-01    0.36255E-08    0.31733E-04    0.36255E-08    0.64365E-10
    42    0.12248E+04    0.15311E+01    0.30432E-04    0.15311E+01    0.64675E-01    0.61105E-08    0.30432E-04    0.61105E-08    0.61124E-10
    43    0.12424E+04    0.14490E+01    0.29202E-04    0.14490E+01    0.69956E-01    0.82637E-08    0.29202E-04    0.82637E-08    0.58099E-10
    44    0.12599E+04    0.13545E+01    0.28042E-04    0.13545E+01    0.75496E-01    0.95488E-08    0.28042E-04    0.95488E-08    0.55273E-10
    45    0.12779E+04    0.12449E+01    0.26949E-04    0.12449E+01    0.81289E-01    0.94301E-08    0.26949E-04    0.94301E-08    0.52628E-10
    46    0.12961E+04    0.11167E+01    0.25918E-04    0.11167E+01    0.87331E-01    0.75767E-08    0.25918E-04    0.75767E-08    0.50147E-10
    47    0.13144E+04    0.97192E+00    0.24945E-04    0.97192E+00    0.93625E-01    0.44792E-08    0.24945E-04    0.44792E-08    0.47818E-10
    48    0.13329E+04    0.81690E+00    0.24024E-04    0.81690E+00    0.10018E+00    0.83367E-09    0.24024E-04    0.83367E-09    0.45632E-10
    49    0.13515E+04    0.65723E+00    0.23149E-04    0.65723E+00    0.10698E+00   -0.26640E-08    0.23149E-04   -0.26640E-08    0.43576E-10
    50    0.13704E+04    0.49178E+00    0.22314E-04    0.49178E+00    0.11401E+00   -0.53179E-08    0.22314E-04   -0.53179E-08    0.41642E-10
    51    0.13896E+04    0.31740E+00    0.21514E-04    0.31740E+00    0.12124E+00   -0.66138E-08    0.21514E-04   -0.66138E-08    0.39819E-10
    52    0.14091E+04    0.12864E+00    0.20748E-04    0.12864E+00    0.12876E+00   -0.67640E-08    0.20748E-04   -0.67640E-08    0.38099E-10
    53    0.14287E+04   -0.78686E-01    0.20019E-04   -0.78686E-01    0.13671E+00   -0.61626E-08    0.20019E-04   -0.61626E-08    0.36476E-10
    54    0.14481E+04   -0.30079E+00    0.19327E-04   -0.30079E+00    0.14507E+00   -0.52038E-08    0.19327E-04   -0.52038E-08    0.34944E-10
    55    0.14678E+04   -0.53377E+00    0.18674E-04   -0.53377E+00    0.15383E+00   -0.42817E-08    0.18674E-04   -0.42817E-08    0.33495E-10
    56    0.14877E+04   -0.77972E+00    0.18060E-04   -0.77972E+00    0.16284E+00   -0.37007E-08    0.18060E-04   -0.37007E-08    0.32123E-10
    57    0.15080E+04   -0.10383E+01    0.17481E-04   -0.10383E+01    0.17199E+00   -0.34072E-08    0.17481E-04   -0.34072E-08    0.30824E-10
    58    0.15286E+04   -0.13098E+01    0.16933E-04   -0.13098E+01    0.18130E+00   -0.32578E-08    0.16933E-04   -0.32578E-08    0.29592E-10
    59    0.15494E+04   -0.15947E+01    0.16411E-04   -0.15947E+01    0.19080E+00   -0.31093E-08    0.16411E-04   -0.31093E-08    0.28424E-10
    60    0.15703E+04   -0.18918E+01    0.15910E-04   -0.18918E+01    0.20055E+00   -0.28182E-08    0.15910E-04   -0.28182E-08    0.27316E-10
    61    0.15917E+04   -0.21999E+01    0.15428E-04   -0.21999E+01    0.21064E+00   -0.22881E-08    0.15428E-04   -0.22881E-08    0.26262E-10
    62    0.16129E+04   -0.25203E+01    0.14962E-04   -0.25203E+01    0.22107E+00   -0.16096E-08    0.14962E-04   -0.16096E-08    0.25260E-10
    63    0.16342E+04   -0.28543E+01    0.14512E-04   -0.28543E+01    0.23178E+00   -0.92012E-09    0.14512E-04   -0.92012E-09    0.24307E-10
    64    0.16560E+04   -0.32033E+01    0.14078E-04   -0.32033E+01    0.24278E+00   -0.35706E-09    0.14078E-04   -0.35706E-09    0.23401E-10
    65    0.16777E+04   -0.35684E+01    0.13660E-04   -0.35684E+01    0.25406E+00   -0.57812E-10    0.13660E-04   -0.57812E-10    0.22538E-10
    66    0.16998E+04   -0.39479E+01    0.13257E-04   -0.39479E+01    0.26552E+00   -0.12517E-09    0.13257E-04   -0.12517E-09    0.21715E-10
    67    0.17221E+04   -0.43389E+01    0.12869E-04   -0.43389E+01    0.27719E+00   -0.52338E-09    0.12869E-04   -0.52338E-09    0.20931E-10
    68    0.17448E+04   -0.47395E+01    0.12497E-04   -0.47395E+01    0.28910E+00   -0.11821E-08    0.12497E-04   -0.11821E-08    0.20183E-10
    69    0.17676E+04   -0.51477E+01    0.12141E-04   -0.51477E+01    0.30121E+00   -0.20309E-08    0.12141E-04   -0.20309E-08    0.19470E-10
    70    0.17908E+04   -0.55650E+01    0.11801E-04   -0.55650E+01    0.31357E+00   -0.29996E-08    0.11801E-04   -0.29996E-08    0.18789E-10
    71    0.18142E+04   -0.59934E+01    0.11478E-04   -0.59934E+01    0.32617E+00   -0.40100E-08    0.11478E-04   -0.40100E-08    0.18138E-10
    72    0.18377E+04   -0.64345E+01    0.11169E-04   -0.64345E+01    0.33897E+00   -0.49541E-08    0.11169E-04   -0.49541E-08    0.17516E-10
    73    0.18614E+04   -0.68886E+01    0.10874E-04   -0.68886E+01    0.35196E+00   -0.57160E-08    0.10874E-04   -0.57160E-08    0.16921E-10
    74    0.18853E+04   -0.73551E+01    0.10590E-04   -0.73551E+01    0.36510E+00   -0.61800E-08    0.10590E-04   -0.61800E-08    0.16352E-10
    75    0.19095E+04   -0.78324E+01    0.10317E-04   -0.78324E+01    0.37842E+00   -0.62303E-08    0.10317E-04   -0.62303E-08    0.15807E-10
    76    0.19339E+04   -0.83199E+01    0.10052E-04   -0.83199E+01    0.39192E+00   -0.58020E-08    0.10052E-04   -0.58020E-08    0.15284E-10
    77    0.19587E+04   -0.88176E+01    0.97963E-05   -0.88176E+01    0.40558E+00   -0.50335E-08    0.97963E-05   -0.50335E-08    0.14784E-10
    78    0.19839E+04   -0.93270E+01    0.95481E-05   -0.93270E+01    0.41943E+00   -0.41140E-08    0.95481E-05   -0.41140E-08    0.14304E-10
    79    0.20092E+04   -0.98445E+01    0.93074E-05   -0.98445E+01    0.43341E+00   -0.32330E-08    0.93074E-05   -0.32330E-08    0.13844E-10
    80    0.20348E+04   -0.10372E+02    0.90738E-05   -0.10372E+02    0.44754E+00   -0.25796E-08    0.90738E-05   -0.25796E-08    0.13403E-10
    81    0.20606E+04   -0.10909E+02    0.88469E-05   -0.10909E+02    0.46174E+00   -0.22999E-08    0.88469E-05   -0.22999E-08    0.12979E-10
    82    0.20866E+04   -0.11456E+02    0.86268E-05   -0.11456E+02    0.47606E+00   -0.23671E-08    0.86268E-05   -0.23671E-08    0.12573E-10
    83    0.21129E+04   -0.12012E+02    0.84138E-05   -0.12012E+02    0.49046E+00   -0.27111E-08    0.84138E-05   -0.27111E-08    0.12182E-10
    84    0.21394E+04   -0.12574E+02    0.82081E-05   -0.12574E+02    0.50494E+00   -0.32619E-08    0.82081E-05   -0.32619E-08    0.11807E-10
    85    0.21660E+04   -0.13144E+02    0.80097E-05   -0.13144E+02    0.51947E+00   -0.39493E-08    0.80097E-05   -0.39493E-08    0.11446E-10
    86    0.21928E+04   -0.13720E+02    0.78187E-05   -0.13720E+02    0.53407E+00   -0.47081E-08    0.78187E-05   -0.47081E-08    0.11100E-10
    87    0.22201E+04   -0.14302E+02    0.76349E-05   -0.14302E+02    0.54872E+00   -0.54923E-08    0.76349E-05   -0.54923E-08    0.10766E-10
    88    0.22474E+04   -0.14890E+02    0.74575E-05   -0.14890E+02    0.56341E+00   -0.62605E-08    0.74575E-05   -0.62605E-08    0.10446E-10
    89    0.22750E+04   -0.15486E+02    0.72861E-05   -0.15486E+02    0.57814E+00   -0.69714E-08    0.72861E-05   -0.69714E-08    0.10137E-10
    90    0.23028E+04   -0.16086E+02    0.71202E-05   -0.16086E+02    0.59288E+00   -0.75839E-08    0.71202E-05   -0.75839E-08    0.98390E-11
