#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.162767E+04   0.686266E-01   0.247655E-01   0.368348E+01   0.448709E-07   0.331690E-02  -0.160557E-04
     3   0.145700E+04   0.106513E+00   0.285489E-01   0.379627E+01   0.538855E-07   0.333982E-02  -0.195837E-04
     4   0.136155E+04   0.118612E+00   0.280268E-01   0.367920E+01   0.615347E-07   0.329289E-02  -0.196735E-04
     5   0.129604E+04   0.106112E+00   0.246263E-01   0.332506E+01   0.680824E-07   0.321493E-02  -0.172982E-04
     6   0.125063E+04   0.803136E-01   0.199149E-01   0.286116E+01   0.737134E-07   0.312564E-02  -0.133431E-04
     7   0.122010E+04   0.532627E-01   0.151443E-01   0.237550E+01   0.786019E-07   0.303452E-02  -0.867881E-05
     8   0.119991E+04   0.325313E-01   0.110767E-01   0.192231E+01   0.828718E-07   0.294214E-02  -0.410499E-05
     9   0.118743E+04   0.201605E-01   0.802842E-02   0.153096E+01   0.866240E-07   0.284812E-02  -0.244732E-06
    10   0.118087E+04   0.144771E-01   0.601683E-02   0.122266E+01   0.899210E-07   0.275481E-02   0.255926E-05
    11   0.117831E+04   0.125420E-01   0.489923E-02   0.100230E+01   0.928455E-07   0.266771E-02   0.422275E-05
    12   0.117950E+04   0.119856E-01   0.448054E-02   0.868164E+00   0.954043E-07   0.258731E-02   0.478814E-05
    13   0.118235E+04   0.116072E-01   0.455006E-02   0.807982E+00   0.976848E-07   0.251714E-02   0.438026E-05
    14   0.118711E+04   0.112642E-01   0.494211E-02   0.792059E+00   0.996790E-07   0.244992E-02   0.324786E-05
    15   0.119308E+04   0.111978E-01   0.553341E-02   0.808705E+00   0.101450E-06   0.238621E-02   0.177971E-05
    16   0.120147E+04   0.116178E-01   0.624146E-02   0.844427E+00   0.103002E-06   0.232316E-02   0.391542E-06
    17   0.121169E+04   0.124626E-01   0.702106E-02   0.885033E+00   0.104359E-06   0.226209E-02  -0.731211E-06
    18   0.122231E+04   0.136002E-01   0.784014E-02   0.920392E+00   0.105550E-06   0.220511E-02  -0.149226E-05
    19   0.123406E+04   0.148920E-01   0.868856E-02   0.948502E+00   0.106585E-06   0.215125E-02  -0.190402E-05
    20   0.124534E+04   0.162211E-01   0.956212E-02   0.961300E+00   0.107471E-06   0.209911E-02  -0.199536E-05
    21   0.125691E+04   0.176438E-01   0.104585E-01   0.965277E+00   0.108224E-06   0.204841E-02  -0.175738E-05
    22   0.126885E+04   0.192649E-01   0.113758E-01   0.964115E+00   0.108865E-06   0.199924E-02  -0.121388E-05
