#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.20572E+04    0.79370E-01    0.29603E-01    0.28922E+01    0.36271E-07    0.46715E-02   -0.16387E-04
     3    0.19407E+04    0.11754E+00    0.32705E-01    0.31652E+01    0.44009E-07    0.50243E-02   -0.19672E-04
     4    0.18066E+04    0.12071E+00    0.30422E-01    0.33373E+01    0.50874E-07    0.50913E-02   -0.18803E-04
     5    0.16855E+04    0.97818E-01    0.25169E-01    0.32097E+01    0.56952E-07    0.50329E-02   -0.15192E-04
     6    0.15884E+04    0.66415E-01    0.19109E-01    0.28702E+01    0.62325E-07    0.49178E-02   -0.10138E-04
     7    0.15143E+04    0.39959E-01    0.13667E-01    0.24308E+01    0.67101E-07    0.47789E-02   -0.48328E-05
     8    0.14581E+04    0.23579E-01    0.95161E-02    0.19799E+01    0.71360E-07    0.46281E-02   -0.24878E-06
     9    0.14160E+04    0.15925E-01    0.67732E-02    0.15756E+01    0.75174E-07    0.44712E-02    0.29940E-05
    10    0.13849E+04    0.13231E-01    0.52595E-02    0.12607E+01    0.78586E-07    0.43133E-02    0.47096E-05
    11    0.13619E+04    0.12358E-01    0.46866E-02    0.10475E+01    0.81663E-07    0.41620E-02    0.50635E-05
    12    0.13457E+04    0.11941E-01    0.47521E-02    0.93733E+00    0.84418E-07    0.40200E-02    0.43574E-05
    13    0.13342E+04    0.11595E-01    0.52295E-02    0.89915E+00    0.86883E-07    0.38862E-02    0.29405E-05
    14    0.13262E+04    0.11771E-01    0.59342E-02    0.89739E+00    0.89097E-07    0.37592E-02    0.11853E-05
    15    0.13218E+04    0.12468E-01    0.67686E-02    0.91869E+00    0.91082E-07    0.36360E-02   -0.43629E-06
    16    0.13206E+04    0.13537E-01    0.76676E-02    0.95451E+00    0.92856E-07    0.35146E-02   -0.15227E-05
    17    0.13224E+04    0.14890E-01    0.86099E-02    0.99015E+00    0.94442E-07    0.33971E-02   -0.20253E-05
    18    0.13257E+04    0.16308E-01    0.95857E-02    0.10134E+01    0.95858E-07    0.32855E-02   -0.20156E-05
    19    0.13313E+04    0.17835E-01    0.10589E-01    0.10212E+01    0.97113E-07    0.31792E-02   -0.17027E-05
    20    0.13372E+04    0.19620E-01    0.11616E-01    0.10124E+01    0.98216E-07    0.30769E-02   -0.12847E-05
    21    0.13438E+04    0.21702E-01    0.12666E-01    0.99858E+00    0.99183E-07    0.29784E-02   -0.79005E-06
    22    0.13512E+04    0.24157E-01    0.13736E-01    0.99016E+00    0.10003E-06    0.28836E-02   -0.24042E-06
    23    0.13593E+04    0.26948E-01    0.14825E-01    0.98456E+00    0.10076E-06    0.27928E-02    0.20326E-06
    24    0.13680E+04    0.29993E-01    0.15930E-01    0.97704E+00    0.10139E-06    0.27064E-02    0.37879E-06
    25    0.13774E+04    0.33312E-01    0.17048E-01    0.96705E+00    0.10192E-06    0.26242E-02    0.25250E-06
    26    0.13872E+04    0.36899E-01    0.18180E-01    0.95576E+00    0.10236E-06    0.25457E-02   -0.13509E-06
    27    0.13975E+04    0.40726E-01    0.19327E-01    0.93997E+00    0.10272E-06    0.24703E-02   -0.57445E-06
    28    0.14083E+04    0.44785E-01    0.20489E-01    0.91673E+00    0.10301E-06    0.23975E-02   -0.86146E-06
    29    0.14196E+04    0.49086E-01    0.21665E-01    0.88351E+00    0.10322E-06    0.23273E-02   -0.97685E-06
    30    0.14313E+04    0.53644E-01    0.22851E-01    0.83691E+00    0.10335E-06    0.22601E-02   -0.95948E-06
    31    0.14431E+04    0.58452E-01    0.24046E-01    0.77588E+00    0.10343E-06    0.21958E-02   -0.89714E-06
    32    0.14553E+04    0.63496E-01    0.25246E-01    0.69978E+00    0.10344E-06    0.21342E-02   -0.86056E-06
    33    0.14677E+04    0.68811E-01    0.26450E-01    0.60728E+00    0.10341E-06    0.20748E-02   -0.80508E-06
    34    0.14804E+04    0.74451E-01    0.27657E-01    0.49929E+00    0.10332E-06    0.20172E-02   -0.66888E-06
    35    0.14934E+04    0.80447E-01    0.28867E-01    0.38314E+00    0.10320E-06    0.19615E-02   -0.43558E-06
    36    0.15066E+04    0.86815E-01    0.30078E-01    0.26400E+00    0.10302E-06    0.19078E-02   -0.12921E-06
    37    0.15199E+04    0.93501E-01    0.31288E-01    0.13564E+00    0.10281E-06    0.18565E-02    0.11011E-06
