#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.12752E+04    0.69271E-01    0.24924E-01    0.43684E+01    0.81140E-07   -0.16533E-02   -0.17393E-04
     3    0.11687E+04    0.10748E+00    0.28728E-01    0.42911E+01    0.97982E-07   -0.15890E-02   -0.20882E-04
     4    0.11322E+04    0.11943E+00    0.28166E-01    0.40214E+01    0.11213E-06   -0.15816E-02   -0.20967E-04
     5    0.11112E+04    0.10651E+00    0.24699E-01    0.35550E+01    0.12424E-06   -0.15957E-02   -0.18557E-04
     6    0.10988E+04    0.80295E-01    0.19933E-01    0.30045E+01    0.13468E-06   -0.16146E-02   -0.14573E-04
     7    0.10933E+04    0.53021E-01    0.15132E-01    0.24492E+01    0.14375E-06   -0.16320E-02   -0.99476E-05
     8    0.10929E+04    0.32269E-01    0.11064E-01    0.19421E+01    0.15165E-06   -0.16504E-02   -0.54365E-05
     9    0.10964E+04    0.19970E-01    0.80419E-02    0.15131E+01    0.15858E-06   -0.16720E-02   -0.15777E-05
    10    0.11029E+04    0.14364E-01    0.60712E-02    0.11806E+01    0.16465E-06   -0.16922E-02    0.12495E-05
    11    0.11110E+04    0.12471E-01    0.50037E-02    0.94971E+00    0.17002E-06   -0.17054E-02    0.28232E-05
    12    0.11207E+04    0.11963E-01    0.46342E-02    0.81888E+00    0.17472E-06   -0.17102E-02    0.31476E-05
    13    0.11310E+04    0.11650E-01    0.47607E-02    0.76731E+00    0.17884E-06   -0.17098E-02    0.25698E-05
    14    0.11416E+04    0.11453E-01    0.52013E-02    0.76906E+00    0.18247E-06   -0.17075E-02    0.14717E-05
    15    0.11530E+04    0.11562E-01    0.58416E-02    0.80407E+00    0.18564E-06   -0.17037E-02    0.11957E-06
    16    0.11659E+04    0.12138E-01    0.65946E-02    0.85525E+00    0.18842E-06   -0.16985E-02   -0.12624E-05
    17    0.11798E+04    0.13176E-01    0.74165E-02    0.90819E+00    0.19083E-06   -0.16916E-02   -0.24892E-05
    18    0.11937E+04    0.14441E-01    0.82784E-02    0.95244E+00    0.19293E-06   -0.16831E-02   -0.33911E-05
    19    0.12083E+04    0.15796E-01    0.91703E-02    0.98365E+00    0.19474E-06   -0.16739E-02   -0.38139E-05
    20    0.12221E+04    0.17210E-01    0.10087E-01    0.99744E+00    0.19627E-06   -0.16646E-02   -0.36814E-05
    21    0.12357E+04    0.18709E-01    0.11027E-01    0.99744E+00    0.19755E-06   -0.16545E-02   -0.32102E-05
    22    0.12494E+04    0.20415E-01    0.11988E-01    0.98840E+00    0.19862E-06   -0.16430E-02   -0.26539E-05
    23    0.12630E+04    0.22409E-01    0.12968E-01    0.97645E+00    0.19949E-06   -0.16307E-02   -0.21327E-05
    24    0.12766E+04    0.24713E-01    0.13966E-01    0.96644E+00    0.20018E-06   -0.16182E-02   -0.17120E-05
    25    0.12903E+04    0.27316E-01    0.14978E-01    0.95688E+00    0.20070E-06   -0.16054E-02   -0.13726E-05
    26    0.13038E+04    0.30162E-01    0.16002E-01    0.94698E+00    0.20107E-06   -0.15919E-02   -0.10998E-05
    27    0.13174E+04    0.33236E-01    0.17039E-01    0.93802E+00    0.20131E-06   -0.15775E-02   -0.98045E-06
    28    0.13310E+04    0.36550E-01    0.18091E-01    0.93171E+00    0.20142E-06   -0.15623E-02   -0.10942E-05
    29    0.13446E+04    0.40083E-01    0.19157E-01    0.92418E+00    0.20141E-06   -0.15464E-02   -0.13911E-05
    30    0.13584E+04    0.43825E-01    0.20234E-01    0.90914E+00    0.20128E-06   -0.15300E-02   -0.17765E-05
    31    0.13720E+04    0.47786E-01    0.21323E-01    0.88262E+00    0.20104E-06   -0.15136E-02   -0.21032E-05
    32    0.13857E+04    0.51969E-01    0.22419E-01    0.84206E+00    0.20072E-06   -0.14978E-02   -0.22475E-05
    33    0.13996E+04    0.56355E-01    0.23524E-01    0.78853E+00    0.20032E-06   -0.14819E-02   -0.22298E-05
    34    0.14135E+04    0.60934E-01    0.24635E-01    0.72419E+00    0.19985E-06   -0.14656E-02   -0.21118E-05
    35    0.14273E+04    0.65722E-01    0.25750E-01    0.64897E+00    0.19930E-06   -0.14487E-02   -0.19760E-05
    36    0.14412E+04    0.70749E-01    0.26866E-01    0.56158E+00    0.19869E-06   -0.14317E-02   -0.18807E-05
    37    0.14550E+04    0.76059E-01    0.27986E-01    0.46186E+00    0.19802E-06   -0.14147E-02   -0.17685E-05
    38    0.14690E+04    0.81692E-01    0.29110E-01    0.35194E+00    0.19730E-06   -0.13980E-02   -0.15784E-05
    39    0.14833E+04    0.87624E-01    0.30236E-01    0.23315E+00    0.19653E-06   -0.13815E-02   -0.13499E-05
    40    0.14976E+04    0.93824E-01    0.31360E-01    0.10643E+00    0.19571E-06   -0.13650E-02   -0.11475E-05
    41    0.15121E+04    0.10027E+00    0.32478E-01   -0.27849E-01    0.19485E-06   -0.13483E-02   -0.10226E-05
    42    0.15264E+04    0.10698E+00    0.33590E-01   -0.17077E+00    0.19395E-06   -0.13316E-02   -0.97479E-06
    43    0.15408E+04    0.11397E+00    0.34694E-01   -0.32374E+00    0.19302E-06   -0.13150E-02   -0.99078E-06
    44    0.15550E+04    0.12124E+00    0.35790E-01   -0.48729E+00    0.19204E-06   -0.12985E-02   -0.10575E-05
    45    0.15696E+04    0.12881E+00    0.36876E-01   -0.66187E+00    0.19104E-06   -0.12823E-02   -0.11617E-05
    46    0.15844E+04    0.13669E+00    0.37951E-01   -0.84969E+00    0.19002E-06   -0.12666E-02   -0.12897E-05
    47    0.15993E+04    0.14487E+00    0.39013E-01   -0.10501E+01    0.18897E-06   -0.12512E-02   -0.14248E-05
    48    0.16141E+04    0.15334E+00    0.40062E-01   -0.12590E+01    0.18790E-06   -0.12359E-02   -0.15497E-05
    49    0.16291E+04    0.16207E+00    0.41095E-01   -0.14730E+01    0.18681E-06   -0.12207E-02   -0.16472E-05
