#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.45129E+05    0.91077E-01    0.24389E-01    0.56995E+02    0.33147E-07   -0.12641E-01   -0.16536E-04
     3    0.38246E+05    0.14482E+00    0.28244E-01    0.66163E+02    0.40692E-07   -0.11586E-01   -0.20413E-04
     4    0.33232E+05    0.16350E+00    0.27851E-01    0.65600E+02    0.47169E-07   -0.10949E-01   -0.20739E-04
     5    0.29384E+05    0.14767E+00    0.24581E-01    0.58759E+02    0.52806E-07   -0.10508E-01   -0.18446E-04
     6    0.26331E+05    0.11239E+00    0.19973E-01    0.48456E+02    0.57733E-07   -0.10176E-01   -0.14410E-04
     7    0.23845E+05    0.74635E-01    0.15266E-01    0.36860E+02    0.62074E-07   -0.99147E-02   -0.95452E-05
     8    0.21777E+05    0.45596E-01    0.11230E-01    0.25544E+02    0.65917E-07   -0.96971E-02   -0.46874E-05
     9    0.20030E+05    0.28660E-01    0.81923E-02    0.15565E+02    0.69336E-07   -0.95039E-02   -0.45004E-06
    10    0.18524E+05    0.21585E-01    0.61795E-02    0.75423E+01    0.72377E-07   -0.93227E-02    0.28112E-05
    11    0.17203E+05    0.19915E-01    0.50588E-02    0.16921E+01    0.75104E-07   -0.91538E-02    0.49053E-05
    12    0.16033E+05    0.19772E-01    0.46373E-02   -0.20512E+01    0.77533E-07   -0.89964E-02    0.57118E-05
    13    0.15003E+05    0.19296E-01    0.47182E-02   -0.39727E+01    0.79697E-07   -0.88503E-02    0.53804E-05
    14    0.14104E+05    0.18144E-01    0.51225E-02   -0.44197E+01    0.81630E-07   -0.87152E-02    0.41644E-05
    15    0.13316E+05    0.16964E-01    0.57348E-02   -0.38033E+01    0.83356E-07   -0.85872E-02    0.24943E-05
    16    0.12616E+05    0.16473E-01    0.64667E-02   -0.25326E+01    0.84892E-07   -0.84624E-02    0.77349E-06
    17    0.11985E+05    0.16890E-01    0.72716E-02   -0.94826E+00    0.86258E-07   -0.83394E-02   -0.84497E-06
    18    0.11406E+05    0.18040E-01    0.81184E-02    0.65613E+00    0.87473E-07   -0.82178E-02   -0.22610E-05
    19    0.10876E+05    0.19520E-01    0.89959E-02    0.21002E+01    0.88545E-07   -0.80981E-02   -0.33385E-05
    20    0.10392E+05    0.20984E-01    0.98987E-02    0.32521E+01    0.89481E-07   -0.79812E-02   -0.39611E-05
    21    0.99488E+04    0.22285E-01    0.10824E-01    0.40760E+01    0.90297E-07   -0.78672E-02   -0.41234E-05
    22    0.95433E+04    0.23455E-01    0.11771E-01    0.45713E+01    0.91007E-07   -0.77561E-02   -0.38784E-05
    23    0.91715E+04    0.24678E-01    0.12737E-01    0.47869E+01    0.91619E-07   -0.76476E-02   -0.34036E-05
    24    0.88301E+04    0.26123E-01    0.13721E-01    0.47837E+01    0.92138E-07   -0.75416E-02   -0.28720E-05
    25    0.85163E+04    0.27916E-01    0.14720E-01    0.46205E+01    0.92572E-07   -0.74379E-02   -0.23214E-05
    26    0.82271E+04    0.30114E-01    0.15730E-01    0.43546E+01    0.92928E-07   -0.73366E-02   -0.17664E-05
    27    0.79600E+04    0.32703E-01    0.16754E-01    0.40334E+01    0.93215E-07   -0.72369E-02   -0.12651E-05
    28    0.77121E+04    0.35671E-01    0.17792E-01    0.36991E+01    0.93437E-07   -0.71383E-02   -0.88240E-06
    29    0.74814E+04    0.38962E-01    0.18843E-01    0.33791E+01    0.93594E-07   -0.70405E-02   -0.66942E-06
    30    0.72659E+04    0.42531E-01    0.19907E-01    0.30902E+01    0.93688E-07   -0.69435E-02   -0.64137E-06
    31    0.70648E+04    0.46371E-01    0.20981E-01    0.28291E+01    0.93727E-07   -0.68485E-02   -0.68475E-06
    32    0.68777E+04    0.50466E-01    0.22064E-01    0.25888E+01    0.93719E-07   -0.67563E-02   -0.67711E-06
    33    0.67034E+04    0.54801E-01    0.23156E-01    0.23669E+01    0.93667E-07   -0.66663E-02   -0.58612E-06
    34    0.65404E+04    0.59368E-01    0.24254E-01    0.21644E+01    0.93574E-07   -0.65774E-02   -0.42632E-06
    35    0.63878E+04    0.64163E-01    0.25357E-01    0.19860E+01    0.93441E-07   -0.64892E-02   -0.30946E-06
    36    0.62447E+04    0.69192E-01    0.26461E-01    0.18340E+01    0.93273E-07   -0.64012E-02   -0.33640E-06
    37    0.61100E+04    0.74476E-01    0.27569E-01    0.17001E+01    0.93072E-07   -0.63142E-02   -0.46910E-06
    38    0.59828E+04    0.80039E-01    0.28681E-01    0.15765E+01    0.92840E-07   -0.62287E-02   -0.64134E-06
    39    0.58628E+04    0.85868E-01    0.29796E-01    0.14586E+01    0.92579E-07   -0.61448E-02   -0.81192E-06
    40    0.57496E+04    0.91945E-01    0.30910E-01    0.13423E+01    0.92291E-07   -0.60625E-02   -0.94603E-06
    41    0.56430E+04    0.98264E-01    0.32019E-01    0.12234E+01    0.91978E-07   -0.59818E-02   -0.10176E-05
    42    0.55425E+04    0.10483E+00    0.33123E-01    0.10966E+01    0.91641E-07   -0.59026E-02   -0.10350E-05
    43    0.54477E+04    0.11167E+00    0.34219E-01    0.95693E+00    0.91282E-07   -0.58246E-02   -0.10155E-05
    44    0.53578E+04    0.11877E+00    0.35308E-01    0.79994E+00    0.90902E-07   -0.57477E-02   -0.97594E-06
    45    0.52729E+04    0.12614E+00    0.36387E-01    0.62142E+00    0.90504E-07   -0.56716E-02   -0.93333E-06
    46    0.51923E+04    0.13379E+00    0.37457E-01    0.41621E+00    0.90090E-07   -0.55962E-02   -0.90051E-06
    47    0.51158E+04    0.14172E+00    0.38515E-01    0.18540E+00    0.89661E-07   -0.55217E-02   -0.87418E-06
