#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
     2   0.133635E+04   0.397244E+01   0.339412E-02   0.342033E-01   0.150670E-02   0.397244E+01   0.538126E-01  -0.161531E-04   0.179966E-05  -0.419204E-06   0.339412E-02  -0.161531E-04   0.487518E-07   0.304854E-06   0.235280E-07   0.342033E-01   0.179966E-05   0.304854E-06   0.117124E-04   0.119029E-06   0.150670E-02  -0.419204E-06   0.235280E-07   0.119029E-06   0.178378E-07
     3   0.125839E+04   0.490338E+01   0.341246E-02   0.428139E-01   0.173379E-02   0.490338E+01   0.870232E-01  -0.196732E-04   0.868460E-05  -0.595645E-07   0.341246E-02  -0.196732E-04   0.592683E-07   0.513821E-06   0.348375E-07   0.428139E-01   0.868460E-05   0.513821E-06   0.232857E-04   0.261986E-06   0.173379E-02  -0.595645E-07   0.348375E-07   0.261986E-06   0.358418E-07
     4   0.117949E+04   0.501930E+01   0.334752E-02   0.500709E-01   0.188999E-02   0.501930E+01   0.971308E-01  -0.197136E-04   0.962663E-05   0.118252E-06   0.334752E-02  -0.197136E-04   0.683326E-07   0.758938E-06   0.461630E-07   0.500709E-01   0.962663E-05   0.758938E-06   0.390100E-04   0.473390E-06   0.188999E-02   0.118252E-06   0.461630E-07   0.473390E-06   0.590127E-07
     5   0.111531E+04   0.465315E+01   0.324726E-02   0.564773E-01   0.200210E-02   0.465315E+01   0.856588E-01  -0.172884E-04   0.919704E-05   0.164064E-06   0.324726E-02  -0.172884E-04   0.762105E-07   0.103240E-05   0.571877E-07   0.564773E-01   0.919704E-05   0.103240E-05   0.592164E-04   0.756571E-06   0.200210E-02   0.164064E-06   0.571877E-07   0.756571E-06   0.864613E-07
     6   0.106578E+04   0.406374E+01   0.313497E-02   0.620817E-01   0.207959E-02   0.406374E+01   0.629989E-01  -0.133140E-04   0.796998E-05   0.169125E-06   0.313497E-02  -0.133140E-04   0.830873E-07   0.132713E-05   0.676852E-07   0.620817E-01   0.796998E-05   0.132713E-05   0.841870E-04   0.111173E-05   0.207959E-02   0.169125E-06   0.676852E-07   0.111173E-05   0.117281E-06
     7   0.102834E+04   0.341406E+01   0.302057E-02   0.669003E-01   0.213026E-02   0.341406E+01   0.399655E-01  -0.866100E-05   0.948010E-05   0.183879E-06   0.302057E-02  -0.866100E-05   0.891432E-07   0.163718E-05   0.775818E-07   0.669003E-01   0.948010E-05   0.163718E-05   0.114130E-03   0.153775E-05   0.213026E-02   0.183879E-06   0.775818E-07   0.153775E-05   0.150743E-06
     8   0.999775E+03   0.280152E+01   0.290494E-02   0.710984E-01   0.216059E-02   0.280152E+01   0.230008E-01  -0.412007E-05   0.115936E-04   0.197324E-06   0.290494E-02  -0.412007E-05   0.945074E-07   0.195786E-05   0.868331E-07   0.710984E-01   0.115936E-04   0.195786E-05   0.149127E-03   0.203268E-05   0.216059E-02   0.197324E-06   0.868331E-07   0.203268E-05   0.186204E-06
     9   0.978169E+03   0.227441E+01   0.278879E-02   0.747631E-01   0.217513E-02   0.227441E+01   0.134620E-01  -0.332321E-06   0.988827E-05   0.174952E-06   0.278879E-02  -0.332321E-06   0.992870E-07   0.228519E-05   0.954337E-07   0.747631E-01   0.988827E-05   0.228519E-05   0.189253E-03   0.259363E-05   0.217513E-02   0.174952E-06   0.954337E-07   0.259363E-05   0.223140E-06
    10   0.961919E+03   0.185733E+01   0.267559E-02   0.778465E-01   0.217621E-02   0.185733E+01   0.945773E-02   0.233842E-05   0.717352E-05   0.136266E-06   0.267559E-02   0.233842E-05   0.103547E-06   0.261483E-05   0.103383E-06   0.778465E-01   0.717352E-05   0.261483E-05   0.234370E-03   0.321595E-05   0.217621E-02   0.136266E-06   0.103383E-06   0.321595E-05   0.261091E-06
    11   0.949561E+03   0.155950E+01   0.257062E-02   0.804041E-01   0.216667E-02   0.155950E+01   0.819604E-02   0.383760E-05   0.686320E-05   0.126325E-06   0.257062E-02   0.383760E-05   0.107379E-06   0.294458E-05   0.110723E-06   0.804041E-01   0.686320E-05   0.294458E-05   0.284428E-03   0.389630E-05   0.216667E-02   0.126325E-06   0.110723E-06   0.389630E-05   0.299750E-06
    12   0.941601E+03   0.137830E+01   0.247373E-02   0.824728E-01   0.214814E-02   0.137830E+01   0.762115E-02   0.427729E-05   0.783150E-05   0.145337E-06   0.247373E-02   0.427729E-05   0.110786E-06   0.327021E-05   0.117433E-06   0.824728E-01   0.783150E-05   0.327021E-05   0.339107E-03   0.462767E-05   0.214814E-02   0.145337E-06   0.117433E-06   0.462767E-05   0.338693E-06
    13   0.935295E+03   0.129108E+01   0.238790E-02   0.841589E-01   0.212390E-02   0.129108E+01   0.687715E-02   0.381361E-05   0.824905E-05   0.156542E-06   0.238790E-02   0.381361E-05   0.113867E-06   0.359107E-05   0.123602E-06   0.841589E-01   0.824905E-05   0.359107E-05   0.398274E-03   0.540734E-05   0.212390E-02   0.156542E-06   0.123602E-06   0.540734E-05   0.377844E-06
    14   0.930601E+03   0.126761E+01   0.230655E-02   0.854599E-01   0.209429E-02   0.126761E+01   0.599369E-02   0.265472E-05   0.784166E-05   0.142151E-06   0.230655E-02   0.265472E-05   0.116612E-06   0.390362E-05   0.129213E-06   0.854599E-01   0.784166E-05   0.390362E-05   0.461495E-03   0.622747E-05   0.209429E-02   0.142151E-06   0.129213E-06   0.622747E-05   0.416865E-06
    15   0.926517E+03   0.128617E+01   0.223004E-02   0.864337E-01   0.206104E-02   0.128617E+01   0.531323E-02   0.113940E-05   0.703383E-05   0.118929E-06   0.223004E-02   0.113940E-05   0.119091E-06   0.420759E-05   0.134344E-06   0.864337E-01   0.703383E-05   0.420759E-05   0.528552E-03   0.708486E-05   0.206104E-02   0.118929E-06   0.134344E-06   0.708486E-05   0.455742E-06
    16   0.925135E+03   0.133458E+01   0.215506E-02   0.870968E-01   0.202472E-02   0.133458E+01   0.506031E-02  -0.297682E-06   0.646368E-05   0.109370E-06   0.215506E-02  -0.297682E-06   0.121310E-06   0.450072E-05   0.139002E-06   0.870968E-01   0.646368E-05   0.450072E-05   0.598997E-03   0.797270E-05   0.202472E-02   0.109370E-06   0.139002E-06   0.797270E-05   0.494275E-06
    17   0.926054E+03   0.139736E+01   0.208265E-02   0.874755E-01   0.198609E-02   0.139736E+01   0.516194E-02  -0.140857E-05   0.626370E-05   0.109855E-06   0.208265E-02  -0.140857E-05   0.123294E-06   0.478204E-05   0.143225E-06   0.874755E-01   0.626370E-05   0.478204E-05   0.672459E-03   0.888596E-05   0.198609E-02   0.109855E-06   0.143225E-06   0.888596E-05   0.532396E-06
    18   0.927789E+03   0.146165E+01   0.201480E-02   0.876022E-01   0.194601E-02   0.146165E+01   0.547952E-02  -0.205621E-05   0.632454E-05   0.110870E-06   0.201480E-02  -0.205621E-05   0.125078E-06   0.505101E-05   0.147056E-06   0.876022E-01   0.632454E-05   0.505101E-05   0.748588E-03   0.982020E-05   0.194601E-02   0.110870E-06   0.147056E-06   0.982020E-05   0.570078E-06
    19   0.931085E+03   0.152391E+01   0.195103E-02   0.875010E-01   0.190489E-02   0.152391E+01   0.589174E-02  -0.232858E-05   0.614855E-05   0.106829E-06   0.195103E-02  -0.232858E-05   0.126671E-06   0.530659E-05   0.150516E-06   0.875010E-01   0.614855E-05   0.530659E-05   0.826927E-03   0.107697E-04   0.190489E-02   0.106829E-06   0.150516E-06   0.107697E-04   0.607240E-06
    20   0.934381E+03   0.157516E+01   0.189028E-02   0.871938E-01   0.186308E-02   0.157516E+01   0.630389E-02  -0.234119E-05   0.538377E-05   0.955800E-07   0.189028E-02  -0.234119E-05   0.128081E-06   0.554784E-05   0.153624E-06   0.871938E-01   0.538377E-05   0.554784E-05   0.907017E-03   0.117289E-04   0.186308E-02   0.955800E-07   0.153624E-06   0.117289E-04   0.643806E-06
    21   0.938357E+03   0.162230E+01   0.183189E-02   0.867016E-01   0.182095E-02   0.162230E+01   0.679078E-02  -0.209463E-05   0.464914E-05   0.847812E-07   0.183189E-02  -0.209463E-05   0.129328E-06   0.577475E-05   0.156414E-06   0.867016E-01   0.464914E-05   0.577475E-05   0.988500E-03   0.126943E-04   0.182095E-02   0.847812E-07   0.156414E-06   0.126943E-04   0.679789E-06
    22   0.943015E+03   0.166992E+01   0.177543E-02   0.860447E-01   0.177886E-02   0.166992E+01   0.746921E-02  -0.159268E-05   0.458186E-05   0.817903E-07   0.177543E-02  -0.159268E-05   0.130435E-06   0.598750E-05   0.158920E-06   0.860447E-01   0.458186E-05   0.598750E-05   0.107104E-02   0.136627E-04   0.177886E-02   0.817903E-07   0.158920E-06   0.136627E-04   0.715211E-06
    23   0.947988E+03   0.172117E+01   0.172121E-02   0.852425E-01   0.173705E-02   0.172117E+01   0.838195E-02  -0.966831E-06   0.492117E-05   0.829589E-07   0.172121E-02  -0.966831E-06   0.131410E-06   0.618595E-05   0.161164E-06   0.852425E-01   0.492117E-05   0.618595E-05   0.115425E-02   0.146301E-04   0.173705E-02   0.829589E-07   0.161164E-06   0.146301E-04   0.750054E-06
    24   0.953624E+03   0.177823E+01   0.166964E-02   0.843149E-01   0.169570E-02   0.177823E+01   0.955199E-02  -0.379934E-06   0.523464E-05   0.827901E-07   0.166964E-02  -0.379934E-06   0.132259E-06   0.637000E-05   0.163161E-06   0.843149E-01   0.523464E-05   0.637000E-05   0.123778E-02   0.155929E-04   0.169570E-02   0.827901E-07   0.163161E-06   0.155929E-04   0.784298E-06
    25   0.960064E+03   0.183638E+01   0.162081E-02   0.832842E-01   0.165501E-02   0.183638E+01   0.109662E-01   0.748854E-08   0.530113E-05   0.793994E-07   0.162081E-02   0.748854E-08   0.132993E-06   0.653999E-05   0.164935E-06   0.832842E-01   0.530113E-05   0.653999E-05   0.132132E-02   0.165487E-04   0.165501E-02   0.793994E-07   0.164935E-06   0.165487E-04   0.817957E-06
    26   0.966819E+03   0.190089E+01   0.157465E-02   0.821702E-01   0.161513E-02   0.190089E+01   0.126064E-01   0.869790E-07   0.503787E-05   0.727008E-07   0.157465E-02   0.869790E-07   0.133625E-06   0.669636E-05   0.166508E-06   0.821702E-01   0.503787E-05   0.669636E-05   0.140459E-02   0.174957E-04   0.161513E-02   0.727008E-07   0.166508E-06   0.174957E-04   0.851054E-06
    27   0.974273E+03   0.197097E+01   0.153069E-02   0.809807E-01   0.157609E-02   0.197097E+01   0.144457E-01  -0.439736E-07   0.470414E-05   0.661892E-07   0.153069E-02  -0.439736E-07   0.134162E-06   0.683959E-05   0.167899E-06   0.809807E-01   0.470414E-05   0.683959E-05   0.148735E-02   0.184320E-04   0.157609E-02   0.661892E-07   0.167899E-06   0.184320E-04   0.883609E-06
    28   0.982237E+03   0.203937E+01   0.148852E-02   0.797220E-01   0.153791E-02   0.203937E+01   0.164450E-01  -0.252937E-06   0.456262E-05   0.632154E-07   0.148852E-02  -0.252937E-06   0.134611E-06   0.697011E-05   0.169122E-06   0.797220E-01   0.456262E-05   0.697011E-05   0.156937E-02   0.193556E-04   0.153791E-02   0.632154E-07   0.169122E-06   0.193556E-04   0.915631E-06
    29   0.990635E+03   0.210816E+01   0.144826E-02   0.784047E-01   0.150060E-02   0.210816E+01   0.186237E-01  -0.473653E-06   0.454745E-05   0.629716E-07   0.144826E-02  -0.473653E-06   0.134973E-06   0.708817E-05   0.170185E-06   0.784047E-01   0.454745E-05   0.708817E-05   0.165039E-02   0.202649E-04   0.150060E-02   0.629716E-07   0.170185E-06   0.202649E-04   0.947087E-06
    30   0.999683E+03   0.216725E+01   0.141006E-02   0.770411E-01   0.146417E-02   0.216725E+01   0.210057E-01  -0.672405E-06   0.452686E-05   0.636601E-07   0.141006E-02  -0.672405E-06   0.135249E-06   0.719414E-05   0.171095E-06   0.770411E-01   0.452686E-05   0.719414E-05   0.173017E-02   0.211584E-04   0.146417E-02   0.636601E-07   0.171095E-06   0.211584E-04   0.977952E-06
    31   0.100881E+04   0.222237E+01   0.137367E-02   0.756439E-01   0.142871E-02   0.222237E+01   0.235654E-01  -0.879460E-06   0.443419E-05   0.636831E-07   0.137367E-02  -0.879460E-06   0.135450E-06   0.728894E-05   0.171872E-06   0.756439E-01   0.443419E-05   0.728894E-05   0.180867E-02   0.220364E-04   0.142871E-02   0.636831E-07   0.171872E-06   0.220364E-04   0.100827E-05
    32   0.101886E+04   0.226409E+01   0.133878E-02   0.742256E-01   0.139428E-02   0.226409E+01   0.263005E-01  -0.111953E-05   0.424024E-05   0.618432E-07   0.133878E-02  -0.111953E-05   0.135586E-06   0.737352E-05   0.172535E-06   0.742256E-01   0.424024E-05   0.737352E-05   0.188582E-02   0.228994E-04   0.139428E-02   0.618432E-07   0.172535E-06   0.228994E-04   0.103811E-05
    33   0.102929E+04   0.229068E+01   0.130504E-02   0.727957E-01   0.136087E-02   0.229068E+01   0.291836E-01  -0.133114E-05   0.400082E-05   0.583460E-07   0.130504E-02  -0.133114E-05   0.135663E-06   0.744858E-05   0.173094E-06   0.727957E-01   0.400082E-05   0.744858E-05   0.196158E-02   0.237475E-04   0.136087E-02   0.583460E-07   0.173094E-06   0.237475E-04   0.106747E-05
    34   0.104005E+04   0.230454E+01   0.127215E-02   0.713627E-01   0.132849E-02   0.230454E+01   0.322582E-01  -0.143795E-05   0.378622E-05   0.538465E-07   0.127215E-02  -0.143795E-05   0.135683E-06   0.751474E-05   0.173555E-06   0.713627E-01   0.378622E-05   0.751474E-05   0.203587E-02   0.245811E-04   0.132849E-02   0.538465E-07   0.173555E-06   0.245811E-04   0.109635E-05
    35   0.105175E+04   0.229973E+01   0.123999E-02   0.699330E-01   0.129714E-02   0.229973E+01   0.355400E-01  -0.139051E-05   0.363990E-05   0.493957E-07   0.123999E-02  -0.139051E-05   0.135648E-06   0.757271E-05   0.173929E-06   0.699330E-01   0.363990E-05   0.757271E-05   0.210869E-02   0.254008E-04   0.129714E-02   0.493957E-07   0.173929E-06   0.254008E-04   0.112475E-05
    36   0.106349E+04   0.228913E+01   0.120861E-02   0.685122E-01   0.126681E-02   0.228913E+01   0.390595E-01  -0.117593E-05   0.358817E-05   0.459677E-07   0.120861E-02  -0.117593E-05   0.135565E-06   0.762321E-05   0.174222E-06   0.685122E-01   0.358817E-05   0.762321E-05   0.218006E-02   0.262074E-04   0.126681E-02   0.459677E-07   0.174222E-06   0.262074E-04   0.115270E-05
    37   0.107576E+04   0.226525E+01   0.117859E-02   0.671048E-01   0.123746E-02   0.226525E+01   0.428256E-01  -0.900752E-06   0.361555E-05   0.438346E-07   0.117859E-02  -0.900752E-06   0.135435E-06   0.766693E-05   0.174443E-06   0.671048E-01   0.361555E-05   0.766693E-05   0.225002E-02   0.270018E-04   0.123746E-02   0.438346E-07   0.174443E-06   0.270018E-04   0.118019E-05
    38   0.108862E+04   0.222831E+01   0.115046E-02   0.657148E-01   0.120903E-02   0.222831E+01   0.468149E-01  -0.675574E-06   0.369445E-05   0.429826E-07   0.115046E-02  -0.675574E-06   0.135264E-06   0.770456E-05   0.174598E-06   0.657148E-01   0.369445E-05   0.770456E-05   0.231864E-02   0.277851E-04   0.120903E-02   0.429826E-07   0.174598E-06   0.277851E-04   0.120725E-05
    39   0.110199E+04   0.218010E+01   0.112392E-02   0.643462E-01   0.118151E-02   0.218010E+01   0.510440E-01  -0.507841E-06   0.379036E-05   0.429572E-07   0.112392E-02  -0.507841E-06   0.135051E-06   0.773671E-05   0.174693E-06   0.643462E-01   0.379036E-05   0.773671E-05   0.238598E-02   0.285582E-04   0.118151E-02   0.429572E-07   0.174693E-06   0.285582E-04   0.123387E-05
    40   0.111579E+04   0.212178E+01   0.109847E-02   0.630027E-01   0.115488E-02   0.212178E+01   0.555420E-01  -0.379201E-06   0.386708E-05   0.431936E-07   0.109847E-02  -0.379201E-06   0.134801E-06   0.776400E-05   0.174731E-06   0.630027E-01   0.386708E-05   0.776400E-05   0.245213E-02   0.293223E-04   0.115488E-02   0.431936E-07   0.174731E-06   0.293223E-04   0.126004E-05
    41   0.112997E+04   0.205440E+01   0.107373E-02   0.616879E-01   0.112914E-02   0.205440E+01   0.603318E-01  -0.274743E-06   0.389541E-05   0.432218E-07   0.107373E-02  -0.274743E-06   0.134514E-06   0.778700E-05   0.174717E-06   0.616879E-01   0.389541E-05   0.778700E-05   0.251717E-02   0.300785E-04   0.112914E-02   0.432218E-07   0.174717E-06   0.300785E-04   0.128577E-05
    42   0.114451E+04   0.197829E+01   0.104964E-02   0.604039E-01   0.110425E-02   0.197829E+01   0.654101E-01  -0.193301E-06   0.387409E-05   0.429499E-07   0.104964E-02  -0.193301E-06   0.134193E-06   0.780627E-05   0.174657E-06   0.604039E-01   0.387409E-05   0.780627E-05   0.258124E-02   0.308281E-04   0.110425E-02   0.429499E-07   0.174657E-06   0.308281E-04   0.131107E-05
    43   0.115942E+04   0.189326E+01   0.102627E-02   0.591523E-01   0.108018E-02   0.189326E+01   0.707671E-01  -0.137147E-06   0.380885E-05   0.423809E-07   0.102627E-02  -0.137147E-06   0.133840E-06   0.782233E-05   0.174552E-06   0.591523E-01   0.380885E-05   0.782233E-05   0.264449E-02   0.315724E-04   0.108018E-02   0.423809E-07   0.174552E-06   0.315724E-04   0.133594E-05
    44   0.117473E+04   0.179749E+01   0.100365E-02   0.579351E-01   0.105691E-02   0.179749E+01   0.763908E-01  -0.108552E-06   0.370543E-05   0.415174E-07   0.100365E-02  -0.108552E-06   0.133458E-06   0.783571E-05   0.174409E-06   0.579351E-01   0.370543E-05   0.783571E-05   0.270704E-02   0.323127E-04   0.105691E-02   0.415174E-07   0.174409E-06   0.323127E-04   0.136038E-05
    45   0.119051E+04   0.168886E+01   0.981845E-03   0.567540E-01   0.103440E-02   0.168886E+01   0.822665E-01  -0.109790E-06   0.356956E-05   0.403624E-07   0.981845E-03  -0.109790E-06   0.133050E-06   0.784693E-05   0.174230E-06   0.567540E-01   0.356956E-05   0.784693E-05   0.276906E-02   0.330502E-04   0.103440E-02   0.403624E-07   0.174230E-06   0.330502E-04   0.138441E-05
    46   0.120670E+04   0.156606E+01   0.960861E-03   0.556104E-01   0.101261E-02   0.156606E+01   0.883823E-01  -0.141721E-06   0.340675E-05   0.389214E-07   0.960861E-03  -0.141721E-06   0.132617E-06   0.785649E-05   0.174020E-06   0.556104E-01   0.340675E-05   0.785649E-05   0.283067E-02   0.337862E-04   0.101261E-02   0.389214E-07   0.174020E-06   0.337862E-04   0.140803E-05
    47   0.122329E+04   0.142916E+01   0.940603E-03   0.545047E-01   0.991535E-03   0.142916E+01   0.947500E-01  -0.199568E-06   0.322154E-05   0.372105E-07   0.940603E-03  -0.199568E-06   0.132161E-06   0.786475E-05   0.173781E-06   0.545047E-01   0.322154E-05   0.786475E-05   0.289204E-02   0.345217E-04   0.991535E-03   0.372105E-07   0.173781E-06   0.345217E-04   0.143125E-05
    48   0.124025E+04   0.127856E+01   0.920939E-03   0.534368E-01   0.971135E-03   0.127856E+01   0.101381E+00  -0.277143E-06   0.301825E-05   0.352484E-07   0.920939E-03  -0.277143E-06   0.131684E-06   0.787204E-05   0.173516E-06   0.534368E-01   0.301825E-05   0.787204E-05   0.295330E-02   0.352576E-04   0.971135E-03   0.352484E-07   0.173516E-06   0.352576E-04   0.145406E-05
    49   0.125757E+04   0.111471E+01   0.901742E-03   0.524068E-01   0.951386E-03   0.111471E+01   0.108284E+00  -0.368259E-06   0.280119E-05   0.330541E-07   0.901742E-03  -0.368259E-06   0.131187E-06   0.787869E-05   0.173226E-06   0.524068E-01   0.280119E-05   0.787869E-05   0.301461E-02   0.359947E-04   0.951386E-03   0.330541E-07   0.173226E-06   0.359947E-04   0.147649E-05
    50   0.127530E+04   0.938221E+00   0.882881E-03   0.514147E-01   0.932264E-03   0.938221E+00   0.115481E+00  -0.466727E-06   0.257466E-05   0.306464E-07   0.882881E-03  -0.466727E-06   0.130673E-06   0.788501E-05   0.172915E-06   0.514147E-01   0.257466E-05   0.788501E-05   0.307610E-02   0.367341E-04   0.932264E-03   0.306464E-07   0.172915E-06   0.367341E-04   0.149852E-05
    51   0.129351E+04   0.749712E+00   0.864271E-03   0.504603E-01   0.913742E-03   0.749712E+00   0.122990E+00  -0.565997E-06   0.234328E-05   0.280549E-07   0.864271E-03  -0.565997E-06   0.130143E-06   0.789130E-05   0.172585E-06   0.504603E-01   0.234328E-05   0.789130E-05   0.313791E-02   0.374764E-04   0.913742E-03   0.280549E-07   0.172585E-06   0.374764E-04   0.152017E-05
    52   0.131212E+04   0.549636E+00   0.846009E-03   0.495427E-01   0.895797E-03   0.549636E+00   0.130809E+00  -0.658061E-06   0.211278E-05   0.253534E-07   0.846009E-03  -0.658061E-06   0.129597E-06   0.789774E-05   0.172236E-06   0.495427E-01   0.211278E-05   0.789774E-05   0.320016E-02   0.382221E-04   0.895797E-03   0.253534E-07   0.172236E-06   0.382221E-04   0.154143E-05
    53   0.133106E+04   0.338199E+00   0.828235E-03   0.486609E-01   0.878404E-03   0.338199E+00   0.138928E+00  -0.734550E-06   0.188920E-05   0.226265E-07   0.828235E-03  -0.734550E-06   0.129037E-06   0.790446E-05   0.171870E-06   0.486609E-01   0.188920E-05   0.790446E-05   0.326294E-02   0.389713E-04   0.878404E-03   0.226265E-07   0.171870E-06   0.389713E-04   0.156232E-05
    54   0.135029E+04   0.114746E+00   0.811091E-03   0.478140E-01   0.861540E-03   0.114746E+00   0.147338E+00  -0.787095E-06   0.167860E-05   0.199588E-07   0.811091E-03  -0.787095E-06   0.128463E-06   0.791159E-05   0.171488E-06   0.478140E-01   0.167860E-05   0.791159E-05   0.332635E-02   0.397243E-04   0.861540E-03   0.199588E-07   0.171488E-06   0.397243E-04   0.158282E-05
    55   0.136980E+04  -0.121747E+00   0.794719E-03   0.470008E-01   0.845181E-03  -0.121747E+00   0.156031E+00  -0.807324E-06   0.148699E-05   0.174349E-07   0.794719E-03  -0.807324E-06   0.127878E-06   0.791928E-05   0.171091E-06   0.470008E-01   0.148699E-05   0.791928E-05   0.339048E-02   0.404814E-04   0.845181E-03   0.174349E-07   0.171091E-06   0.404814E-04   0.160296E-05
    56   0.138970E+04  -0.372762E+00   0.779216E-03   0.462203E-01   0.829303E-03  -0.372762E+00   0.164995E+00  -0.790231E-06   0.131868E-05   0.151334E-07   0.779216E-03  -0.790231E-06   0.127281E-06   0.792763E-05   0.170681E-06   0.462203E-01   0.131868E-05   0.792763E-05   0.345543E-02   0.412425E-04   0.829303E-03   0.151334E-07   0.170681E-06   0.412425E-04   0.162272E-05
    57   0.141007E+04  -0.639053E+00   0.764512E-03   0.454711E-01   0.813889E-03  -0.639053E+00   0.174233E+00  -0.744265E-06   0.117099E-05   0.131089E-07   0.764512E-03  -0.744265E-06   0.126673E-06   0.793665E-05   0.170257E-06   0.454711E-01   0.117099E-05   0.793665E-05   0.352123E-02   0.420074E-04   0.813889E-03   0.131089E-07   0.170257E-06   0.420074E-04   0.164211E-05
    58   0.143089E+04  -0.920512E+00   0.750494E-03   0.447516E-01   0.798921E-03  -0.920512E+00   0.183750E+00  -0.681238E-06   0.103951E-05   0.114099E-07   0.750494E-03  -0.681238E-06   0.126056E-06   0.794635E-05   0.169821E-06   0.447516E-01   0.103951E-05   0.794635E-05   0.358791E-02   0.427756E-04   0.798921E-03   0.114099E-07   0.169821E-06   0.427756E-04   0.166112E-05
    59   0.145204E+04  -0.121674E+01   0.737050E-03   0.440605E-01   0.784380E-03  -0.121674E+01   0.193554E+00  -0.612960E-06   0.919825E-06   0.100851E-07   0.737050E-03  -0.612960E-06   0.125429E-06   0.795670E-05   0.169373E-06   0.440605E-01   0.919825E-06   0.795670E-05   0.365549E-02   0.435467E-04   0.784380E-03   0.100851E-07   0.169373E-06   0.435467E-04   0.167977E-05
    60   0.147352E+04  -0.152693E+01   0.724064E-03   0.433961E-01   0.770249E-03  -0.152693E+01   0.203646E+00  -0.551243E-06   0.807522E-06   0.918310E-08   0.724064E-03  -0.551243E-06   0.124793E-06   0.796770E-05   0.168912E-06   0.433961E-01   0.807522E-06   0.796770E-05   0.372399E-02   0.443202E-04   0.770249E-03   0.918310E-08   0.168912E-06   0.443202E-04   0.169804E-05
    61   0.149533E+04  -0.185037E+01   0.711432E-03   0.427570E-01   0.756512E-03  -0.185037E+01   0.214024E+00  -0.505268E-06   0.699465E-06   0.872759E-08   0.711432E-03  -0.505268E-06   0.124148E-06   0.797932E-05   0.168440E-06   0.427570E-01   0.699465E-06   0.797932E-05   0.379344E-02   0.450957E-04   0.756512E-03   0.872759E-08   0.168440E-06   0.450957E-04   0.171594E-05
    62   0.151746E+04  -0.218708E+01   0.699071E-03   0.421420E-01   0.743155E-03  -0.218708E+01   0.224683E+00  -0.473692E-06   0.597641E-06   0.864325E-08   0.699071E-03  -0.473692E-06   0.123497E-06   0.799152E-05   0.167957E-06   0.421420E-01   0.597641E-06   0.799152E-05   0.386380E-02   0.458724E-04   0.743155E-03   0.864325E-08   0.167957E-06   0.458724E-04   0.173347E-05
    63   0.153993E+04  -0.253729E+01   0.686904E-03   0.415496E-01   0.730166E-03  -0.253729E+01   0.235618E+00  -0.452542E-06   0.505314E-06   0.882995E-08   0.686904E-03  -0.452542E-06   0.122839E-06   0.800423E-05   0.167465E-06   0.415496E-01   0.505314E-06   0.800423E-05   0.393504E-02   0.466498E-04   0.730166E-03   0.882995E-08   0.167465E-06   0.466498E-04   0.175066E-05
    64   0.156274E+04  -0.290122E+01   0.674857E-03   0.409787E-01   0.717534E-03  -0.290122E+01   0.246821E+00  -0.437841E-06   0.425750E-06   0.918753E-08   0.674857E-03  -0.437841E-06   0.122175E-06   0.801740E-05   0.166965E-06   0.409787E-01   0.425750E-06   0.801740E-05   0.400713E-02   0.474271E-04   0.717534E-03   0.918753E-08   0.166965E-06   0.474271E-04   0.176750E-05
    65   0.158590E+04  -0.327915E+01   0.662854E-03   0.404279E-01   0.705246E-03  -0.327915E+01   0.258290E+00  -0.425617E-06   0.362216E-06   0.961587E-08   0.662854E-03  -0.425617E-06   0.121507E-06   0.803096E-05   0.166456E-06   0.404279E-01   0.362216E-06   0.803096E-05   0.408004E-02   0.482038E-04   0.705246E-03   0.961587E-08   0.166456E-06   0.482038E-04   0.178401E-05
    66   0.160945E+04  -0.367132E+01   0.650852E-03   0.398958E-01   0.693290E-03  -0.367132E+01   0.270015E+00  -0.413479E-06   0.316688E-06   0.100240E-07   0.650852E-03  -0.413479E-06   0.120836E-06   0.804485E-05   0.165942E-06   0.398958E-01   0.316688E-06   0.804485E-05   0.415371E-02   0.489791E-04   0.693290E-03   0.100240E-07   0.165942E-06   0.489791E-04   0.180020E-05
    67   0.163337E+04  -0.407696E+01   0.638941E-03   0.393813E-01   0.681653E-03  -0.407696E+01   0.281988E+00  -0.405365E-06   0.285987E-06   0.103574E-07   0.638941E-03  -0.405365E-06   0.120162E-06   0.805895E-05   0.165421E-06   0.393813E-01   0.285987E-06   0.805895E-05   0.422806E-02   0.497521E-04   0.681653E-03   0.103574E-07   0.165421E-06   0.497521E-04   0.181607E-05
    68   0.165761E+04  -0.449505E+01   0.627242E-03   0.388830E-01   0.670318E-03  -0.449505E+01   0.294200E+00  -0.406799E-06   0.265645E-06   0.105711E-07   0.627242E-03  -0.406799E-06   0.119485E-06   0.807314E-05   0.164893E-06   0.388830E-01   0.265645E-06   0.807314E-05   0.430298E-02   0.505219E-04   0.670318E-03   0.105711E-07   0.164893E-06   0.505219E-04   0.183163E-05
