#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.16119E+04    0.24867E+01    0.19071E-02    0.24867E+01    0.61330E-01   -0.66899E-05    0.19071E-02   -0.66899E-05    0.60452E-08
     3    0.15652E+04    0.34105E+01    0.14504E-02    0.34105E+01    0.96177E-01   -0.56788E-05    0.14504E-02   -0.56788E-05    0.36674E-08
     4    0.14489E+04    0.37830E+01    0.11384E-02    0.37830E+01    0.99777E-01   -0.42044E-05    0.11384E-02   -0.42044E-05    0.25437E-08
     5    0.13356E+04    0.36863E+01    0.91888E-03    0.36863E+01    0.80161E-01   -0.27737E-05    0.91888E-03   -0.27737E-05    0.18984E-08
     6    0.12420E+04    0.33092E+01    0.75884E-03    0.33092E+01    0.53124E-01   -0.15643E-05    0.75884E-03   -0.15643E-05    0.14839E-08
     7    0.11690E+04    0.28124E+01    0.63860E-03    0.28124E+01    0.30711E-01   -0.64581E-06    0.63860E-03   -0.64581E-06    0.11982E-08
     8    0.11126E+04    0.23096E+01    0.54543E-03    0.23096E+01    0.17284E-01   -0.29319E-07    0.54543E-03   -0.29319E-07    0.99111E-09
     9    0.10695E+04    0.18680E+01    0.47130E-03    0.18680E+01    0.11333E-01    0.31560E-06    0.47130E-03    0.31560E-06    0.83527E-09
    10    0.10371E+04    0.15285E+01    0.41126E-03    0.15285E+01    0.92866E-02    0.44904E-06    0.41126E-03    0.44904E-06    0.71442E-09
    11    0.10126E+04    0.13072E+01    0.36226E-03    0.13072E+01    0.83431E-02    0.44072E-06    0.36226E-03    0.44072E-06    0.61866E-09
    12    0.99563E+03    0.11993E+01    0.32182E-03    0.11993E+01    0.74370E-02    0.34964E-06    0.32182E-03    0.34964E-06    0.54106E-09
    13    0.98364E+03    0.11725E+01    0.28807E-03    0.11725E+01    0.63674E-02    0.21797E-06    0.28807E-03    0.21797E-06    0.47738E-09
    14    0.97514E+03    0.11917E+01    0.25940E-03    0.11917E+01    0.57167E-02    0.82329E-07    0.25940E-03    0.82329E-07    0.42426E-09
    15    0.96985E+03    0.12407E+01    0.23470E-03    0.12407E+01    0.55279E-02   -0.28162E-07    0.23470E-03   -0.28162E-07    0.37951E-09
    16    0.96773E+03    0.13083E+01    0.21311E-03    0.13083E+01    0.56672E-02   -0.92649E-07    0.21311E-03   -0.92649E-07    0.34137E-09
    17    0.96862E+03    0.13801E+01    0.19420E-03    0.13801E+01    0.60510E-02   -0.11578E-06    0.19420E-03   -0.11578E-06    0.30863E-09
    18    0.97156E+03    0.14443E+01    0.17765E-03    0.14443E+01    0.64612E-02   -0.10923E-06    0.17765E-03   -0.10923E-06    0.28028E-09
    19    0.97719E+03    0.14965E+01    0.16309E-03    0.14965E+01    0.69392E-02   -0.87348E-07    0.16309E-03   -0.87348E-07    0.25556E-09
    20    0.98358E+03    0.15344E+01    0.15014E-03    0.15344E+01    0.76325E-02   -0.62524E-07    0.15014E-03   -0.62524E-07    0.23385E-09
    21    0.99092E+03    0.15699E+01    0.13857E-03    0.15699E+01    0.85863E-02   -0.36756E-07    0.13857E-03   -0.36756E-07    0.21468E-09
    22    0.99935E+03    0.16138E+01    0.12819E-03    0.16138E+01    0.98825E-02   -0.10863E-07    0.12819E-03   -0.10863E-07    0.19768E-09
    23    0.10086E+04    0.16631E+01    0.11887E-03    0.16631E+01    0.11493E-01    0.86511E-08    0.11887E-03    0.86511E-08    0.18254E-09
    24    0.10188E+04    0.17124E+01    0.11049E-03    0.17124E+01    0.13341E-01    0.15492E-07    0.11049E-03    0.15492E-07    0.16898E-09
    25    0.10299E+04    0.17608E+01    0.10293E-03    0.17608E+01    0.15441E-01    0.99038E-08    0.10293E-03    0.99038E-08    0.15680E-09
    26    0.10415E+04    0.18088E+01    0.96080E-04    0.18088E+01    0.17781E-01   -0.49644E-08    0.96080E-04   -0.49644E-08    0.14581E-09
    27    0.10538E+04    0.18534E+01    0.89844E-04    0.18534E+01    0.20327E-01   -0.20893E-07    0.89844E-04   -0.20893E-07    0.13588E-09
    28    0.10667E+04    0.18916E+01    0.84134E-04    0.18916E+01    0.23074E-01   -0.30286E-07    0.84134E-04   -0.30286E-07    0.12685E-09
    29    0.10804E+04    0.19211E+01    0.78903E-04    0.19211E+01    0.26036E-01   -0.33118E-07    0.78903E-04   -0.33118E-07    0.11864E-09
    30    0.10946E+04    0.19384E+01    0.74111E-04    0.19384E+01    0.29235E-01   -0.31497E-07    0.74111E-04   -0.31497E-07    0.11113E-09
    31    0.11091E+04    0.19419E+01    0.69716E-04    0.19419E+01    0.32665E-01   -0.28484E-07    0.69716E-04   -0.28484E-07    0.10426E-09
    32    0.11241E+04    0.19303E+01    0.65675E-04    0.19303E+01    0.36314E-01   -0.26448E-07    0.65675E-04   -0.26448E-07    0.97957E-10
    33    0.11395E+04    0.19025E+01    0.61942E-04    0.19025E+01    0.40218E-01   -0.24035E-07    0.61942E-04   -0.24035E-07    0.92165E-10
    34    0.11552E+04    0.18596E+01    0.58476E-04    0.18596E+01    0.44431E-01   -0.19377E-07    0.58476E-04   -0.19377E-07    0.86827E-10
    35    0.11714E+04    0.18083E+01    0.55258E-04    0.18083E+01    0.48982E-01   -0.12271E-07    0.55258E-04   -0.12271E-07    0.81901E-10
    36    0.11879E+04    0.17533E+01    0.52274E-04    0.17533E+01    0.53886E-01   -0.36171E-08    0.52274E-04   -0.36171E-08    0.77345E-10
    37    0.12047E+04    0.16885E+01    0.49510E-04    0.16885E+01    0.59093E-01    0.29366E-08    0.49510E-04    0.29366E-08    0.73124E-10
    38    0.12220E+04    0.16086E+01    0.46950E-04    0.16086E+01    0.64556E-01    0.41616E-08    0.46950E-04    0.41616E-08    0.69207E-10
    39    0.12397E+04    0.15140E+01    0.44568E-04    0.15140E+01    0.70293E-01    0.12606E-08    0.44568E-04    0.12606E-08    0.65567E-10
    40    0.12577E+04    0.14063E+01    0.42341E-04    0.14063E+01    0.76339E-01   -0.34560E-08    0.42341E-04   -0.34560E-08    0.62177E-10
    41    0.12760E+04    0.12865E+01    0.40245E-04    0.12865E+01    0.82730E-01   -0.80346E-08    0.40245E-04   -0.80346E-08    0.59015E-10
    42    0.12945E+04    0.11535E+01    0.38274E-04    0.11535E+01    0.89472E-01   -0.11949E-07    0.38274E-04   -0.11949E-07    0.56062E-10
    43    0.13133E+04    0.10059E+01    0.36425E-04    0.10059E+01    0.96564E-01   -0.15032E-07    0.36425E-04   -0.15032E-07    0.53303E-10
    44    0.13322E+04    0.84310E+00    0.34692E-04    0.84310E+00    0.10399E+00   -0.17112E-07    0.34692E-04   -0.17112E-07    0.50722E-10
    45    0.13516E+04    0.66455E+00    0.33074E-04    0.66455E+00    0.11174E+00   -0.18023E-07    0.33074E-04   -0.18023E-07    0.48304E-10
    46    0.13714E+04    0.46812E+00    0.31564E-04    0.46812E+00    0.11981E+00   -0.17685E-07    0.31564E-04   -0.17685E-07    0.46034E-10
    47    0.13915E+04    0.25491E+00    0.30154E-04    0.25491E+00    0.12821E+00   -0.16384E-07    0.30154E-04   -0.16384E-07    0.43901E-10
    48    0.14118E+04    0.29502E-01    0.28834E-04    0.29502E-01    0.13694E+00   -0.14498E-07    0.28834E-04   -0.14498E-07    0.41896E-10
    49    0.14323E+04   -0.20411E+00    0.27593E-04   -0.20411E+00    0.14599E+00   -0.12403E-07    0.27593E-04   -0.12403E-07    0.40011E-10
    50    0.14533E+04   -0.44873E+00    0.26420E-04   -0.44873E+00    0.15533E+00   -0.10475E-07    0.26420E-04   -0.10475E-07    0.38234E-10
    51    0.14746E+04   -0.70869E+00    0.25306E-04   -0.70869E+00    0.16493E+00   -0.90189E-08    0.25306E-04   -0.90189E-08    0.36559E-10
    52    0.14964E+04   -0.98889E+00    0.24248E-04   -0.98889E+00    0.17488E+00   -0.80526E-08    0.24248E-04   -0.80526E-08    0.34978E-10
    53    0.15182E+04   -0.12925E+01    0.23244E-04   -0.12925E+01    0.18531E+00   -0.75208E-08    0.23244E-04   -0.75208E-08    0.33486E-10
    54    0.15401E+04   -0.16148E+01    0.22290E-04   -0.16148E+01    0.19621E+00   -0.73686E-08    0.22290E-04   -0.73686E-08    0.32075E-10
    55    0.15621E+04   -0.19507E+01    0.21387E-04   -0.19507E+01    0.20753E+00   -0.75413E-08    0.21387E-04   -0.75413E-08    0.30741E-10
    56    0.15847E+04   -0.23016E+01    0.20530E-04   -0.23016E+01    0.21914E+00   -0.79795E-08    0.20530E-04   -0.79795E-08    0.29477E-10
    57    0.16076E+04   -0.26669E+01    0.19718E-04   -0.26669E+01    0.23092E+00   -0.86070E-08    0.19718E-04   -0.86070E-08    0.28279E-10
    58    0.16309E+04   -0.30467E+01    0.18950E-04   -0.30467E+01    0.24288E+00   -0.93432E-08    0.18950E-04   -0.93432E-08    0.27143E-10
    59    0.16545E+04   -0.34414E+01    0.18223E-04   -0.34414E+01    0.25506E+00   -0.10107E-07    0.18223E-04   -0.10107E-07    0.26066E-10
    60    0.16784E+04   -0.38495E+01    0.17537E-04   -0.38495E+01    0.26751E+00   -0.10819E-07    0.17537E-04   -0.10819E-07    0.25043E-10
    61    0.17030E+04   -0.42701E+01    0.16889E-04   -0.42701E+01    0.28033E+00   -0.11399E-07    0.16889E-04   -0.11399E-07    0.24070E-10
    62    0.17275E+04   -0.47040E+01    0.16276E-04   -0.47040E+01    0.29350E+00   -0.11780E-07    0.16276E-04   -0.11780E-07    0.23145E-10
    63    0.17522E+04   -0.51527E+01    0.15693E-04   -0.51527E+01    0.30696E+00   -0.11894E-07    0.15693E-04   -0.11894E-07    0.22266E-10
    64    0.17774E+04   -0.56176E+01    0.15139E-04   -0.56176E+01    0.32073E+00   -0.11675E-07    0.15139E-04   -0.11675E-07    0.21428E-10
    65    0.18027E+04   -0.60997E+01    0.14607E-04   -0.60997E+01    0.33477E+00   -0.11057E-07    0.14607E-04   -0.11057E-07    0.20631E-10
    66    0.18284E+04   -0.65973E+01    0.14097E-04   -0.65973E+01    0.34900E+00   -0.10029E-07    0.14097E-04   -0.10029E-07    0.19871E-10
    67    0.18543E+04   -0.71077E+01    0.13606E-04   -0.71077E+01    0.36343E+00   -0.88044E-08    0.13606E-04   -0.88044E-08    0.19147E-10
    68    0.18808E+04   -0.76293E+01    0.13135E-04   -0.76293E+01    0.37808E+00   -0.76509E-08    0.13135E-04   -0.76509E-08    0.18456E-10
    69    0.19075E+04   -0.81601E+01    0.12684E-04   -0.81601E+01    0.39291E+00   -0.68376E-08    0.12684E-04   -0.68376E-08    0.17797E-10
    70    0.19346E+04   -0.87020E+01    0.12253E-04   -0.87020E+01    0.40794E+00   -0.66333E-08    0.12253E-04   -0.66333E-08    0.17167E-10
    71    0.19620E+04   -0.92571E+01    0.11843E-04   -0.92571E+01    0.42315E+00   -0.72165E-08    0.11843E-04   -0.72165E-08    0.16566E-10
    72    0.19897E+04   -0.98259E+01    0.11451E-04   -0.98259E+01    0.43853E+00   -0.84049E-08    0.11451E-04   -0.84049E-08    0.15991E-10
    73    0.20177E+04   -0.10408E+02    0.11078E-04   -0.10408E+02    0.45402E+00   -0.99262E-08    0.11078E-04   -0.99262E-08    0.15441E-10
