#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.95268E+03    0.26328E+01    0.14779E-02    0.26328E+01    0.52712E-01   -0.65892E-05    0.14779E-02   -0.65892E-05    0.85815E-08
     3    0.87938E+03    0.33864E+01    0.10308E-02    0.33864E+01    0.86368E-01   -0.57131E-05    0.10308E-02   -0.57131E-05    0.52300E-08
     4    0.81742E+03    0.35287E+01    0.77291E-03    0.35287E+01    0.97561E-01   -0.44774E-05    0.77291E-03   -0.44774E-05    0.36198E-08
     5    0.77291E+03    0.32996E+01    0.60579E-03    0.32996E+01    0.87131E-01   -0.32435E-05    0.60579E-03   -0.32435E-05    0.26915E-08
     6    0.74332E+03    0.28903E+01    0.48978E-03    0.28903E+01    0.64944E-01   -0.21472E-05    0.48978E-03   -0.21472E-05    0.20955E-08
     7    0.72556E+03    0.24203E+01    0.40549E-03    0.24203E+01    0.41730E-01   -0.12537E-05    0.40549E-03   -0.12537E-05    0.16855E-08
     8    0.71634E+03    0.19669E+01    0.34154E-03    0.19669E+01    0.24187E-01   -0.58133E-06    0.34154E-03   -0.58133E-06    0.13889E-08
     9    0.71346E+03    0.15764E+01    0.29124E-03    0.15764E+01    0.14022E-01   -0.11693E-06    0.29124E-03   -0.11693E-06    0.11664E-08
    10    0.71559E+03    0.12708E+01    0.25097E-03    0.12708E+01    0.95896E-02    0.16530E-06    0.25097E-03    0.16530E-06    0.99436E-09
    11    0.72126E+03    0.10583E+01    0.21866E-03    0.10583E+01    0.81638E-02    0.29493E-06    0.21866E-03    0.29493E-06    0.85841E-09
    12    0.73045E+03    0.93858E+00    0.19245E-03    0.93858E+00    0.76407E-02    0.30652E-06    0.19245E-03    0.30652E-06    0.74855E-09
    13    0.74152E+03    0.89773E+00    0.17086E-03    0.89773E+00    0.69773E-02    0.24471E-06    0.17086E-03    0.24471E-06    0.65867E-09
    14    0.75366E+03    0.91625E+00    0.15266E-03    0.91625E+00    0.62095E-02    0.15210E-06    0.15266E-03    0.15210E-06    0.58388E-09
    15    0.76697E+03    0.97312E+00    0.13714E-03    0.97312E+00    0.56059E-02    0.53707E-07    0.13714E-03    0.53707E-07    0.52105E-09
    16    0.78165E+03    0.10487E+01    0.12377E-03    0.10487E+01    0.53882E-02   -0.32661E-07    0.12377E-03   -0.32661E-07    0.46764E-09
    17    0.79773E+03    0.11269E+01    0.11222E-03    0.11269E+01    0.55810E-02   -0.10049E-06    0.11222E-03   -0.10049E-06    0.42190E-09
    18    0.81440E+03    0.11967E+01    0.10219E-03    0.11967E+01    0.59651E-02   -0.14598E-06    0.10219E-03   -0.14598E-06    0.38239E-09
    19    0.83249E+03    0.12558E+01    0.93398E-04    0.12558E+01    0.63922E-02   -0.16496E-06    0.93398E-04   -0.16496E-06    0.34802E-09
    20    0.85031E+03    0.13018E+01    0.85585E-04    0.13018E+01    0.68153E-02   -0.15616E-06    0.85585E-04   -0.15616E-06    0.31789E-09
    21    0.86824E+03    0.13357E+01    0.78639E-04    0.13357E+01    0.72532E-02   -0.13027E-06    0.78639E-04   -0.13027E-06    0.29135E-09
    22    0.88658E+03    0.13590E+01    0.72478E-04    0.13590E+01    0.78271E-02   -0.99721E-07    0.72478E-04   -0.99721E-07    0.26787E-09
    23    0.90510E+03    0.13775E+01    0.66981E-04    0.13775E+01    0.86416E-02   -0.71808E-07    0.66981E-04   -0.71808E-07    0.24699E-09
    24    0.92379E+03    0.13968E+01    0.62035E-04    0.13968E+01    0.97427E-02   -0.51070E-07    0.62035E-04   -0.51070E-07    0.22833E-09
    25    0.94259E+03    0.14188E+01    0.57573E-04    0.14188E+01    0.11128E-01   -0.36168E-07    0.57573E-04   -0.36168E-07    0.21159E-09
    26    0.96134E+03    0.14457E+01    0.53544E-04    0.14457E+01    0.12750E-01   -0.25179E-07    0.53544E-04   -0.25179E-07    0.19652E-09
    27    0.98030E+03    0.14759E+01    0.49907E-04    0.14759E+01    0.14586E-01   -0.19709E-07    0.49907E-04   -0.19709E-07    0.18291E-09
    28    0.99932E+03    0.15084E+01    0.46622E-04    0.15084E+01    0.16645E-01   -0.21491E-07    0.46622E-04   -0.21491E-07    0.17058E-09
    29    0.10185E+04    0.15407E+01    0.43645E-04    0.15407E+01    0.18895E-01   -0.29223E-07    0.43645E-04   -0.29223E-07    0.15937E-09
    30    0.10377E+04    0.15689E+01    0.40931E-04    0.15689E+01    0.21313E-01   -0.40326E-07    0.40931E-04   -0.40326E-07    0.14914E-09
    31    0.10569E+04    0.15900E+01    0.38441E-04    0.15900E+01    0.23909E-01   -0.50143E-07    0.38441E-04   -0.50143E-07    0.13979E-09
    32    0.10761E+04    0.16017E+01    0.36141E-04    0.16017E+01    0.26685E-01   -0.54568E-07    0.36141E-04   -0.54568E-07    0.13122E-09
    33    0.10955E+04    0.16042E+01    0.34024E-04    0.16042E+01    0.29641E-01   -0.53774E-07    0.34024E-04   -0.53774E-07    0.12336E-09
    34    0.11149E+04    0.15983E+01    0.32085E-04    0.15983E+01    0.32784E-01   -0.49320E-07    0.32085E-04   -0.49320E-07    0.11613E-09
    35    0.11343E+04    0.15823E+01    0.30304E-04    0.15823E+01    0.36113E-01   -0.44036E-07    0.30304E-04   -0.44036E-07    0.10946E-09
    36    0.11535E+04    0.15536E+01    0.28661E-04    0.15536E+01    0.39638E-01   -0.40293E-07    0.28661E-04   -0.40293E-07    0.10330E-09
    37    0.11727E+04    0.15124E+01    0.27133E-04    0.15124E+01    0.43401E-01   -0.37346E-07    0.27133E-04   -0.37346E-07    0.97602E-10
    38    0.11922E+04    0.14612E+01    0.25705E-04    0.14612E+01    0.47443E-01   -0.33993E-07    0.25705E-04   -0.33993E-07    0.92319E-10
    39    0.12119E+04    0.14017E+01    0.24371E-04    0.14017E+01    0.51752E-01   -0.30322E-07    0.24371E-04   -0.30322E-07    0.87414E-10
    40    0.12315E+04    0.13347E+01    0.23131E-04    0.13347E+01    0.56309E-01   -0.26741E-07    0.23131E-04   -0.26741E-07    0.82852E-10
    41    0.12511E+04    0.12606E+01    0.21984E-04    0.12606E+01    0.61106E-01   -0.23587E-07    0.21984E-04   -0.23587E-07    0.78600E-10
    42    0.12706E+04    0.11780E+01    0.20922E-04    0.11780E+01    0.66155E-01   -0.20905E-07    0.20922E-04   -0.20905E-07    0.74633E-10
    43    0.12901E+04    0.10853E+01    0.19936E-04    0.10853E+01    0.71475E-01   -0.18671E-07    0.19936E-04   -0.18671E-07    0.70930E-10
    44    0.13095E+04    0.98173E+00    0.19017E-04    0.98173E+00    0.77069E-01   -0.16857E-07    0.19017E-04   -0.16857E-07    0.67469E-10
    45    0.13290E+04    0.86647E+00    0.18156E-04    0.86647E+00    0.82953E-01   -0.15439E-07    0.18156E-04   -0.15439E-07    0.64230E-10
    46    0.13488E+04    0.73715E+00    0.17346E-04    0.73715E+00    0.89136E-01   -0.14380E-07    0.17346E-04   -0.14380E-07    0.61190E-10
    47    0.13685E+04    0.59437E+00    0.16583E-04    0.59437E+00    0.95606E-01   -0.13598E-07    0.16583E-04   -0.13598E-07    0.58337E-10
    48    0.13882E+04    0.44214E+00    0.15862E-04    0.44214E+00    0.10235E+00   -0.13001E-07    0.15862E-04   -0.13001E-07    0.55658E-10
    49    0.14079E+04    0.28387E+00    0.15180E-04    0.28387E+00    0.10933E+00   -0.12497E-07    0.15180E-04   -0.12497E-07    0.53139E-10
    50    0.14279E+04    0.11622E+00    0.14535E-04    0.11622E+00    0.11651E+00   -0.11993E-07    0.14535E-04   -0.11993E-07    0.50768E-10
    51    0.14480E+04   -0.65458E-01    0.13923E-04   -0.65458E-01    0.12384E+00   -0.11428E-07    0.13923E-04   -0.11428E-07    0.48534E-10
    52    0.14684E+04   -0.26518E+00    0.13343E-04   -0.26518E+00    0.13142E+00   -0.10854E-07    0.13343E-04   -0.10854E-07    0.46426E-10
    53    0.14887E+04   -0.48499E+00    0.12796E-04   -0.48499E+00    0.13941E+00   -0.10354E-07    0.12796E-04   -0.10354E-07    0.44437E-10
    54    0.15088E+04   -0.71894E+00    0.12280E-04   -0.71894E+00    0.14782E+00   -0.10012E-07    0.12280E-04   -0.10012E-07    0.42559E-10
    55    0.15290E+04   -0.96100E+00    0.11796E-04   -0.96100E+00    0.15665E+00   -0.99104E-08    0.11796E-04   -0.99104E-08    0.40782E-10
    56    0.15494E+04   -0.12117E+01    0.11343E-04   -0.12117E+01    0.16577E+00   -0.10094E-07    0.11343E-04   -0.10094E-07    0.39101E-10
    57    0.15701E+04   -0.14716E+01    0.10917E-04   -0.14716E+01    0.17504E+00   -0.10454E-07    0.10917E-04   -0.10454E-07    0.37508E-10
    58    0.15910E+04   -0.17424E+01    0.10515E-04   -0.17424E+01    0.18449E+00   -0.10845E-07    0.10515E-04   -0.10845E-07    0.35999E-10
