#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    12   0.146339E+04   0.220814E+01   0.247999E-02   0.839886E-01   0.227811E-02   0.220814E+01   0.732906E-02   0.409161E-05   0.702294E-05   0.135414E-06   0.247999E-02   0.409161E-05   0.113364E-06   0.337357E-05   0.128059E-06   0.839886E-01   0.702294E-05   0.337357E-05   0.346001E-03   0.486900E-05   0.227811E-02   0.135414E-06   0.128059E-06   0.486900E-05   0.379201E-06
    13   0.143958E+04   0.203911E+01   0.240124E-02   0.859914E-01   0.226168E-02   0.203911E+01   0.670784E-02   0.393606E-05   0.810383E-05   0.141245E-06   0.240124E-02   0.393606E-05   0.116675E-06   0.371673E-05   0.135331E-06   0.859914E-01   0.810383E-05   0.371673E-05   0.407641E-03   0.570828E-05   0.226168E-02   0.141245E-06   0.135331E-06   0.570828E-05   0.425075E-06
    14   0.141552E+04   0.194530E+01   0.232487E-02   0.876003E-01   0.223885E-02   0.194530E+01   0.591681E-02   0.315765E-05   0.827393E-05   0.146340E-06   0.232487E-02   0.315765E-05   0.119646E-06   0.405356E-05   0.142028E-06   0.876003E-01   0.827393E-05   0.405356E-05   0.473855E-03   0.659615E-05   0.223885E-02   0.146340E-06   0.142028E-06   0.659615E-05   0.471147E-06
    15   0.139156E+04   0.190523E+01   0.225257E-02   0.888914E-01   0.221185E-02   0.190523E+01   0.521461E-02   0.193096E-05   0.786586E-05   0.141594E-06   0.225257E-02   0.193096E-05   0.122348E-06   0.438375E-05   0.148228E-06   0.888914E-01   0.786586E-05   0.438375E-05   0.544477E-03   0.752978E-05   0.221185E-02   0.141594E-06   0.148228E-06   0.752978E-05   0.517381E-06
    16   0.137121E+04   0.190637E+01   0.218227E-02   0.898757E-01   0.218118E-02   0.190637E+01   0.487515E-02   0.519476E-06   0.763976E-05   0.133139E-06   0.218227E-02   0.519476E-06   0.124785E-06   0.470491E-05   0.153933E-06   0.898757E-01   0.763976E-05   0.470491E-05   0.619097E-03   0.850247E-05   0.218118E-02   0.133139E-06   0.153933E-06   0.850247E-05   0.563530E-06
    17   0.135353E+04   0.193626E+01   0.211427E-02   0.905745E-01   0.214756E-02   0.193626E+01   0.490078E-02  -0.724763E-06   0.732383E-05   0.123424E-06   0.211427E-02  -0.724763E-06   0.126984E-06   0.501594E-05   0.159177E-06   0.905745E-01   0.732383E-05   0.501594E-05   0.697385E-03   0.950931E-05   0.214756E-02   0.123424E-06   0.159177E-06   0.950931E-05   0.609497E-06
    18   0.133615E+04   0.198515E+01   0.204962E-02   0.910172E-01   0.211186E-02   0.198515E+01   0.521299E-02  -0.150792E-05   0.656555E-05   0.113306E-06   0.204962E-02  -0.150792E-05   0.128978E-06   0.531619E-05   0.164005E-06   0.910172E-01   0.656555E-05   0.531619E-05   0.779023E-03   0.105459E-04   0.211186E-02   0.113306E-06   0.164005E-06   0.105459E-04   0.655230E-06
    19   0.131983E+04   0.204961E+01   0.198819E-02   0.912291E-01   0.207458E-02   0.204961E+01   0.569069E-02  -0.183834E-05   0.575546E-05   0.104496E-06   0.198819E-02  -0.183834E-05   0.130777E-06   0.560442E-05   0.168433E-06   0.912291E-01   0.575546E-05   0.560442E-05   0.863568E-03   0.116063E-04   0.207458E-02   0.104496E-06   0.168433E-06   0.116063E-04   0.700617E-06
    20   0.130320E+04   0.211913E+01   0.192961E-02   0.912316E-01   0.203612E-02   0.211913E+01   0.621903E-02  -0.181010E-05   0.533190E-05   0.986081E-07   0.192961E-02  -0.181010E-05   0.132388E-06   0.587949E-05   0.172479E-06   0.912316E-01   0.533190E-05   0.587949E-05   0.950570E-03   0.126846E-04   0.203612E-02   0.986081E-07   0.172479E-06   0.126846E-04   0.745551E-06
    21   0.128705E+04   0.219559E+01   0.187357E-02   0.910367E-01   0.199684E-02   0.219559E+01   0.683125E-02  -0.155797E-05   0.518140E-05   0.960189E-07   0.187357E-02  -0.155797E-05   0.133833E-06   0.614123E-05   0.176177E-06   0.910367E-01   0.518140E-05   0.614123E-05   0.103967E-02   0.137773E-04   0.199684E-02   0.960189E-07   0.176177E-06   0.137773E-04   0.790028E-06
    22   0.127147E+04   0.227917E+01   0.181981E-02   0.906580E-01   0.195709E-02   0.227917E+01   0.760854E-02  -0.119831E-05   0.508066E-05   0.960588E-07   0.181981E-02  -0.119831E-05   0.135132E-06   0.638963E-05   0.179562E-06   0.906580E-01   0.508066E-05   0.638963E-05   0.113053E-02   0.148808E-04   0.195709E-02   0.960588E-07   0.179562E-06   0.148808E-04   0.834057E-06
    23   0.125623E+04   0.237435E+01   0.176803E-02   0.901258E-01   0.191723E-02   0.237435E+01   0.860352E-02  -0.733366E-06   0.491900E-05   0.951168E-07   0.176803E-02  -0.733366E-06   0.136295E-06   0.662436E-05   0.182654E-06   0.901258E-01   0.491900E-05   0.662436E-05   0.122276E-02   0.159907E-04   0.191723E-02   0.951168E-07   0.182654E-06   0.159907E-04   0.877601E-06
    24   0.124179E+04   0.248507E+01   0.171804E-02   0.894689E-01   0.187756E-02   0.248507E+01   0.985381E-02  -0.172549E-06   0.466855E-05   0.901214E-07   0.171804E-02  -0.172549E-06   0.137327E-06   0.684512E-05   0.185470E-06   0.894689E-01   0.466855E-05   0.684512E-05   0.131599E-02   0.171028E-04   0.187756E-02   0.901214E-07   0.185470E-06   0.171028E-04   0.920620E-06
    25   0.122840E+04   0.260438E+01   0.167003E-02   0.886939E-01   0.183816E-02   0.260438E+01   0.113344E-01   0.331796E-06   0.452034E-05   0.831001E-07   0.167003E-02   0.331796E-06   0.138241E-06   0.705209E-05   0.188031E-06   0.886939E-01   0.452034E-05   0.705209E-05   0.140988E-02   0.182144E-04   0.183816E-02   0.831001E-07   0.188031E-06   0.182144E-04   0.963117E-06
    26   0.121563E+04   0.273473E+01   0.162429E-02   0.878049E-01   0.179909E-02   0.273473E+01   0.130156E-01   0.618168E-06   0.464635E-05   0.768785E-07   0.162429E-02   0.618168E-06   0.139047E-06   0.724556E-05   0.190363E-06   0.878049E-01   0.464635E-05   0.724556E-05   0.150414E-02   0.193233E-04   0.179909E-02   0.768785E-07   0.190363E-06   0.193233E-04   0.100510E-05
    27   0.120389E+04   0.287406E+01   0.158080E-02   0.868196E-01   0.176057E-02   0.287406E+01   0.148870E-01   0.631345E-06   0.492354E-05   0.723731E-07   0.158080E-02   0.631345E-06   0.139754E-06   0.742583E-05   0.192483E-06   0.868196E-01   0.492354E-05   0.742583E-05   0.159849E-02   0.204270E-04   0.176057E-02   0.723731E-07   0.192483E-06   0.204270E-04   0.104660E-05
    28   0.119296E+04   0.301412E+01   0.153949E-02   0.857569E-01   0.172278E-02   0.301412E+01   0.169260E-01   0.376147E-06   0.517694E-05   0.698609E-07   0.153949E-02   0.376147E-06   0.140370E-06   0.759318E-05   0.194409E-06   0.857569E-01   0.517694E-05   0.759318E-05   0.169268E-02   0.215229E-04   0.172278E-02   0.698609E-07   0.194409E-06   0.215229E-04   0.108759E-05
    29   0.118276E+04   0.315556E+01   0.150004E-02   0.846256E-01   0.168566E-02   0.315556E+01   0.191411E-01  -0.871698E-08   0.531872E-05   0.689668E-07   0.150004E-02  -0.871698E-08   0.140894E-06   0.774770E-05   0.196145E-06   0.846256E-01   0.531872E-05   0.774770E-05   0.178640E-02   0.226088E-04   0.168566E-02   0.689668E-07   0.196145E-06   0.226088E-04   0.112804E-05
    30   0.117352E+04   0.328692E+01   0.146222E-02   0.834337E-01   0.164916E-02   0.328692E+01   0.215488E-01  -0.378341E-06   0.530340E-05   0.690276E-07   0.146222E-02  -0.378341E-06   0.141328E-06   0.788960E-05   0.197701E-06   0.834337E-01   0.530340E-05   0.788960E-05   0.187937E-02   0.236827E-04   0.164916E-02   0.690276E-07   0.197701E-06   0.236827E-04   0.116790E-05
    31   0.116478E+04   0.341342E+01   0.142609E-02   0.821945E-01   0.161342E-02   0.341342E+01   0.241565E-01  -0.696909E-06   0.516770E-05   0.688780E-07   0.142609E-02  -0.696909E-06   0.141681E-06   0.801967E-05   0.199096E-06   0.821945E-01   0.516770E-05   0.801967E-05   0.197147E-02   0.247442E-04   0.161342E-02   0.688780E-07   0.199096E-06   0.247442E-04   0.120722E-05
    32   0.115751E+04   0.352510E+01   0.139172E-02   0.809213E-01   0.157859E-02   0.352510E+01   0.269899E-01  -0.961491E-06   0.496185E-05   0.673926E-07   0.139172E-02  -0.961491E-06   0.141967E-06   0.813881E-05   0.200352E-06   0.809213E-01   0.496185E-05   0.813881E-05   0.206264E-02   0.257933E-04   0.157859E-02   0.673926E-07   0.200352E-06   0.257933E-04   0.124607E-05
    33   0.115114E+04   0.361903E+01   0.135881E-02   0.796218E-01   0.154467E-02   0.361903E+01   0.299905E-01  -0.119161E-05   0.470796E-05   0.641074E-07   0.135881E-02  -0.119161E-05   0.142189E-06   0.824760E-05   0.201479E-06   0.796218E-01   0.470796E-05   0.824760E-05   0.215274E-02   0.268298E-04   0.154467E-02   0.641074E-07   0.201479E-06   0.268298E-04   0.128445E-05
    34   0.114565E+04   0.369587E+01   0.132696E-02   0.783020E-01   0.151163E-02   0.369587E+01   0.331648E-01  -0.139537E-05   0.442027E-05   0.589775E-07   0.132696E-02  -0.139537E-05   0.142350E-06   0.834657E-05   0.202486E-06   0.783020E-01   0.442027E-05   0.834657E-05   0.224168E-02   0.278535E-04   0.151163E-02   0.589775E-07   0.202486E-06   0.278535E-04   0.132234E-05
    35   0.114170E+04   0.374681E+01   0.129563E-02   0.769682E-01   0.147946E-02   0.374681E+01   0.365259E-01  -0.151272E-05   0.410976E-05   0.529721E-07   0.129563E-02  -0.151272E-05   0.142454E-06   0.843634E-05   0.203382E-06   0.769682E-01   0.410976E-05   0.843634E-05   0.232938E-02   0.288646E-04   0.147946E-02   0.529721E-07   0.203382E-06   0.288646E-04   0.135975E-05
    36   0.113846E+04   0.378269E+01   0.126450E-02   0.756266E-01   0.144816E-02   0.378269E+01   0.401128E-01  -0.148274E-05   0.379606E-05   0.472443E-07   0.126450E-02  -0.148274E-05   0.142504E-06   0.851758E-05   0.204176E-06   0.756266E-01   0.379606E-05   0.851758E-05   0.241582E-02   0.298633E-04   0.144816E-02   0.472443E-07   0.204176E-06   0.298633E-04   0.139669E-05
    37   0.113631E+04   0.379874E+01   0.123415E-02   0.742838E-01   0.141772E-02   0.379874E+01   0.439504E-01  -0.130904E-05   0.353671E-05   0.426663E-07   0.123415E-02  -0.130904E-05   0.142505E-06   0.859094E-05   0.204877E-06   0.742838E-01   0.353671E-05   0.859094E-05   0.250101E-02   0.308503E-04   0.141772E-02   0.426663E-07   0.204877E-06   0.308503E-04   0.143317E-05
    38   0.113521E+04   0.379820E+01   0.120527E-02   0.729461E-01   0.138813E-02   0.379820E+01   0.480297E-01  -0.102177E-05   0.338526E-05   0.398218E-07   0.120527E-02  -0.102177E-05   0.142460E-06   0.865705E-05   0.205492E-06   0.729461E-01   0.338526E-05   0.865705E-05   0.258494E-02   0.318262E-04   0.138813E-02   0.398218E-07   0.205492E-06   0.318262E-04   0.146920E-05
    39   0.113510E+04   0.378244E+01   0.117783E-02   0.716188E-01   0.135941E-02   0.378244E+01   0.523663E-01  -0.692654E-06   0.334148E-05   0.384210E-07   0.117783E-02  -0.692654E-06   0.142370E-06   0.871651E-05   0.206028E-06   0.716188E-01   0.334148E-05   0.871651E-05   0.266765E-02   0.327917E-04   0.135941E-02   0.384210E-07   0.206028E-06   0.327917E-04   0.150477E-05
    40   0.113601E+04   0.375135E+01   0.115169E-02   0.703069E-01   0.133153E-02   0.375135E+01   0.569848E-01  -0.403791E-06   0.339167E-05   0.379557E-07   0.115169E-02  -0.403791E-06   0.142239E-06   0.876988E-05   0.206488E-06   0.703069E-01   0.339167E-05   0.876988E-05   0.274918E-02   0.337477E-04   0.133153E-02   0.379557E-07   0.206488E-06   0.337477E-04   0.153988E-05
    41   0.113795E+04   0.370517E+01   0.112667E-02   0.690150E-01   0.130448E-02   0.370517E+01   0.619048E-01  -0.218725E-06   0.351692E-05   0.379688E-07   0.112667E-02  -0.218725E-06   0.142069E-06   0.881775E-05   0.206879E-06   0.690150E-01   0.351692E-05   0.881775E-05   0.282956E-02   0.346950E-04   0.130448E-02   0.379688E-07   0.206879E-06   0.346950E-04   0.157452E-05
    42   0.114090E+04   0.364550E+01   0.110263E-02   0.677452E-01   0.127825E-02   0.364550E+01   0.671265E-01  -0.126725E-06   0.367729E-05   0.382088E-07   0.110263E-02  -0.126725E-06   0.141860E-06   0.886067E-05   0.207205E-06   0.677452E-01   0.367729E-05   0.886067E-05   0.290891E-02   0.356348E-04   0.127825E-02   0.382088E-07   0.207205E-06   0.356348E-04   0.160870E-05
    43   0.114481E+04   0.357391E+01   0.107941E-02   0.664994E-01   0.125281E-02   0.357391E+01   0.726448E-01  -0.984967E-07   0.382764E-05   0.384750E-07   0.107941E-02  -0.984967E-07   0.141617E-06   0.889918E-05   0.207471E-06   0.664994E-01   0.382764E-05   0.889918E-05   0.298733E-02   0.365683E-04   0.125281E-02   0.384750E-07   0.207471E-06   0.365683E-04   0.164242E-05
    44   0.114971E+04   0.349034E+01   0.105684E-02   0.652792E-01   0.122812E-02   0.349034E+01   0.784524E-01  -0.104743E-06   0.392281E-05   0.385673E-07   0.105684E-02  -0.104743E-06   0.141341E-06   0.893386E-05   0.207682E-06   0.652792E-01   0.392281E-05   0.893386E-05   0.306495E-02   0.374967E-04   0.122812E-02   0.385673E-07   0.207682E-06   0.374967E-04   0.167570E-05
    45   0.115560E+04   0.339444E+01   0.103479E-02   0.640862E-01   0.120416E-02   0.339444E+01   0.845395E-01  -0.116167E-06   0.391762E-05   0.382851E-07   0.103479E-02  -0.116167E-06   0.141036E-06   0.896524E-05   0.207843E-06   0.640862E-01   0.391762E-05   0.896524E-05   0.314188E-02   0.384213E-04   0.120416E-02   0.382851E-07   0.207843E-06   0.384213E-04   0.170853E-05
    46   0.116242E+04   0.328614E+01   0.101313E-02   0.629223E-01   0.118090E-02   0.328614E+01   0.908972E-01  -0.110682E-06   0.378227E-05   0.374875E-07   0.101313E-02  -0.110682E-06   0.140703E-06   0.899384E-05   0.207959E-06   0.629223E-01   0.378227E-05   0.899384E-05   0.321824E-02   0.393433E-04   0.118090E-02   0.374875E-07   0.207959E-06   0.393433E-04   0.174092E-05
    47   0.117014E+04   0.316479E+01   0.991930E-03   0.617885E-01   0.115833E-02   0.316479E+01   0.975341E-01  -0.950372E-07   0.354829E-05   0.362715E-07   0.991930E-03  -0.950372E-07   0.140344E-06   0.902010E-05   0.208033E-06   0.617885E-01   0.354829E-05   0.902010E-05   0.329418E-02   0.402637E-04   0.115833E-02   0.362715E-07   0.208033E-06   0.402637E-04   0.177288E-05
    48   0.117875E+04   0.302955E+01   0.971296E-03   0.606862E-01   0.113642E-02   0.302955E+01   0.104456E+00  -0.831900E-07   0.326257E-05   0.347935E-07   0.971296E-03  -0.831900E-07   0.139961E-06   0.904437E-05   0.208067E-06   0.606862E-01   0.326257E-05   0.904437E-05   0.336983E-02   0.411836E-04   0.113642E-02   0.347935E-07   0.208067E-06   0.411836E-04   0.180440E-05
    49   0.118824E+04   0.287966E+01   0.951332E-03   0.596166E-01   0.111515E-02   0.287966E+01   0.111668E+00  -0.890984E-07   0.297198E-05   0.332100E-07   0.951332E-03  -0.890984E-07   0.139555E-06   0.906706E-05   0.208066E-06   0.596166E-01   0.297198E-05   0.906706E-05   0.344534E-02   0.421040E-04   0.111515E-02   0.332100E-07   0.208066E-06   0.421040E-04   0.183550E-05
    50   0.119868E+04   0.271447E+01   0.932146E-03   0.585809E-01   0.109452E-02   0.271447E+01   0.119186E+00  -0.126720E-06   0.272341E-05   0.316772E-07   0.932146E-03  -0.126720E-06   0.139129E-06   0.908854E-05   0.208031E-06   0.585809E-01   0.272341E-05   0.908854E-05   0.352086E-02   0.430261E-04   0.109452E-02   0.316772E-07   0.208031E-06   0.430261E-04   0.186618E-05
    51   0.121011E+04   0.253371E+01   0.913800E-03   0.575799E-01   0.107449E-02   0.253371E+01   0.127024E+00  -0.203924E-06   0.255130E-05   0.303154E-07   0.913800E-03  -0.203924E-06   0.138684E-06   0.910916E-05   0.207965E-06   0.575799E-01   0.255130E-05   0.910916E-05   0.359653E-02   0.439506E-04   0.107449E-02   0.303154E-07   0.207965E-06   0.439506E-04   0.189644E-05
    52   0.122247E+04   0.233817E+01   0.896188E-03   0.566133E-01   0.105505E-02   0.233817E+01   0.135186E+00  -0.304219E-06   0.244043E-05   0.291002E-07   0.896188E-03  -0.304219E-06   0.138221E-06   0.912917E-05   0.207871E-06   0.566133E-01   0.244043E-05   0.912917E-05   0.367246E-02   0.448782E-04   0.105505E-02   0.291002E-07   0.207871E-06   0.448782E-04   0.192628E-05
    53   0.123564E+04   0.212875E+01   0.879162E-03   0.556802E-01   0.103617E-02   0.212875E+01   0.143667E+00  -0.405027E-06   0.236309E-05   0.279707E-07   0.879162E-03  -0.405027E-06   0.137742E-06   0.914876E-05   0.207750E-06   0.556802E-01   0.236309E-05   0.914876E-05   0.374878E-02   0.458094E-04   0.103617E-02   0.279707E-07   0.207750E-06   0.458094E-04   0.195570E-05
    54   0.124957E+04   0.190546E+01   0.862573E-03   0.547798E-01   0.101783E-02   0.190546E+01   0.152466E+00  -0.483768E-06   0.229162E-05   0.268663E-07   0.862573E-03  -0.483768E-06   0.137246E-06   0.916814E-05   0.207604E-06   0.547798E-01   0.229162E-05   0.916814E-05   0.382560E-02   0.467446E-04   0.101783E-02   0.268663E-07   0.207604E-06   0.467446E-04   0.198471E-05
    55   0.126424E+04   0.166796E+01   0.846274E-03   0.539114E-01   0.999993E-03   0.166796E+01   0.161580E+00  -0.517862E-06   0.219834E-05   0.257261E-07   0.846274E-03  -0.517862E-06   0.136736E-06   0.918751E-05   0.207434E-06   0.539114E-01   0.219834E-05   0.918751E-05   0.390304E-02   0.476842E-04   0.999993E-03   0.257261E-07   0.207434E-06   0.476842E-04   0.201331E-05
    56   0.127971E+04   0.141520E+01   0.830156E-03   0.530741E-01   0.982644E-03   0.141520E+01   0.171004E+00  -0.493348E-06   0.206174E-05   0.244934E-07   0.830156E-03  -0.493348E-06   0.136212E-06   0.920705E-05   0.207241E-06   0.530741E-01   0.206174E-05   0.920705E-05   0.398121E-02   0.486287E-04   0.982644E-03   0.244934E-07   0.207241E-06   0.486287E-04   0.204149E-05
    57   0.129609E+04   0.114599E+01   0.814278E-03   0.522670E-01   0.965763E-03   0.114599E+01   0.180735E+00  -0.430740E-06   0.188500E-05   0.231271E-07   0.814278E-03  -0.430740E-06   0.135675E-06   0.922684E-05   0.207027E-06   0.522670E-01   0.188500E-05   0.922684E-05   0.406017E-02   0.495778E-04   0.965763E-03   0.231271E-07   0.207027E-06   0.495778E-04   0.206926E-05
    58   0.131333E+04   0.859727E+00   0.798737E-03   0.514889E-01   0.949332E-03   0.859727E+00   0.190776E+00  -0.359170E-06   0.167747E-05   0.215901E-07   0.798737E-03  -0.359170E-06   0.135125E-06   0.924693E-05   0.206792E-06   0.514889E-01   0.167747E-05   0.924693E-05   0.413999E-02   0.505313E-04   0.949332E-03   0.215901E-07   0.206792E-06   0.505313E-04   0.209661E-05
    59   0.133134E+04   0.556127E+00   0.783632E-03   0.507389E-01   0.933336E-03   0.556127E+00   0.201130E+00  -0.307771E-06   0.144850E-05   0.198454E-07   0.783632E-03  -0.307771E-06   0.134564E-06   0.926736E-05   0.206536E-06   0.507389E-01   0.144850E-05   0.926736E-05   0.422071E-02   0.514891E-04   0.933336E-03   0.198454E-07   0.206536E-06   0.514891E-04   0.212353E-05
    60   0.135009E+04   0.235310E+00   0.769061E-03   0.500160E-01   0.917758E-03   0.235310E+00   0.211793E+00  -0.305675E-06   0.120744E-05   0.178558E-07   0.769061E-03  -0.305675E-06   0.133991E-06   0.928819E-05   0.206261E-06   0.500160E-01   0.120744E-05   0.928819E-05   0.430239E-02   0.524509E-04   0.917758E-03   0.178558E-07   0.206261E-06   0.524509E-04   0.215004E-05
    61   0.136959E+04  -0.102467E+00   0.755092E-03   0.493190E-01   0.902581E-03  -0.102467E+00   0.222761E+00  -0.372811E-06   0.964103E-06   0.156172E-07   0.755092E-03  -0.372811E-06   0.133408E-06   0.930946E-05   0.205967E-06   0.493190E-01   0.964103E-06   0.930946E-05   0.438507E-02   0.534164E-04   0.902581E-03   0.156172E-07   0.205967E-06   0.534164E-04   0.217612E-05
    62   0.138981E+04  -0.456769E+00   0.741670E-03   0.486471E-01   0.887796E-03  -0.456769E+00   0.234034E+00  -0.492304E-06   0.730183E-06   0.132572E-07   0.741670E-03  -0.492304E-06   0.132815E-06   0.933116E-05   0.205656E-06   0.486471E-01   0.730183E-06   0.933116E-05   0.446878E-02   0.543851E-04   0.887796E-03   0.132572E-07   0.205656E-06   0.543851E-04   0.220179E-05
    63   0.141076E+04  -0.827130E+00   0.728709E-03   0.479991E-01   0.873394E-03  -0.827130E+00   0.245611E+00  -0.638076E-06   0.517827E-06   0.109365E-07   0.728709E-03  -0.638076E-06   0.132213E-06   0.935329E-05   0.205329E-06   0.479991E-01   0.517827E-06   0.935329E-05   0.455350E-02   0.553567E-04   0.873394E-03   0.109365E-07   0.205329E-06   0.553567E-04   0.222706E-05
    64   0.143241E+04  -0.121308E+01   0.716122E-03   0.473740E-01   0.859364E-03  -0.121308E+01   0.257494E+00  -0.784048E-06   0.339190E-06   0.881577E-08   0.716122E-03  -0.784048E-06   0.131605E-06   0.937584E-05   0.204986E-06   0.473740E-01   0.339190E-06   0.937584E-05   0.463923E-02   0.563307E-04   0.859364E-03   0.881577E-08   0.204986E-06   0.563307E-04   0.225193E-05
    65   0.145476E+04  -0.161419E+01   0.703823E-03   0.467709E-01   0.845699E-03  -0.161419E+01   0.269685E+00  -0.904143E-06   0.206424E-06   0.705558E-08   0.703823E-03  -0.904143E-06   0.130989E-06   0.939879E-05   0.204630E-06   0.467709E-01   0.206424E-06   0.939879E-05   0.472599E-02   0.573065E-04   0.845699E-03   0.705558E-08   0.204630E-06   0.573065E-04   0.227642E-05
    66   0.147783E+04  -0.203025E+01   0.691744E-03   0.461886E-01   0.832387E-03  -0.203025E+01   0.282178E+00  -0.978225E-06   0.127308E-06   0.577797E-08   0.691744E-03  -0.978225E-06   0.130369E-06   0.942214E-05   0.204263E-06   0.461886E-01   0.127308E-06   0.942214E-05   0.481375E-02   0.582837E-04   0.832387E-03   0.577797E-08   0.204263E-06   0.582837E-04   0.230054E-05
    67   0.150158E+04  -0.246087E+01   0.679877E-03   0.456259E-01   0.819416E-03  -0.246087E+01   0.294966E+00  -0.100993E-05   0.921270E-07   0.495057E-08   0.679877E-03  -0.100993E-05   0.129744E-06   0.944578E-05   0.203883E-06   0.456259E-01   0.921270E-07   0.944578E-05   0.490245E-02   0.592615E-04   0.819416E-03   0.495057E-08   0.203883E-06   0.592615E-04   0.232429E-05
    68   0.152599E+04  -0.290565E+01   0.668235E-03   0.450814E-01   0.806771E-03  -0.290565E+01   0.308040E+00  -0.100885E-05   0.867919E-07   0.450237E-08   0.668235E-03  -0.100885E-05   0.129114E-06   0.946963E-05   0.203492E-06   0.450814E-01   0.867919E-07   0.946963E-05   0.499203E-02   0.602389E-04   0.806771E-03   0.450237E-08   0.203492E-06   0.602389E-04   0.234768E-05
