#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.27799E+06    0.14958E+03   -0.96823E-02    0.14958E+03    0.84167E-01   -0.40404E-05   -0.96823E-02   -0.40404E-05    0.12793E-08
     3    0.22732E+06    0.17332E+03   -0.65732E-02    0.17332E+03    0.13984E+00   -0.36734E-05   -0.65732E-02   -0.36734E-05    0.81193E-09
     4    0.19283E+06    0.17066E+03   -0.49350E-02    0.17066E+03    0.16087E+00   -0.29855E-05   -0.49350E-02   -0.29855E-05    0.57818E-09
     5    0.16757E+06    0.15172E+03   -0.39248E-02    0.15172E+03    0.14692E+00   -0.22414E-05   -0.39248E-02   -0.22414E-05    0.43950E-09
     6    0.14819E+06    0.12409E+03   -0.32406E-02    0.12409E+03    0.11232E+00   -0.15462E-05   -0.32406E-02   -0.15462E-05    0.34845E-09
     7    0.13281E+06    0.93471E+02   -0.27479E-02    0.93471E+02    0.74005E-01   -0.95413E-06   -0.27479E-02   -0.95413E-06    0.28464E-09
     8    0.12026E+06    0.63962E+02   -0.23759E-02    0.63962E+02    0.43568E-01   -0.48922E-06   -0.23759E-02   -0.48922E-06    0.23777E-09
     9    0.10979E+06    0.38248E+02   -0.20845E-02    0.38248E+02    0.24999E-01   -0.15294E-06   -0.20845E-02   -0.15294E-06    0.20211E-09
    10    0.10084E+06    0.17817E+02   -0.18497E-02    0.17817E+02    0.16545E-01    0.67242E-07   -0.18497E-02    0.67242E-07    0.17419E-09
    11    0.93081E+05    0.31292E+01   -0.16576E-02    0.31292E+01    0.13981E-01    0.18858E-06   -0.16576E-02    0.18858E-06    0.15189E-09
    12    0.86332E+05   -0.60679E+01   -0.14977E-02   -0.60679E+01    0.13414E-01    0.22843E-06   -0.14977E-02    0.22843E-06    0.13368E-09
    13    0.80470E+05   -0.10583E+02   -0.13630E-02   -0.10583E+02    0.12775E-01    0.20988E-06   -0.13630E-02    0.20988E-06    0.11863E-09
    14    0.75375E+05   -0.11378E+02   -0.12480E-02   -0.11378E+02    0.11491E-01    0.15683E-06   -0.12480E-02    0.15683E-06    0.10600E-09
    15    0.70891E+05   -0.95658E+01   -0.11486E-02   -0.95658E+01    0.10047E-01    0.89961E-07   -0.11486E-02    0.89961E-07    0.95304E-10
    16    0.66864E+05   -0.62367E+01   -0.10615E-02   -0.62367E+01    0.90456E-02    0.26250E-07   -0.10615E-02    0.26250E-07    0.86137E-10
    17    0.63213E+05   -0.22470E+01   -0.98466E-03   -0.22470E+01    0.87372E-02   -0.28997E-07   -0.98466E-03   -0.28997E-07    0.78228E-10
    18    0.59879E+05    0.16797E+01   -0.91640E-03    0.16797E+01    0.90157E-02   -0.73266E-07   -0.91640E-03   -0.73266E-07    0.71347E-10
    19    0.56829E+05    0.51070E+01   -0.85544E-03    0.51070E+01    0.95590E-02   -0.10355E-06   -0.85544E-03   -0.10355E-06    0.65321E-10
    20    0.54037E+05    0.77296E+01   -0.80068E-03    0.77296E+01    0.10093E-01   -0.11780E-06   -0.80068E-03   -0.11780E-06    0.60005E-10
    21    0.51476E+05    0.94947E+01   -0.75130E-03    0.94947E+01    0.10487E-01   -0.11835E-06   -0.75130E-03   -0.11835E-06    0.55294E-10
    22    0.49121E+05    0.10441E+02   -0.70658E-03    0.10441E+02    0.10768E-01   -0.10896E-06   -0.70658E-03   -0.10896E-06    0.51101E-10
    23    0.46948E+05    0.10723E+02   -0.66594E-03    0.10723E+02    0.11099E-01   -0.94880E-07   -0.66594E-03   -0.94880E-07    0.47351E-10
    24    0.44939E+05    0.10522E+02   -0.62883E-03    0.10522E+02    0.11622E-01   -0.80718E-07   -0.62883E-03   -0.80718E-07    0.43982E-10
    25    0.43077E+05    0.99900E+01   -0.59484E-03    0.99900E+01    0.12446E-01   -0.67205E-07   -0.59484E-03   -0.67205E-07    0.40945E-10
    26    0.41348E+05    0.92693E+01   -0.56361E-03    0.92693E+01    0.13619E-01   -0.54375E-07   -0.56361E-03   -0.54375E-07    0.38196E-10
    27    0.39737E+05    0.84766E+01   -0.53484E-03    0.84766E+01    0.15135E-01   -0.43358E-07   -0.53484E-03   -0.43358E-07    0.35703E-10
    28    0.38232E+05    0.77131E+01   -0.50824E-03    0.77131E+01    0.16990E-01   -0.35385E-07   -0.50824E-03   -0.35385E-07    0.33433E-10
    29    0.36821E+05    0.70374E+01   -0.48357E-03    0.70374E+01    0.19130E-01   -0.30970E-07   -0.48357E-03   -0.30970E-07    0.31359E-10
    30    0.35495E+05    0.64815E+01   -0.46063E-03    0.64815E+01    0.21505E-01   -0.29923E-07   -0.46063E-03   -0.29923E-07    0.29458E-10
    31    0.34249E+05    0.60178E+01   -0.43928E-03    0.60178E+01    0.24111E-01   -0.29958E-07   -0.43928E-03   -0.29958E-07    0.27714E-10
    32    0.33078E+05    0.56094E+01   -0.41939E-03    0.56094E+01    0.26942E-01   -0.28765E-07   -0.41939E-03   -0.28765E-07    0.26109E-10
    33    0.31976E+05    0.52418E+01   -0.40083E-03    0.52418E+01    0.29998E-01   -0.26029E-07   -0.40083E-03   -0.26029E-07    0.24631E-10
    34    0.30936E+05    0.49120E+01   -0.38345E-03    0.49120E+01    0.33283E-01   -0.22260E-07   -0.38345E-03   -0.22260E-07    0.23265E-10
    35    0.29954E+05    0.46386E+01   -0.36715E-03    0.46386E+01    0.36786E-01   -0.19252E-07   -0.36715E-03   -0.19252E-07    0.22002E-10
    36    0.29024E+05    0.44366E+01   -0.35183E-03    0.44366E+01    0.40504E-01   -0.18554E-07   -0.35183E-03   -0.18554E-07    0.20830E-10
    37    0.28143E+05    0.42874E+01   -0.33741E-03    0.42874E+01    0.44462E-01   -0.19440E-07   -0.33741E-03   -0.19440E-07    0.19742E-10
    38    0.27305E+05    0.41696E+01   -0.32384E-03    0.41696E+01    0.48684E-01   -0.20783E-07   -0.32384E-03   -0.20783E-07    0.18730E-10
    39    0.26510E+05    0.40733E+01   -0.31105E-03    0.40733E+01    0.53161E-01   -0.22118E-07   -0.31105E-03   -0.22118E-07    0.17787E-10
    40    0.25754E+05    0.39912E+01   -0.29898E-03    0.39912E+01    0.57879E-01   -0.23149E-07   -0.29898E-03   -0.23149E-07    0.16907E-10
    41    0.25034E+05    0.39156E+01   -0.28756E-03    0.39156E+01    0.62830E-01   -0.23653E-07   -0.28756E-03   -0.23653E-07    0.16084E-10
    42    0.24349E+05    0.38377E+01   -0.27676E-03    0.38377E+01    0.68027E-01   -0.23695E-07   -0.27676E-03   -0.23695E-07    0.15314E-10
    43    0.23696E+05    0.37486E+01   -0.26652E-03    0.37486E+01    0.73484E-01   -0.23413E-07   -0.26652E-03   -0.23413E-07    0.14593E-10
    44    0.23073E+05    0.36400E+01   -0.25681E-03    0.36400E+01    0.79201E-01   -0.22944E-07   -0.25681E-03   -0.22944E-07    0.13917E-10
    45    0.22477E+05    0.35041E+01   -0.24760E-03    0.35041E+01    0.85188E-01   -0.22428E-07   -0.24760E-03   -0.22428E-07    0.13282E-10
    46    0.21908E+05    0.33322E+01   -0.23883E-03    0.33322E+01    0.91454E-01   -0.21968E-07   -0.23883E-03   -0.21968E-07    0.12685E-10
    47    0.21363E+05    0.31238E+01   -0.23048E-03    0.31238E+01    0.97993E-01   -0.21531E-07   -0.23048E-03   -0.21531E-07    0.12123E-10
    48    0.20841E+05    0.28831E+01   -0.22254E-03    0.28831E+01    0.10480E+00   -0.21051E-07   -0.22254E-03   -0.21051E-07    0.11593E-10
    49    0.20342E+05    0.26136E+01   -0.21498E-03    0.26136E+01    0.11185E+00   -0.20462E-07   -0.21498E-03   -0.20462E-07    0.11094E-10
