#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    44   0.655849E+04   0.141272E+02   0.137992E-02   0.114660E+00   0.262569E-02   0.141272E+02   0.869070E-01  -0.121561E-05   0.386793E-05   0.501023E-07   0.137992E-02  -0.121561E-05   0.184210E-06   0.149985E-04   0.455683E-06   0.114660E+00   0.386793E-05   0.149985E-04   0.481328E-02   0.696920E-04   0.262569E-02   0.501023E-07   0.455683E-06   0.696920E-04   0.433224E-05
    45   0.650170E+04   0.142035E+02   0.135699E-02   0.113752E+00   0.259693E-02   0.142035E+02   0.935394E-01  -0.898211E-06   0.380152E-05   0.445968E-07   0.135699E-02  -0.898211E-06   0.184571E-06   0.152072E-04   0.459986E-06   0.113752E+00   0.380152E-05   0.152072E-04   0.498822E-02   0.720869E-04   0.259693E-02   0.445968E-07   0.459986E-06   0.720869E-04   0.445752E-05
    46   0.644694E+04   0.142463E+02   0.133430E-02   0.112831E+00   0.256858E-02   0.142463E+02   0.100567E+00  -0.580597E-06   0.376741E-05   0.411708E-07   0.133430E-02  -0.580597E-06   0.184888E-06   0.154089E-04   0.464152E-06   0.112831E+00   0.376741E-05   0.154089E-04   0.516357E-02   0.744901E-04   0.256858E-02   0.411708E-07   0.464152E-06   0.744901E-04   0.458288E-05
    47   0.639413E+04   0.142573E+02   0.131192E-02   0.111899E+00   0.254064E-02   0.142573E+02   0.107999E+00  -0.285742E-06   0.377812E-05   0.396949E-07   0.131192E-02  -0.285742E-06   0.185165E-06   0.156038E-04   0.468187E-06   0.111899E+00   0.377812E-05   0.156038E-04   0.533933E-02   0.769017E-04   0.254064E-02   0.396949E-07   0.468187E-06   0.769017E-04   0.470831E-05
    48   0.634316E+04   0.142382E+02   0.129000E-02   0.110960E+00   0.251311E-02   0.142382E+02   0.115837E+00  -0.358325E-07   0.386387E-05   0.399813E-07   0.129000E-02  -0.358325E-07   0.185404E-06   0.157925E-04   0.472098E-06   0.110960E+00   0.386387E-05   0.157925E-04   0.551551E-02   0.793223E-04   0.251311E-02   0.399813E-07   0.472098E-06   0.793223E-04   0.483378E-05
    49   0.629394E+04   0.141909E+02   0.126867E-02   0.110015E+00   0.248599E-02   0.141909E+02   0.124078E+00   0.146943E-06   0.405492E-05   0.418426E-07   0.126867E-02   0.146943E-06   0.185607E-06   0.159753E-04   0.475890E-06   0.110015E+00   0.405492E-05   0.159753E-04   0.569214E-02   0.817524E-04   0.248599E-02   0.418426E-07   0.475890E-06   0.817524E-04   0.495928E-05
    50   0.624645E+04   0.141174E+02   0.124807E-02   0.109069E+00   0.245928E-02   0.141174E+02   0.132733E+00   0.240399E-06   0.438150E-05   0.450908E-07   0.124807E-02   0.240399E-06   0.185775E-06   0.161526E-04   0.479569E-06   0.109069E+00   0.438150E-05   0.161526E-04   0.586922E-02   0.841925E-04   0.245928E-02   0.450908E-07   0.479569E-06   0.841925E-04   0.508481E-05
    51   0.620071E+04   0.140197E+02   0.122830E-02   0.108124E+00   0.243299E-02   0.140197E+02   0.141811E+00   0.232451E-06   0.485419E-05   0.494847E-07   0.122830E-02   0.232451E-06   0.185910E-06   0.163248E-04   0.483140E-06   0.108124E+00   0.485419E-05   0.163248E-04   0.604678E-02   0.866430E-04   0.243299E-02   0.494847E-07   0.483140E-06   0.866430E-04   0.521033E-05
    52   0.615689E+04   0.139004E+02   0.120931E-02   0.107182E+00   0.240711E-02   0.139004E+02   0.151309E+00   0.151434E-06   0.540491E-05   0.545671E-07   0.120931E-02   0.151434E-06   0.186015E-06   0.164922E-04   0.486607E-06   0.107182E+00   0.540491E-05   0.164922E-04   0.622488E-02   0.891045E-04   0.240711E-02   0.545671E-07   0.486607E-06   0.891045E-04   0.533583E-05
    53   0.611516E+04   0.137619E+02   0.119103E-02   0.106246E+00   0.238163E-02   0.137619E+02   0.161218E+00   0.357871E-07   0.594593E-05   0.598271E-07   0.119103E-02   0.357871E-07   0.186089E-06   0.166552E-04   0.489974E-06   0.106246E+00   0.594593E-05   0.166552E-04   0.640357E-02   0.915775E-04   0.238163E-02   0.598271E-07   0.489974E-06   0.915775E-04   0.546129E-05
    54   0.607575E+04   0.136057E+02   0.117337E-02   0.105316E+00   0.235656E-02   0.136057E+02   0.171531E+00  -0.760507E-07   0.638952E-05   0.647539E-07   0.117337E-02  -0.760507E-07   0.186135E-06   0.168141E-04   0.493244E-06   0.105316E+00   0.638952E-05   0.168141E-04   0.658291E-02   0.940625E-04   0.235656E-02   0.647539E-07   0.493244E-06   0.940625E-04   0.558669E-05
    55   0.603893E+04   0.134331E+02   0.115625E-02   0.104396E+00   0.233189E-02   0.134331E+02   0.182240E+00  -0.145641E-06   0.664793E-05   0.688367E-07   0.115625E-02  -0.145641E-06   0.186153E-06   0.169691E-04   0.496422E-06   0.104396E+00   0.664793E-05   0.169691E-04   0.676295E-02   0.965602E-04   0.233189E-02   0.688367E-07   0.496422E-06   0.965602E-04   0.571201E-05
    56   0.600497E+04   0.132438E+02   0.113959E-02   0.103486E+00   0.230761E-02   0.132438E+02   0.193339E+00  -0.146747E-06   0.665253E-05   0.715890E-07   0.113959E-02  -0.146747E-06   0.186146E-06   0.171207E-04   0.499510E-06   0.103486E+00   0.665253E-05   0.171207E-04   0.694376E-02   0.990710E-04   0.230761E-02   0.715890E-07   0.499510E-06   0.990710E-04   0.583723E-05
    57   0.597386E+04   0.130350E+02   0.112329E-02   0.102588E+00   0.228371E-02   0.130350E+02   0.204837E+00  -0.101946E-06   0.641108E-05   0.726225E-07   0.112329E-02  -0.101946E-06   0.186113E-06   0.172690E-04   0.502511E-06   0.102588E+00   0.641108E-05   0.172690E-04   0.712540E-02   0.101595E-03   0.228371E-02   0.726225E-07   0.502511E-06   0.101595E-03   0.596231E-05
    58   0.594537E+04   0.128041E+02   0.110721E-02   0.101702E+00   0.226018E-02   0.128041E+02   0.216752E+00  -0.460178E-07   0.595042E-05   0.715734E-07   0.110721E-02  -0.460178E-07   0.186055E-06   0.174144E-04   0.505426E-06   0.101702E+00   0.595042E-05   0.174144E-04   0.730795E-02   0.104133E-03   0.226018E-02   0.715734E-07   0.505426E-06   0.104133E-03   0.608722E-05
    59   0.591921E+04   0.125486E+02   0.109127E-02   0.100828E+00   0.223701E-02   0.125486E+02   0.229103E+00  -0.137408E-07   0.529741E-05   0.680777E-07   0.109127E-02  -0.137408E-07   0.185974E-06   0.175569E-04   0.508257E-06   0.100828E+00   0.529741E-05   0.175569E-04   0.749146E-02   0.106685E-03   0.223701E-02   0.680777E-07   0.508257E-06   0.106685E-03   0.621194E-05
    60   0.589515E+04   0.122662E+02   0.107534E-02   0.999673E-01   0.221418E-02   0.122662E+02   0.241900E+00  -0.398950E-07   0.447892E-05   0.617716E-07   0.107534E-02  -0.398950E-07   0.185869E-06   0.176969E-04   0.511007E-06   0.999673E-01   0.447892E-05   0.176969E-04   0.767603E-02   0.109252E-03   0.221418E-02   0.617716E-07   0.511007E-06   0.109252E-03   0.633644E-05
    61   0.587306E+04   0.119556E+02   0.105935E-02   0.991192E-01   0.219168E-02   0.119556E+02   0.255153E+00  -0.148904E-06   0.353389E-05   0.525896E-07   0.105935E-02  -0.148904E-06   0.185742E-06   0.178346E-04   0.513678E-06   0.991192E-01   0.353389E-05   0.178346E-04   0.786171E-02   0.111833E-03   0.219168E-02   0.525896E-07   0.513678E-06   0.111833E-03   0.646068E-05
    62   0.585291E+04   0.116165E+02   0.104340E-02   0.982853E-01   0.216953E-02   0.116165E+02   0.268859E+00  -0.323772E-06   0.254969E-05   0.416595E-07   0.104340E-02  -0.323772E-06   0.185594E-06   0.179702E-04   0.516272E-06   0.982853E-01   0.254969E-05   0.179702E-04   0.804862E-02   0.114429E-03   0.216953E-02   0.416595E-07   0.516272E-06   0.114429E-03   0.658468E-05
    63   0.583472E+04   0.112492E+02   0.102762E-02   0.974670E-01   0.214773E-02   0.112492E+02   0.283012E+00  -0.537146E-06   0.162580E-05   0.304076E-07   0.102762E-02  -0.537146E-06   0.185426E-06   0.181039E-04   0.518794E-06   0.974670E-01   0.162580E-05   0.181039E-04   0.823685E-02   0.117041E-03   0.214773E-02   0.304076E-07   0.518794E-06   0.117041E-03   0.670844E-05
    64   0.581850E+04   0.108540E+02   0.101215E-02   0.966653E-01   0.212629E-02   0.108540E+02   0.297608E+00  -0.761673E-06   0.861671E-06   0.202599E-07   0.101215E-02  -0.761673E-06   0.185240E-06   0.182361E-04   0.521248E-06   0.966653E-01   0.861671E-06   0.182361E-04   0.842652E-02   0.119670E-03   0.212629E-02   0.202599E-07   0.521248E-06   0.119670E-03   0.683196E-05
    65   0.580429E+04   0.104311E+02   0.997135E-03   0.958817E-01   0.210523E-02   0.104311E+02   0.312644E+00  -0.970001E-06   0.356787E-06   0.126428E-07   0.997135E-03  -0.970001E-06   0.185038E-06   0.183669E-04   0.523637E-06   0.958817E-01   0.356787E-06   0.183669E-04   0.861773E-02   0.122316E-03   0.210523E-02   0.126428E-07   0.523637E-06   0.122316E-03   0.695525E-05
    66   0.579212E+04   0.998069E+01   0.982669E-03   0.951170E-01   0.208454E-02   0.998069E+01   0.328113E+00  -0.113809E-05   0.178513E-06   0.860944E-08   0.982669E-03  -0.113809E-05   0.184820E-06   0.184966E-04   0.525965E-06   0.951170E-01   0.178513E-06   0.184966E-04   0.881057E-02   0.124980E-03   0.208454E-02   0.860944E-08   0.525965E-06   0.124980E-03   0.707833E-05
    67   0.578200E+04   0.950324E+01   0.968749E-03   0.943710E-01   0.206423E-02   0.950324E+01   0.344019E+00  -0.125512E-05   0.265825E-06   0.772156E-08   0.968749E-03  -0.125512E-05   0.184587E-06   0.186252E-04   0.528235E-06   0.943710E-01   0.265825E-06   0.186252E-04   0.900513E-02   0.127661E-03   0.206423E-02   0.772156E-08   0.528235E-06   0.127661E-03   0.720119E-05
    68   0.577389E+04   0.899947E+01   0.955341E-03   0.936433E-01   0.204427E-02   0.899947E+01   0.360366E+00  -0.131360E-05   0.525598E-06   0.916797E-08   0.955341E-03  -0.131360E-05   0.184341E-06   0.187530E-04   0.530447E-06   0.936433E-01   0.525598E-06   0.187530E-04   0.920148E-02   0.130360E-03   0.204427E-02   0.916797E-08   0.530447E-06   0.130360E-03   0.732381E-05
