#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
   816   0.241661E+04  -0.343455E+02   0.116961E-04   0.238116E-08  -0.619247E-08  -0.343455E+02   0.108990E+02  -0.206638E-06  -0.239001E-11   0.878234E-10   0.116961E-04  -0.206638E-06   0.488641E-08   0.816721E-06   0.126304E-07   0.238116E-08  -0.239001E-11   0.816721E-06   0.523657E-02   0.521654E-04  -0.619247E-08   0.878234E-10   0.126304E-07   0.521654E-04   0.117569E-05
   817   0.241341E+04  -0.324546E+02   0.116558E-04   0.240862E-08  -0.642347E-08  -0.324546E+02   0.108796E+02  -0.197420E-06  -0.241758E-11   0.894994E-10   0.116558E-04  -0.197420E-06   0.487541E-08   0.815463E-06   0.126103E-07   0.240862E-08  -0.241758E-11   0.815463E-06   0.523498E-02   0.521474E-04  -0.642347E-08   0.894994E-10   0.126103E-07   0.521474E-04   0.117516E-05
   818   0.241001E+04  -0.305648E+02   0.116153E-04   0.242482E-08  -0.660253E-08  -0.305648E+02   0.108664E+02  -0.188221E-06  -0.243383E-11   0.910100E-10   0.116153E-04  -0.188221E-06   0.486446E-08   0.814208E-06   0.125902E-07   0.242482E-08  -0.243383E-11   0.814208E-06   0.523339E-02   0.521294E-04  -0.660253E-08   0.910100E-10   0.125902E-07   0.521294E-04   0.117463E-05
   819   0.240641E+04  -0.286766E+02   0.115744E-04   0.243025E-08  -0.673186E-08  -0.286766E+02   0.108595E+02  -0.179041E-06  -0.243929E-11   0.923608E-10   0.115744E-04  -0.179041E-06   0.485354E-08   0.812956E-06   0.125702E-07   0.243025E-08  -0.243929E-11   0.812956E-06   0.523181E-02   0.521115E-04  -0.673186E-08   0.923608E-10   0.125702E-07   0.521115E-04   0.117410E-05
   820   0.240260E+04  -0.267904E+02   0.115334E-04   0.242543E-08  -0.681370E-08  -0.267904E+02   0.108589E+02  -0.169881E-06  -0.243444E-11   0.935576E-10   0.115334E-04  -0.169881E-06   0.484265E-08   0.811707E-06   0.125503E-07   0.242543E-08  -0.243444E-11   0.811707E-06   0.523023E-02   0.520935E-04  -0.681370E-08   0.935576E-10   0.125503E-07   0.520935E-04   0.117357E-05
   821   0.239857E+04  -0.249065E+02   0.114920E-04   0.241084E-08  -0.685025E-08  -0.249065E+02   0.108646E+02  -0.160741E-06  -0.241980E-11   0.946062E-10   0.114920E-04  -0.160741E-06   0.483180E-08   0.810462E-06   0.125304E-07   0.241084E-08  -0.241980E-11   0.810462E-06   0.522864E-02   0.520756E-04  -0.685025E-08   0.946062E-10   0.125304E-07   0.520756E-04   0.117304E-05
   822   0.239434E+04  -0.230252E+02   0.114504E-04   0.238700E-08  -0.684374E-08  -0.230252E+02   0.108767E+02  -0.151621E-06  -0.239587E-11   0.955123E-10   0.114504E-04  -0.151621E-06   0.482098E-08   0.809220E-06   0.125105E-07   0.238700E-08  -0.239587E-11   0.809220E-06   0.522706E-02   0.520576E-04  -0.684374E-08   0.955123E-10   0.125105E-07   0.520576E-04   0.117251E-05
   823   0.238988E+04  -0.211469E+02   0.114085E-04   0.235440E-08  -0.679638E-08  -0.211469E+02   0.108951E+02  -0.142522E-06  -0.236316E-11   0.962816E-10   0.114085E-04  -0.142522E-06   0.481020E-08   0.807981E-06   0.124907E-07   0.235440E-08  -0.236316E-11   0.807981E-06   0.522548E-02   0.520397E-04  -0.679638E-08   0.962816E-10   0.124907E-07   0.520397E-04   0.117198E-05
   824   0.238521E+04  -0.192728E+02   0.113663E-04   0.231355E-08  -0.671040E-08  -0.192728E+02   0.109198E+02  -0.133444E-06  -0.232216E-11   0.969199E-10   0.113663E-04  -0.133444E-06   0.479945E-08   0.806745E-06   0.124710E-07   0.231355E-08  -0.232216E-11   0.806745E-06   0.522390E-02   0.520218E-04  -0.671040E-08   0.969199E-10   0.124710E-07   0.520218E-04   0.117145E-05
   825   0.238034E+04  -0.174039E+02   0.113239E-04   0.226495E-08  -0.658801E-08  -0.174039E+02   0.109509E+02  -0.124387E-06  -0.227338E-11   0.974330E-10   0.113239E-04  -0.124387E-06   0.478874E-08   0.805512E-06   0.124513E-07   0.226495E-08  -0.227338E-11   0.805512E-06   0.522232E-02   0.520039E-04  -0.658801E-08   0.974330E-10   0.124513E-07   0.520039E-04   0.117092E-05
   826   0.237526E+04  -0.155415E+02   0.112812E-04   0.220911E-08  -0.643143E-08  -0.155415E+02   0.109883E+02  -0.115352E-06  -0.221732E-11   0.978266E-10   0.112812E-04  -0.115352E-06   0.477805E-08   0.804282E-06   0.124316E-07   0.220911E-08  -0.221732E-11   0.804282E-06   0.522074E-02   0.519860E-04  -0.643143E-08   0.978266E-10   0.124316E-07   0.519860E-04   0.117039E-05
   827   0.236999E+04  -0.136866E+02   0.112382E-04   0.214651E-08  -0.624289E-08  -0.136866E+02   0.110319E+02  -0.106339E-06  -0.215450E-11   0.981063E-10   0.112382E-04  -0.106339E-06   0.476741E-08   0.803056E-06   0.124120E-07   0.214651E-08  -0.215450E-11   0.803056E-06   0.521916E-02   0.519681E-04  -0.624289E-08   0.981063E-10   0.124120E-07   0.519681E-04   0.116986E-05
   828   0.236454E+04  -0.118403E+02   0.111950E-04   0.207768E-08  -0.602460E-08  -0.118403E+02   0.110818E+02  -0.973480E-07  -0.208541E-11   0.982781E-10   0.111950E-04  -0.973480E-07   0.475679E-08   0.801832E-06   0.123925E-07   0.207768E-08  -0.208541E-11   0.801832E-06   0.521758E-02   0.519503E-04  -0.602460E-08   0.982781E-10   0.123925E-07   0.519503E-04   0.116933E-05
   829   0.235890E+04  -0.100039E+02   0.111516E-04   0.200310E-08  -0.577879E-08  -0.100039E+02   0.111379E+02  -0.883801E-07  -0.201055E-11   0.983475E-10   0.111516E-04  -0.883801E-07   0.474621E-08   0.800612E-06   0.123730E-07   0.200310E-08  -0.201055E-11   0.800612E-06   0.521600E-02   0.519324E-04  -0.577879E-08   0.983475E-10   0.123730E-07   0.519324E-04   0.116880E-05
   830   0.235309E+04  -0.817824E+01   0.111078E-04   0.192328E-08  -0.550766E-08  -0.817824E+01   0.112003E+02  -0.794353E-07  -0.193044E-11   0.983205E-10   0.111078E-04  -0.794353E-07   0.473566E-08   0.799394E-06   0.123535E-07   0.192328E-08  -0.193044E-11   0.799394E-06   0.521443E-02   0.519146E-04  -0.550766E-08   0.983205E-10   0.123535E-07   0.519146E-04   0.116827E-05
   831   0.234711E+04  -0.636381E+01   0.110638E-04   0.183873E-08  -0.521344E-08  -0.636381E+01   0.112688E+02  -0.705140E-07  -0.184557E-11   0.982026E-10   0.110638E-04  -0.705140E-07   0.472515E-08   0.798180E-06   0.123341E-07   0.183873E-08  -0.184557E-11   0.798180E-06   0.521285E-02   0.518968E-04  -0.521344E-08   0.982026E-10   0.123341E-07   0.518968E-04   0.116774E-05
   832   0.234095E+04  -0.456105E+01   0.110195E-04   0.174994E-08  -0.489835E-08  -0.456105E+01   0.113435E+02  -0.616166E-07  -0.175645E-11   0.979997E-10   0.110195E-04  -0.616166E-07   0.471467E-08   0.796969E-06   0.123148E-07   0.174994E-08  -0.175645E-11   0.796969E-06   0.521128E-02   0.518790E-04  -0.489835E-08   0.979997E-10   0.123148E-07   0.518790E-04   0.116722E-05
   833   0.233460E+04  -0.277017E+01   0.109750E-04   0.165742E-08  -0.456462E-08  -0.277017E+01   0.114243E+02  -0.527433E-07  -0.166358E-11   0.977175E-10   0.109750E-04  -0.527433E-07   0.470422E-08   0.795761E-06   0.122955E-07   0.165742E-08  -0.166358E-11   0.795761E-06   0.520970E-02   0.518612E-04  -0.456462E-08   0.977175E-10   0.122955E-07   0.518612E-04   0.116669E-05
   834   0.232808E+04  -0.991508E+00   0.109302E-04   0.156167E-08  -0.421445E-08  -0.991508E+00   0.115113E+02  -0.438946E-07  -0.156748E-11   0.973617E-10   0.109302E-04  -0.438946E-07   0.469380E-08   0.794556E-06   0.122762E-07   0.156167E-08  -0.156748E-11   0.794556E-06   0.520813E-02   0.518434E-04  -0.421445E-08   0.973617E-10   0.122762E-07   0.518434E-04   0.116616E-05
   835   0.232136E+04   0.774523E+00   0.108852E-04   0.146318E-08  -0.385006E-08   0.774523E+00   0.116045E+02  -0.350709E-07  -0.146863E-11   0.969381E-10   0.108852E-04  -0.350709E-07   0.468342E-08   0.793354E-06   0.122570E-07   0.146318E-08  -0.146863E-11   0.793354E-06   0.520655E-02   0.518256E-04  -0.385006E-08   0.969381E-10   0.122570E-07   0.518256E-04   0.116564E-05
   836   0.231445E+04   0.252772E+01   0.108399E-04   0.136248E-08  -0.347369E-08   0.252772E+01   0.117038E+02  -0.262724E-07  -0.136755E-11   0.964525E-10   0.108399E-04  -0.262724E-07   0.467307E-08   0.792155E-06   0.122379E-07   0.136248E-08  -0.136755E-11   0.792155E-06   0.520498E-02   0.518078E-04  -0.347369E-08   0.964525E-10   0.122379E-07   0.518078E-04   0.116511E-05
   837   0.230735E+04   0.426753E+01   0.107944E-04   0.126005E-08  -0.308754E-08   0.426753E+01   0.118091E+02  -0.174995E-07  -0.126473E-11   0.959105E-10   0.107944E-04  -0.174995E-07   0.466275E-08   0.790958E-06   0.122188E-07   0.126005E-08  -0.126473E-11   0.790958E-06   0.520341E-02   0.517901E-04  -0.308754E-08   0.959105E-10   0.122188E-07   0.517901E-04   0.116459E-05
   838   0.230007E+04   0.599322E+01   0.107485E-04   0.115639E-08  -0.269383E-08   0.599322E+01   0.119206E+02  -0.875264E-08  -0.116069E-11   0.953179E-10   0.107485E-04  -0.875264E-08   0.465246E-08   0.789765E-06   0.121997E-07   0.115639E-08  -0.116069E-11   0.789765E-06   0.520184E-02   0.517723E-04  -0.269383E-08   0.953179E-10   0.121997E-07   0.517723E-04   0.116406E-05
   839   0.229259E+04   0.770372E+01   0.107025E-04   0.105202E-08  -0.229479E-08   0.770372E+01   0.120380E+02  -0.321101E-10  -0.105593E-11   0.946805E-10   0.107025E-04  -0.321101E-10   0.464220E-08   0.788575E-06   0.121807E-07   0.105202E-08  -0.105593E-11   0.788575E-06   0.520027E-02   0.517546E-04  -0.229479E-08   0.946805E-10   0.121807E-07   0.517546E-04   0.116354E-05
   840   0.228495E+04   0.939815E+01   0.106562E-04   0.947426E-09  -0.189263E-08   0.939815E+01   0.121613E+02   0.866172E-08  -0.950950E-12   0.940040E-10   0.106562E-04   0.866172E-08   0.463198E-08   0.787388E-06   0.121618E-07   0.947426E-09  -0.950950E-12   0.787388E-06   0.519870E-02   0.517369E-04  -0.189263E-08   0.940040E-10   0.121618E-07   0.517369E-04   0.116302E-05
   841   0.227714E+04   0.110754E+02   0.106096E-04   0.843118E-09  -0.148958E-08   0.110754E+02   0.122903E+02   0.173285E-07  -0.846255E-12   0.932942E-10   0.106096E-04   0.173285E-07   0.462178E-08   0.786204E-06   0.121429E-07   0.843118E-09  -0.846255E-12   0.786204E-06   0.519713E-02   0.517192E-04  -0.148958E-08   0.932942E-10   0.121429E-07   0.517192E-04   0.116250E-05
   842   0.226918E+04   0.127347E+02   0.105628E-04   0.739597E-09  -0.108785E-08   0.127347E+02   0.124252E+02   0.259678E-07  -0.742349E-12   0.925568E-10   0.105628E-04   0.259678E-07   0.461162E-08   0.785023E-06   0.121240E-07   0.739597E-09  -0.742349E-12   0.785023E-06   0.519556E-02   0.517015E-04  -0.108785E-08   0.925568E-10   0.121240E-07   0.517015E-04   0.116198E-05
   843   0.226105E+04   0.143749E+02   0.105157E-04   0.637365E-09  -0.689664E-09   0.143749E+02   0.125656E+02   0.345794E-07  -0.639736E-12   0.917975E-10   0.105157E-04   0.345794E-07   0.460149E-08   0.783845E-06   0.121052E-07   0.637365E-09  -0.639736E-12   0.783845E-06   0.519399E-02   0.516838E-04  -0.689664E-09   0.917975E-10   0.121052E-07   0.516838E-04   0.116146E-05
   844   0.225279E+04   0.159952E+02   0.104684E-04   0.536923E-09  -0.297237E-09   0.159952E+02   0.127116E+02   0.431629E-07  -0.538921E-12   0.910221E-10   0.104684E-04   0.431629E-07   0.459139E-08   0.782669E-06   0.120865E-07   0.536923E-09  -0.538921E-12   0.782669E-06   0.519243E-02   0.516662E-04  -0.297237E-09   0.910221E-10   0.120865E-07   0.516662E-04   0.116094E-05
   845   0.224437E+04   0.175951E+02   0.104208E-04   0.438774E-09   0.872084E-10   0.175951E+02   0.128631E+02   0.517178E-07  -0.440407E-12   0.902363E-10   0.104208E-04   0.517178E-07   0.458132E-08   0.781497E-06   0.120678E-07   0.438774E-09  -0.440407E-12   0.781497E-06   0.519086E-02   0.516485E-04   0.872084E-10   0.902363E-10   0.120678E-07   0.516485E-04   0.116042E-05
   846   0.223581E+04   0.191737E+02   0.103730E-04   0.343421E-09   0.461454E-09   0.191737E+02   0.130201E+02   0.602439E-07  -0.344699E-12   0.894459E-10   0.103730E-04   0.602439E-07   0.457128E-08   0.780327E-06   0.120491E-07   0.343421E-09  -0.344699E-12   0.780327E-06   0.518930E-02   0.516309E-04   0.461454E-09   0.894459E-10   0.120491E-07   0.516309E-04   0.115990E-05
   847   0.222709E+04   0.207308E+02   0.103249E-04   0.251364E-09   0.823281E-09   0.207308E+02   0.131826E+02   0.687409E-07  -0.252300E-12   0.886567E-10   0.103249E-04   0.687409E-07   0.456127E-08   0.779161E-06   0.120305E-07   0.251364E-09  -0.252300E-12   0.779161E-06   0.518773E-02   0.516132E-04   0.823281E-09   0.886567E-10   0.120305E-07   0.516132E-04   0.115939E-05
   848   0.221823E+04   0.222657E+02   0.102766E-04   0.163107E-09   0.117047E-08   0.222657E+02   0.133505E+02   0.772082E-07  -0.163714E-12   0.878743E-10   0.102766E-04   0.772082E-07   0.455130E-08   0.777997E-06   0.120119E-07   0.163107E-09  -0.163714E-12   0.777997E-06   0.518617E-02   0.515956E-04   0.117047E-08   0.878743E-10   0.120119E-07   0.515956E-04   0.115887E-05
   849   0.220921E+04   0.237780E+02   0.102280E-04   0.791519E-10   0.150080E-08   0.237780E+02   0.135239E+02   0.856457E-07  -0.794464E-13   0.871045E-10   0.102280E-04   0.856457E-07   0.454135E-08   0.776836E-06   0.119934E-07   0.791519E-10  -0.794464E-13   0.776836E-06   0.518460E-02   0.515780E-04   0.150080E-08   0.871045E-10   0.119934E-07   0.515780E-04   0.115836E-05
   850   0.220004E+04   0.252669E+02   0.101792E-04  -0.999327E-20   0.181205E-08   0.252669E+02   0.137027E+02   0.940528E-07   0.283441E-21   0.863531E-10   0.101792E-04   0.940528E-07   0.453143E-08   0.775678E-06   0.119750E-07  -0.999327E-20   0.283441E-21   0.775678E-06   0.518304E-02   0.515605E-04   0.181205E-08   0.863531E-10   0.119750E-07   0.515605E-04   0.115784E-05
   851   0.219073E+04   0.267321E+02   0.101302E-04  -0.739522E-10   0.210247E-08   0.267321E+02   0.138869E+02   0.102429E-06   0.742273E-13   0.856247E-10   0.101302E-04   0.102429E-06   0.452154E-08   0.774523E-06   0.119566E-07  -0.739522E-10   0.742273E-13   0.774523E-06   0.518148E-02   0.515429E-04   0.210247E-08   0.856247E-10   0.119566E-07   0.515429E-04   0.115733E-05
   852   0.218126E+04   0.281733E+02   0.100809E-04  -0.142733E-09   0.237213E-08   0.281733E+02   0.140764E+02   0.110774E-06   0.143264E-12   0.849199E-10   0.100809E-04   0.110774E-06   0.451169E-08   0.773371E-06   0.119382E-07  -0.142733E-09   0.143264E-12   0.773371E-06   0.517992E-02   0.515253E-04   0.237213E-08   0.849199E-10   0.119382E-07   0.515253E-04   0.115682E-05
   853   0.217165E+04   0.295900E+02   0.100313E-04  -0.206477E-09   0.262159E-08   0.295900E+02   0.142709E+02   0.119086E-06   0.207246E-12   0.842380E-10   0.100313E-04   0.119086E-06   0.450186E-08   0.772222E-06   0.119199E-07  -0.206477E-09   0.207246E-12   0.772222E-06   0.517836E-02   0.515078E-04   0.262159E-08   0.842380E-10   0.119199E-07   0.515078E-04   0.115631E-05
   854   0.216191E+04   0.309821E+02   0.998157E-05  -0.265319E-09   0.285140E-08   0.309821E+02   0.144705E+02   0.127363E-06   0.266307E-12   0.835786E-10   0.998157E-05   0.127363E-06   0.449206E-08   0.771075E-06   0.119016E-07  -0.265319E-09   0.266307E-12   0.771075E-06   0.517680E-02   0.514903E-04   0.285140E-08   0.835786E-10   0.119016E-07   0.514903E-04   0.115580E-05
   855   0.215204E+04   0.323491E+02   0.993160E-05  -0.319394E-09   0.306208E-08   0.323491E+02   0.146750E+02   0.135606E-06   0.320582E-12   0.829410E-10   0.993160E-05   0.135606E-06   0.448229E-08   0.769931E-06   0.118834E-07  -0.319394E-09   0.320582E-12   0.769931E-06   0.517524E-02   0.514728E-04   0.306208E-08   0.829410E-10   0.118834E-07   0.514728E-04   0.115529E-05
   856   0.214204E+04   0.336909E+02   0.988140E-05  -0.368835E-09   0.325420E-08   0.336909E+02   0.148842E+02   0.143812E-06   0.370208E-12   0.823247E-10   0.988140E-05   0.143812E-06   0.447255E-08   0.768790E-06   0.118652E-07  -0.368835E-09   0.370208E-12   0.768790E-06   0.517368E-02   0.514553E-04   0.325420E-08   0.823247E-10   0.118652E-07   0.514553E-04   0.115478E-05
   857   0.213193E+04   0.350071E+02   0.983100E-05  -0.413778E-09   0.342830E-08   0.350071E+02   0.150980E+02   0.151981E-06   0.415318E-12   0.817291E-10   0.983100E-05   0.151981E-06   0.446284E-08   0.767652E-06   0.118471E-07  -0.413778E-09   0.415318E-12   0.767652E-06   0.517213E-02   0.514378E-04   0.342830E-08   0.817291E-10   0.118471E-07   0.514378E-04   0.115428E-05
   858   0.212171E+04   0.362973E+02   0.978040E-05  -0.454357E-09   0.358492E-08   0.362973E+02   0.153164E+02   0.160112E-06   0.456048E-12   0.811537E-10   0.978040E-05   0.160112E-06   0.445316E-08   0.766517E-06   0.118290E-07  -0.454357E-09   0.456048E-12   0.766517E-06   0.517057E-02   0.514203E-04   0.358492E-08   0.811537E-10   0.118290E-07   0.514203E-04   0.115377E-05
   859   0.211137E+04   0.375610E+02   0.972960E-05  -0.490707E-09   0.372460E-08   0.375610E+02   0.155392E+02   0.168202E-06   0.492533E-12   0.805978E-10   0.972960E-05   0.168202E-06   0.444350E-08   0.765384E-06   0.118110E-07  -0.490707E-09   0.492533E-12   0.765384E-06   0.516901E-02   0.514029E-04   0.372460E-08   0.805978E-10   0.118110E-07   0.514029E-04   0.115327E-05
   860   0.210093E+04   0.387975E+02   0.967860E-05  -0.522962E-09   0.384791E-08   0.387975E+02   0.157665E+02   0.176252E-06   0.524907E-12   0.800611E-10   0.967860E-05   0.176252E-06   0.443388E-08   0.764254E-06   0.117930E-07  -0.522962E-09   0.524907E-12   0.764254E-06   0.516746E-02   0.513854E-04   0.384791E-08   0.800611E-10   0.117930E-07   0.513854E-04   0.115277E-05
   861   0.209039E+04   0.400061E+02   0.962743E-05  -0.551256E-09   0.395537E-08   0.400061E+02   0.159981E+02   0.184260E-06   0.553307E-12   0.795428E-10   0.962743E-05   0.184260E-06   0.442428E-08   0.763127E-06   0.117751E-07  -0.551256E-09   0.553307E-12   0.763127E-06   0.516591E-02   0.513680E-04   0.395537E-08   0.795428E-10   0.117751E-07   0.513680E-04   0.115226E-05
   862   0.207974E+04   0.411861E+02   0.957607E-05  -0.575725E-09   0.404754E-08   0.411861E+02   0.162340E+02   0.192225E-06   0.577867E-12   0.790424E-10   0.957607E-05   0.192225E-06   0.441472E-08   0.762003E-06   0.117572E-07  -0.575725E-09   0.577867E-12   0.762003E-06   0.516435E-02   0.513506E-04   0.404754E-08   0.790424E-10   0.117572E-07   0.513506E-04   0.115176E-05
   863   0.206899E+04   0.423370E+02   0.952455E-05  -0.596502E-09   0.412496E-08   0.423370E+02   0.164743E+02   0.200146E-06   0.598721E-12   0.785593E-10   0.952455E-05   0.200146E-06   0.440518E-08   0.760882E-06   0.117393E-07  -0.596502E-09   0.598721E-12   0.760882E-06   0.516280E-02   0.513332E-04   0.412496E-08   0.785593E-10   0.117393E-07   0.513332E-04   0.115126E-05
   864   0.205814E+04   0.434580E+02   0.947285E-05  -0.613723E-09   0.418817E-08   0.434580E+02   0.167188E+02   0.208021E-06   0.616006E-12   0.780930E-10   0.947285E-05   0.208021E-06   0.439567E-08   0.759763E-06   0.117215E-07  -0.613723E-09   0.616006E-12   0.759763E-06   0.516125E-02   0.513158E-04   0.418817E-08   0.780930E-10   0.117215E-07   0.513158E-04   0.115077E-05
   865   0.204719E+04   0.445486E+02   0.942100E-05  -0.627521E-09   0.423773E-08   0.445486E+02   0.169675E+02   0.215850E-06   0.629856E-12   0.776430E-10   0.942100E-05   0.215850E-06   0.438619E-08   0.758647E-06   0.117038E-07  -0.627521E-09   0.629856E-12   0.758647E-06   0.515970E-02   0.512985E-04   0.423773E-08   0.776430E-10   0.117038E-07   0.512985E-04   0.115027E-05
   866   0.203616E+04   0.456087E+02   0.936899E-05  -0.638033E-09   0.427418E-08   0.456087E+02   0.172202E+02   0.223632E-06   0.640406E-12   0.772086E-10   0.936899E-05   0.223632E-06   0.437673E-08   0.757533E-06   0.116861E-07  -0.638033E-09   0.640406E-12   0.757533E-06   0.515815E-02   0.512811E-04   0.427418E-08   0.772086E-10   0.116861E-07   0.512811E-04   0.114977E-05
   867   0.202503E+04   0.466384E+02   0.931683E-05  -0.645391E-09   0.429806E-08   0.466384E+02   0.174770E+02   0.231364E-06   0.647792E-12   0.767893E-10   0.931683E-05   0.231364E-06   0.436731E-08   0.756423E-06   0.116684E-07  -0.645391E-09   0.647792E-12   0.756423E-06   0.515660E-02   0.512638E-04   0.429806E-08   0.767893E-10   0.116684E-07   0.512638E-04   0.114928E-05
   868   0.201380E+04   0.476376E+02   0.926454E-05  -0.649730E-09   0.430992E-08   0.476376E+02   0.177376E+02   0.239047E-06   0.652148E-12   0.763845E-10   0.926454E-05   0.239047E-06   0.435791E-08   0.755315E-06   0.116508E-07  -0.649730E-09   0.652148E-12   0.755315E-06   0.515505E-02   0.512464E-04   0.430992E-08   0.763845E-10   0.116508E-07   0.512464E-04   0.114879E-05
   869   0.200249E+04   0.486066E+02   0.921210E-05  -0.651186E-09   0.431031E-08   0.486066E+02   0.180019E+02   0.246679E-06   0.653609E-12   0.759938E-10   0.921210E-05   0.246679E-06   0.434854E-08   0.754210E-06   0.116333E-07  -0.651186E-09   0.653609E-12   0.754210E-06   0.515350E-02   0.512291E-04   0.431031E-08   0.759938E-10   0.116333E-07   0.512291E-04   0.114829E-05
   870   0.199109E+04   0.495452E+02   0.915954E-05  -0.649892E-09   0.429976E-08   0.495452E+02   0.182699E+02   0.254259E-06   0.652311E-12   0.756164E-10   0.915954E-05   0.254259E-06   0.433920E-08   0.753107E-06   0.116157E-07  -0.649892E-09   0.652311E-12   0.753107E-06   0.515195E-02   0.512118E-04   0.429976E-08   0.756164E-10   0.116157E-07   0.512118E-04   0.114780E-05
   871   0.197961E+04   0.504535E+02   0.910685E-05  -0.645984E-09   0.427884E-08   0.504535E+02   0.185414E+02   0.261785E-06   0.648388E-12   0.752518E-10   0.910685E-05   0.261785E-06   0.432988E-08   0.752007E-06   0.115983E-07  -0.645984E-09   0.648388E-12   0.752007E-06   0.515041E-02   0.511946E-04   0.427884E-08   0.752518E-10   0.115983E-07   0.511946E-04   0.114731E-05
   872   0.196805E+04   0.513315E+02   0.905405E-05  -0.639595E-09   0.424807E-08   0.513315E+02   0.188162E+02   0.269257E-06   0.641975E-12   0.748996E-10   0.905405E-05   0.269257E-06   0.432060E-08   0.750910E-06   0.115809E-07  -0.639595E-09   0.641975E-12   0.750910E-06   0.514886E-02   0.511773E-04   0.424807E-08   0.748996E-10   0.115809E-07   0.511773E-04   0.114682E-05
   873   0.195640E+04   0.521790E+02   0.900113E-05  -0.630861E-09   0.420802E-08   0.521790E+02   0.190941E+02   0.276674E-06   0.633208E-12   0.745590E-10   0.900113E-05   0.276674E-06   0.431134E-08   0.749816E-06   0.115635E-07  -0.630861E-09   0.633208E-12   0.749816E-06   0.514732E-02   0.511600E-04   0.420802E-08   0.745590E-10   0.115635E-07   0.511600E-04   0.114634E-05
   874   0.194469E+04   0.529955E+02   0.894811E-05  -0.619916E-09   0.415922E-08   0.529955E+02   0.193753E+02   0.284034E-06   0.622222E-12   0.742296E-10   0.894811E-05   0.284034E-06   0.430211E-08   0.748724E-06   0.115461E-07  -0.619916E-09   0.622222E-12   0.748724E-06   0.514577E-02   0.511428E-04   0.415922E-08   0.742296E-10   0.115461E-07   0.511428E-04   0.114585E-05
   875   0.193291E+04   0.537807E+02   0.889499E-05  -0.606893E-09   0.410221E-08   0.537807E+02   0.196593E+02   0.291336E-06   0.609151E-12   0.739108E-10   0.889499E-05   0.291336E-06   0.429290E-08   0.747634E-06   0.115288E-07  -0.606893E-09   0.609151E-12   0.747634E-06   0.514423E-02   0.511256E-04   0.410221E-08   0.739108E-10   0.115288E-07   0.511256E-04   0.114536E-05
   876   0.192107E+04   0.545343E+02   0.884177E-05  -0.591929E-09   0.403755E-08   0.545343E+02   0.199462E+02   0.298580E-06   0.594131E-12   0.736021E-10   0.884177E-05   0.298580E-06   0.428372E-08   0.746548E-06   0.115116E-07  -0.591929E-09   0.594131E-12   0.746548E-06   0.514269E-02   0.511084E-04   0.403755E-08   0.736021E-10   0.115116E-07   0.511084E-04   0.114488E-05
   877   0.190917E+04   0.552558E+02   0.878847E-05  -0.575157E-09   0.396579E-08   0.552558E+02   0.202357E+02   0.305763E-06   0.577297E-12   0.733028E-10   0.878847E-05   0.305763E-06   0.427457E-08   0.745464E-06   0.114944E-07  -0.575157E-09   0.577297E-12   0.745464E-06   0.514115E-02   0.510912E-04   0.396579E-08   0.733028E-10   0.114944E-07   0.510912E-04   0.114440E-05
   878   0.189724E+04   0.559451E+02   0.873509E-05  -0.556713E-09   0.388746E-08   0.559451E+02   0.205278E+02   0.312885E-06   0.558784E-12   0.730124E-10   0.873509E-05   0.312885E-06   0.426545E-08   0.744383E-06   0.114772E-07  -0.556713E-09   0.558784E-12   0.744383E-06   0.513961E-02   0.510740E-04   0.388746E-08   0.730124E-10   0.114772E-07   0.510740E-04   0.114392E-05
   879   0.188525E+04   0.566015E+02   0.868163E-05  -0.536730E-09   0.380311E-08   0.566015E+02   0.208222E+02   0.319945E-06   0.538727E-12   0.727303E-10   0.868163E-05   0.319945E-06   0.425635E-08   0.743304E-06   0.114601E-07  -0.536730E-09   0.538727E-12   0.743304E-06   0.513807E-02   0.510568E-04   0.380311E-08   0.727303E-10   0.114601E-07   0.510568E-04   0.114344E-05
   880   0.187323E+04   0.572251E+02   0.862810E-05  -0.515343E-09   0.371329E-08   0.572251E+02   0.211189E+02   0.326942E-06   0.517260E-12   0.724561E-10   0.862810E-05   0.326942E-06   0.424728E-08   0.742228E-06   0.114431E-07  -0.515343E-09   0.517260E-12   0.742228E-06   0.513653E-02   0.510397E-04   0.371329E-08   0.724561E-10   0.114431E-07   0.510397E-04   0.114296E-05
   881   0.186116E+04   0.578153E+02   0.857451E-05  -0.492686E-09   0.361854E-08   0.578153E+02   0.214178E+02   0.333874E-06   0.494520E-12   0.721890E-10   0.857451E-05   0.333874E-06   0.423824E-08   0.741154E-06   0.114261E-07  -0.492686E-09   0.494520E-12   0.741154E-06   0.513499E-02   0.510225E-04   0.361854E-08   0.721890E-10   0.114261E-07   0.510225E-04   0.114248E-05
