#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.17609E+04    0.72435E-01    0.26480E-01    0.33589E+01    0.43644E-07    0.39854E-02   -0.16155E-04
     3    0.16050E+04    0.11082E+00    0.30066E-01    0.35608E+01    0.53030E-07    0.41340E-02   -0.19691E-04
     4    0.14944E+04    0.11996E+00    0.28943E-01    0.35639E+01    0.61154E-07    0.41122E-02   -0.19509E-04
     5    0.14097E+04    0.10360E+00    0.24878E-01    0.32995E+01    0.68243E-07    0.40198E-02   -0.16722E-04
     6    0.13473E+04    0.75377E-01    0.19665E-01    0.28809E+01    0.74444E-07    0.38987E-02   -0.12397E-04
     7    0.13027E+04    0.48114E-01    0.14628E-01    0.24044E+01    0.79905E-07    0.37676E-02   -0.75321E-05
     8    0.12711E+04    0.28758E-01    0.10512E-01    0.19449E+01    0.84738E-07    0.36309E-02   -0.29314E-05
     9    0.12494E+04    0.18158E-01    0.75699E-02    0.15440E+01    0.89035E-07    0.34915E-02    0.80284E-06
    10    0.12354E+04    0.13765E-01    0.57458E-02    0.12280E+01    0.92853E-07    0.33548E-02    0.32783E-05
    11    0.12269E+04    0.12389E-01    0.48457E-02    0.10040E+01    0.96274E-07    0.32273E-02    0.43886E-05
    12    0.12228E+04    0.11956E-01    0.46289E-02    0.87522E+00    0.99318E-07    0.31089E-02    0.43325E-05
    13    0.12214E+04    0.11596E-01    0.48821E-02    0.82388E+00    0.10203E-06    0.29979E-02    0.34776E-05
    14    0.12220E+04    0.11473E-01    0.54198E-02    0.82531E+00    0.10444E-06    0.28931E-02    0.21797E-05
    15    0.12251E+04    0.11757E-01    0.61317E-02    0.85631E+00    0.10659E-06    0.27932E-02    0.68624E-06
    16    0.12307E+04    0.12527E-01    0.69376E-02    0.89703E+00    0.10851E-06    0.26975E-02   -0.77133E-06
    17    0.12384E+04    0.13709E-01    0.78015E-02    0.93633E+00    0.11020E-06    0.26056E-02   -0.19062E-05
    18    0.12468E+04    0.15030E-01    0.87018E-02    0.96815E+00    0.11171E-06    0.25176E-02   -0.24861E-05
    19    0.12566E+04    0.16414E-01    0.96303E-02    0.99139E+00    0.11303E-06    0.24334E-02   -0.25394E-05
    20    0.12663E+04    0.17904E-01    0.10583E-01    0.10032E+01    0.11419E-06    0.23527E-02   -0.21862E-05
    21    0.12763E+04    0.19557E-01    0.11558E-01    0.10030E+01    0.11519E-06    0.22758E-02   -0.16606E-05
    22    0.12868E+04    0.21500E-01    0.12556E-01    0.99148E+00    0.11606E-06    0.22029E-02   -0.11735E-05
    23    0.12976E+04    0.23764E-01    0.13572E-01    0.97711E+00    0.11680E-06    0.21331E-02   -0.73869E-06
    24    0.13087E+04    0.26322E-01    0.14605E-01    0.96771E+00    0.11742E-06    0.20656E-02   -0.34152E-06
    25    0.13201E+04    0.29167E-01    0.15652E-01    0.96114E+00    0.11794E-06    0.20011E-02   -0.49409E-07
    26    0.13316E+04    0.32261E-01    0.16711E-01    0.95483E+00    0.11836E-06    0.19402E-02    0.58958E-07
    27    0.13435E+04    0.35583E-01    0.17784E-01    0.94707E+00    0.11869E-06    0.18825E-02   -0.60527E-07
    28    0.13556E+04    0.39140E-01    0.18872E-01    0.93683E+00    0.11894E-06    0.18275E-02   -0.40446E-06
    29    0.13680E+04    0.42915E-01    0.19974E-01    0.91983E+00    0.11911E-06    0.17748E-02   -0.81447E-06
    30    0.13807E+04    0.46905E-01    0.21088E-01    0.89093E+00    0.11920E-06    0.17238E-02   -0.11219E-05
    31    0.13933E+04    0.51129E-01    0.22212E-01    0.85106E+00    0.11922E-06    0.16747E-02   -0.12677E-05
    32    0.14062E+04    0.55594E-01    0.23343E-01    0.80162E+00    0.11918E-06    0.16276E-02   -0.12443E-05
    33    0.14192E+04    0.60274E-01    0.24480E-01    0.74013E+00    0.11908E-06    0.15826E-02   -0.11402E-05
    34    0.14325E+04    0.65156E-01    0.25623E-01    0.66448E+00    0.11894E-06    0.15397E-02   -0.10454E-05
    35    0.14458E+04    0.70284E-01    0.26770E-01    0.57493E+00    0.11874E-06    0.14986E-02   -0.96196E-06
    36    0.14592E+04    0.75715E-01    0.27919E-01    0.47205E+00    0.11850E-06    0.14589E-02   -0.86385E-06
    37    0.14727E+04    0.81465E-01    0.29070E-01    0.35911E+00    0.11821E-06    0.14204E-02   -0.70099E-06
    38    0.14865E+04    0.87544E-01    0.30223E-01    0.24079E+00    0.11789E-06    0.13833E-02   -0.44498E-06
    39    0.15005E+04    0.93926E-01    0.31376E-01    0.11587E+00    0.11754E-06    0.13475E-02   -0.17774E-06
    40    0.15146E+04    0.10058E+00    0.32524E-01   -0.18546E-01    0.11714E-06    0.13132E-02   -0.83532E-08
    41    0.15290E+04    0.10751E+00    0.33665E-01   -0.16506E+00    0.11672E-06    0.12803E-02   -0.16759E-07
    42    0.15432E+04    0.11470E+00    0.34798E-01   -0.32434E+00    0.11627E-06    0.12487E-02   -0.16762E-06
    43    0.15576E+04    0.12219E+00    0.35922E-01   -0.49652E+00    0.11579E-06    0.12183E-02   -0.39702E-06
    44    0.15720E+04    0.12997E+00    0.37034E-01   -0.68085E+00    0.11528E-06    0.11888E-02   -0.64127E-06
    45    0.15867E+04    0.13806E+00    0.38134E-01   -0.87652E+00    0.11475E-06    0.11600E-02   -0.83690E-06
    46    0.16016E+04    0.14648E+00    0.39221E-01   -0.10847E+01    0.11420E-06    0.11318E-02   -0.93587E-06
    47    0.16167E+04    0.15521E+00    0.40293E-01   -0.13049E+01    0.11363E-06    0.11044E-02   -0.95132E-06
    48    0.16319E+04    0.16424E+00    0.41349E-01   -0.15334E+01    0.11305E-06    0.10779E-02   -0.91158E-06
    49    0.16472E+04    0.17355E+00    0.42387E-01   -0.17670E+01    0.11245E-06    0.10525E-02   -0.84490E-06
    50    0.16629E+04    0.18309E+00    0.43405E-01   -0.20095E+01    0.11183E-06    0.10284E-02   -0.77945E-06
    51    0.16787E+04    0.19284E+00    0.44403E-01   -0.22659E+01    0.11120E-06    0.10056E-02   -0.73679E-06
    52    0.16950E+04    0.20287E+00    0.45378E-01   -0.25404E+01    0.11056E-06    0.98398E-03   -0.71222E-06
    53    0.17112E+04    0.21335E+00    0.46330E-01   -0.28355E+01    0.10991E-06    0.96329E-03   -0.69449E-06
    54    0.17274E+04    0.22425E+00    0.47259E-01   -0.31454E+01    0.10925E-06    0.94326E-03   -0.67241E-06
    55    0.17437E+04    0.23558E+00    0.48163E-01   -0.34644E+01    0.10858E-06    0.92364E-03   -0.63478E-06
    56    0.17603E+04    0.24718E+00    0.49041E-01   -0.37932E+01    0.10790E-06    0.90422E-03   -0.57514E-06
    57    0.17773E+04    0.25893E+00    0.49893E-01   -0.41319E+01    0.10721E-06    0.88505E-03   -0.50580E-06
    58    0.17946E+04    0.27085E+00    0.50717E-01   -0.44817E+01    0.10652E-06    0.86622E-03   -0.44374E-06
    59    0.18121E+04    0.28295E+00    0.51514E-01   -0.48437E+01    0.10582E-06    0.84783E-03   -0.40590E-06
    60    0.18298E+04    0.29528E+00    0.52282E-01   -0.52178E+01    0.10512E-06    0.82997E-03   -0.40922E-06
    61    0.18480E+04    0.30792E+00    0.53020E-01   -0.56033E+01    0.10441E-06    0.81272E-03   -0.46438E-06
    62    0.18662E+04    0.32086E+00    0.53728E-01   -0.60008E+01    0.10369E-06    0.79612E-03   -0.55728E-06
    63    0.18845E+04    0.33407E+00    0.54406E-01   -0.64107E+01    0.10298E-06    0.78015E-03   -0.66763E-06
    64    0.19033E+04    0.34757E+00    0.55052E-01   -0.68337E+01    0.10226E-06    0.76483E-03   -0.77517E-06
    65    0.19221E+04    0.36132E+00    0.55667E-01   -0.72698E+01    0.10154E-06    0.75016E-03   -0.85969E-06
    66    0.19414E+04    0.37527E+00    0.56249E-01   -0.77167E+01    0.10082E-06    0.73614E-03   -0.90527E-06
    67    0.19608E+04    0.38940E+00    0.56798E-01   -0.81721E+01    0.10009E-06    0.72267E-03   -0.91318E-06
    68    0.19807E+04    0.40376E+00    0.57315E-01   -0.86350E+01    0.99371E-07    0.70965E-03   -0.88897E-06
    69    0.20009E+04    0.41829E+00    0.57798E-01   -0.91040E+01    0.98649E-07    0.69698E-03   -0.83815E-06
    70    0.20215E+04    0.43301E+00    0.58247E-01   -0.95815E+01    0.97929E-07    0.68455E-03   -0.76627E-06
    71    0.20423E+04    0.44792E+00    0.58662E-01   -0.10070E+02    0.97209E-07    0.67228E-03   -0.68032E-06
    72    0.20634E+04    0.46298E+00    0.59043E-01   -0.10571E+02    0.96491E-07    0.66018E-03   -0.59331E-06
    73    0.20847E+04    0.47815E+00    0.59391E-01   -0.11085E+02    0.95774E-07    0.64830E-03   -0.51968E-06
    74    0.21062E+04    0.49343E+00    0.59705E-01   -0.11610E+02    0.95059E-07    0.63666E-03   -0.47390E-06
    75    0.21281E+04    0.50883E+00    0.59985E-01   -0.12143E+02    0.94345E-07    0.62531E-03   -0.47040E-06
    76    0.21504E+04    0.52434E+00    0.60231E-01   -0.12685E+02    0.93633E-07    0.61429E-03   -0.51847E-06
    77    0.21730E+04    0.53995E+00    0.60445E-01   -0.13234E+02    0.92922E-07    0.60359E-03   -0.60687E-06
    78    0.21961E+04    0.55569E+00    0.60624E-01   -0.13792E+02    0.92214E-07    0.59324E-03   -0.71925E-06
    79    0.22195E+04    0.57149E+00    0.60771E-01   -0.14356E+02    0.91508E-07    0.58325E-03   -0.83930E-06
    80    0.22433E+04    0.58735E+00    0.60886E-01   -0.14926E+02    0.90805E-07    0.57362E-03   -0.95068E-06
    81    0.22674E+04    0.60322E+00    0.60967E-01   -0.15502E+02    0.90105E-07    0.56436E-03   -0.10395E-05
    82    0.22918E+04    0.61912E+00    0.61016E-01   -0.16085E+02    0.89409E-07    0.55543E-03   -0.11018E-05
    83    0.23166E+04    0.63501E+00    0.61033E-01   -0.16673E+02    0.88716E-07    0.54680E-03   -0.11359E-05
    84    0.23417E+04    0.65090E+00    0.61018E-01   -0.17266E+02    0.88027E-07    0.53841E-03   -0.11401E-05
    85    0.23671E+04    0.66675E+00    0.60971E-01   -0.17864E+02    0.87342E-07    0.53024E-03   -0.11128E-05
    86    0.23927E+04    0.68257E+00    0.60892E-01   -0.18467E+02    0.86661E-07    0.52224E-03   -0.10544E-05
    87    0.24188E+04    0.69833E+00    0.60782E-01   -0.19073E+02    0.85985E-07    0.51440E-03   -0.97342E-06
    88    0.24450E+04    0.71403E+00    0.60640E-01   -0.19684E+02    0.85313E-07    0.50672E-03   -0.88034E-06
    89    0.24717E+04    0.72967E+00    0.60469E-01   -0.20299E+02    0.84645E-07    0.49919E-03   -0.78565E-06
    90    0.24986E+04    0.74519E+00    0.60268E-01   -0.20916E+02    0.83982E-07    0.49181E-03   -0.69982E-06
    91    0.25258E+04    0.76059E+00    0.60038E-01   -0.21535E+02    0.83324E-07    0.48457E-03   -0.63137E-06
    92    0.25534E+04    0.77585E+00    0.59780E-01   -0.22156E+02    0.82671E-07    0.47747E-03   -0.58087E-06
    93    0.25814E+04    0.79096E+00    0.59494E-01   -0.22779E+02    0.82022E-07    0.47051E-03   -0.54693E-06
    94    0.26095E+04    0.80589E+00    0.59181E-01   -0.23401E+02    0.81378E-07    0.46369E-03   -0.52816E-06
    95    0.26381E+04    0.82064E+00    0.58843E-01   -0.24025E+02    0.80739E-07    0.45701E-03   -0.52317E-06
    96    0.26667E+04    0.83518E+00    0.58479E-01   -0.24649E+02    0.80105E-07    0.45046E-03   -0.53059E-06
    97    0.26958E+04    0.84951E+00    0.58091E-01   -0.25272E+02    0.79475E-07    0.44405E-03   -0.54901E-06
    98    0.27253E+04    0.86361E+00    0.57680E-01   -0.25892E+02    0.78851E-07    0.43777E-03   -0.57707E-06
    99    0.27549E+04    0.87745E+00    0.57245E-01   -0.26512E+02    0.78231E-07    0.43162E-03   -0.61336E-06
   100    0.27849E+04    0.89103E+00    0.56789E-01   -0.27128E+02    0.77616E-07    0.42560E-03   -0.65651E-06
   101    0.28151E+04    0.90440E+00    0.56312E-01   -0.27743E+02    0.77006E-07    0.41971E-03   -0.70514E-06
   102    0.28459E+04    0.91742E+00    0.55814E-01   -0.28353E+02    0.76401E-07    0.41395E-03   -0.75787E-06
   103    0.28767E+04    0.93016E+00    0.55296E-01   -0.28961E+02    0.75801E-07    0.40832E-03   -0.81332E-06
   104    0.29078E+04    0.94262E+00    0.54760E-01   -0.29564E+02    0.75206E-07    0.40282E-03   -0.87010E-06
   105    0.29391E+04    0.95473E+00    0.54206E-01   -0.30161E+02    0.74616E-07    0.39744E-03   -0.92684E-06
   106    0.29707E+04    0.96656E+00    0.53634E-01   -0.30754E+02    0.74031E-07    0.39218E-03   -0.98217E-06
   107    0.30023E+04    0.97795E+00    0.53046E-01   -0.31340E+02    0.73451E-07    0.38705E-03   -0.10347E-05
   108    0.30344E+04    0.98899E+00    0.52443E-01   -0.31920E+02    0.72877E-07    0.38204E-03   -0.10831E-05
   109    0.30666E+04    0.99960E+00    0.51824E-01   -0.32492E+02    0.72307E-07    0.37715E-03   -0.11259E-05
   110    0.30990E+04    0.10098E+01    0.51192E-01   -0.33056E+02    0.71743E-07    0.37238E-03   -0.11617E-05
   111    0.31316E+04    0.10196E+01    0.50546E-01   -0.33612E+02    0.71183E-07    0.36773E-03   -0.11897E-05
   112    0.31644E+04    0.10290E+01    0.49888E-01   -0.34160E+02    0.70629E-07    0.36319E-03   -0.12098E-05
