#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    15   0.827590E+03   0.108225E+01   0.219413E-02   0.827233E-01   0.192423E-02   0.108225E+01   0.532765E-02   0.100347E-05   0.697580E-05   0.116377E-06   0.219413E-02   0.100347E-05   0.117224E-06   0.413341E-05   0.129659E-06   0.827233E-01   0.697580E-05   0.413341E-05   0.524360E-03   0.693130E-05   0.192423E-02   0.116377E-06   0.129659E-06   0.693130E-05   0.442269E-06
    16   0.835171E+03   0.114334E+01   0.212016E-02   0.832159E-01   0.188668E-02   0.114334E+01   0.507833E-02  -0.418769E-06   0.650482E-05   0.108682E-06   0.212016E-02  -0.418769E-06   0.119328E-06   0.441398E-05   0.133980E-06   0.832159E-01   0.650482E-05   0.441398E-05   0.593275E-03   0.778503E-05   0.188668E-02   0.108682E-06   0.133980E-06   0.778503E-05   0.478705E-06
    17   0.844730E+03   0.121292E+01   0.204895E-02   0.834373E-01   0.184725E-02   0.121292E+01   0.518005E-02  -0.149912E-05   0.632389E-05   0.106824E-06   0.204895E-02  -0.149912E-05   0.121201E-06   0.468209E-05   0.137898E-06   0.834373E-01   0.632389E-05   0.468209E-05   0.664930E-03   0.866139E-05   0.184725E-02   0.106824E-06   0.137898E-06   0.866139E-05   0.514961E-06
    18   0.855081E+03   0.127852E+01   0.198253E-02   0.834186E-01   0.180670E-02   0.127852E+01   0.547903E-02  -0.214017E-05   0.609574E-05   0.102740E-06   0.198253E-02  -0.214017E-05   0.122877E-06   0.493732E-05   0.141475E-06   0.834186E-01   0.609574E-05   0.493732E-05   0.738969E-03   0.955682E-05   0.180670E-02   0.102740E-06   0.141475E-06   0.955682E-05   0.551302E-06
    19   0.866964E+03   0.133739E+01   0.192016E-02   0.831800E-01   0.176538E-02   0.133739E+01   0.585880E-02  -0.241439E-05   0.566667E-05   0.963427E-07   0.192016E-02  -0.241439E-05   0.124367E-06   0.517878E-05   0.144742E-06   0.831800E-01   0.566667E-05   0.517878E-05   0.814935E-03   0.104665E-04   0.176538E-02   0.963427E-07   0.144742E-06   0.104665E-04   0.587896E-06
    20   0.878752E+03   0.138144E+01   0.186056E-02   0.827408E-01   0.172359E-02   0.138144E+01   0.623343E-02  -0.241336E-05   0.503250E-05   0.896149E-07   0.186056E-02  -0.241336E-05   0.125678E-06   0.540563E-05   0.147724E-06   0.827408E-01   0.503250E-05   0.540563E-05   0.892373E-03   0.113855E-04   0.172359E-02   0.896149E-07   0.147724E-06   0.113855E-04   0.624872E-06
    21   0.891113E+03   0.141838E+01   0.180322E-02   0.821287E-01   0.168173E-02   0.141838E+01   0.668201E-02  -0.213491E-05   0.460375E-05   0.848371E-07   0.180322E-02  -0.213491E-05   0.126830E-06   0.561795E-05   0.150451E-06   0.821287E-01   0.460375E-05   0.561795E-05   0.970924E-03   0.123108E-04   0.168173E-02   0.848371E-07   0.150451E-06   0.123108E-04   0.662308E-06
    22   0.904042E+03   0.145334E+01   0.174792E-02   0.813705E-01   0.164018E-02   0.145334E+01   0.732390E-02  -0.159210E-05   0.471443E-05   0.832268E-07   0.174792E-02  -0.159210E-05   0.127845E-06   0.581597E-05   0.152950E-06   0.813705E-01   0.471443E-05   0.581597E-05   0.105025E-02   0.132390E-04   0.164018E-02   0.832268E-07   0.152950E-06   0.132390E-04   0.700216E-06
    23   0.917136E+03   0.148888E+01   0.169503E-02   0.804814E-01   0.159908E-02   0.148888E+01   0.820200E-02  -0.952348E-06   0.497803E-05   0.814495E-07   0.169503E-02  -0.952348E-06   0.128732E-06   0.599959E-05   0.155228E-06   0.804814E-01   0.497803E-05   0.599959E-05   0.112997E-02   0.141660E-04   0.159908E-02   0.814495E-07   0.155228E-06   0.141660E-04   0.738400E-06
    24   0.930696E+03   0.152673E+01   0.164493E-02   0.794758E-01   0.155857E-02   0.152673E+01   0.933845E-02  -0.405465E-06   0.496273E-05   0.763837E-07   0.164493E-02  -0.405465E-06   0.129496E-06   0.616876E-05   0.157289E-06   0.794758E-01   0.496273E-05   0.616876E-05   0.120973E-02   0.150876E-04   0.155857E-02   0.763837E-07   0.157289E-06   0.150876E-04   0.776605E-06
    25   0.944839E+03   0.156351E+01   0.159755E-02   0.783752E-01   0.151878E-02   0.156351E+01   0.107179E-01  -0.762524E-07   0.477586E-05   0.703119E-07   0.159755E-02  -0.762524E-07   0.130150E-06   0.632385E-05   0.159142E-06   0.783752E-01   0.477586E-05   0.632385E-05   0.128923E-02   0.160007E-04   0.151878E-02   0.703119E-07   0.159142E-06   0.160007E-04   0.814563E-06
    26   0.959060E+03   0.160591E+01   0.155264E-02   0.771997E-01   0.147989E-02   0.160591E+01   0.123201E-01  -0.291567E-07   0.462330E-05   0.662895E-07   0.155264E-02  -0.291567E-07   0.130703E-06   0.646534E-05   0.160801E-06   0.771997E-01   0.462330E-05   0.646534E-05   0.136819E-02   0.169028E-04   0.147989E-02   0.662895E-07   0.160801E-06   0.169028E-04   0.852028E-06
    27   0.973760E+03   0.165309E+01   0.150980E-02   0.759568E-01   0.144191E-02   0.165309E+01   0.141193E-01  -0.152184E-06   0.456588E-05   0.650591E-07   0.150980E-02  -0.152184E-06   0.131166E-06   0.659376E-05   0.162280E-06   0.759568E-01   0.456588E-05   0.659376E-05   0.144639E-02   0.177919E-04   0.144191E-02   0.650591E-07   0.162280E-06   0.177919E-04   0.888878E-06
    28   0.988767E+03   0.169758E+01   0.146870E-02   0.746522E-01   0.140486E-02   0.169758E+01   0.160775E-01  -0.314008E-06   0.459792E-05   0.662891E-07   0.146870E-02  -0.314008E-06   0.131544E-06   0.670960E-05   0.163593E-06   0.746522E-01   0.459792E-05   0.670960E-05   0.152363E-02   0.186660E-04   0.140486E-02   0.662891E-07   0.163593E-06   0.186660E-04   0.925053E-06
    29   0.100401E+04   0.174230E+01   0.142956E-02   0.732975E-01   0.136876E-02   0.174230E+01   0.182124E-01  -0.482410E-06   0.459270E-05   0.676634E-07   0.142956E-02  -0.482410E-06   0.131837E-06   0.681320E-05   0.164753E-06   0.732975E-01   0.459270E-05   0.681320E-05   0.159964E-02   0.195241E-04   0.136876E-02   0.676634E-07   0.164753E-06   0.195241E-04   0.960620E-06
    30   0.101969E+04   0.177804E+01   0.139256E-02   0.719055E-01   0.133365E-02   0.177804E+01   0.205452E-01  -0.655673E-06   0.443307E-05   0.669104E-07   0.139256E-02  -0.655673E-06   0.132048E-06   0.690500E-05   0.165774E-06   0.719055E-01   0.443307E-05   0.690500E-05   0.167424E-02   0.203653E-04   0.133365E-02   0.669104E-07   0.165774E-06   0.203653E-04   0.995720E-06
    31   0.103522E+04   0.181081E+01   0.135735E-02   0.704890E-01   0.129959E-02   0.181081E+01   0.230466E-01  -0.854972E-06   0.416101E-05   0.639217E-07   0.135735E-02  -0.854972E-06   0.132186E-06   0.698597E-05   0.166682E-06   0.704890E-01   0.416101E-05   0.698597E-05   0.174736E-02   0.211909E-04   0.129959E-02   0.639217E-07   0.166682E-06   0.211909E-04   0.103065E-05
    32   0.105138E+04   0.183139E+01   0.132345E-02   0.690600E-01   0.126663E-02   0.183139E+01   0.257127E-01  -0.108600E-05   0.385750E-05   0.592801E-07   0.132345E-02  -0.108600E-05   0.132264E-06   0.705716E-05   0.167504E-06   0.690600E-01   0.385750E-05   0.705716E-05   0.181899E-02   0.220023E-04   0.126663E-02   0.592801E-07   0.167504E-06   0.220023E-04   0.106572E-05
    33   0.106765E+04   0.183880E+01   0.129057E-02   0.676267E-01   0.123473E-02   0.183880E+01   0.285269E-01  -0.126963E-05   0.360046E-05   0.541702E-07   0.129057E-02  -0.126963E-05   0.132284E-06   0.711927E-05   0.168256E-06   0.676267E-01   0.360046E-05   0.711927E-05   0.188909E-02   0.228006E-04   0.123473E-02   0.541702E-07   0.168256E-06   0.228006E-04   0.110116E-05
    34   0.108400E+04   0.183620E+01   0.125847E-02   0.661962E-01   0.120389E-02   0.183620E+01   0.315423E-01  -0.132049E-05   0.345192E-05   0.497547E-07   0.125847E-02  -0.132049E-05   0.132249E-06   0.717298E-05   0.168948E-06   0.661962E-01   0.345192E-05   0.717298E-05   0.195760E-02   0.235868E-04   0.120389E-02   0.497547E-07   0.168948E-06   0.235868E-04   0.113714E-05
    35   0.110101E+04   0.181805E+01   0.122719E-02   0.647748E-01   0.117409E-02   0.181805E+01   0.347671E-01  -0.121310E-05   0.341331E-05   0.465051E-07   0.122719E-02  -0.121310E-05   0.132163E-06   0.721901E-05   0.169590E-06   0.647748E-01   0.341331E-05   0.721901E-05   0.202456E-02   0.243618E-04   0.117409E-02   0.465051E-07   0.169590E-06   0.243618E-04   0.117375E-05
    36   0.111777E+04   0.179725E+01   0.119687E-02   0.633680E-01   0.114532E-02   0.179725E+01   0.382225E-01  -0.963102E-06   0.346528E-05   0.445806E-07   0.119687E-02  -0.963102E-06   0.132030E-06   0.725812E-05   0.170188E-06   0.633680E-01   0.346528E-05   0.725812E-05   0.208998E-02   0.251268E-04   0.114532E-02   0.445806E-07   0.170188E-06   0.251268E-04   0.121103E-05
    37   0.113481E+04   0.176521E+01   0.116802E-02   0.619806E-01   0.111752E-02   0.176521E+01   0.419175E-01  -0.690691E-06   0.356571E-05   0.435811E-07   0.116802E-02  -0.690691E-06   0.131854E-06   0.729100E-05   0.170747E-06   0.619806E-01   0.356571E-05   0.729100E-05   0.215394E-02   0.258825E-04   0.111752E-02   0.435811E-07   0.170747E-06   0.258825E-04   0.124893E-05
    38   0.115223E+04   0.172107E+01   0.114105E-02   0.606166E-01   0.109063E-02   0.172107E+01   0.458304E-01  -0.510024E-06   0.367157E-05   0.430311E-07   0.114105E-02  -0.510024E-06   0.131638E-06   0.731833E-05   0.171269E-06   0.606166E-01   0.367157E-05   0.731833E-05   0.221652E-02   0.266300E-04   0.109063E-02   0.430311E-07   0.171269E-06   0.266300E-04   0.128738E-05
    39   0.116994E+04   0.166672E+01   0.111560E-02   0.592778E-01   0.106461E-02   0.166672E+01   0.499759E-01  -0.406477E-06   0.375874E-05   0.427143E-07   0.111560E-02  -0.406477E-06   0.131384E-06   0.734070E-05   0.171754E-06   0.592778E-01   0.375874E-05   0.734070E-05   0.227779E-02   0.273698E-04   0.106461E-02   0.427143E-07   0.171754E-06   0.273698E-04   0.132623E-05
    40   0.118783E+04   0.160375E+01   0.109115E-02   0.579659E-01   0.103946E-02   0.160375E+01   0.543806E-01  -0.333235E-06   0.380789E-05   0.424790E-07   0.109115E-02  -0.333235E-06   0.131093E-06   0.735872E-05   0.172202E-06   0.579659E-01   0.380789E-05   0.735872E-05   0.233786E-02   0.281028E-04   0.103946E-02   0.424790E-07   0.172202E-06   0.281028E-04   0.136534E-05
    41   0.120583E+04   0.153341E+01   0.106725E-02   0.566824E-01   0.101516E-02   0.153341E+01   0.590654E-01  -0.253750E-06   0.380360E-05   0.421839E-07   0.106725E-02  -0.253750E-06   0.130768E-06   0.737297E-05   0.172614E-06   0.566824E-01   0.380360E-05   0.737297E-05   0.239682E-02   0.288297E-04   0.101516E-02   0.421839E-07   0.172614E-06   0.288297E-04   0.140460E-05
    42   0.122393E+04   0.145569E+01   0.104389E-02   0.554297E-01   0.991682E-03   0.145569E+01   0.640275E-01  -0.172562E-06   0.374626E-05   0.417303E-07   0.104389E-02  -0.172562E-06   0.130411E-06   0.738398E-05   0.172994E-06   0.554297E-01   0.374626E-05   0.738398E-05   0.245482E-02   0.295519E-04   0.991682E-03   0.417303E-07   0.172994E-06   0.295519E-04   0.144399E-05
    43   0.124215E+04   0.136983E+01   0.102115E-02   0.542102E-01   0.969007E-03   0.136983E+01   0.692580E-01  -0.104479E-06   0.364020E-05   0.410300E-07   0.102115E-02  -0.104479E-06   0.130025E-06   0.739225E-05   0.173345E-06   0.542102E-01   0.364020E-05   0.739225E-05   0.251201E-02   0.302706E-04   0.969007E-03   0.410300E-07   0.173345E-06   0.302706E-04   0.148358E-05
    44   0.126054E+04   0.127348E+01   0.999118E-03   0.530264E-01   0.947111E-03   0.127348E+01   0.747460E-01  -0.643101E-07   0.348976E-05   0.399947E-07   0.999118E-03  -0.643101E-07   0.129611E-06   0.739831E-05   0.173673E-06   0.530264E-01   0.348976E-05   0.739831E-05   0.256853E-02   0.309874E-04   0.947111E-03   0.399947E-07   0.173673E-06   0.309874E-04   0.152339E-05
    45   0.127917E+04   0.116400E+01   0.977886E-03   0.518807E-01   0.925972E-03   0.116400E+01   0.804777E-01  -0.668639E-07   0.329927E-05   0.385363E-07   0.977886E-03  -0.668639E-07   0.129173E-06   0.740265E-05   0.173982E-06   0.518807E-01   0.329927E-05   0.740265E-05   0.262454E-02   0.317037E-04   0.925972E-03   0.385363E-07   0.173982E-06   0.317037E-04   0.156345E-05
    46   0.129802E+04   0.103970E+01   0.957502E-03   0.507753E-01   0.905566E-03   0.103970E+01   0.864420E-01  -0.121449E-06   0.307426E-05   0.365984E-07   0.957502E-03  -0.121449E-06   0.128712E-06   0.740577E-05   0.174276E-06   0.507753E-01   0.307426E-05   0.740577E-05   0.268019E-02   0.324207E-04   0.905566E-03   0.365984E-07   0.174276E-06   0.324207E-04   0.160383E-05
    47   0.131705E+04   0.900967E+00   0.937862E-03   0.497106E-01   0.885865E-03   0.900967E+00   0.926505E-01  -0.215368E-06   0.282510E-05   0.342531E-07   0.937862E-03  -0.215368E-06   0.128230E-06   0.740800E-05   0.174559E-06   0.497106E-01   0.282510E-05   0.740800E-05   0.273562E-02   0.331396E-04   0.885865E-03   0.342531E-07   0.174559E-06   0.331396E-04   0.164459E-05
    48   0.133626E+04   0.748699E+00   0.918824E-03   0.486867E-01   0.866843E-03   0.748699E+00   0.991133E-01  -0.330425E-06   0.256335E-05   0.316043E-07   0.918824E-03  -0.330425E-06   0.127728E-06   0.740964E-05   0.174834E-06   0.486867E-01   0.256335E-05   0.740964E-05   0.279099E-02   0.338615E-04   0.866843E-03   0.316043E-07   0.174834E-06   0.338615E-04   0.168581E-05
    49   0.135562E+04   0.583856E+00   0.900248E-03   0.477035E-01   0.848471E-03   0.583856E+00   0.105840E+00  -0.448422E-06   0.230055E-05   0.287560E-07   0.900248E-03  -0.448422E-06   0.127209E-06   0.741101E-05   0.175104E-06   0.477035E-01   0.230055E-05   0.741101E-05   0.284642E-02   0.345875E-04   0.848471E-03   0.287560E-07   0.175104E-06   0.345875E-04   0.172758E-05
    50   0.137519E+04   0.407540E+00   0.881991E-03   0.467613E-01   0.830722E-03   0.407540E+00   0.112851E+00  -0.551163E-06   0.204828E-05   0.258121E-07   0.881991E-03  -0.551163E-06   0.126673E-06   0.741241E-05   0.175373E-06   0.467613E-01   0.204828E-05   0.741241E-05   0.290209E-02   0.353186E-04   0.830722E-03   0.258121E-07   0.175373E-06   0.353186E-04   0.176997E-05
    51   0.139502E+04   0.220734E+00   0.863962E-03   0.458595E-01   0.813566E-03   0.220734E+00   0.120164E+00  -0.624274E-06   0.181593E-05   0.228722E-07   0.863962E-03  -0.624274E-06   0.126123E-06   0.741412E-05   0.175643E-06   0.458595E-01   0.181593E-05   0.741412E-05   0.295810E-02   0.360559E-04   0.813566E-03   0.228722E-07   0.175643E-06   0.360559E-04   0.181305E-05
    52   0.141507E+04   0.237585E-01   0.846267E-03   0.449961E-01   0.796975E-03   0.237585E-01   0.127777E+00  -0.668678E-06   0.160427E-05   0.200183E-07   0.846267E-03  -0.668678E-06   0.125558E-06   0.741627E-05   0.175916E-06   0.449961E-01   0.160427E-05   0.741627E-05   0.301458E-02   0.367996E-04   0.796975E-03   0.200183E-07   0.175916E-06   0.367996E-04   0.185682E-05
    53   0.143526E+04  -0.183447E+00   0.829062E-03   0.441685E-01   0.780916E-03  -0.183447E+00   0.135679E+00  -0.689124E-06   0.141194E-05   0.173282E-07   0.829062E-03  -0.689124E-06   0.124981E-06   0.741898E-05   0.176191E-06   0.441685E-01   0.141194E-05   0.741898E-05   0.307161E-02   0.375496E-04   0.780916E-03   0.173282E-07   0.176191E-06   0.375496E-04   0.190126E-05
    54   0.145556E+04  -0.401802E+00   0.812505E-03   0.433740E-01   0.765359E-03  -0.401802E+00   0.143861E+00  -0.690359E-06   0.123755E-05   0.148793E-07   0.812505E-03  -0.690359E-06   0.124392E-06   0.742235E-05   0.176468E-06   0.433740E-01   0.123755E-05   0.742235E-05   0.312927E-02   0.383062E-04   0.765359E-03   0.148793E-07   0.176468E-06   0.383062E-04   0.194633E-05
    55   0.147598E+04  -0.632592E+00   0.796752E-03   0.426100E-01   0.750273E-03  -0.632592E+00   0.152316E+00  -0.677131E-06   0.107971E-05   0.127495E-07   0.796752E-03  -0.677131E-06   0.123793E-06   0.742649E-05   0.176747E-06   0.426100E-01   0.107971E-05   0.742649E-05   0.318767E-02   0.390694E-04   0.750273E-03   0.127495E-07   0.176747E-06   0.390694E-04   0.199201E-05
    56   0.149661E+04  -0.877495E+00   0.781906E-03   0.418743E-01   0.735629E-03  -0.877495E+00   0.161031E+00  -0.653777E-06   0.937486E-06   0.110062E-07   0.781906E-03  -0.653777E-06   0.123183E-06   0.743150E-05   0.177029E-06   0.418743E-01   0.937486E-06   0.743150E-05   0.324687E-02   0.398391E-04   0.735629E-03   0.110062E-07   0.177029E-06   0.398391E-04   0.203830E-05
    57   0.151756E+04  -0.113717E+01   0.767866E-03   0.411659E-01   0.721411E-03  -0.113717E+01   0.170008E+00  -0.622993E-06   0.811716E-06   0.967624E-08   0.767866E-03  -0.622993E-06   0.122564E-06   0.743736E-05   0.177313E-06   0.411659E-01   0.811716E-06   0.743736E-05   0.330691E-02   0.406151E-04   0.721411E-03   0.967624E-08   0.177313E-06   0.406151E-04   0.208519E-05
    58   0.153879E+04  -0.141133E+01   0.754478E-03   0.404841E-01   0.707602E-03  -0.141133E+01   0.179255E+00  -0.587068E-06   0.703674E-06   0.877634E-08   0.754478E-03  -0.587068E-06   0.121936E-06   0.744404E-05   0.177599E-06   0.404841E-01   0.703674E-06   0.744404E-05   0.336780E-02   0.413968E-04   0.707602E-03   0.877634E-08   0.177599E-06   0.413968E-04   0.213268E-05
    59   0.156021E+04  -0.169944E+01   0.741586E-03   0.398283E-01   0.694189E-03  -0.169944E+01   0.188777E+00  -0.548286E-06   0.614636E-06   0.832320E-08   0.741586E-03  -0.548286E-06   0.121300E-06   0.745152E-05   0.177889E-06   0.398283E-01   0.614636E-06   0.745152E-05   0.342956E-02   0.421837E-04   0.694189E-03   0.832320E-08   0.177889E-06   0.421837E-04   0.218080E-05
    60   0.158180E+04  -0.200049E+01   0.729037E-03   0.391977E-01   0.681157E-03  -0.200049E+01   0.198576E+00  -0.508937E-06   0.545878E-06   0.833352E-08   0.729037E-03  -0.508937E-06   0.120656E-06   0.745976E-05   0.178182E-06   0.391977E-01   0.545878E-06   0.745976E-05   0.349220E-02   0.429754E-04   0.681157E-03   0.833352E-08   0.178182E-06   0.429754E-04   0.222955E-05
    61   0.160356E+04  -0.231366E+01   0.716698E-03   0.385916E-01   0.668492E-03  -0.231366E+01   0.208650E+00  -0.471171E-06   0.497648E-06   0.879234E-08   0.716698E-03  -0.471171E-06   0.120005E-06   0.746872E-05   0.178478E-06   0.385916E-01   0.497648E-06   0.746872E-05   0.355572E-02   0.437714E-04   0.668492E-03   0.879234E-08   0.178478E-06   0.437714E-04   0.227893E-05
    62   0.162551E+04  -0.263901E+01   0.704522E-03   0.380091E-01   0.656185E-03  -0.263901E+01   0.218993E+00  -0.436607E-06   0.466086E-06   0.955802E-08   0.704522E-03  -0.436607E-06   0.119348E-06   0.747835E-05   0.178779E-06   0.380091E-01   0.466086E-06   0.747835E-05   0.362010E-02   0.445712E-04   0.656185E-03   0.955802E-08   0.178779E-06   0.445712E-04   0.232900E-05
    63   0.164765E+04  -0.297684E+01   0.692482E-03   0.374492E-01   0.644231E-03  -0.297684E+01   0.229599E+00  -0.406727E-06   0.446299E-06   0.104573E-07   0.692482E-03  -0.406727E-06   0.118686E-06   0.748857E-05   0.179085E-06   0.374492E-01   0.446299E-06   0.748857E-05   0.368528E-02   0.453740E-04   0.644231E-03   0.104573E-07   0.179085E-06   0.453740E-04   0.237977E-05
    64   0.167000E+04  -0.332745E+01   0.680552E-03   0.369107E-01   0.632620E-03  -0.332745E+01   0.240460E+00  -0.383016E-06   0.433398E-06   0.113168E-07   0.680552E-03  -0.383016E-06   0.118019E-06   0.749930E-05   0.179398E-06   0.369107E-01   0.433398E-06   0.749930E-05   0.375122E-02   0.461794E-04   0.632620E-03   0.113168E-07   0.179398E-06   0.461794E-04   0.243129E-05
    65   0.169258E+04  -0.369120E+01   0.668706E-03   0.363927E-01   0.621346E-03  -0.369120E+01   0.251572E+00  -0.366956E-06   0.422493E-06   0.119634E-07   0.668706E-03  -0.366956E-06   0.117349E-06   0.751048E-05   0.179719E-06   0.363927E-01   0.422493E-06   0.751048E-05   0.381788E-02   0.469867E-04   0.621346E-03   0.119634E-07   0.179719E-06   0.469867E-04   0.248361E-05
    66   0.171544E+04  -0.406840E+01   0.656940E-03   0.358941E-01   0.610399E-03  -0.406840E+01   0.262924E+00  -0.360093E-06   0.409350E-06   0.122609E-07   0.656940E-03  -0.360093E-06   0.116676E-06   0.752202E-05   0.180048E-06   0.358941E-01   0.409350E-06   0.752202E-05   0.388521E-02   0.477953E-04   0.610399E-03   0.122609E-07   0.180048E-06   0.477953E-04   0.253674E-05
    67   0.173854E+04  -0.445829E+01   0.645337E-03   0.354132E-01   0.599765E-03  -0.445829E+01   0.274510E+00  -0.364224E-06   0.392365E-06   0.122227E-07   0.645337E-03  -0.364224E-06   0.116001E-06   0.753381E-05   0.180387E-06   0.354132E-01   0.392365E-06   0.753381E-05   0.395309E-02   0.486044E-04   0.599765E-03   0.122227E-07   0.180387E-06   0.486044E-04   0.259072E-05
