#    L    TT             EE             TE             PP             TP          
     2    0.16119E+04    0.61330E-01    0.24867E+01    0.75241E+06    0.43546E+05
     3    0.15652E+04    0.96177E-01    0.34105E+01    0.11554E+07    0.55885E+05
     4    0.14489E+04    0.99777E-01    0.37830E+01    0.15197E+07    0.62386E+05
     5    0.13356E+04    0.80161E-01    0.36863E+01    0.18459E+07    0.65565E+05
     6    0.12420E+04    0.53124E-01    0.33092E+01    0.21372E+07    0.66831E+05
     7    0.11690E+04    0.30711E-01    0.28124E+01    0.23978E+07    0.66983E+05
     8    0.11126E+04    0.17284E-01    0.23096E+01    0.26316E+07    0.66420E+05
     9    0.10695E+04    0.11333E-01    0.18680E+01    0.28420E+07    0.65375E+05
    10    0.10371E+04    0.92866E-02    0.15285E+01    0.30313E+07    0.64024E+05
    11    0.10126E+04    0.83431E-02    0.13072E+01    0.32027E+07    0.62553E+05
    12    0.99563E+03    0.74370E-02    0.11993E+01    0.33572E+07    0.61053E+05
    13    0.98364E+03    0.63674E-02    0.11725E+01    0.34965E+07    0.59549E+05
    14    0.97514E+03    0.57167E-02    0.11917E+01    0.36225E+07    0.58046E+05
    15    0.96985E+03    0.55279E-02    0.12407E+01    0.37363E+07    0.56520E+05
    16    0.96773E+03    0.56672E-02    0.13083E+01    0.38391E+07    0.54956E+05
    17    0.96862E+03    0.60510E-02    0.13801E+01    0.39318E+07    0.53394E+05
    18    0.97156E+03    0.64612E-02    0.14443E+01    0.40155E+07    0.51881E+05
    19    0.97719E+03    0.69392E-02    0.14965E+01    0.40907E+07    0.50411E+05
    20    0.98358E+03    0.76325E-02    0.15344E+01    0.41579E+07    0.48973E+05
    21    0.99092E+03    0.85863E-02    0.15699E+01    0.42180E+07    0.47566E+05
    22    0.99935E+03    0.98825E-02    0.16138E+01    0.42716E+07    0.46196E+05
    23    0.10086E+04    0.11493E-01    0.16631E+01    0.43193E+07    0.44869E+05
    24    0.10188E+04    0.13341E-01    0.17124E+01    0.43613E+07    0.43594E+05
    25    0.10299E+04    0.15441E-01    0.17608E+01    0.43981E+07    0.42371E+05
    26    0.10415E+04    0.17781E-01    0.18088E+01    0.44303E+07    0.41195E+05
    27    0.10538E+04    0.20327E-01    0.18534E+01    0.44581E+07    0.40057E+05
    28    0.10667E+04    0.23074E-01    0.18916E+01    0.44819E+07    0.38951E+05
    29    0.10804E+04    0.26036E-01    0.19211E+01    0.45017E+07    0.37879E+05
    30    0.10946E+04    0.29235E-01    0.19384E+01    0.45177E+07    0.36846E+05
    31    0.11091E+04    0.32665E-01    0.19419E+01    0.45303E+07    0.35853E+05
    32    0.11241E+04    0.36314E-01    0.19303E+01    0.45399E+07    0.34899E+05
    33    0.11395E+04    0.40218E-01    0.19025E+01    0.45467E+07    0.33975E+05
    34    0.11552E+04    0.44431E-01    0.18596E+01    0.45509E+07    0.33074E+05
    35    0.11714E+04    0.48982E-01    0.18083E+01    0.45526E+07    0.32200E+05
    36    0.11879E+04    0.53886E-01    0.17533E+01    0.45521E+07    0.31356E+05
    37    0.12047E+04    0.59093E-01    0.16885E+01    0.45494E+07    0.30545E+05
    38    0.12220E+04    0.64556E-01    0.16086E+01    0.45448E+07    0.29769E+05
    39    0.12397E+04    0.70293E-01    0.15140E+01    0.45383E+07    0.29022E+05
    40    0.12577E+04    0.76339E-01    0.14063E+01    0.45300E+07    0.28296E+05
    41    0.12760E+04    0.82730E-01    0.12865E+01    0.45201E+07    0.27584E+05
    42    0.12945E+04    0.89472E-01    0.11535E+01    0.45087E+07    0.26888E+05
    43    0.13133E+04    0.96564E-01    0.10059E+01    0.44958E+07    0.26212E+05
    44    0.13322E+04    0.10399E+00    0.84310E+00    0.44816E+07    0.25559E+05
    45    0.13516E+04    0.11174E+00    0.66455E+00    0.44662E+07    0.24933E+05
    46    0.13714E+04    0.11981E+00    0.46812E+00    0.44496E+07    0.24337E+05
    47    0.13915E+04    0.12821E+00    0.25491E+00    0.44321E+07    0.23767E+05
    48    0.14118E+04    0.13694E+00    0.29502E-01    0.44135E+07    0.23220E+05
    49    0.14323E+04    0.14599E+00   -0.20411E+00    0.43941E+07    0.22692E+05
    50    0.14533E+04    0.15533E+00   -0.44873E+00    0.43739E+07    0.22178E+05
    51    0.14746E+04    0.16493E+00   -0.70869E+00    0.43529E+07    0.21676E+05
    52    0.14964E+04    0.17488E+00   -0.98889E+00    0.43313E+07    0.21185E+05
    53    0.15182E+04    0.18531E+00   -0.12925E+01    0.43090E+07    0.20705E+05
    54    0.15401E+04    0.19621E+00   -0.16148E+01    0.42861E+07    0.20238E+05
    55    0.15621E+04    0.20753E+00   -0.19507E+01    0.42627E+07    0.19784E+05
    56    0.15847E+04    0.21914E+00   -0.23016E+01    0.42388E+07    0.19342E+05
    57    0.16076E+04    0.23092E+00   -0.26669E+01    0.42144E+07    0.18915E+05
    58    0.16309E+04    0.24288E+00   -0.30467E+01    0.41896E+07    0.18502E+05
    59    0.16545E+04    0.25506E+00   -0.34414E+01    0.41644E+07    0.18105E+05
    60    0.16784E+04    0.26751E+00   -0.38495E+01    0.41388E+07    0.17724E+05
    61    0.17030E+04    0.28033E+00   -0.42701E+01    0.41129E+07    0.17358E+05
    62    0.17275E+04    0.29350E+00   -0.47040E+01    0.40867E+07    0.17007E+05
    63    0.17522E+04    0.30696E+00   -0.51527E+01    0.40603E+07    0.16667E+05
    64    0.17774E+04    0.32073E+00   -0.56176E+01    0.40336E+07    0.16337E+05
    65    0.18027E+04    0.33477E+00   -0.60997E+01    0.40067E+07    0.16013E+05
    66    0.18284E+04    0.34900E+00   -0.65973E+01    0.39797E+07    0.15694E+05
    67    0.18543E+04    0.36343E+00   -0.71077E+01    0.39526E+07    0.15381E+05
    68    0.18808E+04    0.37808E+00   -0.76293E+01    0.39254E+07    0.15074E+05
    69    0.19075E+04    0.39291E+00   -0.81601E+01    0.38982E+07    0.14774E+05
    70    0.19346E+04    0.40794E+00   -0.87020E+01    0.38709E+07    0.14482E+05
    71    0.19620E+04    0.42315E+00   -0.92571E+01    0.38435E+07    0.14199E+05
    72    0.19897E+04    0.43853E+00   -0.98259E+01    0.38162E+07    0.13926E+05
    73    0.20177E+04    0.45402E+00   -0.10408E+02    0.37888E+07    0.13662E+05
    74    0.20459E+04    0.46962E+00   -0.11002E+02    0.37614E+07    0.13407E+05
    75    0.20745E+04    0.48533E+00   -0.11606E+02    0.37340E+07    0.13161E+05
    76    0.21033E+04    0.50114E+00   -0.12217E+02    0.37065E+07    0.12924E+05
    77    0.21326E+04    0.51705E+00   -0.12836E+02    0.36792E+07    0.12696E+05
    78    0.21623E+04    0.53307E+00   -0.13465E+02    0.36518E+07    0.12475E+05
    79    0.21922E+04    0.54914E+00   -0.14101E+02    0.36245E+07    0.12260E+05
    80    0.22225E+04    0.56526E+00   -0.14745E+02    0.35972E+07    0.12052E+05
    81    0.22532E+04    0.58137E+00   -0.15397E+02    0.35701E+07    0.11848E+05
    82    0.22842E+04    0.59748E+00   -0.16058E+02    0.35430E+07    0.11649E+05
    83    0.23155E+04    0.61356E+00   -0.16726E+02    0.35160E+07    0.11455E+05
    84    0.23471E+04    0.62960E+00   -0.17399E+02    0.34891E+07    0.11265E+05
    85    0.23789E+04    0.64557E+00   -0.18078E+02    0.34624E+07    0.11078E+05
    86    0.24110E+04    0.66147E+00   -0.18760E+02    0.34358E+07    0.10895E+05
    87    0.24435E+04    0.67726E+00   -0.19446E+02    0.34093E+07    0.10715E+05
    88    0.24760E+04    0.69295E+00   -0.20134E+02    0.33830E+07    0.10539E+05
    89    0.25090E+04    0.70852E+00   -0.20826E+02    0.33568E+07    0.10367E+05
    90    0.25422E+04    0.72393E+00   -0.21519E+02    0.33308E+07    0.10199E+05
    91    0.25756E+04    0.73917E+00   -0.22213E+02    0.33049E+07    0.10036E+05
    92    0.26093E+04    0.75422E+00   -0.22907E+02    0.32792E+07    0.98759E+04
    93    0.26434E+04    0.76907E+00   -0.23601E+02    0.32537E+07    0.97202E+04
    94    0.26776E+04    0.78367E+00   -0.24294E+02    0.32284E+07    0.95683E+04
    95    0.27121E+04    0.79804E+00   -0.24985E+02    0.32032E+07    0.94203E+04
    96    0.27466E+04    0.81214E+00   -0.25674E+02    0.31782E+07    0.92760E+04
    97    0.27816E+04    0.82597E+00   -0.26361E+02    0.31533E+07    0.91352E+04
    98    0.28168E+04    0.83951E+00   -0.27042E+02    0.31287E+07    0.89980E+04
    99    0.28521E+04    0.85273E+00   -0.27720E+02    0.31042E+07    0.88641E+04
   100    0.28877E+04    0.86562E+00   -0.28391E+02    0.30799E+07    0.87336E+04
   101    0.29234E+04    0.87824E+00   -0.29058E+02    0.30558E+07    0.86063E+04
   102    0.29597E+04    0.89043E+00   -0.29718E+02    0.30318E+07    0.84820E+04
   103    0.29958E+04    0.90228E+00   -0.30371E+02    0.30081E+07    0.83608E+04
   104    0.30322E+04    0.91377E+00   -0.31016E+02    0.29845E+07    0.82425E+04
   105    0.30686E+04    0.92484E+00   -0.31652E+02    0.29611E+07    0.81270E+04
   106    0.31053E+04    0.93555E+00   -0.32279E+02    0.29379E+07    0.80142E+04
   107    0.31418E+04    0.94575E+00   -0.32896E+02    0.29150E+07    0.79041E+04
   108    0.31787E+04    0.95552E+00   -0.33502E+02    0.28922E+07    0.77964E+04
