#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.16244E+04    0.68900E-01    0.24942E-01    0.36033E+01    0.48142E-07    0.34830E-02   -0.16054E-04
     3    0.14602E+04    0.10713E+00    0.28734E-01    0.37686E+01    0.58487E-07    0.35230E-02   -0.19668E-04
     4    0.13639E+04    0.11905E+00    0.28154E-01    0.36978E+01    0.67340E-07    0.34602E-02   -0.19802E-04
     5    0.12964E+04    0.10614E+00    0.24676E-01    0.33732E+01    0.75010E-07    0.33559E-02   -0.17420E-04
     6    0.12492E+04    0.79998E-01    0.19905E-01    0.29191E+01    0.81684E-07    0.32370E-02   -0.13455E-04
     7    0.12172E+04    0.52826E-01    0.15106E-01    0.24256E+01    0.87536E-07    0.31159E-02   -0.88360E-05
     8    0.11959E+04    0.32170E-01    0.11042E-01    0.19559E+01    0.92692E-07    0.29932E-02   -0.43306E-05
     9    0.11826E+04    0.19943E-01    0.80250E-02    0.15491E+01    0.97259E-07    0.28689E-02   -0.48872E-06
    10    0.11755E+04    0.14376E-01    0.60589E-02    0.12280E+01    0.10130E-06    0.27473E-02    0.23174E-05
    11    0.11726E+04    0.12496E-01    0.49950E-02    0.99799E+00    0.10492E-06    0.26355E-02    0.38841E-05
    12    0.11733E+04    0.11983E-01    0.46277E-02    0.85866E+00    0.10812E-06    0.25341E-02    0.42177E-05
    13    0.11760E+04    0.11657E-01    0.47554E-02    0.79575E+00    0.11095E-06    0.24403E-02    0.36449E-05
    14    0.11800E+04    0.11444E-01    0.51963E-02    0.78934E+00    0.11348E-06    0.23516E-02    0.25318E-05
    15    0.11859E+04    0.11537E-01    0.58363E-02    0.81836E+00    0.11572E-06    0.22670E-02    0.11604E-05
    16    0.11941E+04    0.12099E-01    0.65888E-02    0.86339E+00    0.11770E-06    0.21864E-02   -0.22658E-06
    17    0.12040E+04    0.13124E-01    0.74099E-02    0.90965E+00    0.11945E-06    0.21101E-02   -0.14476E-05
    18    0.12144E+04    0.14381E-01    0.82710E-02    0.94743E+00    0.12100E-06    0.20381E-02   -0.23421E-05
    19    0.12259E+04    0.15734E-01    0.91621E-02    0.97610E+00    0.12236E-06    0.19694E-02   -0.27685E-05
    20    0.12370E+04    0.17154E-01    0.10078E-01    0.99394E+00    0.12353E-06    0.19030E-02   -0.26581E-05
    21    0.12481E+04    0.18662E-01    0.11017E-01    0.10001E+01    0.12455E-06    0.18395E-02   -0.22118E-05
    22    0.12597E+04    0.20375E-01    0.11977E-01    0.99436E+00    0.12542E-06    0.17796E-02   -0.16671E-05
    23    0.12715E+04    0.22374E-01    0.12956E-01    0.98268E+00    0.12616E-06    0.17227E-02   -0.11507E-05
    24    0.12835E+04    0.24680E-01    0.13953E-01    0.97138E+00    0.12678E-06    0.16680E-02   -0.73836E-06
    25    0.12956E+04    0.27282E-01    0.14965E-01    0.96150E+00    0.12728E-06    0.16156E-02   -0.41418E-06
    26    0.13078E+04    0.30126E-01    0.15988E-01    0.95399E+00    0.12768E-06    0.15658E-02   -0.16319E-06
    27    0.13202E+04    0.33195E-01    0.17025E-01    0.94734E+00    0.12799E-06    0.15186E-02   -0.63139E-07
    28    0.13328E+04    0.36499E-01    0.18076E-01    0.94022E+00    0.12822E-06    0.14741E-02   -0.18537E-06
    29    0.13456E+04    0.40021E-01    0.19140E-01    0.92922E+00    0.12836E-06    0.14320E-02   -0.48510E-06
