#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.77137E+03    0.40305E+01   -0.67497E-03    0.40305E+01    0.53577E-01   -0.71006E-05   -0.67497E-03   -0.71006E-05    0.13523E-07
     3    0.77706E+03    0.46713E+01   -0.45870E-03    0.46713E+01    0.87399E-01   -0.60283E-05   -0.45870E-03   -0.60283E-05    0.81652E-08
     4    0.76766E+03    0.46282E+01   -0.35366E-03    0.46282E+01    0.98147E-01   -0.46884E-05   -0.35366E-03   -0.46884E-05    0.56063E-08
     5    0.75732E+03    0.42032E+01   -0.29132E-03    0.42032E+01    0.87007E-01   -0.33880E-05   -0.29132E-03   -0.33880E-05    0.41415E-08
     6    0.74963E+03    0.36093E+01   -0.24914E-03    0.36093E+01    0.64291E-01   -0.22487E-05   -0.24914E-03   -0.22487E-05    0.32067E-08
     7    0.74587E+03    0.29790E+01   -0.21809E-03    0.29790E+01    0.40952E-01   -0.13293E-05   -0.21809E-03   -0.13293E-05    0.25669E-08
     8    0.74567E+03    0.23951E+01   -0.19450E-03    0.23951E+01    0.23625E-01   -0.64070E-06   -0.19450E-03   -0.64070E-06    0.21063E-08
     9    0.74852E+03    0.19017E+01   -0.17625E-03    0.19017E+01    0.13805E-01   -0.16631E-06   -0.17625E-03   -0.16631E-06    0.17620E-08
    10    0.75382E+03    0.15185E+01   -0.16135E-03    0.15185E+01    0.96507E-02    0.11914E-06   -0.16135E-03    0.11914E-06    0.14968E-08
    11    0.76063E+03    0.12537E+01   -0.14844E-03    0.12537E+01    0.83467E-02    0.24573E-06   -0.14844E-03    0.24573E-06    0.12880E-08
    12    0.76964E+03    0.11038E+01   -0.13693E-03    0.11038E+01    0.78137E-02    0.25336E-06   -0.13693E-03    0.25336E-06    0.11198E-08
    13    0.77940E+03    0.10461E+01   -0.12674E-03    0.10461E+01    0.70799E-02    0.19049E-06   -0.12674E-03    0.19049E-06    0.98266E-09
    14    0.78927E+03    0.10525E+01   -0.11782E-03    0.10525E+01    0.62475E-02    0.10146E-06   -0.11782E-03    0.10146E-06    0.86886E-09
    15    0.79975E+03    0.11011E+01   -0.10997E-03    0.11011E+01    0.56028E-02    0.77179E-08   -0.10997E-03    0.77179E-08    0.77351E-09
    16    0.81140E+03    0.11729E+01   -0.10298E-03    0.11729E+01    0.53698E-02   -0.76452E-07   -0.10298E-03   -0.76452E-07    0.69268E-09
    17    0.82424E+03    0.12525E+01   -0.96702E-04    0.12525E+01    0.55601E-02   -0.14230E-06   -0.96702E-04   -0.14230E-06    0.62364E-09
    18    0.83738E+03    0.13284E+01   -0.91015E-04    0.13284E+01    0.59434E-02   -0.18322E-06   -0.91015E-04   -0.18322E-06    0.56412E-09
    19    0.85174E+03    0.13950E+01   -0.85870E-04    0.13950E+01    0.63809E-02   -0.19565E-06   -0.85870E-04   -0.19565E-06    0.51247E-09
    20    0.86571E+03    0.14468E+01   -0.81222E-04    0.14468E+01    0.68392E-02   -0.17996E-06   -0.81222E-04   -0.17996E-06    0.46729E-09
    21    0.87969E+03    0.14877E+01   -0.76975E-04    0.14877E+01    0.73455E-02   -0.14935E-06   -0.76975E-04   -0.14935E-06    0.42759E-09
    22    0.89397E+03    0.15227E+01   -0.73042E-04    0.15227E+01    0.80240E-02   -0.11794E-06   -0.73042E-04   -0.11794E-06    0.39252E-09
