#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    12   0.824938E+03   0.114397E+01   0.256603E-02   0.704996E-01   0.169772E-02   0.114397E+01   0.794446E-02   0.471009E-05   0.961018E-05   0.162647E-06   0.256603E-02   0.471009E-05   0.975147E-07   0.284097E-05   0.934968E-07   0.704996E-01   0.961018E-05   0.284097E-05   0.304329E-03   0.391399E-05   0.169772E-02   0.162647E-06   0.934968E-07   0.391399E-05   0.259871E-06
    13   0.827384E+03   0.107565E+01   0.249421E-02   0.715223E-01   0.166825E-02   0.107565E+01   0.720221E-02   0.427885E-05   0.970123E-05   0.161600E-06   0.249421E-02   0.427885E-05   0.998928E-07   0.310220E-05   0.977657E-07   0.715223E-01   0.970123E-05   0.310220E-05   0.355513E-03   0.454772E-05   0.166825E-02   0.161600E-06   0.977657E-07   0.454772E-05   0.287605E-06
    14   0.831664E+03   0.106523E+01   0.242558E-02   0.721985E-01   0.163539E-02   0.106523E+01   0.627099E-02   0.312777E-05   0.892918E-05   0.142955E-06   0.242558E-02   0.312777E-05   0.101978E-06   0.335361E-05   0.101558E-06   0.721985E-01   0.892918E-05   0.335361E-05   0.409751E-03   0.520846E-05   0.163539E-02   0.142955E-06   0.101558E-06   0.520846E-05   0.314861E-06
    15   0.836625E+03   0.109423E+01   0.236064E-02   0.726006E-01   0.160031E-02   0.109423E+01   0.550877E-02   0.164312E-05   0.796414E-05   0.124786E-06   0.236064E-02   0.164312E-05   0.103834E-06   0.359510E-05   0.104944E-06   0.726006E-01   0.796414E-05   0.359510E-05   0.466787E-03   0.589300E-05   0.160031E-02   0.124786E-06   0.104944E-06   0.589300E-05   0.341646E-06
    16   0.843812E+03   0.114971E+01   0.229646E-02   0.727561E-01   0.156350E-02   0.114971E+01   0.517864E-02   0.245678E-06   0.741413E-05   0.116607E-06   0.229646E-02   0.245678E-06   0.105466E-06   0.382488E-05   0.107935E-06   0.727561E-01   0.741413E-05   0.382488E-05   0.526167E-03   0.659532E-05   0.156350E-02   0.116607E-06   0.107935E-06   0.659532E-05   0.367830E-06
    17   0.852989E+03   0.121632E+01   0.223430E-02   0.726894E-01   0.152551E-02   0.121632E+01   0.522836E-02  -0.874212E-06   0.704035E-05   0.113142E-06   0.223430E-02  -0.874212E-06   0.106897E-06   0.404232E-05   0.110567E-06   0.726894E-01   0.704035E-05   0.404232E-05   0.587525E-03   0.731112E-05   0.152551E-02   0.113142E-06   0.110567E-06   0.731112E-05   0.393381E-06
    18   0.862977E+03   0.128170E+01   0.217627E-02   0.724256E-01   0.148690E-02   0.128170E+01   0.552812E-02  -0.161845E-05   0.649529E-05   0.107849E-06   0.217627E-02  -0.161845E-05   0.108159E-06   0.424720E-05   0.112880E-06   0.724256E-01   0.649529E-05   0.424720E-05   0.650527E-03   0.803671E-05   0.148690E-02   0.107849E-06   0.112880E-06   0.803671E-05   0.418297E-06
    19   0.874511E+03   0.134259E+01   0.212145E-02   0.719783E-01   0.144796E-02   0.134259E+01   0.594137E-02  -0.200981E-05   0.586547E-05   0.101630E-06   0.212145E-02  -0.200981E-05   0.109260E-06   0.443894E-05   0.114895E-06   0.719783E-01   0.586547E-05   0.443894E-05   0.714772E-03   0.876762E-05   0.144796E-02   0.101630E-06   0.114895E-06   0.876762E-05   0.442539E-06
    20   0.885953E+03   0.139016E+01   0.206848E-02   0.713620E-01   0.140897E-02   0.139016E+01   0.635357E-02  -0.208895E-05   0.534013E-05   0.966828E-07   0.206848E-02  -0.208895E-05   0.110206E-06   0.461703E-05   0.116629E-06   0.713620E-01   0.534013E-05   0.461703E-05   0.779866E-03   0.949965E-05   0.140897E-02   0.966828E-07   0.116629E-06   0.949965E-05   0.466071E-06
    21   0.897975E+03   0.143142E+01   0.201704E-02   0.706061E-01   0.137027E-02   0.143142E+01   0.682547E-02  -0.184719E-05   0.508523E-05   0.929411E-07   0.201704E-02  -0.184719E-05   0.111018E-06   0.478180E-05   0.118113E-06   0.706061E-01   0.508523E-05   0.478180E-05   0.845511E-03   0.102303E-04   0.137027E-02   0.929411E-07   0.118113E-06   0.102303E-04   0.488920E-06
    22   0.910579E+03   0.147066E+01   0.196717E-02   0.697392E-01   0.133222E-02   0.147066E+01   0.746622E-02  -0.130508E-05   0.516655E-05   0.896258E-07   0.196717E-02  -0.130508E-05   0.111712E-06   0.493371E-05   0.119377E-06   0.697392E-01   0.516655E-05   0.493371E-05   0.911426E-03   0.109575E-04   0.133222E-02   0.896258E-07   0.119377E-06   0.109575E-04   0.511121E-06
    23   0.923364E+03   0.150914E+01   0.191923E-02   0.687729E-01   0.129490E-02   0.150914E+01   0.833104E-02  -0.649357E-06   0.527252E-05   0.853793E-07   0.191923E-02  -0.649357E-06   0.112298E-06   0.507299E-05   0.120439E-06   0.687729E-01   0.527252E-05   0.507299E-05   0.977312E-03   0.116787E-04   0.129490E-02   0.853793E-07   0.120439E-06   0.116787E-04   0.532680E-06
    24   0.936634E+03   0.154755E+01   0.187356E-02   0.677174E-01   0.125834E-02   0.154755E+01   0.945680E-02  -0.843224E-07   0.511499E-05   0.795061E-07   0.187356E-02  -0.843224E-07   0.112781E-06   0.519988E-05   0.121314E-06   0.677174E-01   0.511499E-05   0.519988E-05   0.104289E-02   0.123918E-04   0.125834E-02   0.795061E-07   0.121314E-06   0.123918E-04   0.553599E-06
    25   0.950497E+03   0.158286E+01   0.183007E-02   0.665959E-01   0.122268E-02   0.158286E+01   0.108301E-01   0.281718E-06   0.487707E-05   0.745380E-07   0.183007E-02   0.281718E-06   0.113170E-06   0.531502E-05   0.122022E-06   0.665959E-01   0.487707E-05   0.531502E-05   0.110795E-02   0.130958E-04   0.122268E-02   0.745380E-07   0.122022E-06   0.130958E-04   0.573904E-06
    26   0.964439E+03   0.162252E+01   0.178852E-02   0.654308E-01   0.118803E-02   0.162252E+01   0.124300E-01   0.399664E-06   0.479016E-05   0.729346E-07   0.178852E-02   0.399664E-06   0.113476E-06   0.541912E-05   0.122581E-06   0.654308E-01   0.479016E-05   0.541912E-05   0.117234E-02   0.137898E-04   0.118803E-02   0.729346E-07   0.122581E-06   0.137898E-04   0.593630E-06
    27   0.978860E+03   0.166663E+01   0.174864E-02   0.642282E-01   0.115433E-02   0.166663E+01   0.142316E-01   0.361259E-06   0.480769E-05   0.736393E-07   0.174864E-02   0.361259E-06   0.113706E-06   0.551291E-05   0.123007E-06   0.642282E-01   0.480769E-05   0.551291E-05   0.123600E-02   0.144735E-04   0.115433E-02   0.736393E-07   0.123007E-06   0.144735E-04   0.612806E-06
    28   0.993592E+03   0.170859E+01   0.171023E-02   0.629923E-01   0.112152E-02   0.170859E+01   0.161978E-01   0.269486E-06   0.482107E-05   0.747638E-07   0.171023E-02   0.269486E-06   0.113865E-06   0.559712E-05   0.123312E-06   0.629923E-01   0.482107E-05   0.559712E-05   0.129890E-02   0.151460E-04   0.112152E-02   0.747638E-07   0.123312E-06   0.151460E-04   0.631453E-06
    29   0.100858E+04   0.175147E+01   0.167353E-02   0.617363E-01   0.108960E-02   0.175147E+01   0.183466E-01   0.131450E-06   0.475172E-05   0.746094E-07   0.167353E-02   0.131450E-06   0.113955E-06   0.567223E-05   0.123504E-06   0.617363E-01   0.475172E-05   0.567223E-05   0.136105E-02   0.158064E-04   0.108960E-02   0.746094E-07   0.123504E-06   0.158064E-04   0.649563E-06
    30   0.102402E+04   0.178593E+01   0.163872E-02   0.604740E-01   0.105858E-02   0.178593E+01   0.206992E-01  -0.655177E-07   0.455647E-05   0.719949E-07   0.163872E-02  -0.655177E-07   0.113976E-06   0.573879E-05   0.123589E-06   0.604740E-01   0.455647E-05   0.573879E-05   0.142251E-02   0.164539E-04   0.105858E-02   0.719949E-07   0.123589E-06   0.164539E-04   0.667133E-06
    31   0.103931E+04   0.181738E+01   0.160537E-02   0.592144E-01   0.102846E-02   0.181738E+01   0.232260E-01  -0.317294E-06   0.430399E-05   0.676219E-07   0.160537E-02  -0.317294E-06   0.113937E-06   0.579768E-05   0.123582E-06   0.592144E-01   0.430399E-05   0.579768E-05   0.148353E-02   0.170881E-04   0.102846E-02   0.676219E-07   0.123582E-06   0.170881E-04   0.684211E-06
    32   0.105524E+04   0.183632E+01   0.157299E-02   0.579642E-01   0.999236E-03   0.183632E+01   0.259237E-01  -0.598315E-06   0.408111E-05   0.626122E-07   0.157299E-02  -0.598315E-06   0.113849E-06   0.584973E-05   0.123498E-06   0.579642E-01   0.408111E-05   0.584973E-05   0.154433E-02   0.177089E-04   0.999236E-03   0.626122E-07   0.123498E-06   0.177089E-04   0.700849E-06
    33   0.107127E+04   0.184322E+01   0.154132E-02   0.567273E-01   0.970904E-03   0.184322E+01   0.287784E-01  -0.814041E-06   0.393558E-05   0.578884E-07   0.154132E-02  -0.814041E-06   0.113714E-06   0.589531E-05   0.123344E-06   0.567273E-01   0.393558E-05   0.589531E-05   0.160501E-02   0.183148E-04   0.970904E-03   0.578884E-07   0.123344E-06   0.183148E-04   0.717063E-06
    34   0.108736E+04   0.184258E+01   0.151025E-02   0.555057E-01   0.943471E-03   0.184258E+01   0.318441E-01  -0.873556E-06   0.389373E-05   0.541613E-07   0.151025E-02  -0.873556E-06   0.113535E-06   0.593466E-05   0.123128E-06   0.555057E-01   0.389373E-05   0.593466E-05   0.166553E-02   0.189042E-04   0.943471E-03   0.541613E-07   0.123128E-06   0.189042E-04   0.732862E-06
    35   0.110410E+04   0.182806E+01   0.147987E-02   0.542970E-01   0.916961E-03   0.182806E+01   0.351185E-01  -0.769424E-06   0.393533E-05   0.514948E-07   0.147987E-02  -0.769424E-06   0.113315E-06   0.596781E-05   0.122855E-06   0.542970E-01   0.393533E-05   0.596781E-05   0.172555E-02   0.194750E-04   0.916961E-03   0.514948E-07   0.122855E-06   0.194750E-04   0.748266E-06
    36   0.112062E+04   0.181114E+01   0.145039E-02   0.530976E-01   0.891393E-03   0.181114E+01   0.386137E-01  -0.535147E-06   0.402770E-05   0.497621E-07   0.145039E-02  -0.535147E-06   0.113057E-06   0.599476E-05   0.122532E-06   0.530976E-01   0.402770E-05   0.599476E-05   0.178458E-02   0.200253E-04   0.891393E-03   0.497621E-07   0.122532E-06   0.200253E-04   0.763293E-06
    37   0.113743E+04   0.178168E+01   0.142221E-02   0.519017E-01   0.866759E-03   0.178168E+01   0.423451E-01  -0.284504E-06   0.413499E-05   0.487193E-07   0.142221E-02  -0.284504E-06   0.112764E-06   0.601533E-05   0.122165E-06   0.519017E-01   0.413499E-05   0.601533E-05   0.184181E-02   0.205534E-04   0.866759E-03   0.487193E-07   0.122165E-06   0.205534E-04   0.777963E-06
    38   0.115464E+04   0.173773E+01   0.139564E-02   0.507045E-01   0.843050E-03   0.173773E+01   0.462989E-01  -0.120594E-06   0.422358E-05   0.480960E-07   0.139564E-02  -0.120594E-06   0.112439E-06   0.602931E-05   0.121759E-06   0.507045E-01   0.422358E-05   0.602931E-05   0.189636E-02   0.210578E-04   0.843050E-03   0.480960E-07   0.121759E-06   0.210578E-04   0.792291E-06
    39   0.117214E+04   0.168220E+01   0.137036E-02   0.495045E-01   0.820269E-03   0.168220E+01   0.504894E-01  -0.235149E-07   0.427182E-05   0.476326E-07   0.137036E-02  -0.235149E-07   0.112085E-06   0.603647E-05   0.121319E-06   0.495045E-01   0.427182E-05   0.603647E-05   0.194730E-02   0.215382E-04   0.820269E-03   0.476326E-07   0.121319E-06   0.215382E-04   0.806287E-06
    40   0.118983E+04   0.161818E+01   0.134588E-02   0.483014E-01   0.798424E-03   0.161818E+01   0.549405E-01   0.573840E-07   0.426103E-05   0.470717E-07   0.134588E-02   0.573840E-07   0.111701E-06   0.603652E-05   0.120847E-06   0.483014E-01   0.426103E-05   0.603652E-05   0.199375E-02   0.219946E-04   0.798424E-03   0.470717E-07   0.120847E-06   0.219946E-04   0.819962E-06
    41   0.120762E+04   0.154812E+01   0.132184E-02   0.470964E-01   0.777510E-03   0.154812E+01   0.596712E-01   0.160207E-06   0.417803E-05   0.462026E-07   0.132184E-02   0.160207E-06   0.111291E-06   0.602940E-05   0.120349E-06   0.470964E-01   0.417803E-05   0.602940E-05   0.203508E-02   0.224275E-04   0.777510E-03   0.462026E-07   0.120349E-06   0.224275E-04   0.833323E-06
    42   0.122551E+04   0.147171E+01   0.129824E-02   0.458969E-01   0.757473E-03   0.147171E+01   0.646795E-01   0.272872E-06   0.403157E-05   0.449982E-07   0.129824E-02   0.272872E-06   0.110856E-06   0.601572E-05   0.119826E-06   0.458969E-01   0.403157E-05   0.601572E-05   0.207189E-02   0.228402E-04   0.757473E-03   0.449982E-07   0.119826E-06   0.228402E-04   0.846381E-06
    43   0.124353E+04   0.138761E+01   0.127516E-02   0.447118E-01   0.738250E-03   0.138761E+01   0.699583E-01   0.370749E-06   0.383590E-05   0.434777E-07   0.127516E-02   0.370749E-06   0.110399E-06   0.599631E-05   0.119282E-06   0.447118E-01   0.383590E-05   0.599631E-05   0.210506E-02   0.232366E-04   0.738250E-03   0.434777E-07   0.119282E-06   0.232366E-04   0.859149E-06
    44   0.126172E+04   0.129284E+01   0.125271E-02   0.435501E-01   0.719774E-03   0.129284E+01   0.754980E-01   0.429210E-06   0.360524E-05   0.416604E-07   0.125271E-02   0.429210E-06   0.109920E-06   0.597199E-05   0.118721E-06   0.435501E-01   0.360524E-05   0.597199E-05   0.213547E-02   0.236207E-04   0.719774E-03   0.416604E-07   0.118721E-06   0.236207E-04   0.871636E-06
    45   0.128015E+04   0.118413E+01   0.123098E-02   0.424206E-01   0.701980E-03   0.118413E+01   0.812865E-01   0.423626E-06   0.335384E-05   0.395654E-07   0.123098E-02   0.423626E-06   0.109422E-06   0.594356E-05   0.118145E-06   0.424206E-01   0.335384E-05   0.594356E-05   0.216403E-02   0.239964E-04   0.701980E-03   0.395654E-07   0.118145E-06   0.239964E-04   0.883855E-06
    46   0.129880E+04   0.105937E+01   0.121004E-02   0.413303E-01   0.684808E-03   0.105937E+01   0.873138E-01   0.338718E-06   0.309429E-05   0.372169E-07   0.121004E-02   0.338718E-06   0.108908E-06   0.591188E-05   0.117558E-06   0.413303E-01   0.309429E-05   0.591188E-05   0.219156E-02   0.243673E-04   0.684808E-03   0.372169E-07   0.117558E-06   0.243673E-04   0.895814E-06
    47   0.131764E+04   0.919291E+00   0.118978E-02   0.402774E-01   0.668206E-03   0.919291E+00   0.935900E-01   0.196607E-06   0.283256E-05   0.346591E-07   0.118978E-02   0.196607E-06   0.108378E-06   0.587798E-05   0.116961E-06   0.402774E-01   0.283256E-05   0.587798E-05   0.221872E-02   0.247362E-04   0.668206E-03   0.346591E-07   0.116961E-06   0.247362E-04   0.907523E-06
    48   0.133666E+04   0.765297E+00   0.117005E-02   0.392580E-01   0.652129E-03   0.765297E+00   0.100124E+00   0.287641E-07   0.257296E-05   0.319409E-07   0.117005E-02   0.287641E-07   0.107833E-06   0.584291E-05   0.116356E-06   0.392580E-01   0.257296E-05   0.584291E-05   0.224610E-02   0.251057E-04   0.652129E-03   0.319409E-07   0.116356E-06   0.251057E-04   0.918986E-06
    49   0.135583E+04   0.598875E+00   0.115071E-02   0.382683E-01   0.636529E-03   0.598875E+00   0.106923E+00  -0.133339E-06   0.231984E-05   0.291116E-07   0.115071E-02  -0.133339E-06   0.107275E-06   0.580772E-05   0.115744E-06   0.382683E-01   0.231984E-05   0.580772E-05   0.227431E-02   0.254782E-04   0.636529E-03   0.291116E-07   0.115744E-06   0.254782E-04   0.930209E-06
    50   0.137521E+04   0.421649E+00   0.113160E-02   0.373043E-01   0.621361E-03   0.421649E+00   0.114006E+00  -0.258232E-06   0.207751E-05   0.262202E-07   0.113160E-02  -0.258232E-06   0.106706E-06   0.577350E-05   0.115128E-06   0.373043E-01   0.207751E-05   0.577350E-05   0.230394E-02   0.258563E-04   0.621361E-03   0.262202E-07   0.115128E-06   0.258563E-04   0.941200E-06
    51   0.139485E+04   0.234977E+00   0.111264E-02   0.363639E-01   0.606589E-03   0.234977E+00   0.121389E+00  -0.322579E-06   0.184994E-05   0.233271E-07   0.111264E-02  -0.322579E-06   0.106126E-06   0.574112E-05   0.114509E-06   0.363639E-01   0.184994E-05   0.574112E-05   0.233546E-02   0.262421E-04   0.606589E-03   0.233271E-07   0.114509E-06   0.262421E-04   0.951964E-06
    52   0.141471E+04   0.389557E-01   0.109393E-02   0.354508E-01   0.592222E-03   0.389557E-01   0.129071E+00  -0.335593E-06   0.163978E-05   0.205384E-07   0.109393E-02  -0.335593E-06   0.105536E-06   0.571087E-05   0.113887E-06   0.354508E-01   0.163978E-05   0.571087E-05   0.236875E-02   0.266353E-04   0.592222E-03   0.205384E-07   0.113887E-06   0.266353E-04   0.962503E-06
    53   0.143471E+04  -0.166847E+00   0.107566E-02   0.345706E-01   0.578282E-03  -0.166847E+00   0.137044E+00  -0.314624E-06   0.144931E-05   0.179713E-07   0.107566E-02  -0.314624E-06   0.104938E-06   0.568285E-05   0.113264E-06   0.345706E-01   0.144931E-05   0.568285E-05   0.240352E-02   0.270355E-04   0.578282E-03   0.179713E-07   0.113264E-06   0.270355E-04   0.972819E-06
    54   0.145484E+04  -0.383721E+00   0.105799E-02   0.337288E-01   0.564789E-03  -0.383721E+00   0.145299E+00  -0.277021E-06   0.128081E-05   0.157431E-07   0.105799E-02  -0.277021E-06   0.104331E-06   0.565717E-05   0.112640E-06   0.337288E-01   0.128081E-05   0.565717E-05   0.243952E-02   0.274421E-04   0.564789E-03   0.157431E-07   0.112640E-06   0.274421E-04   0.982913E-06
    55   0.147510E+04  -0.613325E+00   0.104109E-02   0.329309E-01   0.551764E-03  -0.613325E+00   0.153830E+00  -0.240132E-06   0.113657E-05   0.139710E-07   0.104109E-02  -0.240132E-06   0.103717E-06   0.563394E-05   0.112017E-06   0.329309E-01   0.113657E-05   0.563394E-05   0.247648E-02   0.278543E-04   0.551764E-03   0.139710E-07   0.112017E-06   0.278543E-04   0.992787E-06
    56   0.149559E+04  -0.857603E+00   0.102508E-02   0.321813E-01   0.539223E-03  -0.857603E+00   0.162627E+00  -0.217279E-06   0.101805E-05   0.127413E-07   0.102508E-02  -0.217279E-06   0.103097E-06   0.561321E-05   0.111394E-06   0.321813E-01   0.101805E-05   0.561321E-05   0.251417E-02   0.282717E-04   0.539223E-03   0.127413E-07   0.111394E-06   0.282717E-04   0.100244E-05
    57   0.151642E+04  -0.111707E+01   0.100984E-02   0.314801E-01   0.527169E-03  -0.111707E+01   0.171690E+00  -0.205668E-06   0.923389E-06   0.120158E-07   0.100984E-02  -0.205668E-06   0.102470E-06   0.559480E-05   0.110773E-06   0.314801E-01   0.923389E-06   0.559480E-05   0.255252E-02   0.286934E-04   0.527169E-03   0.120158E-07   0.110773E-06   0.286934E-04   0.101189E-05
    58   0.153753E+04  -0.139119E+01   0.995198E-03   0.308264E-01   0.515595E-03  -0.139119E+01   0.181028E+00  -0.198480E-06   0.849888E-06   0.117255E-07   0.995198E-03  -0.198480E-06   0.101838E-06   0.557846E-05   0.110153E-06   0.308264E-01   0.849888E-06   0.557846E-05   0.259150E-02   0.291186E-04   0.515595E-03   0.117255E-07   0.110153E-06   0.291186E-04   0.102112E-05
    59   0.155884E+04  -0.167915E+01   0.980991E-03   0.302192E-01   0.504500E-03  -0.167915E+01   0.190645E+00  -0.188892E-06   0.794859E-06   0.118011E-07   0.980991E-03  -0.188892E-06   0.101200E-06   0.556397E-05   0.109535E-06   0.302192E-01   0.794859E-06   0.556397E-05   0.263110E-02   0.295466E-04   0.504500E-03   0.118011E-07   0.109535E-06   0.295466E-04   0.103016E-05
    60   0.158032E+04  -0.197974E+01   0.967045E-03   0.296575E-01   0.493880E-03  -0.197974E+01   0.200543E+00  -0.170085E-06   0.755611E-06   0.121735E-07   0.967045E-03  -0.170085E-06   0.100557E-06   0.555107E-05   0.108920E-06   0.296575E-01   0.755611E-06   0.555107E-05   0.267128E-02   0.299765E-04   0.493880E-03   0.121735E-07   0.108920E-06   0.299765E-04   0.103899E-05
    61   0.160197E+04  -0.229192E+01   0.953221E-03   0.291392E-01   0.483723E-03  -0.229192E+01   0.210718E+00  -0.137690E-06   0.728942E-06   0.127622E-07   0.953221E-03  -0.137690E-06   0.999106E-07   0.553956E-05   0.108308E-06   0.291392E-01   0.728942E-06   0.553956E-05   0.271201E-02   0.304075E-04   0.483723E-03   0.127622E-07   0.108308E-06   0.304075E-04   0.104763E-05
    62   0.162380E+04  -0.261592E+01   0.939500E-03   0.286575E-01   0.473990E-03  -0.261592E+01   0.221165E+00  -0.971603E-07   0.709602E-06   0.134404E-07   0.939500E-03  -0.971603E-07   0.992602E-07   0.552925E-05   0.107698E-06   0.286575E-01   0.709602E-06   0.552925E-05   0.275328E-02   0.308391E-04   0.473990E-03   0.134404E-07   0.107698E-06   0.308391E-04   0.105606E-05
    63   0.164582E+04  -0.295227E+01   0.925892E-03   0.282045E-01   0.464631E-03  -0.295227E+01   0.231875E+00  -0.564010E-07   0.691833E-06   0.140704E-07   0.925892E-03  -0.564010E-07   0.986070E-07   0.552002E-05   0.107092E-06   0.282045E-01   0.691833E-06   0.552002E-05   0.279507E-02   0.312707E-04   0.464631E-03   0.140704E-07   0.107092E-06   0.312707E-04   0.106428E-05
    64   0.166806E+04  -0.330148E+01   0.912410E-03   0.277721E-01   0.455601E-03  -0.330148E+01   0.242840E+00  -0.233181E-07   0.669876E-06   0.145140E-07   0.912410E-03  -0.233181E-07   0.979517E-07   0.551172E-05   0.106489E-06   0.277721E-01   0.669876E-06   0.551172E-05   0.283735E-02   0.317017E-04   0.455601E-03   0.145140E-07   0.106489E-06   0.317017E-04   0.107228E-05
    65   0.169053E+04  -0.366414E+01   0.899064E-03   0.273524E-01   0.446850E-03  -0.366414E+01   0.254054E+00  -0.581726E-08   0.637972E-06   0.146334E-07   0.899064E-03  -0.581726E-08   0.972952E-07   0.550421E-05   0.105890E-06   0.273524E-01   0.637972E-06   0.550421E-05   0.288011E-02   0.321315E-04   0.446850E-03   0.146334E-07   0.105890E-06   0.321315E-04   0.108004E-05
    66   0.171328E+04  -0.404072E+01   0.885876E-03   0.269387E-01   0.438336E-03  -0.404072E+01   0.265506E+00  -0.999629E-08   0.592025E-06   0.143313E-07   0.885876E-03  -0.999629E-08   0.966381E-07   0.549734E-05   0.105294E-06   0.269387E-01   0.592025E-06   0.549734E-05   0.292331E-02   0.325597E-04   0.438336E-03   0.143313E-07   0.105294E-06   0.325597E-04   0.108757E-05
    67   0.173629E+04  -0.443042E+01   0.872910E-03   0.265295E-01   0.430033E-03  -0.443042E+01   0.277190E+00  -0.347205E-07   0.534590E-06   0.136743E-07   0.872910E-03  -0.347205E-07   0.959809E-07   0.549101E-05   0.104704E-06   0.265295E-01   0.534590E-06   0.549101E-05   0.296689E-02   0.329858E-04   0.430033E-03   0.136743E-07   0.104704E-06   0.329858E-04   0.109492E-05
    68   0.175953E+04  -0.483212E+01   0.860240E-03   0.261247E-01   0.421923E-03  -0.483212E+01   0.289100E+00  -0.770469E-07   0.469885E-06   0.127698E-07   0.860240E-03  -0.770469E-07   0.953239E-07   0.548511E-05   0.104119E-06   0.261247E-01   0.469885E-06   0.548511E-05   0.301077E-02   0.334092E-04   0.421923E-03   0.127698E-07   0.104119E-06   0.334092E-04   0.110215E-05
