#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.28601E+06    0.15053E+03   -0.10431E-01    0.15053E+03    0.82188E-01   -0.44181E-05   -0.10431E-01   -0.44181E-05    0.21370E-08
     3    0.23810E+06    0.17631E+03   -0.69139E-02    0.17631E+03    0.13679E+00   -0.39012E-05   -0.69139E-02   -0.39012E-05    0.13223E-08
     4    0.20470E+06    0.17483E+03   -0.51213E-02    0.17483E+03    0.15673E+00   -0.30901E-05   -0.51213E-02   -0.30901E-05    0.92496E-09
     5    0.17979E+06    0.15612E+03   -0.40386E-02    0.15612E+03    0.14201E+00   -0.22561E-05   -0.40386E-02   -0.22561E-05    0.69343E-09
     6    0.16040E+06    0.12790E+03   -0.33158E-02    0.12790E+03    0.10743E+00   -0.14981E-05   -0.33158E-02   -0.14981E-05    0.54352E-09
     7    0.14482E+06    0.96132E+02   -0.28009E-02    0.96132E+02    0.70135E-01   -0.86567E-06   -0.28009E-02   -0.86567E-06    0.43966E-09
     8    0.13197E+06    0.65162E+02   -0.24150E-02    0.65162E+02    0.41567E-01   -0.37958E-06   -0.24150E-02   -0.37958E-06    0.36411E-09
     9    0.12116E+06    0.37914E+02   -0.21143E-02    0.37914E+02    0.25253E-01   -0.36421E-07   -0.21143E-02   -0.36421E-07    0.30713E-09
    10    0.11184E+06    0.16075E+02   -0.18729E-02    0.16075E+02    0.18869E-01    0.18167E-06   -0.18729E-02    0.18167E-06    0.26287E-09
    11    0.10369E+06    0.23262E+00   -0.16760E-02    0.23262E+00    0.17735E-01    0.29533E-06   -0.16760E-02    0.29533E-06    0.22776E-09
    12    0.96530E+05   -0.97990E+01   -0.15127E-02   -0.97990E+01    0.17735E-01    0.32254E-06   -0.15127E-02    0.32254E-06    0.19927E-09
    13    0.90280E+05   -0.14802E+02   -0.13756E-02   -0.14802E+02    0.16917E-01    0.28782E-06   -0.13756E-02    0.28782E-06    0.17588E-09
    14    0.84841E+05   -0.15730E+02   -0.12588E-02   -0.15730E+02    0.14929E-01    0.21700E-06   -0.12588E-02    0.21700E-06    0.15636E-09
    15    0.80043E+05   -0.13736E+02   -0.11579E-02   -0.13736E+02    0.12582E-01    0.13362E-06   -0.11579E-02    0.13362E-06    0.13990E-09
    16    0.75716E+05   -0.99662E+01   -0.10697E-02   -0.99662E+01    0.10792E-01    0.56938E-07   -0.10697E-02    0.56938E-07    0.12587E-09
    17    0.71774E+05   -0.53565E+01   -0.99195E-03   -0.53565E+01    0.99324E-02   -0.85833E-08   -0.99195E-03   -0.85833E-08    0.11383E-09
    18    0.68155E+05   -0.71258E+00   -0.92292E-03   -0.71258E+00    0.99439E-02   -0.61715E-07   -0.92292E-03   -0.61715E-07    0.10340E-09
    19    0.64831E+05    0.34618E+01   -0.86132E-03    0.34618E+01    0.10423E-01   -0.99441E-07   -0.86132E-03   -0.99441E-07    0.94301E-10
    20    0.61777E+05    0.68015E+01   -0.80602E-03    0.68015E+01    0.10988E-01   -0.11936E-06   -0.80602E-03   -0.11936E-06    0.86309E-10
    21    0.58966E+05    0.92071E+01   -0.75618E-03    0.92071E+01    0.11422E-01   -0.12332E-06   -0.75618E-03   -0.12332E-06    0.79255E-10
    22    0.56371E+05    0.10680E+02   -0.71109E-03    0.10680E+02    0.11687E-01   -0.11487E-06   -0.71109E-03   -0.11487E-06    0.72999E-10
    23    0.53972E+05    0.11361E+02   -0.67011E-03    0.11361E+02    0.11936E-01   -0.10016E-06   -0.67011E-03   -0.10016E-06    0.67425E-10
    24    0.51747E+05    0.11426E+02   -0.63271E-03    0.11426E+02    0.12324E-01   -0.84792E-07   -0.63271E-03   -0.84792E-07    0.62434E-10
    25    0.49679E+05    0.11041E+02   -0.59847E-03    0.11041E+02    0.12990E-01   -0.69708E-07   -0.59847E-03   -0.69708E-07    0.57949E-10
    26    0.47754E+05    0.10365E+02   -0.56703E-03    0.10365E+02    0.14014E-01   -0.54964E-07   -0.56703E-03   -0.54964E-07    0.53905E-10
    27    0.45957E+05    0.95350E+01   -0.53806E-03    0.95350E+01    0.15406E-01   -0.41849E-07   -0.53806E-03   -0.41849E-07    0.50246E-10
