#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    12   0.797038E+03   0.112184E+01   0.231030E-02   0.758417E-01   0.198881E-02   0.112184E+01   0.781214E-02   0.413206E-05   0.828836E-05   0.142746E-06   0.231030E-02   0.413206E-05   0.112117E-06   0.324856E-05   0.114365E-06   0.758417E-01   0.828836E-05   0.324856E-05   0.326086E-03   0.452502E-05   0.198881E-02   0.142746E-06   0.114365E-06   0.452502E-05   0.318642E-06
    13   0.801057E+03   0.104937E+01   0.222385E-02   0.771350E-01   0.195449E-02   0.104937E+01   0.715508E-02   0.365788E-05   0.707359E-05   0.115492E-06   0.222385E-02   0.365788E-05   0.115044E-06   0.355408E-05   0.119595E-06   0.771350E-01   0.707359E-05   0.355408E-05   0.381631E-03   0.526238E-05   0.195449E-02   0.115492E-06   0.119595E-06   0.526238E-05   0.352508E-06
    14   0.806670E+03   0.104414E+01   0.214053E-02   0.780281E-01   0.191528E-02   0.104414E+01   0.632537E-02   0.257743E-05   0.628934E-05   0.102333E-06   0.214053E-02   0.257743E-05   0.117620E-06   0.384788E-05   0.124225E-06   0.780281E-01   0.628934E-05   0.384788E-05   0.440499E-03   0.603050E-05   0.191528E-02   0.102333E-06   0.124225E-06   0.603050E-05   0.385752E-06
    15   0.812841E+03   0.108458E+01   0.206201E-02   0.785846E-01   0.187300E-02   0.108458E+01   0.563783E-02   0.125412E-05   0.587239E-05   0.103494E-06   0.206201E-02   0.125412E-05   0.119919E-06   0.412971E-05   0.128344E-06   0.785846E-01   0.587239E-05   0.412971E-05   0.502401E-03   0.682550E-05   0.187300E-02   0.103494E-06   0.128344E-06   0.682550E-05   0.418389E-06
    16   0.821162E+03   0.115052E+01   0.198687E-02   0.788296E-01   0.182856E-02   0.115052E+01   0.536646E-02  -0.918863E-07   0.545851E-05   0.106430E-06   0.198687E-02  -0.918863E-07   0.121947E-06   0.439743E-05   0.131969E-06   0.788296E-01   0.545851E-05   0.439743E-05   0.566835E-03   0.764016E-05   0.182856E-02   0.106430E-06   0.131969E-06   0.764016E-05   0.450267E-06
    17   0.831380E+03   0.122462E+01   0.191563E-02   0.787983E-01   0.178275E-02   0.122462E+01   0.546606E-02  -0.131286E-05   0.520154E-05   0.106561E-06   0.191563E-02  -0.131286E-05   0.123732E-06   0.465027E-05   0.135145E-06   0.787983E-01   0.520154E-05   0.465027E-05   0.633393E-03   0.846921E-05   0.178275E-02   0.106561E-06   0.135145E-06   0.846921E-05   0.481355E-06
    18   0.842287E+03   0.129478E+01   0.184923E-02   0.785291E-01   0.173629E-02   0.129478E+01   0.580994E-02  -0.226692E-05   0.528763E-05   0.102665E-06   0.184923E-02  -0.226692E-05   0.125309E-06   0.488792E-05   0.137924E-06   0.785291E-01   0.528763E-05   0.488792E-05   0.701690E-03   0.930806E-05   0.173629E-02   0.102665E-06   0.137924E-06   0.930806E-05   0.511660E-06
    19   0.854613E+03   0.136081E+01   0.178629E-02   0.780454E-01   0.168952E-02   0.136081E+01   0.626615E-02  -0.279555E-05   0.544826E-05   0.963734E-07   0.178629E-02  -0.279555E-05   0.126689E-06   0.510962E-05   0.140331E-06   0.780454E-01   0.544826E-05   0.510962E-05   0.771263E-03   0.101512E-04   0.168952E-02   0.963734E-07   0.140331E-06   0.101512E-04   0.541142E-06
    20   0.866737E+03   0.141600E+01   0.172535E-02   0.773701E-01   0.164272E-02   0.141600E+01   0.672061E-02  -0.279790E-05   0.537830E-05   0.897997E-07   0.172535E-02  -0.279790E-05   0.127881E-06   0.531475E-05   0.142392E-06   0.773701E-01   0.537830E-05   0.531475E-05   0.841657E-03   0.109933E-04   0.164272E-02   0.897997E-07   0.142392E-06   0.109933E-04   0.569762E-06
    21   0.879373E+03   0.146249E+01   0.166697E-02   0.765398E-01   0.159631E-02   0.146249E+01   0.721631E-02  -0.242062E-05   0.508072E-05   0.841356E-07   0.166697E-02  -0.242062E-05   0.128906E-06   0.550363E-05   0.144145E-06   0.765398E-01   0.508072E-05   0.550363E-05   0.912525E-03   0.118312E-04   0.159631E-02   0.841356E-07   0.144145E-06   0.118312E-04   0.597561E-06
    22   0.892561E+03   0.150015E+01   0.161189E-02   0.755866E-01   0.155069E-02   0.150015E+01   0.785091E-02  -0.186463E-05   0.466518E-05   0.802144E-07   0.161189E-02  -0.186463E-05   0.129787E-06   0.567670E-05   0.145629E-06   0.755866E-01   0.466518E-05   0.567670E-05   0.983547E-03   0.126620E-04   0.155069E-02   0.802144E-07   0.145629E-06   0.126620E-04   0.624587E-06
    23   0.905864E+03   0.153444E+01   0.155964E-02   0.745119E-01   0.150587E-02   0.153444E+01   0.871115E-02  -0.130059E-05   0.436007E-05   0.783592E-07   0.155964E-02  -0.130059E-05   0.130533E-06   0.583418E-05   0.146865E-06   0.745119E-01   0.436007E-05   0.583418E-05   0.105438E-02   0.134824E-04   0.150587E-02   0.783592E-07   0.146865E-06   0.134824E-04   0.650848E-06
    24   0.919547E+03   0.157105E+01   0.150960E-02   0.733166E-01   0.146186E-02   0.157105E+01   0.986452E-02  -0.856138E-06   0.433009E-05   0.783269E-07   0.150960E-02  -0.856138E-06   0.131152E-06   0.597627E-05   0.147874E-06   0.733166E-01   0.433009E-05   0.597627E-05   0.112471E-02   0.142893E-04   0.146186E-02   0.783269E-07   0.147874E-06   0.142893E-04   0.676352E-06
    25   0.933735E+03   0.160642E+01   0.146169E-02   0.720336E-01   0.141890E-02   0.160642E+01   0.112816E-01  -0.516994E-06   0.436633E-05   0.781199E-07   0.146169E-02  -0.516994E-06   0.131654E-06   0.610361E-05   0.148681E-06   0.720336E-01   0.436633E-05   0.610361E-05   0.119427E-02   0.150811E-04   0.141890E-02   0.781199E-07   0.148681E-06   0.150811E-04   0.701133E-06
    26   0.947939E+03   0.164649E+01   0.141601E-02   0.706964E-01   0.137725E-02   0.164649E+01   0.129240E-01  -0.254557E-06   0.423274E-05   0.757883E-07   0.141601E-02  -0.254557E-06   0.132052E-06   0.621690E-05   0.149309E-06   0.706964E-01   0.423274E-05   0.621690E-05   0.126283E-02   0.158563E-04   0.137725E-02   0.757883E-07   0.149309E-06   0.158563E-04   0.725233E-06
    27   0.962572E+03   0.169145E+01   0.137273E-02   0.693113E-01   0.133687E-02   0.169145E+01   0.147912E-01  -0.124805E-06   0.395820E-05   0.713264E-07   0.137273E-02  -0.124805E-06   0.132356E-06   0.631687E-05   0.149778E-06   0.693113E-01   0.395820E-05   0.631687E-05   0.133022E-02   0.166138E-04   0.133687E-02   0.713264E-07   0.149778E-06   0.166138E-04   0.748688E-06
    28   0.977470E+03   0.173495E+01   0.133197E-02   0.678806E-01   0.129766E-02   0.173495E+01   0.168670E-01  -0.187450E-06   0.363510E-05   0.653564E-07   0.133197E-02  -0.187450E-06   0.132572E-06   0.640418E-05   0.150104E-06   0.678806E-01   0.363510E-05   0.640418E-05   0.139626E-02   0.173525E-04   0.129766E-02   0.653564E-07   0.150104E-06   0.173525E-04   0.771524E-06
    29   0.992577E+03   0.177964E+01   0.129348E-02   0.664173E-01   0.125968E-02   0.177964E+01   0.191353E-01  -0.432571E-06   0.334504E-05   0.590660E-07   0.129348E-02  -0.432571E-06   0.132700E-06   0.647933E-05   0.150296E-06   0.664173E-01   0.334504E-05   0.647933E-05   0.146077E-02   0.180712E-04   0.125968E-02   0.590660E-07   0.150296E-06   0.180712E-04   0.793730E-06
    30   0.100810E+04   0.181575E+01   0.125691E-02   0.649355E-01   0.122297E-02   0.181575E+01   0.215842E-01  -0.810114E-06   0.315477E-05   0.536417E-07   0.125691E-02  -0.810114E-06   0.132744E-06   0.654288E-05   0.150362E-06   0.649355E-01   0.315477E-05   0.654288E-05   0.152358E-02   0.187693E-04   0.122297E-02   0.536417E-07   0.150362E-06   0.187693E-04   0.815300E-06
    31   0.102341E+04   0.184879E+01   0.122174E-02   0.634443E-01   0.118755E-02   0.184879E+01   0.242094E-01  -0.117912E-05   0.308250E-05   0.496997E-07   0.122174E-02  -0.117912E-05   0.132713E-06   0.659588E-05   0.150321E-06   0.634443E-01   0.308250E-05   0.659588E-05   0.158467E-02   0.194474E-04   0.118755E-02   0.496997E-07   0.150321E-06   0.194474E-04   0.836291E-06
    32   0.103929E+04   0.186974E+01   0.118761E-02   0.619513E-01   0.115338E-02   0.186974E+01   0.270372E-01  -0.140469E-05   0.312605E-05   0.475503E-07   0.118761E-02  -0.140469E-05   0.132620E-06   0.663942E-05   0.150192E-06   0.619513E-01   0.312605E-05   0.663942E-05   0.164407E-02   0.201065E-04   0.115338E-02   0.475503E-07   0.150192E-06   0.201065E-04   0.856764E-06
    33   0.105522E+04   0.188038E+01   0.115481E-02   0.604641E-01   0.112046E-02   0.188038E+01   0.300402E-01  -0.146712E-05   0.325041E-05   0.468508E-07   0.115481E-02  -0.146712E-05   0.132468E-06   0.667427E-05   0.149983E-06   0.604641E-01   0.325041E-05   0.667427E-05   0.170175E-02   0.207474E-04   0.112046E-02   0.468508E-07   0.149983E-06   0.207474E-04   0.876734E-06
    34   0.107121E+04   0.188539E+01   0.112369E-02   0.589899E-01   0.108874E-02   0.188539E+01   0.332494E-01  -0.139192E-05   0.341153E-05   0.470813E-07   0.112369E-02  -0.139192E-05   0.132261E-06   0.670117E-05   0.149703E-06   0.589899E-01   0.341153E-05   0.670117E-05   0.175771E-02   0.213707E-04   0.108874E-02   0.470813E-07   0.149703E-06   0.213707E-04   0.896211E-06
    35   0.108786E+04   0.187335E+01   0.109414E-02   0.575349E-01   0.105823E-02   0.187335E+01   0.366455E-01  -0.127032E-05   0.356217E-05   0.476639E-07   0.109414E-02  -0.127032E-05   0.132003E-06   0.672087E-05   0.149360E-06   0.575349E-01   0.356217E-05   0.672087E-05   0.181198E-02   0.219773E-04   0.105823E-02   0.476639E-07   0.149360E-06   0.219773E-04   0.915212E-06
    36   0.110427E+04   0.185173E+01   0.106591E-02   0.561047E-01   0.102892E-02   0.185173E+01   0.402363E-01  -0.118459E-05   0.365845E-05   0.480473E-07   0.106591E-02  -0.118459E-05   0.131697E-06   0.673416E-05   0.148961E-06   0.561047E-01   0.365845E-05   0.673416E-05   0.186462E-02   0.225684E-04   0.102892E-02   0.480473E-07   0.148961E-06   0.225684E-04   0.933758E-06
    37   0.112093E+04   0.181585E+01   0.103861E-02   0.547035E-01   0.100074E-02   0.181585E+01   0.440784E-01  -0.111544E-05   0.367337E-05   0.478418E-07   0.103861E-02  -0.111544E-05   0.131348E-06   0.674174E-05   0.148514E-06   0.547035E-01   0.367337E-05   0.674174E-05   0.191570E-02   0.231453E-04   0.100074E-02   0.478418E-07   0.148514E-06   0.231453E-04   0.951864E-06
    38   0.113793E+04   0.176974E+01   0.101195E-02   0.533345E-01   0.973617E-03   0.176974E+01   0.481959E-01  -0.102761E-05   0.359319E-05   0.468013E-07   0.101195E-02  -0.102761E-05   0.130959E-06   0.674432E-05   0.148025E-06   0.533345E-01   0.359319E-05   0.674432E-05   0.196532E-02   0.237090E-04   0.973617E-03   0.468013E-07   0.148025E-06   0.237090E-04   0.969547E-06
    39   0.115516E+04   0.171475E+01   0.986091E-03   0.519998E-01   0.947510E-03   0.171475E+01   0.525808E-01  -0.923404E-06   0.344054E-05   0.450911E-07   0.986091E-03  -0.923404E-06   0.130532E-06   0.674252E-05   0.147498E-06   0.519998E-01   0.344054E-05   0.674252E-05   0.201357E-02   0.242609E-04   0.947510E-03   0.450911E-07   0.147498E-06   0.242609E-04   0.986814E-06
    40   0.117256E+04   0.165058E+01   0.961276E-03   0.507009E-01   0.922396E-03   0.165058E+01   0.572199E-01  -0.814558E-06   0.324717E-05   0.429794E-07   0.961276E-03  -0.814558E-06   0.130070E-06   0.673694E-05   0.146937E-06   0.507009E-01   0.324717E-05   0.673694E-05   0.206054E-02   0.248022E-04   0.922396E-03   0.429794E-07   0.146937E-06   0.248022E-04   0.100367E-05
    41   0.119006E+04   0.157708E+01   0.937701E-03   0.494392E-01   0.898248E-03   0.157708E+01   0.621048E-01  -0.711363E-06   0.303947E-05   0.406839E-07   0.937701E-03  -0.711363E-06   0.129574E-06   0.672815E-05   0.146348E-06   0.494392E-01   0.303947E-05   0.672815E-05   0.210635E-02   0.253342E-04   0.898248E-03   0.406839E-07   0.146348E-06   0.253342E-04   0.102012E-05
    42   0.120765E+04   0.149490E+01   0.915305E-03   0.482154E-01   0.875027E-03   0.149490E+01   0.672453E-01  -0.618397E-06   0.282256E-05   0.382201E-07   0.915305E-03  -0.618397E-06   0.129047E-06   0.671666E-05   0.145732E-06   0.482154E-01   0.282256E-05   0.671666E-05   0.215113E-02   0.258582E-04   0.875027E-03   0.382201E-07   0.145732E-06   0.258582E-04   0.103617E-05
    43   0.122536E+04   0.140443E+01   0.893960E-03   0.470301E-01   0.852692E-03   0.140443E+01   0.726560E-01  -0.538806E-06   0.259622E-05   0.355532E-07   0.893960E-03  -0.538806E-06   0.128492E-06   0.670294E-05   0.145093E-06   0.470301E-01   0.259622E-05   0.670294E-05   0.219502E-02   0.263753E-04   0.852692E-03   0.355532E-07   0.145093E-06   0.263753E-04   0.105184E-05
    44   0.124323E+04   0.130450E+01   0.873539E-03   0.458839E-01   0.831199E-03   0.130450E+01   0.783490E-01  -0.475736E-06   0.236025E-05   0.326483E-07   0.873539E-03  -0.475736E-06   0.127911E-06   0.668748E-05   0.144435E-06   0.458839E-01   0.236025E-05   0.668748E-05   0.223815E-02   0.268870E-04   0.831199E-03   0.326483E-07   0.144435E-06   0.268870E-04   0.106713E-05
    45   0.126133E+04   0.119359E+01   0.853917E-03   0.447772E-01   0.810507E-03   0.119359E+01   0.843337E-01  -0.432333E-06   0.211443E-05   0.294706E-07   0.853917E-03  -0.432333E-06   0.127306E-06   0.667075E-05   0.143762E-06   0.447772E-01   0.211443E-05   0.667075E-05   0.228069E-02   0.273944E-04   0.810507E-03   0.294706E-07   0.143762E-06   0.273944E-04   0.108206E-05
    46   0.127963E+04   0.107074E+01   0.834976E-03   0.437106E-01   0.790575E-03   0.107074E+01   0.906144E-01  -0.410063E-06   0.186132E-05   0.260306E-07   0.834976E-03  -0.410063E-06   0.126681E-06   0.665322E-05   0.143075E-06   0.437106E-01   0.186132E-05   0.665322E-05   0.232275E-02   0.278989E-04   0.790575E-03   0.260306E-07   0.143075E-06   0.278989E-04   0.109664E-05
    47   0.129810E+04   0.935139E+00   0.816639E-03   0.426837E-01   0.771373E-03   0.935139E+00   0.971858E-01  -0.403663E-06   0.161454E-05   0.225215E-07   0.816639E-03  -0.403663E-06   0.126035E-06   0.663517E-05   0.142378E-06   0.426837E-01   0.161454E-05   0.663517E-05   0.236448E-02   0.284013E-04   0.771373E-03   0.225215E-07   0.142378E-06   0.284013E-04   0.111086E-05
    48   0.131674E+04   0.786038E+00   0.798835E-03   0.416961E-01   0.752869E-03   0.786038E+00   0.104033E+00  -0.406187E-06   0.139048E-05   0.191820E-07   0.798835E-03  -0.406187E-06   0.125372E-06   0.661688E-05   0.141672E-06   0.416961E-01   0.139048E-05   0.661688E-05   0.240600E-02   0.289024E-04   0.752869E-03   0.191820E-07   0.141672E-06   0.289024E-04   0.112474E-05
    49   0.133552E+04   0.622749E+00   0.781497E-03   0.407474E-01   0.735034E-03   0.622749E+00   0.111142E+00  -0.410691E-06   0.120554E-05   0.162508E-07   0.781497E-03  -0.410691E-06   0.124693E-06   0.659862E-05   0.140959E-06   0.407474E-01   0.120554E-05   0.659862E-05   0.244745E-02   0.294031E-04   0.735034E-03   0.162508E-07   0.140959E-06   0.294031E-04   0.113829E-05
    50   0.135451E+04   0.444725E+00   0.764556E-03   0.398373E-01   0.717838E-03   0.444725E+00   0.118507E+00  -0.410230E-06   0.107608E-05   0.139664E-07   0.764556E-03  -0.410230E-06   0.124000E-06   0.658066E-05   0.140240E-06   0.398373E-01   0.107608E-05   0.658066E-05   0.248896E-02   0.299043E-04   0.717838E-03   0.139664E-07   0.140240E-06   0.299043E-04   0.115151E-05
    51   0.137377E+04   0.251859E+00   0.747971E-03   0.389651E-01   0.701252E-03   0.251859E+00   0.126130E+00  -0.400170E-06   0.101290E-05   0.125069E-07   0.747971E-03  -0.400170E-06   0.123293E-06   0.656324E-05   0.139517E-06   0.389651E-01   0.101290E-05   0.656324E-05   0.253063E-02   0.304065E-04   0.701252E-03   0.125069E-07   0.139517E-06   0.304065E-04   0.116442E-05
    52   0.139325E+04   0.455959E-01   0.731811E-03   0.381297E-01   0.685249E-03   0.455959E-01   0.134020E+00  -0.385113E-06   0.100426E-05   0.118069E-07   0.731811E-03  -0.385113E-06   0.122575E-06   0.654649E-05   0.138791E-06   0.381297E-01   0.100426E-05   0.654649E-05   0.257258E-02   0.309102E-04   0.685249E-03   0.118069E-07   0.138791E-06   0.309102E-04   0.117700E-05
    53   0.141288E+04  -0.172439E+00   0.716174E-03   0.373299E-01   0.669807E-03  -0.172439E+00   0.142188E+00  -0.371974E-06   0.103283E-05   0.117402E-07   0.716174E-03  -0.371974E-06   0.121846E-06   0.653049E-05   0.138063E-06   0.373299E-01   0.103283E-05   0.653049E-05   0.261487E-02   0.314155E-04   0.669807E-03   0.117402E-07   0.138063E-06   0.314155E-04   0.118927E-05
    54   0.143263E+04  -0.401479E+00   0.701155E-03   0.365645E-01   0.654899E-03  -0.401479E+00   0.150646E+00  -0.367666E-06   0.108126E-05   0.121809E-07   0.701155E-03  -0.367666E-06   0.121106E-06   0.651534E-05   0.137332E-06   0.365645E-01   0.108126E-05   0.651534E-05   0.265759E-02   0.319227E-04   0.654899E-03   0.121809E-07   0.137332E-06   0.319227E-04   0.120124E-05
    55   0.145250E+04  -0.641130E+00   0.686853E-03   0.358322E-01   0.640502E-03  -0.641130E+00   0.159406E+00  -0.379102E-06   0.113222E-05   0.130027E-07   0.686853E-03  -0.379102E-06   0.120359E-06   0.650115E-05   0.136601E-06   0.358322E-01   0.113222E-05   0.650115E-05   0.270081E-02   0.324318E-04   0.640502E-03   0.130027E-07   0.136601E-06   0.324318E-04   0.121290E-05
    56   0.147261E+04  -0.891848E+00   0.673321E-03   0.351316E-01   0.626591E-03  -0.891848E+00   0.168472E+00  -0.410275E-06   0.117063E-05   0.140702E-07   0.673321E-03  -0.410275E-06   0.119603E-06   0.648798E-05   0.135869E-06   0.351316E-01   0.117063E-05   0.648798E-05   0.274461E-02   0.329430E-04   0.626591E-03   0.140702E-07   0.135869E-06   0.329430E-04   0.122426E-05
    57   0.149306E+04  -0.115495E+01   0.660434E-03   0.344613E-01   0.613145E-03  -0.115495E+01   0.177835E+00  -0.453495E-06   0.119052E-05   0.152097E-07   0.660434E-03  -0.453495E-06   0.118840E-06   0.647581E-05   0.135136E-06   0.344613E-01   0.119052E-05   0.647581E-05   0.278902E-02   0.334560E-04   0.613145E-03   0.152097E-07   0.135136E-06   0.334560E-04   0.123532E-05
    58   0.151379E+04  -0.143127E+01   0.648027E-03   0.338195E-01   0.600145E-03  -0.143127E+01   0.187489E+00  -0.498152E-06   0.118814E-05   0.162383E-07   0.648027E-03  -0.498152E-06   0.118070E-06   0.646463E-05   0.134404E-06   0.338195E-01   0.118814E-05   0.646463E-05   0.283404E-02   0.339704E-04   0.600145E-03   0.162383E-07   0.134404E-06   0.339704E-04   0.124609E-05
    59   0.153472E+04  -0.172137E+01   0.635932E-03   0.332048E-01   0.587571E-03  -0.172137E+01   0.197425E+00  -0.533633E-06   0.115979E-05   0.169728E-07   0.635932E-03  -0.533633E-06   0.117294E-06   0.645439E-05   0.133671E-06   0.332048E-01   0.115979E-05   0.645439E-05   0.287969E-02   0.344858E-04   0.587571E-03   0.169728E-07   0.133671E-06   0.344858E-04   0.125657E-05
    60   0.155583E+04  -0.202540E+01   0.623982E-03   0.326155E-01   0.575401E-03  -0.202540E+01   0.207631E+00  -0.549328E-06   0.110175E-05   0.172303E-07   0.623982E-03  -0.549328E-06   0.116513E-06   0.644506E-05   0.132938E-06   0.326155E-01   0.110175E-05   0.644506E-05   0.292599E-02   0.350018E-04   0.575401E-03   0.172303E-07   0.132938E-06   0.350018E-04   0.126676E-05
    61   0.157711E+04  -0.234336E+01   0.612058E-03   0.320499E-01   0.563618E-03  -0.234336E+01   0.218092E+00  -0.539225E-06   0.101276E-05   0.168865E-07   0.612058E-03  -0.539225E-06   0.115726E-06   0.643661E-05   0.132205E-06   0.320499E-01   0.101276E-05   0.643661E-05   0.297293E-02   0.355180E-04   0.563618E-03   0.168865E-07   0.132205E-06   0.355180E-04   0.127665E-05
    62   0.159860E+04  -0.267506E+01   0.600232E-03   0.315069E-01   0.552206E-03  -0.267506E+01   0.228807E+00  -0.515708E-06   0.901466E-06   0.160526E-07   0.600232E-03  -0.515708E-06   0.114936E-06   0.642896E-05   0.131472E-06   0.315069E-01   0.901466E-06   0.642896E-05   0.302049E-02   0.360339E-04   0.552206E-03   0.160526E-07   0.131472E-06   0.360339E-04   0.128627E-05
    63   0.162029E+04  -0.302027E+01   0.588623E-03   0.309850E-01   0.541152E-03  -0.302027E+01   0.239773E+00  -0.495759E-06   0.778992E-06   0.148986E-07   0.588623E-03  -0.495759E-06   0.114142E-06   0.642205E-05   0.130741E-06   0.309850E-01   0.778992E-06   0.642205E-05   0.306863E-02   0.365488E-04   0.541152E-03   0.148986E-07   0.130741E-06   0.365488E-04   0.129561E-05
    64   0.164221E+04  -0.337878E+01   0.577352E-03   0.304830E-01   0.530440E-03  -0.337878E+01   0.250991E+00  -0.496362E-06   0.656452E-06   0.135943E-07   0.577352E-03  -0.496362E-06   0.113347E-06   0.641581E-05   0.130011E-06   0.304830E-01   0.656452E-06   0.641581E-05   0.311732E-02   0.370623E-04   0.530440E-03   0.135943E-07   0.130011E-06   0.370623E-04   0.130470E-05
    65   0.166439E+04  -0.375040E+01   0.566538E-03   0.299997E-01   0.520057E-03  -0.375040E+01   0.262461E+00  -0.534499E-06   0.544963E-06   0.123098E-07   0.566538E-03  -0.534499E-06   0.112550E-06   0.641016E-05   0.129283E-06   0.299997E-01   0.544963E-06   0.641016E-05   0.316651E-02   0.375738E-04   0.520057E-03   0.123098E-07   0.129283E-06   0.375738E-04   0.131353E-05
    66   0.168686E+04  -0.413505E+01   0.556271E-03   0.295337E-01   0.509989E-03  -0.413505E+01   0.274178E+00  -0.620163E-06   0.453185E-06   0.111815E-07   0.556271E-03  -0.620163E-06   0.111752E-06   0.640503E-05   0.128558E-06   0.295337E-01   0.453185E-06   0.640503E-05   0.321617E-02   0.380827E-04   0.509989E-03   0.111815E-07   0.128558E-06   0.380827E-04   0.132212E-05
    67   0.170961E+04  -0.453206E+01   0.546523E-03   0.290838E-01   0.500220E-03  -0.453206E+01   0.286134E+00  -0.735388E-06   0.379937E-06   0.102127E-07   0.546523E-03  -0.735388E-06   0.110955E-06   0.640031E-05   0.127836E-06   0.290838E-01   0.379937E-06   0.640031E-05   0.326620E-02   0.385883E-04   0.500220E-03   0.102127E-07   0.127836E-06   0.385883E-04   0.133047E-05
